seed,model_tier,position_mode,strategy,global_positions,overlap_fraction,layer_id,sequence_tokens,encoding_block_tokens,processed_tokens,encoding_cost_ratio,native_k_rmse,native_k_cosine
7,small,rope,overlap_global,True,0.25,2,128,32,152,1.1875,0.14083220064640045,0.9786577224731445
7,small,rope,overlap_global,True,0.25,3,128,32,152,1.1875,0.24382366240024567,0.9443143606185913
7,small,rope,overlap_global,True,0.5,0,128,32,176,1.375,0.0,1.0
7,small,rope,overlap_global,True,0.5,1,128,32,176,1.375,0.04798663780093193,0.9972850680351257
7,small,rope,overlap_global,True,0.5,2,128,32,176,1.375,0.10228905081748962,0.9889304637908936
7,small,rope,overlap_global,True,0.5,3,128,32,176,1.375,0.15719524025917053,0.9775786399841309
21,small,rope,independent_local,False,0.0,0,128,32,128,1.0,0.5475625991821289,0.6213525533676147
21,small,rope,independent_local,False,0.0,1,128,32,128,1.0,0.5618188381195068,0.597923755645752
21,small,rope,independent_local,False,0.0,2,128,32,128,1.0,0.6120543479919434,0.5958878993988037
21,small,rope,independent_local,False,0.0,3,128,32,128,1.0,0.714630663394928,0.6101442575454712
21,small,rope,independent_global,True,0.0,0,128,32,128,1.0,0.0,1.0
21,small,rope,independent_global,True,0.0,1,128,32,128,1.0,0.10253776609897614,0.9868837594985962
21,small,rope,independent_global,True,0.0,2,128,32,128,1.0,0.20707912743091583,0.9559692144393921
21,small,rope,independent_global,True,0.0,3,128,32,128,1.0,0.33719587326049805,0.9100936651229858
21,small,rope,overlap_global,True,0.05,0,128,32,134,1.046875,0.0,1.0
21,small,rope,overlap_global,True,0.05,1,128,32,134,1.046875,0.08631763607263565,0.9908779859542847
21,small,rope,overlap_global,True,0.05,2,128,32,134,1.046875,0.1753871887922287,0.9669206142425537
21,small,rope,overlap_global,True,0.05,3,128,32,134,1.046875,0.34389758110046387,0.8995401859283447
21,small,rope,overlap_global,True,0.1,0,128,32,137,1.0703125,0.0,1.0
21,small,rope,overlap_global,True,0.1,1,128,32,137,1.0703125,0.0826384425163269,0.9917100071907043
21,small,rope,overlap_global,True,0.1,2,128,32,137,1.0703125,0.14752931892871857,0.9755665063858032
21,small,rope,overlap_global,True,0.1,3,128,32,137,1.0703125,0.2026141881942749,0.9663932919502258
21,small,rope,overlap_global,True,0.25,0,128,32,152,1.1875,0.0,1.0
21,small,rope,overlap_global,True,0.25,1,128,32,152,1.1875,0.07067976146936417,0.994226336479187
21,small,rope,overlap_global,True,0.25,2,128,32,152,1.1875,0.1252124160528183,0.9825422763824463
21,small,rope,overlap_global,True,0.25,3,128,32,152,1.1875,0.18993985652923584,0.9722244739532471
21,small,rope,overlap_global,True,0.5,0,128,32,176,1.375,0.0,1.0
21,small,rope,overlap_global,True,0.5,1,128,32,176,1.375,0.061892319470644,0.9957962036132812
21,small,rope,overlap_global,True,0.5,2,128,32,176,1.375,0.12439258396625519,0.9832299947738647
21,small,rope,overlap_global,True,0.5,3,128,32,176,1.375,0.18104062974452972,0.9760850667953491
42,small,rope,independent_local,False,0.0,0,128,32,128,1.0,0.5632075667381287,0.6073076725006104
42,small,rope,independent_local,False,0.0,1,128,32,128,1.0,0.5961728692054749,0.5853347778320312
42,small,rope,independent_local,False,0.0,2,128,32,128,1.0,0.6333000063896179,0.582556962966919
42,small,rope,independent_local,False,0.0,3,128,32,128,1.0,0.8247421383857727,0.5356051921844482
42,small,rope,independent_global,True,0.0,0,128,32,128,1.0,0.0,1.0
42,small,rope,independent_global,True,0.0,1,128,32,128,1.0,0.1359017789363861,0.9803804159164429
42,small,rope,independent_global,True,0.0,2,128,32,128,1.0,0.27166569232940674,0.9243353009223938
42,small,rope,independent_global,True,0.0,3,128,32,128,1.0,0.5539827346801758,0.7823892831802368
42,small,rope,overlap_global,True,0.05,0,128,32,134,1.046875,0.0,1.0
42,small,rope,overlap_global,True,0.05,1,128,32,134,1.046875,0.13202744722366333,0.9826812744140625
42,small,rope,overlap_global,True,0.05,2,128,32,134,1.046875,0.3222822844982147,0.9113924503326416
42,small,rope,overlap_global,True,0.05,3,128,32,134,1.046875,0.5979017019271851,0.7585304975509644
42,small,rope,overlap_global,True,0.1,0,128,32,137,1.0703125,0.0,1.0
42,small,rope,overlap_global,True,0.1,1,128,32,137,1.0703125,0.12434753030538559,0.9839414954185486
42,small,rope,overlap_global,True,0.1,2,128,32,137,1.0703125,0.2985112965106964,0.9167370200157166
42,small,rope,overlap_global,True,0.1,3,128,32,137,1.0703125,0.5856905579566956,0.7647573351860046
42,small,rope,overlap_global,True,0.25,0,128,32,152,1.1875,0.0,1.0
42,small,rope,overlap_global,True,0.25,1,128,32,152,1.1875,0.13075287640094757,0.9826841354370117
42,small,rope,overlap_global,True,0.25,2,128,32,152,1.1875,0.36481228470802307,0.8820517659187317
42,small,rope,overlap_global,True,0.25,3,128,32,152,1.1875,0.6807623505592346,0.6943439245223999
42,small,rope,overlap_global,True,0.5,0,128,32,176,1.375,0.0,1.0
42,small,rope,overlap_global,True,0.5,1,128,32,176,1.375,0.09626159071922302,0.9904544353485107
42,small,rope,overlap_global,True,0.5,2,128,32,176,1.375,0.2699911892414093,0.9271201491355896
42,small,rope,overlap_global,True,0.5,3,128,32,176,1.375,0.5802332758903503,0.77162766456604
87,small,rope,independent_local,False,0.0,0,128,32,128,1.0,0.5524057745933533,0.6210678815841675
87,small,rope,independent_local,False,0.0,1,128,32,128,1.0,0.5734413266181946,0.5829119086265564
87,small,rope,independent_local,False,0.0,2,128,32,128,1.0,0.6218408346176147,0.5900470018386841
87,small,rope,independent_local,False,0.0,3,128,32,128,1.0,0.7107754945755005,0.5433751344680786
87,small,rope,independent_global,True,0.0,0,128,32,128,1.0,0.0,1.0
87,small,rope,independent_global,True,0.0,1,128,32,128,1.0,0.08635532855987549,0.9896763563156128
87,small,rope,independent_global,True,0.0,2,128,32,128,1.0,0.21713100373744965,0.954071581363678
87,small,rope,independent_global,True,0.0,3,128,32,128,1.0,0.30219951272010803,0.9103754758834839
87,small,rope,overlap_global,True,0.05,0,128,32,134,1.046875,0.0,1.0
87,small,rope,overlap_global,True,0.05,1,128,32,134,1.046875,0.06388555467128754,0.9944303631782532
87,small,rope,overlap_global,True,0.05,2,128,32,134,1.046875,0.14084365963935852,0.9792342185974121
87,small,rope,overlap_global,True,0.05,3,128,32,134,1.046875,0.21436429023742676,0.9528204202651978
87,small,rope,overlap_global,True,0.1,0,128,32,137,1.0703125,0.0,1.0
87,small,rope,overlap_global,True,0.1,1,128,32,137,1.0703125,0.059359390288591385,0.9951683282852173
87,small,rope,overlap_global,True,0.1,2,128,32,137,1.0703125,0.1275223195552826,0.9827976226806641
87,small,rope,overlap_global,True,0.1,3,128,32,137,1.0703125,0.20169995725154877,0.9573866128921509
87,small,rope,overlap_global,True,0.25,0,128,32,152,1.1875,0.0,1.0
87,small,rope,overlap_global,True,0.25,1,128,32,152,1.1875,0.04458426684141159,0.997247040271759
87,small,rope,overlap_global,True,0.25,2,128,32,152,1.1875,0.08837153762578964,0.9911532402038574
87,small,rope,overlap_global,True,0.25,3,128,32,152,1.1875,0.13555553555488586,0.9806476831436157
87,small,rope,overlap_global,True,0.5,0,128,32,176,1.375,0.0,1.0
87,small,rope,overlap_global,True,0.5,1,128,32,176,1.375,0.03353521600365639,0.9984524250030518
87,small,rope,overlap_global,True,0.5,2,128,32,176,1.375,0.053912751376628876,0.9964960813522339
87,small,rope,overlap_global,True,0.5,3,128,32,176,1.375,0.08843822777271271,0.9918439388275146
