seed,model_tier,position_mode,model_parameters,native_context,logical_context,logical_native_ratio,maximum_native_operation,encoding_chunk_size,encoding_overlap,routing_chunk_size,materialization_budget,k_storage_mode,position_policy,split_count,reference_count,sa_full_loss,sa_full_accuracy,sa_tail_loss,sa_tail_accuracy,native_all_loss,native_all_accuracy,native_oracle_loss,native_oracle_accuracy,native_routed_loss,native_routed_accuracy,native_shuffled_loss,native_shuffled_accuracy,native_disabled_loss,native_disabled_accuracy,transport_gap,sparse_gap,routing_gap,full_context_benefit,dependency_gain,content_causality_oracle,content_causality_routed,disabled_wrapper_gap,memory_benefit_all,rcb_all,memory_benefit_oracle,rcb_oracle,memory_benefit_routed,rcb_routed,memory_benefit_shuffled,rcb_shuffled,active_fraction_all,active_tokens_all,active_fraction_oracle,active_tokens_oracle,active_fraction_routed,active_tokens_routed,active_fraction_shuffled,active_tokens_shuffled
1,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,2,1,0.011395643542831143,1.0,0.8887463808059692,0.16666666666666666,0.8886722723642985,0.16666666666666666,0.8886722723642985,0.16666666666666666,0.8886722723642985,0.16666666666666666,0.8886722723642985,0.16666666666666666,0.8886722723642985,0.16666666666666666,0.8772766288214673,0.0,0.0,0.8773507372631381,0.8773507372631381,0.0,0.0,-7.410844167077268e-05,7.410844167077268e-05,8.446843266120814e-05,7.410844167077268e-05,8.446843266120814e-05,7.410844167077268e-05,8.446843266120814e-05,7.410844167077268e-05,8.446843266120814e-05,0.005291005291005291,1.0,0.005291005291005291,1.0,0.005291005291005291,1.0,0.005291005291005291,1.0
1,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,5,4,0.011395643542831143,1.0,0.8887463808059692,0.16666666666666666,0.4816997591406107,0.8333333333333334,0.09216994931921363,1.0,1.3372386634970705,0.75,2.1816880324234567,0.5833333333333334,0.8886722723642985,0.16666666666666666,0.47030411559777957,-0.38952980982139707,1.245068714177857,0.8773507372631381,0.8773507372631381,2.089518083104243,0.8444493689263861,-7.410844167077268e-05,0.40704662166535854,0.4639497117596605,0.7965764314867556,0.907933848635775,-0.4484922826911013,-0.5111892697442254,-1.2929416516174874,-1.4736884540050303,0.7486559139784946,139.25,0.24193548387096775,45.0,0.25268817204301075,47.0,0.25268817204301075,47.0
1,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,16,15,0.011395643542831143,1.0,0.8887463808059692,0.16666666666666666,1.1374780392895143,0.8333333333333334,0.1459088109744092,1.0,1.0842347002277772,0.8333333333333334,1.9844415051241715,0.6666666666666666,0.8886722723642985,0.16666666666666666,1.1260823957466832,-0.9915692283151051,0.938325889253368,0.8773507372631381,0.8773507372631381,1.8385326941497624,0.9002068048963943,-7.410844167077268e-05,-0.24873165848354506,-0.28350310533670253,0.74283756983156,0.846682561809674,-0.195488319421808,-0.22281661269428724,-1.0956951243182023,-1.248867844730126,0.8971428571428571,157.0,0.06857142857142857,12.0,0.07071428571428572,12.375,0.07071428571428572,12.375
1,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,32,31,0.011395643542831143,1.0,0.8887463808059692,0.16666666666666666,1.209873737146457,0.8333333333333334,0.17720204715927443,1.0,1.3957299888134003,0.8333333333333334,1.3799611801902454,0.8333333333333334,0.8886722723642985,0.16666666666666666,1.198478093603626,-1.0326716899871826,1.218527941654126,0.8773507372631381,0.8773507372631381,1.202759133030971,-0.015768808623154884,-7.410844167077268e-05,-0.3211273563404877,-0.36601936113056927,0.7115443336466948,0.8110146870866377,-0.506983608007431,-0.5778573909779194,-0.49121479938427615,-0.5598841814581497,1.0,159.0,0.03773584905660377,6.0,0.03773584905660377,6.0,0.03773584905660377,6.0
1,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,64,63,0.011395643542831143,1.0,0.8887463808059692,0.16666666666666666,1.205515696356694,0.8333333333333334,0.3924801896015803,0.8333333333333334,1.3647271779676278,0.8333333333333334,1.3645318274696667,0.8333333333333334,0.8886722723642985,0.16666666666666666,1.194120052813863,-0.8130355067551136,0.9722469883660474,0.8773507372631381,0.8773507372631381,0.9720516378680863,-0.0001953504979610443,-7.410844167077268e-05,-0.31676931555072474,-0.361052087947033,0.4962661912043889,0.5656417326923008,-0.47598079716165853,-0.5425205416096901,-0.4757854466636975,-0.5422978820852102,1.0,127.0,0.023622047244094488,3.0,0.023622047244094488,3.0,0.023622047244094488,3.0
7,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,2,1,0.01006608852185309,1.0,2.1370434363683066,0.8333333333333334,2.1373075445493064,0.8333333333333334,2.1373075445493064,0.8333333333333334,2.1373075445493064,0.8333333333333334,2.1373075445493064,0.8333333333333334,2.1373075445493064,0.8333333333333334,2.1272414560274533,0.0,0.0,2.1269773478464535,2.1269773478464535,0.0,0.0,0.00026410818099975586,-0.00026410818099975586,-0.00012417065995891453,-0.00026410818099975586,-0.00012417065995891453,-0.00026410818099975586,-0.00012417065995891453,-0.00026410818099975586,-0.00012417065995891453,0.005291005291005291,1.0,0.005291005291005291,1.0,0.005291005291005291,1.0,0.005291005291005291,1.0
7,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,5,4,0.01006608852185309,1.0,2.1370434363683066,0.8333333333333334,0.5035244785249233,0.8333333333333334,0.05691099104781946,1.0,3.17178213596344,0.3333333333333333,3.1619622707366943,0.3333333333333333,2.1373075445493064,0.8333333333333334,0.49345839000307024,-0.4466134874771039,3.1148711449156203,2.1269773478464535,2.1269773478464535,3.1050512796888747,-0.009819865226745605,0.00026410818099975586,1.6335189578433833,0.7680001667612056,2.080132445320487,0.9779758338407334,-1.0347386995951333,-0.48648317794394824,-1.0249188343683877,-0.4818663609211021,0.7506720430107526,139.625,0.24193548387096775,45.0,0.2560483870967742,47.625,0.2560483870967742,47.625
7,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,16,15,0.01006608852185309,1.0,2.1370434363683066,0.8333333333333334,0.7092989993592104,0.8333333333333334,0.0809623117869099,1.0,2.408026992032925,0.16666666666666666,2.5112968844672046,0.16666666666666666,2.1373075445493064,0.8333333333333334,0.6992329108373573,-0.6283366875723004,2.327064680246015,2.1269773478464535,2.1269773478464535,2.4303345726802945,0.10326989243427942,0.00026410818099975586,1.4277444370090961,0.6712551210076004,2.0560811245813966,0.9666680873038733,-0.2709835556646185,-0.12740312252924887,-0.37425344809889793,-0.1759555401367233,0.8933333333333334,156.33333333333334,0.06857142857142857,12.0,0.07285714285714286,12.75,0.07285714285714286,12.75
7,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,32,31,0.01006608852185309,1.0,2.1370434363683066,0.8333333333333334,0.7163184707363447,0.8333333333333334,0.11373378522694111,1.0,2.6645747795701027,0.16666666666666666,2.6700047999620438,0.16666666666666666,2.1373075445493064,0.8333333333333334,0.7062523822144916,-0.6025846855094036,2.5508409943431616,2.1269773478464535,2.1269773478464535,2.5562710147351027,0.0054300203919410706,0.00026410818099975586,1.4207249656319618,0.6679549112596022,2.0233096511413655,0.9512605544153769,-0.5275313432017961,-0.24801925781481268,-0.5329613635937371,-0.2505721859865391,1.0,159.0,0.03773584905660377,6.0,0.03773584905660377,6.0,0.03773584905660377,6.0
7,tiny,absolute,92288,192,192,1.0,192,192,0.0,,160,post_position,local,64,63,0.01006608852185309,1.0,2.1370434363683066,0.8333333333333334,0.8921735559900602,0.8333333333333334,0.557649128139019,0.8333333333333334,1.1485279724001884,0.8333333333333334,1.4637483954429626,0.8333333333333334,2.1373075445493064,0.8333333333333334,0.8821074674682071,-0.3345244278510412,0.5908788442611694,2.1269773478464535,2.1269773478464535,0.9060992673039436,0.3152204230427742,0.00026410818099975586,1.2448698803782463,0.5852765106495688,1.5793943082292876,0.7425534220326375,0.9885154639681182,0.46475128894484075,0.673295040925344,0.31655016994282964,1.0,127.0,0.023622047244094488,3.0,0.023622047244094488,3.0,0.023622047244094488,3.0
