active_tokens,candidate_records,case_id,cross_task_contamination,detail_depth,estimated_tokens_per_record,family,join_complete,logical_backing_tokens,matched_budget_tokens,materialized_tokens,policy,record_budget,relevant_record_recall,scope_latency_us,seed,selected_records,task_count,useful_precision,widened
168,96,parallel-n16-r6-s71,1.0,selected,24,parallel,0,168,192,192,session,8,0.0,8331.599878147244,71,8,16,0.0,0
84,96,parallel-n16-r6-s71,1.0,full,48,parallel,0,84,192,192,session,4,0.0,9599.900105968118,71,4,16,0.0,0
63,96,parallel-n16-r6-s71,1.0,native_kv,64,parallel,0,63,192,192,session,3,0.0,5700.099980458617,71,3,16,0.0,0
126,6,parallel-n16-r6-s71,0.0,index,4,parallel,1,126,192,24,task_local,48,1.0,3377.899993211031,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,compact,12,parallel,1,126,192,72,task_local,16,1.0,3001.099918037653,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,selected,24,parallel,1,126,192,144,task_local,8,1.0,2765.7002210617065,71,6,16,0.16666666666666666,0
84,6,parallel-n16-r6-s71,0.0,full,48,parallel,1,84,192,192,task_local,4,1.0,3463.8000652194023,71,4,16,0.25,0
63,6,parallel-n16-r6-s71,0.0,native_kv,64,parallel,1,63,192,192,task_local,3,1.0,2852.699952200055,71,3,16,0.3333333333333333,0
126,6,parallel-n16-r6-s71,0.0,index,4,parallel,1,126,192,24,task_structural,48,1.0,4239.400150254369,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,compact,12,parallel,1,126,192,72,task_structural,16,1.0,2858.599880710244,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,selected,24,parallel,1,126,192,144,task_structural,8,1.0,2916.8000910431147,71,6,16,0.16666666666666666,0
84,6,parallel-n16-r6-s71,0.0,full,48,parallel,1,84,192,192,task_structural,4,1.0,3007.299965247512,71,4,16,0.25,0
63,6,parallel-n16-r6-s71,0.0,native_kv,64,parallel,1,63,192,192,task_structural,3,1.0,2293.2998836040497,71,3,16,0.3333333333333333,0
126,6,parallel-n16-r6-s71,0.0,index,4,parallel,1,126,192,24,task_adaptive,48,1.0,3606.900107115507,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,compact,12,parallel,1,126,192,72,task_adaptive,16,1.0,3554.800059646368,71,6,16,0.16666666666666666,0
126,6,parallel-n16-r6-s71,0.0,selected,24,parallel,1,126,192,144,task_adaptive,8,1.0,3015.599912032485,71,6,16,0.16666666666666666,0
84,6,parallel-n16-r6-s71,0.0,full,48,parallel,1,84,192,192,task_adaptive,4,1.0,2882.8999493271112,71,4,16,0.25,0
63,6,parallel-n16-r6-s71,0.0,native_kv,64,parallel,1,63,192,192,task_adaptive,3,1.0,2811.900107190013,71,3,16,0.3333333333333333,0
1008,48,join-n8-r6-s11,0.0,index,4,join,1,1008,192,192,session,48,1.0,6356.499856337905,11,48,8,0.16666666666666666,0
336,48,join-n8-r6-s11,0.0,compact,12,join,1,336,192,192,session,16,1.0,4577.100044116378,11,16,8,0.5,0
168,48,join-n8-r6-s11,0.0,selected,24,join,1,168,192,192,session,8,1.0,6218.800088390708,11,8,8,1.0,0
84,48,join-n8-r6-s11,0.0,full,48,join,0,84,192,192,session,4,0.5,3899.1000037640333,11,4,8,1.0,0
63,48,join-n8-r6-s11,0.0,native_kv,64,join,0,63,192,192,session,3,0.375,3686.6001319140196,11,3,8,1.0,0
126,6,join-n8-r6-s11,0.0,index,4,join,0,126,192,24,task_local,48,0.125,1240.9999035298824,11,6,8,0.16666666666666666,0
126,6,join-n8-r6-s11,0.0,compact,12,join,0,126,192,72,task_local,16,0.125,2286.0998287796974,11,6,8,0.16666666666666666,0
126,6,join-n8-r6-s11,0.0,selected,24,join,0,126,192,144,task_local,8,0.125,2952.0001262426376,11,6,8,0.16666666666666666,0
84,6,join-n8-r6-s11,0.0,full,48,join,0,84,192,192,task_local,4,0.125,1510.1998578757048,11,4,8,0.25,0
63,6,join-n8-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.125,1412.1998101472855,11,3,8,0.3333333333333333,0
1008,48,join-n8-r6-s11,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,4593.699937686324,11,48,8,0.16666666666666666,0
336,48,join-n8-r6-s11,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,4759.800154715776,11,16,8,0.5,0
168,48,join-n8-r6-s11,0.0,selected,24,join,1,168,192,192,task_structural,8,1.0,2494.79990452528,11,8,8,1.0,0
84,48,join-n8-r6-s11,0.0,full,48,join,0,84,192,192,task_structural,4,0.5,5287.999985739589,11,4,8,1.0,0
63,48,join-n8-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.375,3642.4000281840563,11,3,8,1.0,0
1008,48,join-n8-r6-s11,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,5176.100181415677,11,48,8,0.16666666666666666,0
336,48,join-n8-r6-s11,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,4273.10005761683,11,16,8,0.5,0
168,48,join-n8-r6-s11,0.0,selected,24,join,1,168,192,192,task_adaptive,8,1.0,2197.5000854581594,11,8,8,1.0,0
84,48,join-n8-r6-s11,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.5,2821.299945935607,11,4,8,1.0,0
63,48,join-n8-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.375,2961.3999649882317,11,3,8,1.0,0
1008,48,join-n8-r6-s23,0.0,index,4,join,1,1008,192,192,session,48,1.0,3981.800051406026,23,48,8,0.16666666666666666,0
336,48,join-n8-r6-s23,0.0,compact,12,join,1,336,192,192,session,16,1.0,4144.300008192658,23,16,8,0.5,0
168,48,join-n8-r6-s23,0.0,selected,24,join,1,168,192,192,session,8,1.0,4203.899996355176,23,8,8,1.0,0
84,48,join-n8-r6-s23,0.0,full,48,join,0,84,192,192,session,4,0.5,6014.799932017922,23,4,8,1.0,0
63,48,join-n8-r6-s23,0.0,native_kv,64,join,0,63,192,192,session,3,0.375,6748.3000457286835,23,3,8,1.0,0
126,6,join-n8-r6-s23,0.0,index,4,join,0,126,192,24,task_local,48,0.125,1317.900139838457,23,6,8,0.16666666666666666,0
126,6,join-n8-r6-s23,0.0,compact,12,join,0,126,192,72,task_local,16,0.125,1397.6998161524534,23,6,8,0.16666666666666666,0
126,6,join-n8-r6-s23,0.0,selected,24,join,0,126,192,144,task_local,8,0.125,2735.600108280778,23,6,8,0.16666666666666666,0
84,6,join-n8-r6-s23,0.0,full,48,join,0,84,192,192,task_local,4,0.125,1300.9998947381973,23,4,8,0.25,0
63,6,join-n8-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.125,988.0000725388527,23,3,8,0.3333333333333333,0
1008,48,join-n8-r6-s23,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,4239.500034600496,23,48,8,0.16666666666666666,0
336,48,join-n8-r6-s23,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,3809.6001371741295,23,16,8,0.5,0
168,48,join-n8-r6-s23,0.0,selected,24,join,1,168,192,192,task_structural,8,1.0,6403.699982911348,23,8,8,1.0,0
84,48,join-n8-r6-s23,0.0,full,48,join,0,84,192,192,task_structural,4,0.5,10256.500216200948,23,4,8,1.0,0
63,48,join-n8-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.375,7351.800100877881,23,3,8,1.0,0
1008,48,join-n8-r6-s23,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,3652.7998745441437,23,48,8,0.16666666666666666,0
336,48,join-n8-r6-s23,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,5730.899982154369,23,16,8,0.5,0
168,48,join-n8-r6-s23,0.0,selected,24,join,1,168,192,192,task_adaptive,8,1.0,5813.500145450234,23,8,8,1.0,0
84,48,join-n8-r6-s23,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.5,5787.600064650178,23,4,8,1.0,0
63,48,join-n8-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.375,5931.799998506904,23,3,8,1.0,0
1008,48,join-n8-r6-s37,0.0,index,4,join,1,1008,192,192,session,48,1.0,4628.699971362948,37,48,8,0.16666666666666666,0
336,48,join-n8-r6-s37,0.0,compact,12,join,1,336,192,192,session,16,1.0,4540.9000013023615,37,16,8,0.5,0
168,48,join-n8-r6-s37,0.0,selected,24,join,1,168,192,192,session,8,1.0,4776.80005133152,37,8,8,1.0,0
84,48,join-n8-r6-s37,0.0,full,48,join,0,84,192,192,session,4,0.5,3860.299941152334,37,4,8,1.0,0
63,48,join-n8-r6-s37,0.0,native_kv,64,join,0,63,192,192,session,3,0.375,2494.1000156104565,37,3,8,1.0,0
126,6,join-n8-r6-s37,0.0,index,4,join,0,126,192,24,task_local,48,0.125,1162.1001176536083,37,6,8,0.16666666666666666,0
126,6,join-n8-r6-s37,0.0,compact,12,join,0,126,192,72,task_local,16,0.125,996.1000178009272,37,6,8,0.16666666666666666,0
126,6,join-n8-r6-s37,0.0,selected,24,join,0,126,192,144,task_local,8,0.125,3742.899978533387,37,6,8,0.16666666666666666,0
84,6,join-n8-r6-s37,0.0,full,48,join,0,84,192,192,task_local,4,0.125,2579.8999704420567,37,4,8,0.25,0
63,6,join-n8-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.125,1513.7000009417534,37,3,8,0.3333333333333333,0
1008,48,join-n8-r6-s37,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,3444.999922066927,37,48,8,0.16666666666666666,0
336,48,join-n8-r6-s37,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,3470.6001169979572,37,16,8,0.5,0
168,48,join-n8-r6-s37,0.0,selected,24,join,1,168,192,192,task_structural,8,1.0,4424.300044775009,37,8,8,1.0,0
84,48,join-n8-r6-s37,0.0,full,48,join,0,84,192,192,task_structural,4,0.5,4710.100125521421,37,4,8,1.0,0
63,48,join-n8-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.375,3827.2999227046967,37,3,8,1.0,0
1008,48,join-n8-r6-s37,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,2933.4002174437046,37,48,8,0.16666666666666666,0
336,48,join-n8-r6-s37,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,5287.900101393461,37,16,8,0.5,0
168,48,join-n8-r6-s37,0.0,selected,24,join,1,168,192,192,task_adaptive,8,1.0,4790.199920535088,37,8,8,1.0,0
84,48,join-n8-r6-s37,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.5,4006.600007414818,37,4,8,1.0,0
63,48,join-n8-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.375,4283.000016584992,37,3,8,1.0,0
1008,48,join-n8-r6-s53,0.0,index,4,join,1,1008,192,192,session,48,1.0,3551.0999150574207,53,48,8,0.16666666666666666,0
336,48,join-n8-r6-s53,0.0,compact,12,join,1,336,192,192,session,16,1.0,4245.199961587787,53,16,8,0.5,0
168,48,join-n8-r6-s53,0.0,selected,24,join,1,168,192,192,session,8,1.0,5467.499839141965,53,8,8,1.0,0
84,48,join-n8-r6-s53,0.0,full,48,join,0,84,192,192,session,4,0.5,4134.500166401267,53,4,8,1.0,0
63,48,join-n8-r6-s53,0.0,native_kv,64,join,0,63,192,192,session,3,0.375,3639.2000038176775,53,3,8,1.0,0
126,6,join-n8-r6-s53,0.0,index,4,join,0,126,192,24,task_local,48,0.125,1297.8999875485897,53,6,8,0.16666666666666666,0
126,6,join-n8-r6-s53,0.0,compact,12,join,0,126,192,72,task_local,16,0.125,1491.1000616848469,53,6,8,0.16666666666666666,0
126,6,join-n8-r6-s53,0.0,selected,24,join,0,126,192,144,task_local,8,0.125,3313.699970021844,53,6,8,0.16666666666666666,0
84,6,join-n8-r6-s53,0.0,full,48,join,0,84,192,192,task_local,4,0.125,1787.4999903142452,53,4,8,0.25,0
63,6,join-n8-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.125,2010.1999398320913,53,3,8,0.3333333333333333,0
1008,48,join-n8-r6-s53,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,4237.100016325712,53,48,8,0.16666666666666666,0
336,48,join-n8-r6-s53,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,5605.700192973018,53,16,8,0.5,0
168,48,join-n8-r6-s53,0.0,selected,24,join,1,168,192,192,task_structural,8,1.0,4878.500010818243,53,8,8,1.0,0
84,48,join-n8-r6-s53,0.0,full,48,join,0,84,192,192,task_structural,4,0.5,4287.499934434891,53,4,8,1.0,0
63,48,join-n8-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.375,5227.30010561645,53,3,8,1.0,0
1008,48,join-n8-r6-s53,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,4859.3999817967415,53,48,8,0.16666666666666666,0
336,48,join-n8-r6-s53,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,4037.0998904109,53,16,8,0.5,0
168,48,join-n8-r6-s53,0.0,selected,24,join,1,168,192,192,task_adaptive,8,1.0,4035.7999969273806,53,8,8,1.0,0
84,48,join-n8-r6-s53,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.5,5039.6001897752285,53,4,8,1.0,0
63,48,join-n8-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.375,4565.599840134382,53,3,8,1.0,0
1008,48,join-n8-r6-s71,0.0,index,4,join,1,1008,192,192,session,48,1.0,2791.7998377233744,71,48,8,0.16666666666666666,0
336,48,join-n8-r6-s71,0.0,compact,12,join,1,336,192,192,session,16,1.0,5380.399990826845,71,16,8,0.5,0
168,48,join-n8-r6-s71,0.0,selected,24,join,1,168,192,192,session,8,1.0,1913.399901241064,71,8,8,1.0,0
84,48,join-n8-r6-s71,0.0,full,48,join,0,84,192,192,session,4,0.5,3200.1000363379717,71,4,8,1.0,0
63,48,join-n8-r6-s71,0.0,native_kv,64,join,0,63,192,192,session,3,0.375,3861.0000628978014,71,3,8,1.0,0
126,6,join-n8-r6-s71,0.0,index,4,join,0,126,192,24,task_local,48,0.125,2878.2000299543142,71,6,8,0.16666666666666666,0
126,6,join-n8-r6-s71,0.0,compact,12,join,0,126,192,72,task_local,16,0.125,2336.0999766737223,71,6,8,0.16666666666666666,0
126,6,join-n8-r6-s71,0.0,selected,24,join,0,126,192,144,task_local,8,0.125,2104.5999601483345,71,6,8,0.16666666666666666,0
84,6,join-n8-r6-s71,0.0,full,48,join,0,84,192,192,task_local,4,0.125,1496.5999871492386,71,4,8,0.25,0
63,6,join-n8-r6-s71,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.125,1383.6000580340624,71,3,8,0.3333333333333333,0
1008,48,join-n8-r6-s71,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,5063.599906861782,71,48,8,0.16666666666666666,0
336,48,join-n8-r6-s71,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,3980.8000437915325,71,16,8,0.5,0
168,48,join-n8-r6-s71,0.0,selected,24,join,1,168,192,192,task_structural,8,1.0,4744.4000374525785,71,8,8,1.0,0
84,48,join-n8-r6-s71,0.0,full,48,join,0,84,192,192,task_structural,4,0.5,5717.799998819828,71,4,8,1.0,0
63,48,join-n8-r6-s71,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.375,3805.4001051932573,71,3,8,1.0,0
1008,48,join-n8-r6-s71,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,4519.700072705746,71,48,8,0.16666666666666666,0
336,48,join-n8-r6-s71,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,2523.500006645918,71,16,8,0.5,0
168,48,join-n8-r6-s71,0.0,selected,24,join,1,168,192,192,task_adaptive,8,1.0,4165.400052443147,71,8,8,1.0,0
84,48,join-n8-r6-s71,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.5,3471.3000059127808,71,4,8,1.0,0
63,48,join-n8-r6-s71,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.375,4373.100120574236,71,3,8,1.0,0
1008,96,join-n16-r6-s11,0.0,index,4,join,1,1008,192,192,session,48,1.0,9531.200164929032,11,48,16,0.3333333333333333,0
336,96,join-n16-r6-s11,0.0,compact,12,join,1,336,192,192,session,16,1.0,5952.200153842568,11,16,16,1.0,0
168,96,join-n16-r6-s11,0.0,selected,24,join,0,168,192,192,session,8,0.5,10347.000090405345,11,8,16,1.0,0
84,96,join-n16-r6-s11,0.0,full,48,join,0,84,192,192,session,4,0.25,7752.599893137813,11,4,16,1.0,0
63,96,join-n16-r6-s11,0.0,native_kv,64,join,0,63,192,192,session,3,0.1875,8210.100000724196,11,3,16,1.0,0
126,6,join-n16-r6-s11,0.0,index,4,join,0,126,192,24,task_local,48,0.0625,2775.5999471992254,11,6,16,0.16666666666666666,0
126,6,join-n16-r6-s11,0.0,compact,12,join,0,126,192,72,task_local,16,0.0625,2869.3999629467726,11,6,16,0.16666666666666666,0
126,6,join-n16-r6-s11,0.0,selected,24,join,0,126,192,144,task_local,8,0.0625,1218.999968841672,11,6,16,0.16666666666666666,0
84,6,join-n16-r6-s11,0.0,full,48,join,0,84,192,192,task_local,4,0.0625,1713.4000081568956,11,4,16,0.25,0
63,6,join-n16-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.0625,3260.4997977614403,11,3,16,0.3333333333333333,0
1008,96,join-n16-r6-s11,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,7195.800077170134,11,48,16,0.3333333333333333,0
336,96,join-n16-r6-s11,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,9632.800007238984,11,16,16,1.0,0
168,96,join-n16-r6-s11,0.0,selected,24,join,0,168,192,192,task_structural,8,0.5,7517.799967899919,11,8,16,1.0,0
84,96,join-n16-r6-s11,0.0,full,48,join,0,84,192,192,task_structural,4,0.25,10404.499946162105,11,4,16,1.0,0
63,96,join-n16-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.1875,9124.699980020523,11,3,16,1.0,0
1008,96,join-n16-r6-s11,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,11400.99996700883,11,48,16,0.3333333333333333,0
336,96,join-n16-r6-s11,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,9870.799956843257,11,16,16,1.0,0
168,96,join-n16-r6-s11,0.0,selected,24,join,0,168,192,192,task_adaptive,8,0.5,9089.899947866797,11,8,16,1.0,0
84,96,join-n16-r6-s11,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.25,10431.099915876985,11,4,16,1.0,0
63,96,join-n16-r6-s11,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.1875,10456.699877977371,11,3,16,1.0,0
1008,96,join-n16-r6-s23,0.0,index,4,join,1,1008,192,192,session,48,1.0,5429.3000139296055,23,48,16,0.3333333333333333,0
336,96,join-n16-r6-s23,0.0,compact,12,join,1,336,192,192,session,16,1.0,12160.399928689003,23,16,16,1.0,0
168,96,join-n16-r6-s23,0.0,selected,24,join,0,168,192,192,session,8,0.5,9602.899895980954,23,8,16,1.0,0
84,96,join-n16-r6-s23,0.0,full,48,join,0,84,192,192,session,4,0.25,9900.900069624186,23,4,16,1.0,0
63,96,join-n16-r6-s23,0.0,native_kv,64,join,0,63,192,192,session,3,0.1875,9498.199913650751,23,3,16,1.0,0
126,6,join-n16-r6-s23,0.0,index,4,join,0,126,192,24,task_local,48,0.0625,2395.39984613657,23,6,16,0.16666666666666666,0
126,6,join-n16-r6-s23,0.0,compact,12,join,0,126,192,72,task_local,16,0.0625,3338.700160384178,23,6,16,0.16666666666666666,0
126,6,join-n16-r6-s23,0.0,selected,24,join,0,126,192,144,task_local,8,0.0625,2587.20014244318,23,6,16,0.16666666666666666,0
84,6,join-n16-r6-s23,0.0,full,48,join,0,84,192,192,task_local,4,0.0625,2383.1999860703945,23,4,16,0.25,0
63,6,join-n16-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.0625,3471.100004389882,23,3,16,0.3333333333333333,0
1008,96,join-n16-r6-s23,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,9460.000088438392,23,48,16,0.3333333333333333,0
336,96,join-n16-r6-s23,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,9149.200050160289,23,16,16,1.0,0
168,96,join-n16-r6-s23,0.0,selected,24,join,0,168,192,192,task_structural,8,0.5,6986.199878156185,23,8,16,1.0,0
84,96,join-n16-r6-s23,0.0,full,48,join,0,84,192,192,task_structural,4,0.25,12213.00009638071,23,4,16,1.0,0
63,96,join-n16-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.1875,11024.400126188993,23,3,16,1.0,0
1008,96,join-n16-r6-s23,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,12044.599978253245,23,48,16,0.3333333333333333,0
336,96,join-n16-r6-s23,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,10882.100090384483,23,16,16,1.0,0
168,96,join-n16-r6-s23,0.0,selected,24,join,0,168,192,192,task_adaptive,8,0.5,9949.800092726946,23,8,16,1.0,0
84,96,join-n16-r6-s23,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.25,10150.100104510784,23,4,16,1.0,0
63,96,join-n16-r6-s23,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.1875,5571.00004516542,23,3,16,1.0,0
1008,96,join-n16-r6-s37,0.0,index,4,join,1,1008,192,192,session,48,1.0,10870.700003579259,37,48,16,0.3333333333333333,0
336,96,join-n16-r6-s37,0.0,compact,12,join,1,336,192,192,session,16,1.0,10194.499976933002,37,16,16,1.0,0
168,96,join-n16-r6-s37,0.0,selected,24,join,0,168,192,192,session,8,0.5,9662.69988566637,37,8,16,1.0,0
84,96,join-n16-r6-s37,0.0,full,48,join,0,84,192,192,session,4,0.25,12709.30003374815,37,4,16,1.0,0
63,96,join-n16-r6-s37,0.0,native_kv,64,join,0,63,192,192,session,3,0.1875,14581.800205633044,37,3,16,1.0,0
126,6,join-n16-r6-s37,0.0,index,4,join,0,126,192,24,task_local,48,0.0625,2496.900036931038,37,6,16,0.16666666666666666,0
126,6,join-n16-r6-s37,0.0,compact,12,join,0,126,192,72,task_local,16,0.0625,1104.4000275433064,37,6,16,0.16666666666666666,0
126,6,join-n16-r6-s37,0.0,selected,24,join,0,126,192,144,task_local,8,0.0625,1115.2001097798347,37,6,16,0.16666666666666666,0
84,6,join-n16-r6-s37,0.0,full,48,join,0,84,192,192,task_local,4,0.0625,2410.599961876869,37,4,16,0.25,0
63,6,join-n16-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.0625,2012.8998439759016,37,3,16,0.3333333333333333,0
1008,96,join-n16-r6-s37,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,8445.699932053685,37,48,16,0.3333333333333333,0
336,96,join-n16-r6-s37,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,7335.39997600019,37,16,16,1.0,0
168,96,join-n16-r6-s37,0.0,selected,24,join,0,168,192,192,task_structural,8,0.5,9325.399994850159,37,8,16,1.0,0
84,96,join-n16-r6-s37,0.0,full,48,join,0,84,192,192,task_structural,4,0.25,9376.599919050932,37,4,16,1.0,0
63,96,join-n16-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.1875,7645.099889487028,37,3,16,1.0,0
1008,96,join-n16-r6-s37,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,6033.399840816855,37,48,16,0.3333333333333333,0
336,96,join-n16-r6-s37,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,7844.79989670217,37,16,16,1.0,0
168,96,join-n16-r6-s37,0.0,selected,24,join,0,168,192,192,task_adaptive,8,0.5,4533.299943432212,37,8,16,1.0,0
84,96,join-n16-r6-s37,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.25,9127.500001341105,37,4,16,1.0,0
63,96,join-n16-r6-s37,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.1875,9909.200016409159,37,3,16,1.0,0
1008,96,join-n16-r6-s53,0.0,index,4,join,1,1008,192,192,session,48,1.0,17527.40005031228,53,48,16,0.3333333333333333,0
336,96,join-n16-r6-s53,0.0,compact,12,join,1,336,192,192,session,16,1.0,13753.499835729599,53,16,16,1.0,0
168,96,join-n16-r6-s53,0.0,selected,24,join,0,168,192,192,session,8,0.5,12819.900177419186,53,8,16,1.0,0
84,96,join-n16-r6-s53,0.0,full,48,join,0,84,192,192,session,4,0.25,11628.900188952684,53,4,16,1.0,0
63,96,join-n16-r6-s53,0.0,native_kv,64,join,0,63,192,192,session,3,0.1875,8774.499874562025,53,3,16,1.0,0
126,6,join-n16-r6-s53,0.0,index,4,join,0,126,192,24,task_local,48,0.0625,3099.6999703347683,53,6,16,0.16666666666666666,0
126,6,join-n16-r6-s53,0.0,compact,12,join,0,126,192,72,task_local,16,0.0625,2651.5000499784946,53,6,16,0.16666666666666666,0
126,6,join-n16-r6-s53,0.0,selected,24,join,0,126,192,144,task_local,8,0.0625,1858.9000683277845,53,6,16,0.16666666666666666,0
84,6,join-n16-r6-s53,0.0,full,48,join,0,84,192,192,task_local,4,0.0625,2391.0999298095703,53,4,16,0.25,0
63,6,join-n16-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_local,3,0.0625,2666.3001626729965,53,3,16,0.3333333333333333,0
1008,96,join-n16-r6-s53,0.0,index,4,join,1,1008,192,192,task_structural,48,1.0,8326.600072905421,53,48,16,0.3333333333333333,0
336,96,join-n16-r6-s53,0.0,compact,12,join,1,336,192,192,task_structural,16,1.0,9654.30005453527,53,16,16,1.0,0
168,96,join-n16-r6-s53,0.0,selected,24,join,0,168,192,192,task_structural,8,0.5,7167.099975049496,53,8,16,1.0,0
84,96,join-n16-r6-s53,0.0,full,48,join,0,84,192,192,task_structural,4,0.25,7538.300007581711,53,4,16,1.0,0
63,96,join-n16-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_structural,3,0.1875,9848.000016063452,53,3,16,1.0,0
1008,96,join-n16-r6-s53,0.0,index,4,join,1,1008,192,192,task_adaptive,48,1.0,10466.099949553609,53,48,16,0.3333333333333333,0
336,96,join-n16-r6-s53,0.0,compact,12,join,1,336,192,192,task_adaptive,16,1.0,11626.899940893054,53,16,16,1.0,0
168,96,join-n16-r6-s53,0.0,selected,24,join,0,168,192,192,task_adaptive,8,0.5,7015.499984845519,53,8,16,1.0,0
84,96,join-n16-r6-s53,0.0,full,48,join,0,84,192,192,task_adaptive,4,0.25,10061.899898573756,53,4,16,1.0,0
63,96,join-n16-r6-s53,0.0,native_kv,64,join,0,63,192,192,task_adaptive,3,0.1875,10374.499950557947,53,3,16,1.0,0
1008,96,join-n16-r6-s71,0.0,index,4,join,1,1008,192,192,session,48,1.0,9675.299981608987,71,48,16,0.3333333333333333,0
336,96,join-n16-r6-s71,0.0,compact,12,join,1,336,192,192,session,16,1.0,7805.299945175648,71,16,16,1.0,0
168,96,join-n16-r6-s71,0.0,selected,24,join,0,168,192,192,session,8,0.5,8962.499909102917,71,8,16,1.0,0
84,96,join-n16-r6-s71,0.0,full,48,join,0,84,192,192,session,4,0.25,12282.50004351139,71,4,16,1.0,0
63,96,join-n16-r6-s71,0.0,native_kv,64,join,0,63,192,192,session,3,0.1875,8253.500098362565,71,3,16,1.0,0
126,6,join-n16-r6-s71,0.0,index,4,join,0,126,192,24,task_local,48,0.0625,4280.199995264411,71,6,16,0.16666666666666666,0
126,6,join-n16-r6-s71,0.0,compact,12,join,0,126,192,72,task_local,16,0.0625,3754.7999527305365,71,6,16,0.16666666666666666,0
