condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,4075,0,6110.260958026629,multihoprag:0018
PRA_SELECTED_CONTEXT_NO_ADAPTOR,4075,4065,5935.222000989597,multihoprag:0018
PRA_NATIVE_MEMORY_NO_ADAPTOR,8168,4065,12229.2388320202,multihoprag:0061
PRA_SELECTED_CONTEXT_NO_ADAPTOR,8168,8150,11885.444043029565,multihoprag:0061
PRA_NATIVE_MEMORY_NO_ADAPTOR,12253,8150,18423.45603997819,multihoprag:0123
PRA_SELECTED_CONTEXT_NO_ADAPTOR,12253,12224,17931.720127060544,multihoprag:0123
PRA_NATIVE_MEMORY_NO_ADAPTOR,16318,12224,24670.429622987285,multihoprag:0146
PRA_SELECTED_CONTEXT_NO_ADAPTOR,16318,16279,23926.292710064445,multihoprag:0146
PRA_NATIVE_MEMORY_NO_ADAPTOR,20422,16279,30982.59962402517,multihoprag:0171
PRA_SELECTED_CONTEXT_NO_ADAPTOR,20422,20373,30035.054793057498,multihoprag:0171
PRA_NATIVE_MEMORY_NO_ADAPTOR,24502,20373,37248.05891601136,multihoprag:0243
PRA_SELECTED_CONTEXT_NO_ADAPTOR,24502,24443,36049.686668033246,multihoprag:0243
PRA_NATIVE_MEMORY_NO_ADAPTOR,28570,24443,43507.27108301362,multihoprag:0258
PRA_SELECTED_CONTEXT_NO_ADAPTOR,28570,28500,42037.84154407913,multihoprag:0258
PRA_NATIVE_MEMORY_NO_ADAPTOR,32667,28500,49801.26737401588,multihoprag:0340
PRA_SELECTED_CONTEXT_NO_ADAPTOR,32667,32584,48095.80729401205,multihoprag:0340
PRA_NATIVE_MEMORY_NO_ADAPTOR,36770,32584,56147.509874077514,multihoprag:0348
PRA_SELECTED_CONTEXT_NO_ADAPTOR,36770,36675,54194.16762795299,multihoprag:0348
PRA_NATIVE_MEMORY_NO_ADAPTOR,40868,36675,62551.065708103124,multihoprag:0371
PRA_SELECTED_CONTEXT_NO_ADAPTOR,40868,40762,60261.33783697151,multihoprag:0371
PRA_NATIVE_MEMORY_NO_ADAPTOR,44925,40762,68773.69079116033,multihoprag:0385
PRA_SELECTED_CONTEXT_NO_ADAPTOR,44925,44809,66214.85108701745,multihoprag:0385
PRA_NATIVE_MEMORY_NO_ADAPTOR,49024,44809,75063.87945706956,multihoprag:0580
PRA_SELECTED_CONTEXT_NO_ADAPTOR,49024,48899,72340.33308702055,multihoprag:0580
PRA_NATIVE_MEMORY_NO_ADAPTOR,53105,48899,81386.52762409765,multihoprag:0645
PRA_SELECTED_CONTEXT_NO_ADAPTOR,53105,52970,78516.25575398793,multihoprag:0645
PRA_NATIVE_MEMORY_NO_ADAPTOR,57177,52970,87628.53766506305,multihoprag:0756
PRA_SELECTED_CONTEXT_NO_ADAPTOR,57177,57031,84661.82600404136,multihoprag:0756
PRA_NATIVE_MEMORY_NO_ADAPTOR,61265,57031,93922.39691509167,multihoprag:0762
PRA_SELECTED_CONTEXT_NO_ADAPTOR,61265,61109,90801.66879598983,multihoprag:0762
PRA_NATIVE_MEMORY_NO_ADAPTOR,65360,61109,100275.62983211828,multihoprag:0777
PRA_SELECTED_CONTEXT_NO_ADAPTOR,65360,65196,97013.3944620029,multihoprag:0777
PRA_NATIVE_MEMORY_NO_ADAPTOR,69437,65196,106617.511374061,multihoprag:0779
PRA_SELECTED_CONTEXT_NO_ADAPTOR,69437,69262,103150.34467098303,multihoprag:0779
PRA_NATIVE_MEMORY_NO_ADAPTOR,73535,69262,112971.18449903792,multihoprag:0800
PRA_SELECTED_CONTEXT_NO_ADAPTOR,73535,73349,109205.99900296656,multihoprag:0800
PRA_NATIVE_MEMORY_NO_ADAPTOR,77610,73349,119267.23829103867,multihoprag:0957
PRA_SELECTED_CONTEXT_NO_ADAPTOR,77610,77414,115293.18717098795,multihoprag:0957
PRA_NATIVE_MEMORY_NO_ADAPTOR,81698,77414,125619.4165830384,multihoprag:0990
PRA_SELECTED_CONTEXT_NO_ADAPTOR,81698,81492,121364.04221196426,multihoprag:0990
PRA_NATIVE_MEMORY_NO_ADAPTOR,85783,81492,131957.37887406722,multihoprag:1139
PRA_SELECTED_CONTEXT_NO_ADAPTOR,85783,85567,127430.0901699462,multihoprag:1139
PRA_NATIVE_MEMORY_NO_ADAPTOR,89847,85567,138181.28241604427,multihoprag:1204
PRA_SELECTED_CONTEXT_NO_ADAPTOR,89847,89619,133511.70462794835,multihoprag:1204
PRA_NATIVE_MEMORY_NO_ADAPTOR,93953,89619,144551.43216706347,multihoprag:1242
PRA_SELECTED_CONTEXT_NO_ADAPTOR,93953,93713,139661.76904394524,multihoprag:1242
PRA_NATIVE_MEMORY_NO_ADAPTOR,98024,93713,150849.88925111247,multihoprag:1336
PRA_SELECTED_CONTEXT_NO_ADAPTOR,98024,97775,145865.707084944,multihoprag:1336
PRA_NATIVE_MEMORY_NO_ADAPTOR,102128,97775,157183.44512709882,multihoprag:1622
PRA_SELECTED_CONTEXT_NO_ADAPTOR,102128,101871,152081.018251949,multihoprag:1622
PRA_NATIVE_MEMORY_NO_ADAPTOR,106235,101871,163548.0190431117,multihoprag:1666
PRA_SELECTED_CONTEXT_NO_ADAPTOR,106235,105967,158280.41225188645,multihoprag:1666
