seed,target_shared_tokens,actual_shared_tokens,query_tokens,fanout,child_index,one_time_native_encode_ms,native_kv_bytes,condition,model_ms,route_attach_ms,request_ms,physical_input_tokens,native_tokens_reused,argmax_matches_host_split,max_abs_logit_delta_vs_host_split,payload_hit,native_hit,tool_calls_so_far
11,32768,32768,16,1,0,25015.692041022703,3758096384,host_split_text,26736.423833062872,0.0,26736.423833062872,32784,0,1,0.0,1,0,1
11,32768,32768,16,1,0,25015.692041022703,3758096384,harness_memo_text,26951.21983299032,0.16591593157500029,26951.385748921894,32784,0,1,0.0,1,0,1
11,32768,32768,16,1,0,25015.692041022703,3758096384,pra_record_reprefill,26668.129957979545,0.15316600911319256,26668.28312398866,32784,0,1,0.0,1,0,1
11,32768,32768,16,1,0,25015.692041022703,3758096384,pra_native_kv,208.040582947433,0.15824998263269663,208.1988329300657,16,32768,1,0.0,1,1,1
11,32768,32768,16,2,0,26752.52995803021,3758096384,host_split_text,26467.454750090837,0.0,26467.454750090837,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,0,26752.52995803021,3758096384,harness_memo_text,26875.697958050296,0.1514999894425273,26875.84945803974,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,0,26752.52995803021,3758096384,pra_record_reprefill,26677.113499958068,0.15708396676927805,26677.270583924837,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,0,26752.52995803021,3758096384,pra_native_kv,205.27704199776053,0.15700003132224083,205.43404202908278,16,32768,1,0.0,1,1,1
11,32768,32768,16,2,1,26752.52995803021,3758096384,host_split_text,26783.9344170643,0.0,26783.9344170643,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,1,26752.52995803021,3758096384,harness_memo_text,26586.587582947686,0.15545799396932125,26586.743040941656,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,1,26752.52995803021,3758096384,pra_record_reprefill,26150.572333019227,0.1539579825475812,26150.726291001774,32784,0,1,0.0,1,0,1
11,32768,32768,16,2,1,26752.52995803021,3758096384,pra_native_kv,225.52379104308784,0.19062496721744537,225.71441601030529,16,32768,1,0.0,1,1,1
11,32768,32768,16,4,0,26320.490124984644,3758096384,host_split_text,26253.22866695933,0.0,26253.22866695933,32784,0,1,0.0,1,0,1
