dataset,model_tier,seed,method,examples,mrr,f80,f90,auc_0_30,r_at_3,r_at_8,router_parameters,router_backbone_percent,routing_dimension,native_hidden_index_bytes,projected_index_bytes,native_detail_kv_bytes,payload_parity_max_abs_error,r_at_5pct,any_r_at_5pct,all_r_at_5pct,kv_at_5pct,r_at_10pct,any_r_at_10pct,all_r_at_10pct,kv_at_10pct,r_at_20pct,any_r_at_20pct,all_r_at_20pct,kv_at_20pct,r_at_30pct,any_r_at_30pct,all_r_at_30pct,kv_at_30pct
hotpotqa,small,87,learned_projection,13,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,8192,0.31375625061280515,32,7680,1920,105865.84615384616,0.0,1.0,1.0,1.0,0.056370380187364184,1.0,1.0,1.0,0.11591894399737007,1.0,1.0,1.0,0.1745714464212955,1.0,1.0,1.0,0.31703372986846945
hotpotqa,small,87,shuffled_projection,13,0.13720147373993527,1.0,1.0,0.08974358974358976,0.15384615384615385,0.38461538461538464,8192,0.31375625061280515,32,7680,1920,105865.84615384616,0.0,0.0,0.0,0.0,0.06619909536191004,0.0,0.0,0.0,0.13573433294530782,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.20109343426014134,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3309563855963887
qasper,tiny,1,post_rope_k,13,0.9615384615384616,0.06666666666666667,0.06666666666666667,0.9653846153846154,1.0,1.0,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.05363472438462375,1.0,1.0,1.0,0.10677785246267339,1.0,1.0,1.0,0.1673086047528242,1.0,1.0,1.0,0.3054205857873028
qasper,tiny,1,pre_rope_k,13,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,1.0,1.0,1.0,0.05432772507762444,1.0,1.0,1.0,0.10427704085336724,1.0,1.0,1.0,0.17357733491898883,1.0,1.0,1.0,0.3033873858247562
qasper,tiny,1,hidden_cosine,13,0.14727195881042035,1.0,1.0,0.14102564102564105,0.23076923076923078,0.3076923076923077,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.0,0.0,0.0,0.06889416927037909,0.0,0.0,0.0,0.13362270163134304,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.20455231780679434,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3469080176308186
qasper,tiny,1,learned_projection,13,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,1.0,1.0,1.0,0.05432772507762444,1.0,1.0,1.0,0.11226547625404959,1.0,1.0,1.0,0.16951339896925713,1.0,1.0,1.0,0.3199667932740128
qasper,tiny,1,shuffled_projection,13,0.12975720860336246,1.0,1.0,0.04487179487179488,0.07692307692307693,0.38461538461538464,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.0,0.0,0.0,0.05910233983672618,0.0,0.0,0.0,0.1258996890138444,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.19397915263416887,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.33095677063376877
qasper,tiny,7,post_rope_k,13,0.8846153846153846,0.13333333333333333,0.13333333333333333,0.9294871794871795,1.0,1.0,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.06158354957736936,1.0,1.0,1.0,0.13332164285342826,1.0,1.0,1.0,0.1948271026454989,1.0,1.0,1.0,0.3067703591565843
qasper,tiny,7,pre_rope_k,13,0.4998121536583075,0.5333333333333333,1.0,0.5525641025641025,0.6923076923076923,0.8461538461538461,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.053498587383918696,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.10695130780271289,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.16273020559397955,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.28020058834863165
qasper,tiny,7,hidden_cosine,13,0.3962435000896539,1.0,1.0,0.4717948717948718,0.6153846153846154,0.7692307692307693,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07034961661485939,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.13667143391271436,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.20658465678209645,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.3355934056616375
qasper,tiny,7,learned_projection,13,1.0,0.06666666666666667,0.06666666666666667,0.9833333333333333,1.0,1.0,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,1.0,1.0,1.0,0.05432772507762444,1.0,1.0,1.0,0.10788223445907949,1.0,1.0,1.0,0.17375318190312475,1.0,1.0,1.0,0.3065678696865082
qasper,tiny,7,shuffled_projection,13,0.15695501080116464,1.0,1.0,0.10256410256410257,0.07692307692307693,0.46153846153846156,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.0,0.0,0.0,0.08905361645452305,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15657302738997605,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2272019554307586,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.37125377375223584
qasper,tiny,21,post_rope_k,13,0.23693528693528695,0.5333333333333333,1.0,0.22435897435897437,0.3076923076923077,0.8461538461538461,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.0,0.0,0.0,0.06735204073733571,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1265635835010698,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.19631170651060004,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.3395890277138284
qasper,tiny,21,pre_rope_k,13,0.07975806245037013,1.0,1.0,0.0,0.0,0.07692307692307693,4096,0.7922753156721961,32,3840,1920,55296.0,0.0,0.0,0.0,0.0,0.060383324253076166,0.0,0.0,0.0,0.12616215213383722,0.0,0.0,0.0,0.189646925209569,0.0,0.0,0.0,0.31908413112481215
