dataset,model_tier,seed,method,fraction,recall,any_evidence_recall,all_evidence_recall,selected_chunk_fraction,selected_kv_token_fraction
hotpotqa,tiny,87,learned_projection,0.15,1.0,1.0,1.0,0.2,0.1900987958947883
hotpotqa,tiny,87,learned_projection,0.2,1.0,1.0,1.0,0.2,0.1900987958947883
hotpotqa,tiny,87,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.24801577330945188
hotpotqa,tiny,87,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.3114296699658824
hotpotqa,tiny,87,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5387753848626888
hotpotqa,tiny,87,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,tiny,87,shuffled_projection,0.01,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.04755798788110765
hotpotqa,tiny,87,shuffled_projection,0.02,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.04755798788110765
hotpotqa,tiny,87,shuffled_projection,0.05,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.06666666666666667,0.04755798788110765
hotpotqa,tiny,87,shuffled_projection,0.1,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.13333333333333333,0.10366330854672462
hotpotqa,tiny,87,shuffled_projection,0.15,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.2,0.15782549944617477
hotpotqa,tiny,87,shuffled_projection,0.2,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.2,0.15782549944617477
hotpotqa,tiny,87,shuffled_projection,0.25,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.26666666666666666,0.23083930305493905
hotpotqa,tiny,87,shuffled_projection,0.3,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.29825790863288293
hotpotqa,tiny,87,shuffled_projection,0.5,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.5070017925102263
hotpotqa,tiny,87,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,1,post_rope_k,0.01,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.05099684814279675
hotpotqa,small,1,post_rope_k,0.02,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.05099684814279675
hotpotqa,small,1,post_rope_k,0.05,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.05099684814279675
hotpotqa,small,1,post_rope_k,0.1,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.13333333333333333,0.12333852835033801
hotpotqa,small,1,post_rope_k,0.15,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.2,0.19001344276012896
hotpotqa,small,1,post_rope_k,0.2,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.2,0.19001344276012896
hotpotqa,small,1,post_rope_k,0.25,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.26666666666666666,0.25042602601120706
hotpotqa,small,1,post_rope_k,0.3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.3333333333333333,0.3205009305251817
hotpotqa,small,1,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5155296078662261
hotpotqa,small,1,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,1,pre_rope_k,0.01,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.061777191934464855
hotpotqa,small,1,pre_rope_k,0.02,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.061777191934464855
hotpotqa,small,1,pre_rope_k,0.05,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.06666666666666667,0.061777191934464855
hotpotqa,small,1,pre_rope_k,0.1,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.13333333333333333,0.12951491947168103
hotpotqa,small,1,pre_rope_k,0.15,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2,0.1991950945245592
hotpotqa,small,1,pre_rope_k,0.2,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2,0.1991950945245592
hotpotqa,small,1,pre_rope_k,0.25,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.26666666666666666,0.25966755995428736
hotpotqa,small,1,pre_rope_k,0.3,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.3333333333333333,0.3107100290427318
hotpotqa,small,1,pre_rope_k,0.5,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.5333333333333333,0.49881318992023843
hotpotqa,small,1,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,1,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.07821862494072811
hotpotqa,small,1,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.07821862494072811
hotpotqa,small,1,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.07821862494072811
hotpotqa,small,1,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.13944248898535386
hotpotqa,small,1,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.20588703076171513
hotpotqa,small,1,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.20588703076171513
hotpotqa,small,1,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.281492683882249
hotpotqa,small,1,hidden_cosine,0.3,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3333333333333333,0.34398406582175844
hotpotqa,small,1,hidden_cosine,0.5,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.5616960117417648
hotpotqa,small,1,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,1,learned_projection,0.01,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.053230662761932473
hotpotqa,small,1,learned_projection,0.02,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.053230662761932473
hotpotqa,small,1,learned_projection,0.05,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.06666666666666667,0.053230662761932473
hotpotqa,small,1,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.11507380614369062
hotpotqa,small,1,learned_projection,0.15,1.0,1.0,1.0,0.2,0.1760684740968246
hotpotqa,small,1,learned_projection,0.2,1.0,1.0,1.0,0.2,0.1760684740968246
hotpotqa,small,1,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.2481642886065458
hotpotqa,small,1,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.3176508577507072
hotpotqa,small,1,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5020532636681007
hotpotqa,small,1,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,1,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.059018005372487074
hotpotqa,small,1,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.059018005372487074
hotpotqa,small,1,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.059018005372487074
hotpotqa,small,1,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.1345995142017535
hotpotqa,small,1,shuffled_projection,0.15,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.19699353222771007
hotpotqa,small,1,shuffled_projection,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.19699353222771007
hotpotqa,small,1,shuffled_projection,0.25,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.2648724255496729
hotpotqa,small,1,shuffled_projection,0.3,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.3333333333333333,0.32722936318137263
hotpotqa,small,1,shuffled_projection,0.5,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.5399519777932495
hotpotqa,small,1,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,7,post_rope_k,0.01,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.06666666666666667,0.05419905277331833
hotpotqa,small,7,post_rope_k,0.02,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.06666666666666667,0.05419905277331833
hotpotqa,small,7,post_rope_k,0.05,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.06666666666666667,0.05419905277331833
hotpotqa,small,7,post_rope_k,0.1,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.13333333333333333,0.10955100203191445
hotpotqa,small,7,post_rope_k,0.15,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.16766606327284292
hotpotqa,small,7,post_rope_k,0.2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.16766606327284292
hotpotqa,small,7,post_rope_k,0.25,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.26666666666666666,0.2413378524691233
hotpotqa,small,7,post_rope_k,0.3,1.0,1.0,1.0,0.3333333333333333,0.3243947772437522
hotpotqa,small,7,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5251327508808754
hotpotqa,small,7,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,7,pre_rope_k,0.01,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.06666666666666667,0.06720614682460674
hotpotqa,small,7,pre_rope_k,0.02,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.06666666666666667,0.06720614682460674
hotpotqa,small,7,pre_rope_k,0.05,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.06666666666666667,0.06720614682460674
hotpotqa,small,7,pre_rope_k,0.1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.13333333333333333,0.14324355548990303
hotpotqa,small,7,pre_rope_k,0.15,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.20125300620969738
hotpotqa,small,7,pre_rope_k,0.2,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.20125300620969738
hotpotqa,small,7,pre_rope_k,0.25,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.26666666666666666,0.26502462173262387
hotpotqa,small,7,pre_rope_k,0.3,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.3333333333333333,0.31804022533701554
hotpotqa,small,7,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5073801435554091
hotpotqa,small,7,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,7,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.07741805957049813
hotpotqa,small,7,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.07741805957049813
hotpotqa,small,7,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.07741805957049813
hotpotqa,small,7,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.1420126231089714
hotpotqa,small,7,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.203593649395472
hotpotqa,small,7,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.203593649395472
hotpotqa,small,7,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.2804551409062361
hotpotqa,small,7,hidden_cosine,0.3,0.0,0.0,0.0,0.3333333333333333,0.34268880011810193
hotpotqa,small,7,hidden_cosine,0.5,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.5333333333333333,0.5423244744078877
hotpotqa,small,7,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,7,learned_projection,0.01,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,7,learned_projection,0.02,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,7,learned_projection,0.05,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,7,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.13878908006960494
hotpotqa,small,7,learned_projection,0.15,1.0,1.0,1.0,0.2,0.20456323186073358
hotpotqa,small,7,learned_projection,0.2,1.0,1.0,1.0,0.2,0.20456323186073358
hotpotqa,small,7,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.2620890590600512
hotpotqa,small,7,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.31551379267276514
hotpotqa,small,7,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5112805187886019
hotpotqa,small,7,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,7,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.05318022973783196
hotpotqa,small,7,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.05318022973783196
hotpotqa,small,7,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.05318022973783196
hotpotqa,small,7,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.12251518985207614
hotpotqa,small,7,shuffled_projection,0.15,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.1870847361955724
hotpotqa,small,7,shuffled_projection,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.2,0.1870847361955724
hotpotqa,small,7,shuffled_projection,0.25,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.2513391419857517
hotpotqa,small,7,shuffled_projection,0.3,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.31254901906433036
hotpotqa,small,7,shuffled_projection,0.5,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5333333333333333,0.5371341212177078
hotpotqa,small,7,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,21,post_rope_k,0.01,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.05564148543712728
hotpotqa,small,21,post_rope_k,0.02,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.05564148543712728
hotpotqa,small,21,post_rope_k,0.05,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.05564148543712728
hotpotqa,small,21,post_rope_k,0.1,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.13333333333333333,0.1110608993886446
hotpotqa,small,21,post_rope_k,0.15,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.2,0.17219980599562887
hotpotqa,small,21,post_rope_k,0.2,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.2,0.17219980599562887
hotpotqa,small,21,post_rope_k,0.25,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.26666666666666666,0.2518957919487622
hotpotqa,small,21,post_rope_k,0.3,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3333333333333333,0.3254684475422881
hotpotqa,small,21,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5118496238542354
hotpotqa,small,21,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,21,pre_rope_k,0.01,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.06666666666666667,0.05958065873660515
hotpotqa,small,21,pre_rope_k,0.02,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.06666666666666667,0.05958065873660515
hotpotqa,small,21,pre_rope_k,0.05,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.06666666666666667,0.05958065873660515
hotpotqa,small,21,pre_rope_k,0.1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.13333333333333333,0.11489493957523514
hotpotqa,small,21,pre_rope_k,0.15,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17719406862980308
hotpotqa,small,21,pre_rope_k,0.2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17719406862980308
hotpotqa,small,21,pre_rope_k,0.25,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.26666666666666666,0.23819299558336124
hotpotqa,small,21,pre_rope_k,0.3,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.3333333333333333,0.2929616230031443
hotpotqa,small,21,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.4878747772970218
hotpotqa,small,21,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,21,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.07782818046823763
hotpotqa,small,21,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.07782818046823763
hotpotqa,small,21,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.07782818046823763
hotpotqa,small,21,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.18058090848029054
hotpotqa,small,21,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.2666274086990891
hotpotqa,small,21,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.2666274086990891
hotpotqa,small,21,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.337645987181783
hotpotqa,small,21,hidden_cosine,0.3,0.0,0.0,0.0,0.3333333333333333,0.40724386865021783
hotpotqa,small,21,hidden_cosine,0.5,0.0,0.0,0.0,0.5333333333333333,0.6093560361988533
hotpotqa,small,21,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,21,learned_projection,0.01,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,21,learned_projection,0.02,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,21,learned_projection,0.05,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,21,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.11335782786893724
hotpotqa,small,21,learned_projection,0.15,1.0,1.0,1.0,0.2,0.16910109694329775
hotpotqa,small,21,learned_projection,0.2,1.0,1.0,1.0,0.2,0.16910109694329775
hotpotqa,small,21,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.22979626767947126
hotpotqa,small,21,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.30854577082287754
hotpotqa,small,21,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5083052678756597
hotpotqa,small,21,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,21,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.059991824818371994
hotpotqa,small,21,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.059991824818371994
hotpotqa,small,21,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.059991824818371994
hotpotqa,small,21,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.1282715083215424
hotpotqa,small,21,shuffled_projection,0.15,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.2,0.20228941252907234
hotpotqa,small,21,shuffled_projection,0.2,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.2,0.20228941252907234
hotpotqa,small,21,shuffled_projection,0.25,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.26666666666666666,0.2816155602950305
hotpotqa,small,21,shuffled_projection,0.3,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.3333333333333333,0.34003540217093514
hotpotqa,small,21,shuffled_projection,0.5,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.5333333333333333,0.5269242094280879
hotpotqa,small,21,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,42,post_rope_k,0.01,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.06666666666666667,0.05228878791793168
hotpotqa,small,42,post_rope_k,0.02,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.06666666666666667,0.05228878791793168
hotpotqa,small,42,post_rope_k,0.05,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.06666666666666667,0.05228878791793168
hotpotqa,small,42,post_rope_k,0.1,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.13333333333333333,0.11018072789989054
hotpotqa,small,42,post_rope_k,0.15,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17482158010141144
hotpotqa,small,42,post_rope_k,0.2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.2,0.17482158010141144
hotpotqa,small,42,post_rope_k,0.25,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.26666666666666666,0.2481536910492125
hotpotqa,small,42,post_rope_k,0.3,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.3333333333333333,0.3203264604574875
hotpotqa,small,42,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5095619983970306
hotpotqa,small,42,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,42,pre_rope_k,0.01,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.053802654735835294
hotpotqa,small,42,pre_rope_k,0.02,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.053802654735835294
hotpotqa,small,42,pre_rope_k,0.05,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.06666666666666667,0.053802654735835294
hotpotqa,small,42,pre_rope_k,0.1,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.13333333333333333,0.11429890535923025
hotpotqa,small,42,pre_rope_k,0.15,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.18207302756688826
hotpotqa,small,42,pre_rope_k,0.2,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,0.18207302756688826
hotpotqa,small,42,pre_rope_k,0.25,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.26666666666666666,0.24384380410380968
hotpotqa,small,42,pre_rope_k,0.3,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.3333333333333333,0.3129971867123627
hotpotqa,small,42,pre_rope_k,0.5,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.5333333333333333,0.5237125443639792
hotpotqa,small,42,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,42,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.08796827147782221
hotpotqa,small,42,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.08796827147782221
hotpotqa,small,42,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.08796827147782221
hotpotqa,small,42,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.17642312581742223
hotpotqa,small,42,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.24005888120367447
hotpotqa,small,42,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.24005888120367447
hotpotqa,small,42,hidden_cosine,0.25,0.0,0.0,0.0,0.26666666666666666,0.3005180779337254
hotpotqa,small,42,hidden_cosine,0.3,0.0,0.0,0.0,0.3333333333333333,0.3625893083536955
hotpotqa,small,42,hidden_cosine,0.5,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.5333333333333333,0.5580005876121296
hotpotqa,small,42,hidden_cosine,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,42,learned_projection,0.01,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,42,learned_projection,0.02,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,42,learned_projection,0.05,1.0,1.0,1.0,0.06666666666666667,0.056370380187364184
hotpotqa,small,42,learned_projection,0.1,1.0,1.0,1.0,0.13333333333333333,0.11930484983465008
hotpotqa,small,42,learned_projection,0.15,1.0,1.0,1.0,0.2,0.17529677758346518
hotpotqa,small,42,learned_projection,0.2,1.0,1.0,1.0,0.2,0.17529677758346518
hotpotqa,small,42,learned_projection,0.25,1.0,1.0,1.0,0.26666666666666666,0.23883864871881022
hotpotqa,small,42,learned_projection,0.3,1.0,1.0,1.0,0.3333333333333333,0.3028882002082758
hotpotqa,small,42,learned_projection,0.5,1.0,1.0,1.0,0.5333333333333333,0.5032941841250023
hotpotqa,small,42,learned_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,42,shuffled_projection,0.01,0.0,0.0,0.0,0.06666666666666667,0.08650376306464638
hotpotqa,small,42,shuffled_projection,0.02,0.0,0.0,0.0,0.06666666666666667,0.08650376306464638
hotpotqa,small,42,shuffled_projection,0.05,0.0,0.0,0.0,0.06666666666666667,0.08650376306464638
hotpotqa,small,42,shuffled_projection,0.1,0.0,0.0,0.0,0.13333333333333333,0.1575344387129579
hotpotqa,small,42,shuffled_projection,0.15,0.0,0.0,0.0,0.2,0.2244020486091063
hotpotqa,small,42,shuffled_projection,0.2,0.0,0.0,0.0,0.2,0.2244020486091063
hotpotqa,small,42,shuffled_projection,0.25,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.26666666666666666,0.28685569098885444
hotpotqa,small,42,shuffled_projection,0.3,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.3333333333333333,0.34984490629075865
hotpotqa,small,42,shuffled_projection,0.5,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.5333333333333333,0.5610192882116305
hotpotqa,small,42,shuffled_projection,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,87,post_rope_k,0.01,0.0,0.0,0.0,0.06666666666666667,0.06039236111620558
hotpotqa,small,87,post_rope_k,0.02,0.0,0.0,0.0,0.06666666666666667,0.06039236111620558
hotpotqa,small,87,post_rope_k,0.05,0.0,0.0,0.0,0.06666666666666667,0.06039236111620558
hotpotqa,small,87,post_rope_k,0.1,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.13333333333333333,0.11759134735318279
hotpotqa,small,87,post_rope_k,0.15,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.19792462480616557
hotpotqa,small,87,post_rope_k,0.2,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.19792462480616557
hotpotqa,small,87,post_rope_k,0.25,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.26666666666666666,0.2588815903993581
hotpotqa,small,87,post_rope_k,0.3,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.3333333333333333,0.3231409217185217
hotpotqa,small,87,post_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.5070700811608774
hotpotqa,small,87,post_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,87,pre_rope_k,0.01,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.06579518876704561
hotpotqa,small,87,pre_rope_k,0.02,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.06579518876704561
hotpotqa,small,87,pre_rope_k,0.05,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.06666666666666667,0.06579518876704561
hotpotqa,small,87,pre_rope_k,0.1,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.13333333333333333,0.13644750235825379
hotpotqa,small,87,pre_rope_k,0.15,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.20521006591957364
hotpotqa,small,87,pre_rope_k,0.2,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.2,0.20521006591957364
hotpotqa,small,87,pre_rope_k,0.25,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.26666666666666666,0.25870681207813606
hotpotqa,small,87,pre_rope_k,0.3,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.3333333333333333,0.312227343819209
hotpotqa,small,87,pre_rope_k,0.5,1.0,1.0,1.0,0.5333333333333333,0.4916091512840017
hotpotqa,small,87,pre_rope_k,1.0,1.0,1.0,1.0,1.0,1.0
hotpotqa,small,87,hidden_cosine,0.01,0.0,0.0,0.0,0.06666666666666667,0.09341723105734254
hotpotqa,small,87,hidden_cosine,0.02,0.0,0.0,0.0,0.06666666666666667,0.09341723105734254
hotpotqa,small,87,hidden_cosine,0.05,0.0,0.0,0.0,0.06666666666666667,0.09341723105734254
hotpotqa,small,87,hidden_cosine,0.1,0.0,0.0,0.0,0.13333333333333333,0.170189737543547
hotpotqa,small,87,hidden_cosine,0.15,0.0,0.0,0.0,0.2,0.23919967816315324
hotpotqa,small,87,hidden_cosine,0.2,0.0,0.0,0.0,0.2,0.23919967816315324
