partition,dataset,example_id,transition,K_search,theta_edge_label,theta_edge,source_parents,oracle_successors,raw_candidates,edge_admitted_candidates,successor_recall,native_dot_products
test,hotpotqa,5adc93a4554299438c868e01,0,3,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,open,,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q25,12.308167695999146,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q50,12.47966480255127,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q65,12.553230428695679,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q75,12.604165077209473,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q85,12.6627046585083,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,4,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,open,,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q25,12.308167695999146,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q50,12.47966480255127,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q65,12.553230428695679,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q75,12.604165077209473,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q85,12.6627046585083,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,5,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,open,,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q25,12.308167695999146,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q50,12.47966480255127,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q65,12.553230428695679,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q75,12.604165077209473,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q85,12.6627046585083,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,6,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,open,,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q25,12.308167695999146,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q50,12.47966480255127,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q65,12.553230428695679,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q75,12.604165077209473,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q85,12.6627046585083,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,8,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,open,,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q25,12.308167695999146,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q50,12.47966480255127,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q65,12.553230428695679,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q75,12.604165077209473,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q85,12.6627046585083,"[0, 1]",[3],3,3,1.0,22924944
test,hotpotqa,5adc93a4554299438c868e01,0,11,q90,12.721525573730469,"[0, 1]",[3],3,3,1.0,22924944
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,open,,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q25,12.308167695999146,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q50,12.47966480255127,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q65,12.553230428695679,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q75,12.604165077209473,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q85,12.6627046585083,[0],[15],1,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,1,q90,12.721525573730469,[0],[15],1,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,open,,[0],[15],2,2,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q25,12.308167695999146,[0],[15],2,2,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q50,12.47966480255127,[0],[15],2,2,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q65,12.553230428695679,[0],[15],2,2,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q75,12.604165077209473,[0],[15],2,2,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q85,12.6627046585083,[0],[15],2,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,2,q90,12.721525573730469,[0],[15],2,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,open,,[0],[15],3,3,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q25,12.308167695999146,[0],[15],3,3,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q50,12.47966480255127,[0],[15],3,3,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q65,12.553230428695679,[0],[15],3,3,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q75,12.604165077209473,[0],[15],3,3,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q85,12.6627046585083,[0],[15],3,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,3,q90,12.721525573730469,[0],[15],3,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,open,,[0],[15],4,4,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q25,12.308167695999146,[0],[15],4,4,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q50,12.47966480255127,[0],[15],4,4,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q65,12.553230428695679,[0],[15],4,4,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q75,12.604165077209473,[0],[15],4,4,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q85,12.6627046585083,[0],[15],4,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,4,q90,12.721525573730469,[0],[15],4,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,open,,[0],[15],5,5,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q25,12.308167695999146,[0],[15],5,5,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q50,12.47966480255127,[0],[15],5,5,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q65,12.553230428695679,[0],[15],5,5,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q75,12.604165077209473,[0],[15],5,5,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q85,12.6627046585083,[0],[15],5,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,5,q90,12.721525573730469,[0],[15],5,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,open,,[0],[15],6,6,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q25,12.308167695999146,[0],[15],6,6,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q50,12.47966480255127,[0],[15],6,6,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q65,12.553230428695679,[0],[15],6,6,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q75,12.604165077209473,[0],[15],6,6,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q85,12.6627046585083,[0],[15],6,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,6,q90,12.721525573730469,[0],[15],6,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,open,,[0],[15],8,8,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q25,12.308167695999146,[0],[15],8,8,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q50,12.47966480255127,[0],[15],8,8,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q65,12.553230428695679,[0],[15],8,8,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q75,12.604165077209473,[0],[15],8,8,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q85,12.6627046585083,[0],[15],8,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,8,q90,12.721525573730469,[0],[15],8,0,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,open,,[0],[15],11,11,1.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q25,12.308167695999146,[0],[15],11,11,1.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q50,12.47966480255127,[0],[15],11,11,1.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q65,12.553230428695679,[0],[15],11,11,1.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q75,12.604165077209473,[0],[15],11,10,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q85,12.6627046585083,[0],[15],11,1,0.0,259983376
validation,hotpotqa,5ab7f97a5542991d322237ef,0,11,q90,12.721525573730469,[0],[15],11,0,0.0,259983376
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,open,,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q25,12.308167695999146,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q50,12.47966480255127,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q65,12.553230428695679,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q75,12.604165077209473,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q85,12.6627046585083,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,1,q90,12.721525573730469,[2],[4],1,1,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,open,,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q25,12.308167695999146,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q50,12.47966480255127,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q65,12.553230428695679,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q75,12.604165077209473,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q85,12.6627046585083,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,2,q90,12.721525573730469,[2],[4],2,2,0.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,open,,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q25,12.308167695999146,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q50,12.47966480255127,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q65,12.553230428695679,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q75,12.604165077209473,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q85,12.6627046585083,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,3,q90,12.721525573730469,[2],[4],3,3,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,open,,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q25,12.308167695999146,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q50,12.47966480255127,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q65,12.553230428695679,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q75,12.604165077209473,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q85,12.6627046585083,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,4,q90,12.721525573730469,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,open,,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q25,12.308167695999146,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q50,12.47966480255127,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q65,12.553230428695679,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q75,12.604165077209473,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q85,12.6627046585083,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,5,q90,12.721525573730469,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,open,,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q25,12.308167695999146,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q50,12.47966480255127,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q65,12.553230428695679,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q75,12.604165077209473,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q85,12.6627046585083,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,6,q90,12.721525573730469,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,open,,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q25,12.308167695999146,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q50,12.47966480255127,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q65,12.553230428695679,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q75,12.604165077209473,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q85,12.6627046585083,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,8,q90,12.721525573730469,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,open,,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q25,12.308167695999146,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q50,12.47966480255127,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q65,12.553230428695679,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q75,12.604165077209473,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q85,12.6627046585083,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8888e35542997e5c09a5f6,0,11,q90,12.721525573730469,[2],[4],4,4,1.0,24364096
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,open,,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q25,12.308167695999146,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q50,12.47966480255127,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q65,12.553230428695679,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q75,12.604165077209473,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q85,12.6627046585083,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,1,q90,12.721525573730469,[4],"[4, 5]",1,1,0.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,open,,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q25,12.308167695999146,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q50,12.47966480255127,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q65,12.553230428695679,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q75,12.604165077209473,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q85,12.6627046585083,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,2,q90,12.721525573730469,[4],"[4, 5]",2,2,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,open,,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q25,12.308167695999146,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q50,12.47966480255127,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q65,12.553230428695679,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q75,12.604165077209473,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q85,12.6627046585083,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,3,q90,12.721525573730469,[4],"[4, 5]",3,3,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,open,,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q25,12.308167695999146,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q50,12.47966480255127,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q65,12.553230428695679,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q75,12.604165077209473,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q85,12.6627046585083,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,4,q90,12.721525573730469,[4],"[4, 5]",4,4,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,open,,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q25,12.308167695999146,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q50,12.47966480255127,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q65,12.553230428695679,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q75,12.604165077209473,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q85,12.6627046585083,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,5,q90,12.721525573730469,[4],"[4, 5]",5,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,open,,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q25,12.308167695999146,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q50,12.47966480255127,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q65,12.553230428695679,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q75,12.604165077209473,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q85,12.6627046585083,[4],"[4, 5]",6,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,6,q90,12.721525573730469,[4],"[4, 5]",6,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,open,,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q25,12.308167695999146,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q50,12.47966480255127,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q65,12.553230428695679,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q75,12.604165077209473,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q85,12.6627046585083,[4],"[4, 5]",6,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,8,q90,12.721525573730469,[4],"[4, 5]",6,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,open,,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q25,12.308167695999146,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q50,12.47966480255127,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q65,12.553230428695679,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q75,12.604165077209473,[4],"[4, 5]",6,6,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q85,12.6627046585083,[4],"[4, 5]",6,5,1.0,48385936
test,hotpotqa,5a8c8502554299585d9e36d0,0,11,q90,12.721525573730469,[4],"[4, 5]",6,5,1.0,48385936
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,open,,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q25,12.308167695999146,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q50,12.47966480255127,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q65,12.553230428695679,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q75,12.604165077209473,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q85,12.6627046585083,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,1,q90,12.721525573730469,[0],[5],1,1,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,open,,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q25,12.308167695999146,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q50,12.47966480255127,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q65,12.553230428695679,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q75,12.604165077209473,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q85,12.6627046585083,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,2,q90,12.721525573730469,[0],[5],2,2,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,open,,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q25,12.308167695999146,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q50,12.47966480255127,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q65,12.553230428695679,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q75,12.604165077209473,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q85,12.6627046585083,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,3,q90,12.721525573730469,[0],[5],3,3,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,open,,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q25,12.308167695999146,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q50,12.47966480255127,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q65,12.553230428695679,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q75,12.604165077209473,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q85,12.6627046585083,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,4,q90,12.721525573730469,[0],[5],4,4,0.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,5,open,,[0],[5],5,5,1.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,5,q25,12.308167695999146,[0],[5],5,5,1.0,34904464
validation,hotpotqa,5a84c4bb5542991dd0999dec,0,5,q50,12.47966480255127,[0],[5],5,5,1.0,34904464
