condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,2008,0,3157.74579095887,multihoprag:0018
PRA_SELECTED_CONTEXT_NO_ADAPTOR,2008,2008,3122.9029989917763,multihoprag:0018
PRA_NATIVE_MEMORY_NO_ADAPTOR,4036,2008,6256.886915944051,multihoprag:0061
PRA_SELECTED_CONTEXT_NO_ADAPTOR,4036,4036,6145.446707028896,multihoprag:0061
PRA_NATIVE_MEMORY_NO_ADAPTOR,6046,4036,9385.740123922005,multihoprag:0123
PRA_SELECTED_CONTEXT_NO_ADAPTOR,6046,6046,9222.450124972966,multihoprag:0123
PRA_NATIVE_MEMORY_NO_ADAPTOR,8087,6046,12563.144456944428,multihoprag:0146
PRA_SELECTED_CONTEXT_NO_ADAPTOR,8087,8087,12220.789333048742,multihoprag:0146
PRA_NATIVE_MEMORY_NO_ADAPTOR,10114,8087,15659.159041009843,multihoprag:0171
PRA_SELECTED_CONTEXT_NO_ADAPTOR,10114,10114,15294.391208095476,multihoprag:0171
PRA_NATIVE_MEMORY_NO_ADAPTOR,12088,10114,18744.639914948493,multihoprag:0243
PRA_SELECTED_CONTEXT_NO_ADAPTOR,12088,12088,18168.612333014607,multihoprag:0243
PRA_NATIVE_MEMORY_NO_ADAPTOR,13886,12088,21532.00416493928,multihoprag:0258
PRA_SELECTED_CONTEXT_NO_ADAPTOR,13886,14118,21201.833666011225,multihoprag:0258
PRA_NATIVE_MEMORY_NO_ADAPTOR,15681,14118,24398.945581924636,multihoprag:0340
PRA_SELECTED_CONTEXT_NO_ADAPTOR,15681,16145,24159.396749048028,multihoprag:0340
PRA_NATIVE_MEMORY_NO_ADAPTOR,17660,16145,27430.616165918764,multihoprag:0348
PRA_SELECTED_CONTEXT_NO_ADAPTOR,17660,18124,27149.711957084946,multihoprag:0348
PRA_NATIVE_MEMORY_NO_ADAPTOR,19682,18124,30620.18783291569,multihoprag:0371
PRA_SELECTED_CONTEXT_NO_ADAPTOR,19682,20146,30149.76420707535,multihoprag:0371
PRA_NATIVE_MEMORY_NO_ADAPTOR,21722,20146,33728.02837495692,multihoprag:0385
PRA_SELECTED_CONTEXT_NO_ADAPTOR,21722,22186,33181.32170703029,multihoprag:0385
PRA_NATIVE_MEMORY_NO_ADAPTOR,23404,22186,36438.507874903735,multihoprag:0580
PRA_SELECTED_CONTEXT_NO_ADAPTOR,23404,24232,36178.159289993346,multihoprag:0580
PRA_NATIVE_MEMORY_NO_ADAPTOR,25419,24232,39523.93337490503,multihoprag:0645
PRA_SELECTED_CONTEXT_NO_ADAPTOR,25419,26247,39251.897540001664,multihoprag:0645
PRA_NATIVE_MEMORY_NO_ADAPTOR,27031,26247,42203.658957907464,multihoprag:0756
PRA_SELECTED_CONTEXT_NO_ADAPTOR,27031,28219,42176.09395697946,multihoprag:0756
PRA_NATIVE_MEMORY_NO_ADAPTOR,28826,28219,45046.89779190812,multihoprag:0762
PRA_SELECTED_CONTEXT_NO_ADAPTOR,28826,30246,45253.72228998458,multihoprag:0762
PRA_NATIVE_MEMORY_NO_ADAPTOR,30579,30246,47887.19116686843,multihoprag:0777
PRA_SELECTED_CONTEXT_NO_ADAPTOR,30579,32289,48300.43941491749,multihoprag:0777
PRA_NATIVE_MEMORY_NO_ADAPTOR,31464,32289,49616.862333903555,multihoprag:0779
PRA_SELECTED_CONTEXT_NO_ADAPTOR,31464,34300,51328.868123935536,multihoprag:0779
PRA_NATIVE_MEMORY_NO_ADAPTOR,33477,34300,52760.747374850325,multihoprag:0800
PRA_SELECTED_CONTEXT_NO_ADAPTOR,33477,36313,54281.07045794604,multihoprag:0800
PRA_NATIVE_MEMORY_NO_ADAPTOR,35509,36313,55880.13862486696,multihoprag:0957
PRA_SELECTED_CONTEXT_NO_ADAPTOR,35509,38345,57318.20333295036,multihoprag:0957
PRA_NATIVE_MEMORY_NO_ADAPTOR,37475,38345,58923.006750817876,multihoprag:0990
PRA_SELECTED_CONTEXT_NO_ADAPTOR,37475,40369,60316.43616594374,multihoprag:0990
PRA_NATIVE_MEMORY_NO_ADAPTOR,38993,40369,61424.48391788639,multihoprag:1139
PRA_SELECTED_CONTEXT_NO_ADAPTOR,38993,42377,63364.40529098036,multihoprag:1139
PRA_NATIVE_MEMORY_NO_ADAPTOR,40077,42377,63397.15787494788,multihoprag:1204
PRA_SELECTED_CONTEXT_NO_ADAPTOR,40077,44414,66363.42620797222,multihoprag:1204
PRA_NATIVE_MEMORY_NO_ADAPTOR,41782,44414,66094.13470799336,multihoprag:1242
PRA_SELECTED_CONTEXT_NO_ADAPTOR,41782,46457,69421.5451659984,multihoprag:1242
PRA_NATIVE_MEMORY_NO_ADAPTOR,43459,46457,68813.70150001021,multihoprag:1336
PRA_SELECTED_CONTEXT_NO_ADAPTOR,43459,48480,72421.43129103351,multihoprag:1336
PRA_NATIVE_MEMORY_NO_ADAPTOR,44465,48480,70688.4785000002,multihoprag:1622
PRA_SELECTED_CONTEXT_NO_ADAPTOR,44465,50468,75449.40620806301,multihoprag:1622
PRA_NATIVE_MEMORY_NO_ADAPTOR,45124,50468,72191.77920895163,multihoprag:1666
PRA_SELECTED_CONTEXT_NO_ADAPTOR,45124,52479,78449.31174907833,multihoprag:1666
PRA_NATIVE_MEMORY_NO_ADAPTOR,45846,52479,73852.3211669526,multihoprag:1804
PRA_SELECTED_CONTEXT_NO_ADAPTOR,45846,54467,81451.55279105529,multihoprag:1804
PRA_NATIVE_MEMORY_NO_ADAPTOR,46555,54467,75397.15937594883,multihoprag:1829
PRA_SELECTED_CONTEXT_NO_ADAPTOR,46555,56508,84568.13183304621,multihoprag:1829
PRA_NATIVE_MEMORY_NO_ADAPTOR,48212,56508,78089.57466698484,multihoprag:1850
PRA_SELECTED_CONTEXT_NO_ADAPTOR,48212,58511,87529.27041600924,multihoprag:1850
PRA_NATIVE_MEMORY_NO_ADAPTOR,49490,58511,80248.65841696737,multihoprag:1852
PRA_SELECTED_CONTEXT_NO_ADAPTOR,49490,60499,90508.75808199635,multihoprag:1852
PRA_NATIVE_MEMORY_NO_ADAPTOR,51523,60499,83391.39479096048,multihoprag:1855
PRA_SELECTED_CONTEXT_NO_ADAPTOR,51523,62532,93506.6556239617,multihoprag:1855
PRA_NATIVE_MEMORY_NO_ADAPTOR,53549,62532,86518.20716599468,multihoprag:1873
PRA_SELECTED_CONTEXT_NO_ADAPTOR,53549,64558,96583.00724893343,multihoprag:1873
PRA_NATIVE_MEMORY_NO_ADAPTOR,55231,64558,89279.70704104519,multihoprag:1900
PRA_SELECTED_CONTEXT_NO_ADAPTOR,55231,66587,99681.35316594271,multihoprag:1900
PRA_NATIVE_MEMORY_NO_ADAPTOR,56206,66587,91105.03370803781,multihoprag:1907
PRA_SELECTED_CONTEXT_NO_ADAPTOR,56206,68617,102743.90933295945,multihoprag:1907
PRA_NATIVE_MEMORY_NO_ADAPTOR,58225,68617,94310.9182070475,multihoprag:1948
PRA_SELECTED_CONTEXT_NO_ADAPTOR,58225,70636,105754.01008193148,multihoprag:1948
PRA_NATIVE_MEMORY_NO_ADAPTOR,59603,70636,96716.71391505515,multihoprag:2047
PRA_SELECTED_CONTEXT_NO_ADAPTOR,59603,72640,108785.58403992793,multihoprag:2047
PRA_NATIVE_MEMORY_NO_ADAPTOR,59918,72640,97734.38924801303,multihoprag:2080
PRA_SELECTED_CONTEXT_NO_ADAPTOR,59918,74655,111785.84162297193,multihoprag:2080
PRA_NATIVE_MEMORY_NO_ADAPTOR,60950,74655,99668.63149794517,multihoprag:2096
PRA_SELECTED_CONTEXT_NO_ADAPTOR,60950,76703,114818.50020494312,multihoprag:2096
PRA_NATIVE_MEMORY_NO_ADAPTOR,62833,76703,102626.56212289585,multihoprag:2126
PRA_SELECTED_CONTEXT_NO_ADAPTOR,62833,78719,117876.81620492367,multihoprag:2126
PRA_NATIVE_MEMORY_NO_ADAPTOR,64515,78719,105354.37978990376,multihoprag:2164
PRA_SELECTED_CONTEXT_NO_ADAPTOR,64515,80726,120838.71541294502,multihoprag:2164
PRA_NATIVE_MEMORY_NO_ADAPTOR,66561,80726,109148.28933187528,multihoprag:2206
PRA_SELECTED_CONTEXT_NO_ADAPTOR,66561,82772,123935.12612191262,multihoprag:2206
PRA_NATIVE_MEMORY_NO_ADAPTOR,67379,82772,110831.13974786829,multihoprag:2257
PRA_SELECTED_CONTEXT_NO_ADAPTOR,67379,84815,126933.0861629569,multihoprag:2257
PRA_NATIVE_MEMORY_NO_ADAPTOR,69351,84815,113939.65253990609,multihoprag:2292
PRA_SELECTED_CONTEXT_NO_ADAPTOR,69351,86833,130036.15741292015,multihoprag:2292
