condition,cumulative_unique_native_tokens,cumulative_visible_tokens,cumulative_wall_ms,example_id
PRA_NATIVE_MEMORY_NO_ADAPTOR,71387,86833,117245.73762289947,multihoprag:2405
PRA_SELECTED_CONTEXT_NO_ADAPTOR,71387,88869,133049.87332993187,multihoprag:2405
PRA_NATIVE_MEMORY_NO_ADAPTOR,73419,88869,120336.15891588852,multihoprag:2420
PRA_SELECTED_CONTEXT_NO_ADAPTOR,73419,90901,136071.75878895214,multihoprag:2420
PRA_NATIVE_MEMORY_NO_ADAPTOR,73852,90901,121542.59116685716,multihoprag:2438
PRA_SELECTED_CONTEXT_NO_ADAPTOR,73852,92937,139073.07616394246,multihoprag:2438
PRA_NATIVE_MEMORY_NO_ADAPTOR,75515,92937,124224.65179185383,multihoprag:2456
PRA_SELECTED_CONTEXT_NO_ADAPTOR,75515,94946,142083.83908093674,multihoprag:2456
PRA_NATIVE_MEMORY_NO_ADAPTOR,77537,94946,127329.48816689895,multihoprag:2514
PRA_SELECTED_CONTEXT_NO_ADAPTOR,77537,96968,145080.89149690932,multihoprag:2514
PRA_NATIVE_MEMORY_NO_ADAPTOR,78811,96968,129523.18704192294,multihoprag:2521
PRA_SELECTED_CONTEXT_NO_ADAPTOR,78811,99013,148181.04570487048,multihoprag:2521
PRA_NATIVE_MEMORY_NO_ADAPTOR,80117,99013,131781.91645792685,multihoprag:2552
PRA_SELECTED_CONTEXT_NO_ADAPTOR,80117,101053,151186.36516283732,multihoprag:2552
