any_evidence,append_update_ms,batch_queries,batch_search_ms,bytes_per_chunk,chunks,cold_build_ms,dataset,evidence_recall,example_id,index_bytes,mode,mrr,projection_ms,queries_per_second,rank,representatives,warm_search_ms,warm_search_p95_ms
1.0,0.07810001261532307,8,2.020900137722492,137.28,50,710.2286999579519,hotpotqa,0.25,5ae5e852554299546bf82fb8,6864,int8_centroid8,0.5,2.4210000410676003,3958.632022765764,16,8,1.8390649813227355,2.5204000994563103
0.0,0.05619996227324009,8,2.013299847021699,2080.0,53,0.10059983469545841,hotpotqa,0.0,5ade04a65542997545bbbe20,110240,float32,0.0,2.9480999801307917,3973.576023379978,16,32,1.734304998535663,2.4435000959783792
0.0,0.05639996379613876,8,2.085600048303604,1056.0,53,0.33009983599185944,hotpotqa,0.0,5ade04a65542997545bbbe20,55968,float16,0.0,2.9480999801307917,3835.8265317969667,16,32,1.6105399699881673,1.9660999532788992
0.0,0.05519995465874672,8,2.1056002005934715,1056.0,53,0.3028998617082834,hotpotqa,0.0,5ade04a65542997545bbbe20,55968,bfloat16,0.0,2.9480999801307917,3799.391735309091,16,32,1.8421949702315032,2.4788000155240297
0.0,0.06280001252889633,8,2.209699945524335,545.2075471698113,53,1.4106999151408672,hotpotqa,0.0,5ade04a65542997545bbbe20,28896,int8,0.0,2.9480999801307917,3620.401048659888,16,32,1.8923999974504113,2.7216000016778708
0.0,0.05950010381639004,8,1.7785001546144485,264.0,53,775.4452999215573,hotpotqa,0.0,5ade04a65542997545bbbe20,13992,float16_centroid8,0.0,2.9480999801307917,4498.172226324195,16,8,1.648490026127547,2.3759999312460423
0.0,0.06689992733299732,8,1.9308000337332487,137.20754716981133,53,786.755699897185,hotpotqa,0.0,5ade04a65542997545bbbe20,7272,int8_centroid8,0.0,2.9480999801307917,4143.360192785892,16,8,1.8365949857980013,1.9871999975293875
0.0,0.06609992124140263,8,1.8094999250024557,2080.0,31,0.07610023021697998,hotpotqa,0.0,5ac1846d55429964131be20b,64480,float32,0.0,1.767599955201149,4421.110987329354,16,32,1.551294990349561,1.7522000707685947
0.0,0.05970010533928871,8,1.8315999768674374,1056.0,31,0.29799994081258774,hotpotqa,0.0,5ac1846d55429964131be20b,32736,float16,0.0,1.767599955201149,4367.765942912,16,32,1.6388049814850092,1.8634998705238104
0.0,0.09810016490519047,8,1.7504999414086342,1056.0,31,0.7271000649780035,hotpotqa,0.0,5ac1846d55429964131be20b,32736,bfloat16,0.0,1.767599955201149,4570.122975018422,16,32,1.6622500610537827,1.8394000362604856
0.0,0.06900005973875523,8,2.111300127580762,546.0645161290323,31,1.3534000609070063,hotpotqa,0.0,5ac1846d55429964131be20b,16928,int8,0.0,1.767599955201149,3789.134427404605,16,32,1.766124984715134,2.441899850964546
1.0,0.05520018748939037,8,1.5957001596689224,264.0,31,457.6717000454664,hotpotqa,0.2,5ac1846d55429964131be20b,8184,float16_centroid8,0.3333333333333333,1.767599955201149,5013.473208939108,16,8,1.5409299754537642,1.8148000817745924
1.0,0.060999998822808266,8,1.6679000109434128,138.06451612903226,31,419.4517000578344,hotpotqa,0.2,5ac1846d55429964131be20b,4280,int8_centroid8,0.3333333333333333,1.767599955201149,4796.450595065928,16,8,1.5200800145976245,1.886199926957488
1.0,0.09700004011392593,8,1.8291999585926533,2080.0,35,0.06749993190169334,hotpotqa,0.5,5ae1af14554299234fd042c4,72800,float32,1.0,2.0805001258850098,4373.496709542365,16,32,1.5681150020100176,1.806400017812848
1.0,0.14919997192919254,8,1.8649001140147448,1056.0,35,0.2891998738050461,hotpotqa,0.5,5ae1af14554299234fd042c4,36960,float16,1.0,2.0805001258850098,4289.773988365335,16,32,1.5592050040140748,1.8846001476049423
1.0,0.05419994704425335,8,1.8557000439614058,1056.0,35,0.3229000139981508,hotpotqa,0.5,5ae1af14554299234fd042c4,36960,bfloat16,1.0,2.0805001258850098,4311.041553311717,16,32,1.7288249917328358,2.6924998965114355
1.0,0.06079999729990959,8,1.8281000666320324,545.8285714285714,35,1.3140998780727386,hotpotqa,0.5,5ae1af14554299234fd042c4,19104,int8,1.0,2.0805001258850098,4376.128061052291,16,32,1.739920035470277,2.3083998821675777
1.0,0.05819997750222683,8,2.3830998688936234,264.0,35,506.5132000017911,hotpotqa,0.5,5ae1af14554299234fd042c4,9240,float16_centroid8,1.0,2.0805001258850098,3356.972195929865,16,8,1.4952349825762212,1.8297999631613493
1.0,0.07489998824894428,8,1.701100030913949,137.82857142857142,35,512.1631000656635,hotpotqa,0.5,5ae1af14554299234fd042c4,4824,int8_centroid8,1.0,2.0805001258850098,4702.839253786766,16,8,1.846824970562011,2.674099989235401
1.0,0.060999998822808266,8,2.2865000646561384,2080.0,46,0.07229996845126152,hotpotqa,0.25,5ae5415055429908b63265b7,95680,float32,1.0,2.390400040894747,3498.797189495423,16,32,1.7542800051160157,2.42499983869493
1.0,0.05970010533928871,8,1.998700201511383,1056.0,46,0.3434000536799431,hotpotqa,0.25,5ae5415055429908b63265b7,48576,float16,1.0,2.390400040894747,4002.6012875520482,16,32,1.6582799842581153,2.2988999262452126
1.0,0.059399986639618874,8,2.006900031119585,1056.0,46,0.3176999744027853,hotpotqa,0.25,5ae5415055429908b63265b7,48576,bfloat16,1.0,2.390400040894747,3986.2473844982987,16,32,1.8134550075046718,2.4935000110417604
1.0,0.060900114476680756,8,2.05060001462698,545.3913043478261,46,1.5083998441696167,hotpotqa,0.25,5ae5415055429908b63265b7,25088,int8,1.0,2.390400040894747,3901.297153484739,16,32,1.8960049841552973,2.758600050583482
1.0,0.10269996710121632,8,2.7103000320494175,264.0,46,628.5081999376416,hotpotqa,0.25,5ae5415055429908b63265b7,12144,float16_centroid8,1.0,2.390400040894747,2951.702728627697,16,8,1.5183499897830188,2.0528000313788652
1.0,0.06019999273121357,8,1.843299949541688,137.3913043478261,46,614.302999805659,hotpotqa,0.25,5ae5415055429908b63265b7,6320,int8_centroid8,1.0,2.390400040894747,4340.042434216468,16,8,1.709169999230653,2.6256998535245657
0.0,0.0591999851167202,8,2.0552000496536493,2080.0,55,0.06500002928078175,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,114400,float32,0.0,2.9001999646425247,3892.5651064227022,16,32,1.7955149989575148,2.4480000138282776
0.0,0.13029994443058968,8,2.110400004312396,1056.0,55,0.29610004276037216,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,58080,float16,0.0,2.9001999646425247,3790.750560866557,16,32,1.6578649869188666,2.3620000574737787
0.0,0.05679996684193611,8,2.4067999329417944,1056.0,55,0.3581999335438013,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,58080,bfloat16,0.0,2.9001999646425247,3323.9156651553185,16,32,1.815890008583665,2.1492999512702227
0.0,0.060999998822808266,8,2.114199800416827,545.1636363636363,55,1.236300216987729,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,29984,int8,0.0,2.9001999646425247,3783.937543851225,16,32,1.7313900054432452,1.9887001253664494
0.0,0.058900099247694016,8,1.9157999195158482,264.0,55,823.625799966976,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,14520,float16_centroid8,0.0,2.9001999646425247,4175.801407289819,16,8,1.6351150232367218,2.3701998870819807
0.0,0.08289981633424759,8,2.056799829006195,137.16363636363636,55,821.7593000736088,hotpotqa,0.0,5a7d1bf65542995ed0d165f0,7544,int8_centroid8,0.0,2.9001999646425247,3889.5374684397175,16,8,1.7496850225143135,2.499799942597747
1.0,0.09660003706812859,8,1.9289001356810331,2080.0,45,0.05389982834458351,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,93600,float32,0.5,2.2041001357138157,4147.441255259933,16,32,1.6756749944761395,1.9616000354290009
1.0,0.057399971410632133,8,2.1686002146452665,1056.0,45,0.32350001856684685,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,47520,float16,0.5,2.2041001357138157,3689.0155898599396,16,32,1.6409050091169775,2.348399953916669
1.0,0.06010010838508606,8,2.146800048649311,1056.0,45,0.300500076264143,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,47520,bfloat16,0.5,2.2041001357138157,3726.476531912374,16,32,1.7328800284303725,2.022000029683113
1.0,0.060300109907984734,8,1.9145999103784561,545.4222222222222,45,1.2980999890714884,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,24544,int8,0.5,2.2041001357138157,4178.418664199484,16,32,1.7689450178295374,2.423000056296587
1.0,0.12530013918876648,8,1.74840004183352,264.0,45,666.2244000472128,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,11880,float16_centroid8,1.0,2.2041001357138157,4575.611878623913,16,8,1.5296250116080046,1.8754000775516033
1.0,0.06329989992082119,8,2.0419000647962093,137.42222222222222,45,669.5912999566644,hotpotqa,0.16666666666666666,5abed6905542990832d3a0ed,6184,int8_centroid8,1.0,2.2041001357138157,3917.919460372041,16,8,1.6294100205413997,2.0979000255465508
1.0,0.21079997532069683,8,2.3593001533299685,2080.0,49,0.05289982073009014,hotpotqa,0.16666666666666666,5ab9ba6855429970cfb8eb87,101920,float32,1.0,2.383599989116192,3390.8360446247684,16,32,1.7820499488152564,2.4794000200927258
1.0,0.057900091633200645,8,2.026899950578809,1056.0,49,0.4594998899847269,hotpotqa,0.16666666666666666,5ab9ba6855429970cfb8eb87,51744,float16,1.0,2.383599989116192,3946.9141028473023,16,32,1.6676849918439984,2.3161000572144985
1.0,0.05679996684193611,8,2.0385999232530594,1056.0,49,0.33299997448921204,hotpotqa,0.16666666666666666,5ab9ba6855429970cfb8eb87,51744,bfloat16,1.0,2.383599989116192,3924.261895994847,16,32,1.8807949731126428,2.526399912312627
1.0,0.059399986639618874,8,2.064000116661191,545.3061224489796,49,1.5416000969707966,hotpotqa,0.16666666666666666,5ab9ba6855429970cfb8eb87,26720,int8,1.0,2.383599989116192,3875.9687731709623,16,32,1.8715549726039171,2.485099947080016
0.0,0.10549998842179775,8,1.8470999784767628,264.0,49,745.2271999791265,hotpotqa,0.0,5ab9ba6855429970cfb8eb87,12936,float16_centroid8,0.0,2.383599989116192,4331.113688062144,16,8,1.5582250198349357,1.9133000168949366
0.0,0.062099890783429146,8,2.2915001027286053,137.30612244897958,49,736.5883998572826,hotpotqa,0.0,5ab9ba6855429970cfb8eb87,6728,int8_centroid8,0.0,2.383599989116192,3491.162837162431,16,8,1.7903800122439861,2.4884999729692936
0.0,0.06620003841817379,8,2.1291999146342278,2080.0,64,0.10909978300333023,hotpotqa,0.0,5a8f25ba55429924144829e9,133120,float32,0.0,3.3076999243348837,3757.2798801160525,16,32,1.771604991517961,2.6171000208705664
0.0,0.059099867939949036,8,2.221300033852458,1056.0,64,0.3206999972462654,hotpotqa,0.0,5a8f25ba55429924144829e9,67584,float16,0.0,3.3076999243348837,3601.4945653808836,16,32,1.6866849502548575,2.215699991211295
0.0,0.08290004916489124,8,3.3334000036120415,1056.0,64,0.32270001247525215,hotpotqa,0.0,5a8f25ba55429924144829e9,67584,bfloat16,0.0,3.3076999243348837,2399.951998359415,16,32,1.768904982600361,2.5019000750035048
0.0,0.1558999065309763,8,2.2591999731957912,545.0,64,1.4273999258875847,hotpotqa,0.0,5a8f25ba55429924144829e9,34880,int8,0.0,3.3076999243348837,3541.076529265118,16,32,1.7407150357030332,2.0999000407755375
1.0,0.05579995922744274,8,1.9779999274760485,264.0,64,999.8617998789996,hotpotqa,0.25,5a8f25ba55429924144829e9,16896,float16_centroid8,0.3333333333333333,3.3076999243348837,4044.489531507767,16,8,1.5715699875727296,2.2726000752300024
1.0,0.0616998877376318,8,1.9835000857710838,137.0,64,985.6279999949038,hotpotqa,0.25,5a8f25ba55429924144829e9,8768,int8_centroid8,0.3333333333333333,3.3076999243348837,4033.274340338638,16,8,1.6176700126379728,1.9382000900804996
1.0,0.06069988012313843,8,1.9146001432090998,2080.0,37,0.053999945521354675,hotpotqa,0.2,5a8a5c9855429970aeb702be,76960,float32,0.25,1.9185999408364296,4178.418156070457,16,32,1.6220549936406314,1.8813000060617924
1.0,0.059300102293491364,8,1.9334000535309315,1056.0,37,0.32260012812912464,hotpotqa,0.2,5a8a5c9855429970aeb702be,39072,float16,0.25,1.9185999408364296,4137.788237560951,16,32,1.7260849825106561,2.339799888432026
1.0,0.11160015128552914,8,2.7758998330682516,1056.0,37,0.31700008548796177,hotpotqa,0.2,5a8a5c9855429970aeb702be,39072,bfloat16,0.25,1.9185999408364296,2881.948370290241,16,32,1.6937549808062613,2.44790012948215
1.0,0.05819997750222683,8,1.8790001049637794,545.7297297297297,37,1.3927998952567577,hotpotqa,0.2,5a8a5c9855429970aeb702be,20192,int8,0.3333333333333333,1.9185999408364296,4257.583583346427,16,32,1.6728849965147674,1.8227000255137682
1.0,0.08180015720427036,8,1.6554000321775675,264.0,37,619.0436999313533,hotpotqa,0.2,5a8a5c9855429970aeb702be,9768,float16_centroid8,1.0,1.9185999408364296,4832.668747430515,16,8,1.4598000096157193,1.7719001043587923
1.0,0.062300125136971474,8,1.7783001530915499,137.72972972972974,37,557.9848000779748,hotpotqa,0.2,5a8a5c9855429970aeb702be,5096,int8_centroid8,1.0,1.9185999408364296,4498.678125901362,16,8,1.5438699978403747,1.8468000926077366
1.0,0.059399986639618874,8,2.3288000375032425,2080.0,71,0.08789985440671444,hotpotqa,0.125,5a8de5d55542995085b3734d,147680,float32,0.5,3.654100000858307,3435.245564740275,16,32,1.6817550058476627,2.4518000427633524
1.0,0.17179991118609905,8,2.290699863806367,1056.0,71,0.6357000675052404,hotpotqa,0.125,5a8de5d55542995085b3734d,74976,float16,0.5,3.654100000858307,3492.382448876,16,32,1.6621949966065586,1.9654999487102032
1.0,0.08079991675913334,8,2.336599864065647,1056.0,71,0.31129992567002773,hotpotqa,0.125,5a8de5d55542995085b3734d,74976,bfloat16,0.5,3.654100000858307,3423.778338358766,16,32,1.81899000890553,2.662200015038252
1.0,0.06059999577701092,8,2.274199854582548,544.9014084507043,71,2.0520000252872705,hotpotqa,0.125,5a8de5d55542995085b3734d,38688,int8,0.5,3.654100000858307,3517.720742035875,16,32,1.86276501044631,2.427800092846155
1.0,0.05850009620189667,8,1.9582000095397234,264.0,71,939.1636000946164,hotpotqa,0.125,5a8de5d55542995085b3734d,18744,float16_centroid8,0.5,3.654100000858307,4085.384516916843,16,8,1.686499989591539,2.573499921709299
1.0,0.061099883168935776,8,2.294400008395314,136.90140845070422,71,936.7840001359582,hotpotqa,0.125,5a8de5d55542995085b3734d,9720,int8_centroid8,0.5,3.654100000858307,3486.7503359168563,16,8,1.6586349927820265,1.9990000873804092
1.0,0.06329989992082119,8,2.1977999713271856,2080.0,56,0.05570007488131523,hotpotqa,0.5,5adde17f5542992200553b87,116480,float32,0.5,2.978400094434619,3640.003687491651,16,32,1.7763699870556593,2.6914000045508146
1.0,0.055999960750341415,8,2.091999864205718,1056.0,56,0.30880002304911613,hotpotqa,0.5,5adde17f5542992200553b87,59136,float16,0.5,2.978400094434619,3824.0920264291735,16,32,1.7104449798353016,2.385899890214205
1.0,0.05639996379613876,8,2.1327000577002764,1056.0,56,0.30429987236857414,hotpotqa,0.5,5adde17f5542992200553b87,59136,bfloat16,0.5,2.978400094434619,3751.113510367006,16,32,1.8136800033971667,2.1236001048237085
1.0,0.06220000796020031,8,2.2287999745458364,545.1428571428571,56,1.5336999204009771,hotpotqa,0.5,5adde17f5542992200553b87,30528,int8,0.5,2.978400094434619,3589.3754896646406,16,32,1.8491350230760872,2.571099903434515
0.0,0.055999960750341415,8,1.8664998933672905,264.0,56,745.7208000123501,hotpotqa,0.0,5adde17f5542992200553b87,14784,float16_centroid8,0.0,2.978400094434619,4286.097217807747,16,8,1.5812599915079772,1.9266000017523766
0.0,0.14670006930828094,8,2.2676000371575356,137.14285714285714,56,728.0921000055969,hotpotqa,0.0,5adde17f5542992200553b87,7680,int8_centroid8,0.0,2.978400094434619,3527.959017864587,16,8,1.6354700201191008,1.8587000668048859
1.0,0.10189996100962162,8,1.953599974513054,2080.0,56,0.050800153985619545,hotpotqa,0.2,5ae3fec55542995dadf242a4,116480,float32,0.25,3.031000029295683,4095.0041484281073,16,32,1.661429984960705,1.9753999076783657
1.0,0.05659996531903744,8,2.474099863320589,1056.0,56,0.3062998875975609,hotpotqa,0.2,5ae3fec55542995dadf242a4,59136,float16,0.25,3.031000029295683,3233.4992287913865,16,32,1.620155037380755,1.8390000332146883
1.0,0.055900076404213905,8,2.0973000209778547,1056.0,56,0.3124999348074198,hotpotqa,0.2,5ae3fec55542995dadf242a4,59136,bfloat16,0.25,3.031000029295683,3814.4280360375164,16,32,1.7533599748276174,2.039700048044324
1.0,0.059999991208314896,8,2.1413001231849194,545.1428571428571,56,1.3625998981297016,hotpotqa,0.2,5ae3fec55542995dadf242a4,30528,int8,0.3333333333333333,3.031000029295683,3736.047980093976,16,32,1.7926450120285153,2.154099987819791
0.0,0.05819997750222683,8,1.9060000777244568,264.0,56,790.8124998211861,hotpotqa,0.0,5ae3fec55542995dadf242a4,14784,float16_centroid8,0.0,3.031000029295683,4197.271602187484,16,8,1.6168099944479764,1.991800032556057
0.0,0.14919997192919254,8,1.945700030773878,137.14285714285714,56,856.4699001144618,hotpotqa,0.0,5ae3fec55542995dadf242a4,7680,int8_centroid8,0.0,3.031000029295683,4111.630710525352,16,8,1.614789990708232,1.9637998193502426
0.0,0.05729985423386097,8,2.022000029683113,2080.0,50,0.05769985727965832,hotpotqa,0.0,5ab28156554299449642c8ce,104000,float32,0.0,2.422899939119816,3956.478675845399,16,32,1.7797749838791788,2.633800031617284
0.0,0.07299985736608505,8,2.2381001617759466,1056.0,50,0.28989999555051327,hotpotqa,0.0,5ab28156554299449642c8ce,52800,float16,0.0,2.422899939119816,3574.4602214996266,16,32,1.623485004529357,1.9159000366926193
0.0,0.05950010381639004,8,2.0727000664919615,1056.0,50,0.31819986179471016,hotpotqa,0.0,5ab28156554299449642c8ce,52800,bfloat16,0.0,2.422899939119816,3859.699784513432,16,32,1.794359995983541,2.3469000589102507
0.0,0.11969986371695995,8,2.149099949747324,545.28,50,1.3830000534653664,hotpotqa,0.0,5ab28156554299449642c8ce,27264,int8,0.0,2.422899939119816,3722.488570594673,16,32,1.7813799669966102,2.0852000452578068
0.0,0.06940006278455257,8,2.759199822321534,264.0,50,692.00379983522,hotpotqa,0.0,5ab28156554299449642c8ce,13200,float16_centroid8,0.0,2.422899939119816,2899.391314569223,16,8,1.870019978377968,2.746699843555689
0.0,0.06399978883564472,8,2.0872000604867935,137.28,50,712.9581000190228,hotpotqa,0.0,5ab28156554299449642c8ce,6864,int8_centroid8,0.0,2.422899939119816,3832.8860522043947,16,8,1.7085700412280858,2.2344000171869993
1.0,0.14909985475242138,8,1.9062000792473555,2080.0,44,0.05370005965232849,hotpotqa,0.2,5aba902455429901930fa834,91520,float32,0.25,2.1699999924749136,4196.831217821962,16,32,1.644650031812489,2.356200013309717
1.0,0.06560003384947777,8,2.658700104802847,1056.0,44,0.41820015758275986,hotpotqa,0.2,5aba902455429901930fa834,46464,float16,0.25,2.1699999924749136,3008.989237089315,16,32,1.607610029168427,1.7592001240700483
1.0,0.06390013732016087,8,1.98710011318326,1056.0,44,0.32810005359351635,hotpotqa,0.2,5aba902455429901930fa834,46464,bfloat16,0.25,2.1699999924749136,4025.9672609973836,16,32,1.8351549748331308,2.63770017772913
1.0,0.11279992759227753,8,2.3332000710070133,545.4545454545455,44,1.3037000317126513,hotpotqa,0.2,5aba902455429901930fa834,24000,int8,0.25,2.1699999924749136,3428.7672537859926,16,32,1.7334849922917783,2.157999901100993
0.0,0.05889986641705036,8,2.4516000412404537,264.0,44,646.3251998648047,hotpotqa,0.0,5aba902455429901930fa834,11616,float16_centroid8,0.0,2.1699999924749136,3263.1750144498214,16,8,1.5039849909953773,1.747800037264824
0.0,0.076299998909235,8,1.8702999223023653,137.45454545454547,44,599.5344000402838,hotpotqa,0.0,5aba902455429901930fa834,6048,int8_centroid8,0.0,2.1699999924749136,4277.388831921614,16,8,1.7120799981057644,2.496900036931038
1.0,0.05870009772479534,8,1.8973001278936863,2080.0,38,0.05230004899203777,hotpotqa,0.4,5a820f2c55429926c1cdae17,79040,float32,0.3333333333333333,1.9392999820411205,4216.5179258598955,16,32,1.6209700144827366,1.897099893540144
1.0,0.056099845096468925,8,1.8601000774651766,1056.0,38,0.2934001386165619,hotpotqa,0.4,5a820f2c55429926c1cdae17,40128,float16,0.3333333333333333,1.9392999820411205,4300.8438615313,16,32,1.639320026151836,2.5779001880437136
1.0,0.057900091633200645,8,1.909299986436963,1056.0,38,0.32350001856684685,hotpotqa,0.4,5a820f2c55429926c1cdae17,40128,bfloat16,0.3333333333333333,1.9392999820411205,4190.017313585796,16,32,1.7105350154452026,2.045900095254183
1.0,0.059900106862187386,8,1.9390999805182219,545.6842105263158,38,1.3147001154720783,hotpotqa,0.4,5a820f2c55429926c1cdae17,20736,int8,0.3333333333333333,1.9392999820411205,4125.625331532421,16,32,1.7443799995817244,2.4609998799860477
1.0,0.05879998207092285,8,2.0062001422047615,264.0,38,597.0098997931927,hotpotqa,0.2,5a820f2c55429926c1cdae17,10032,float16_centroid8,0.25,1.9392999820411205,3987.638038549937,16,8,1.6450150054879487,2.3409000132232904
1.0,0.060300109907984734,8,1.7907998990267515,137.68421052631578,38,579.2729998938739,hotpotqa,0.2,5a820f2c55429926c1cdae17,5232,int8_centroid8,0.25,1.9392999820411205,4467.277446434842,16,8,1.632774993777275,1.9905001390725374
1.0,0.057900091633200645,8,2.178699942305684,2080.0,52,0.05329982377588749,hotpotqa,0.2,5abea05f5542991f661061b6,108160,float32,0.5,2.5403001345694065,3671.9145416296865,16,32,1.7815899918787181,2.4117000866681337
1.0,0.054900068789720535,8,2.052200026810169,1056.0,52,0.2929000183939934,hotpotqa,0.2,5abea05f5542991f661061b6,54912,float16,0.5,2.5403001345694065,3898.255479722791,16,32,1.5889199916273355,1.968099968507886
1.0,0.05610007792711258,8,2.0841998048126698,1056.0,52,0.2937999088317156,hotpotqa,0.2,5abea05f5542991f661061b6,54912,bfloat16,0.5,2.5403001345694065,3838.403583728888,16,32,1.8642949522472918,2.727799816057086
