active_native_kv_tokens,backend,comparisons,consumer_layers,cpu_reference_bytes,device,dtype,encode_granularity_tokens,evidence_recall,gpu_active_kv_bytes,h2d_bytes,index_build_seconds,layer_token_kv_states,logical_to_active_ratio,logical_tokens,materialize_granularity_tokens,measured,measurement_scope,memory_nodes,path_recall,peak_device_bytes,probes,queries_per_second,requested_active_kv_tokens,root_recall,routing_index_bytes,search_granularity_tokens,search_latency_p50_seconds,search_latency_p95_seconds,seed,task_accuracy,total_layers,training_regime
32,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,32768,32768,0.005096099921502173,64,4096.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,3947.108840574474,32,1.0,1064960,32,0.0020267999498173594,0.002521729946602136,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,exact_gemm,32768,2,524288,cuda,float32,32,1.0,65536,65536,0.005096099921502173,128,2048.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,64,33670.041243174805,64,1.0,1064960,32,0.0002375999465584755,0.0002549299970269203,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,1024,2,524288,cuda,float32,32,1.0,65536,65536,0.005096099921502173,128,2048.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,1,3572.2260396260194,64,1.0,1064960,32,0.0022394999396055937,0.0025803099502809345,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,2560,2,524288,cuda,float32,32,1.0,65536,65536,0.005096099921502173,128,2048.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,4,3776.791501934576,64,1.0,1064960,32,0.0021182000637054443,0.0027097800048068166,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,65536,65536,0.005096099921502173,128,2048.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,3812.610156311549,64,1.0,1064960,32,0.002098300028592348,0.002767809969373047,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,exact_gemm,32768,2,524288,cuda,float32,32,1.0,131072,131072,0.005096099921502173,256,1024.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,64,29951.322948501813,128,1.0,1064960,32,0.0002671000547707081,0.00029777000891044735,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,1024,2,524288,cuda,float32,32,1.0,131072,131072,0.005096099921502173,256,1024.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,1,4021.11103675822,128,1.0,1064960,32,0.0019894998986274004,0.0023814399261027574,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,2560,2,524288,cuda,float32,32,1.0,131072,131072,0.005096099921502173,256,1024.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,4,3771.983649050915,128,1.0,1064960,32,0.0021208999678492546,0.0024680100148543713,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,131072,131072,0.005096099921502173,256,1024.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,3921.184097971006,128,1.0,1064960,32,0.0020402000518515706,0.002431800006888807,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,exact_gemm,32768,2,524288,cuda,float32,32,1.0,262144,262144,0.005096099921502173,512,512.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,64,33486.8043521482,256,1.0,1064960,32,0.0002389000728726387,0.00024748002178967,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,1024,2,524288,cuda,float32,32,1.0,262144,262144,0.005096099921502173,512,512.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,1,4022.121646460307,256,1.0,1064960,32,0.0019890000112354755,0.002308250032365322,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,2560,2,524288,cuda,float32,32,1.0,262144,262144,0.005096099921502173,512,512.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,4,3747.423721241903,256,1.0,1064960,32,0.0021347999572753906,0.002294890000484884,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,262144,262144,0.005096099921502173,512,512.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,3486.7503359168563,256,1.0,1064960,32,0.002294400008395314,0.0026376100722700357,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,exact_gemm,32768,2,524288,cuda,float32,32,1.0,524288,524288,0.005096099921502173,1024,256.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,64,31809.138501802237,512,1.0,1064960,32,0.00025150005239993334,0.00026699997251853345,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,1024,2,524288,cuda,float32,32,1.0,524288,524288,0.005096099921502173,1024,256.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,1,4020.302491220001,512,1.0,1064960,32,0.0019899000180885196,0.0026240199571475387,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,2560,2,524288,cuda,float32,32,1.0,524288,524288,0.005096099921502173,1024,256.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,4,3707.9955415222853,512,1.0,1064960,32,0.0021574998972937465,0.002874499978497624,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,524288,524288,0.005096099921502173,1024,256.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,4032.867932370074,512,1.0,1064960,32,0.0019836999708786607,0.0025972900213673705,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,exact_gemm,32768,2,524288,cuda,float32,32,1.0,1048576,1048576,0.005096099921502173,2048,128.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,64,32599.836210192745,1024,1.0,1064960,32,0.0002454000059515238,0.00025741998106241224,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,1024,2,524288,cuda,float32,32,1.0,524288,524288,0.005096099921502173,1024,256.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,1,4147.871585215477,1024,1.0,1064960,32,0.0019287000177428126,0.002831469988450407,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,2560,2,524288,cuda,float32,32,1.0,1048576,1048576,0.005096099921502173,2048,128.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,4,3689.526391884698,1024,1.0,1064960,32,0.002168299979530275,0.0026737999403849246,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,8704,2,524288,cuda,float32,32,1.0,1048576,1048576,0.005096099921502173,2048,128.0,131072,8,True,controlled fixed-working-set retrieval,4096,1.0,12838400,16,3947.498146925024,1024,1.0,1064960,32,0.0020266000647097826,0.002364209981169552,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,32768,32768,0.004969900008291006,64,16384.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,13400.334881442599,32,1.0,4227072,32,0.0005970000056549907,0.0006126899272203446,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,32768,32768,0.004969900008291006,64,16384.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,4069.1760901398056,32,1.0,4227072,32,0.00196599995251745,0.0024154800456017253,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,32768,32768,0.004969900008291006,64,16384.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,3810.975545407049,32,1.0,4227072,32,0.002099200035445392,0.0027658800361678,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,32768,32768,0.004969900008291006,64,16384.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3584.8718474719312,32,1.0,4227072,32,0.002231599995866418,0.0025655200472101567,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,65536,65536,0.004969900008291006,128,8192.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,13452.161021557682,64,1.0,4227072,32,0.0005946999881416559,0.0006165799568407238,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,65536,65536,0.004969900008291006,128,8192.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,3935.26489974676,64,1.0,4227072,32,0.002032899996265769,0.0025670600123703477,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,65536,65536,0.004969900008291006,128,8192.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,3698.053999210552,64,1.0,4227072,32,0.002163299941457808,0.002682420052587986,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,65536,65536,0.004969900008291006,128,8192.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3720.930307668375,64,1.0,4227072,32,0.002149999956600368,0.0028937099734321235,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,131072,131072,0.004969900008291006,256,4096.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,13470.281599243526,128,1.0,4227072,32,0.0005938999820500612,0.0006705000065267085,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,131072,131072,0.004969900008291006,256,4096.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,3946.135344055434,128,1.0,4227072,32,0.002027299953624606,0.0023828799254260956,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,131072,131072,0.004969900008291006,256,4096.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,3953.54575611074,128,1.0,4227072,32,0.002023500041104853,0.0025261099450290202,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,131072,131072,0.004969900008291006,256,4096.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3694.467607465634,128,1.0,4227072,32,0.002165399957448244,0.0027715899748727677,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,262144,262144,0.004969900008291006,512,2048.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,12890.749454221172,256,1.0,4227072,32,0.0006206000689417124,0.0006767200189642608,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,262144,262144,0.004969900008291006,512,2048.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,4027.589003449558,256,1.0,4227072,32,0.0019862999906763434,0.002242590021342039,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,262144,262144,0.004969900008291006,512,2048.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,3962.5538540367875,256,1.0,4227072,32,0.0020189000060781837,0.0024223700514994563,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,262144,262144,0.004969900008291006,512,2048.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3883.4949831214744,256,1.0,4227072,32,0.0020600000862032175,0.002545050054322928,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,524288,524288,0.004969900008291006,1024,1024.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,13778.84953269454,512,1.0,4227072,32,0.0005805999971926212,0.0006686200271360576,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,524288,524288,0.004969900008291006,1024,1024.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,4101.722583562938,512,1.0,4227072,32,0.001950400066561997,0.002717349980957806,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,524288,524288,0.004969900008291006,1024,1024.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,3804.089279643821,512,1.0,4227072,32,0.002103000064380467,0.002533940062858164,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,524288,524288,0.004969900008291006,1024,1024.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3758.691931117617,512,1.0,4227072,32,0.002128400024957955,0.0026994200190529226,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,exact_gemm,131072,2,2097152,cuda,float32,32,1.0,1048576,1048576,0.004969900008291006,2048,512.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,128,12696.39689623203,1024,1.0,4227072,32,0.0006301000248640776,0.0006872900296002626,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,2048,2,2097152,cuda,float32,32,1.0,1048576,1048576,0.004969900008291006,2048,512.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,1,3669.051429579464,1024,1.0,4227072,32,0.0021804000716656446,0.002539409988094121,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,5120,2,2097152,cuda,float32,32,1.0,1048576,1048576,0.004969900008291006,2048,512.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,4,4061.5320127934506,1024,1.0,4227072,32,0.001969700097106397,0.002819449931848794,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,17408,2,2097152,cuda,float32,32,1.0,1048576,1048576,0.004969900008291006,2048,512.0,524288,8,True,controlled fixed-working-set retrieval,16384,1.0,25444864,16,3810.612488867376,1024,1.0,4227072,32,0.002099400036968291,0.0027841100236400958,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,32768,32768,0.013797100051306188,64,65536.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4661.461288073582,32,1.0,16842752,32,0.001716200029477477,0.001818480051588267,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,32768,32768,0.013797100051306188,64,65536.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,4078.92741531383,32,1.0,16842752,32,0.001961299916729331,0.002288839977700263,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,32768,32768,0.013797100051306188,64,65536.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,3867.910782964087,32,1.0,16842752,32,0.0020683000329881907,0.0025174400187097487,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,32768,32768,0.013797100051306188,64,65536.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3563.315693403595,32,1.0,16842752,32,0.0022450999822467566,0.0027658300357870755,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,65536,65536,0.013797100051306188,128,32768.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4994.3810413247475,64,1.0,16842752,32,0.0016018000897020102,0.0017627699766308068,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,65536,65536,0.013797100051306188,128,32768.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,3752.521339269337,64,1.0,16842752,32,0.00213189993519336,0.0024124999647028742,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,65536,65536,0.013797100051306188,128,32768.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,3802.823470505703,64,1.0,16842752,32,0.0021037000697106123,0.0024986399454064666,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,65536,65536,0.013797100051306188,128,32768.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3423.7781677774683,64,1.0,16842752,32,0.002336599980480969,0.002864629938267171,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,131072,131072,0.013797100051306188,256,16384.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4844.66783465034,128,1.0,16842752,32,0.0016513000009581447,0.0017465500277467072,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,131072,131072,0.013797100051306188,256,16384.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,4086.8454573671033,128,1.0,16842752,32,0.001957500004209578,0.002137190010398626,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,131072,131072,0.013797100051306188,256,16384.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,3835.0912030363083,128,1.0,16842752,32,0.0020859999349340796,0.00253521001432091,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,131072,131072,0.013797100051306188,256,16384.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3556.6620501476605,128,1.0,16842752,32,0.0022493000142276287,0.002910979965236038,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,262144,262144,0.013797100051306188,512,8192.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4900.159330264625,256,1.0,16842752,32,0.0016325999749824405,0.001717579981777817,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,262144,262144,0.013797100051306188,512,8192.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,2964.500173829226,256,1.0,16842752,32,0.002698599942959845,0.003076700016390532,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,262144,262144,0.013797100051306188,512,8192.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,3962.7501381667876,256,1.0,16842752,32,0.0020188000053167343,0.002614239952526986,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,262144,262144,0.013797100051306188,512,8192.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3626.966635558541,256,1.0,16842752,32,0.0022056999150663614,0.002499370032455772,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,524288,524288,0.013797100051306188,1024,4096.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4862.630817652786,512,1.0,16842752,32,0.001645199954509735,0.0017368699773214757,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,524288,524288,0.013797100051306188,1024,4096.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,4061.3260611876053,512,1.0,16842752,32,0.0019697999814525247,0.002254719997290522,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,524288,524288,0.013797100051306188,1024,4096.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,3822.2647133143364,512,1.0,16842752,32,0.0020929999882355332,0.0024547699955292045,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,524288,524288,0.013797100051306188,1024,4096.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3539.8230412915877,512,1.0,16842752,32,0.002259999979287386,0.002500549971591681,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,exact_gemm,524288,2,8388608,cuda,float32,32,1.0,1048576,1048576,0.013797100051306188,2048,2048.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,256,4914.910798267123,1024,1.0,16842752,32,0.001627699937671423,0.001688810042105615,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,4096,2,8388608,cuda,float32,32,1.0,1048576,1048576,0.013797100051306188,2048,2048.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,1,3679.1760176289126,1024,1.0,16842752,32,0.0021743999095633626,0.0025062600267119705,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,10240,2,8388608,cuda,float32,32,1.0,1048576,1048576,0.013797100051306188,2048,2048.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,4,4003.202629364519,1024,1.0,16842752,32,0.0019983999663963914,0.0023944200715050098,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
1024,coarse_to_fine,34816,2,8388608,cuda,float32,32,1.0,1048576,1048576,0.013797100051306188,2048,2048.0,2097152,8,True,controlled fixed-working-set retrieval,65536,1.0,75815424,16,3461.5550749594577,1024,1.0,16842752,32,0.0023111000191420317,0.002669480035547167,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,exact_gemm,2097152,2,33554432,cuda,float32,32,1.0,32768,32768,0.04925200005527586,64,262144.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,512,1366.9372117514847,32,1.0,67239936,32,0.0058524999767541885,0.005911299993749708,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,8192,2,33554432,cuda,float32,32,1.0,32768,32768,0.04925200005527586,64,262144.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,1,3549.5606654857093,32,1.0,67239936,32,0.002253800048492849,0.002465430006850511,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,20480,2,33554432,cuda,float32,32,1.0,32768,32768,0.04925200005527586,64,262144.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,4,3672.420029719467,32,1.0,67239936,32,0.002178400056436658,0.0033967799856327464,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
32,coarse_to_fine,69632,2,33554432,cuda,float32,32,1.0,32768,32768,0.04925200005527586,64,262144.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,16,2386.2788731177525,32,1.0,67239936,32,0.003352500032633543,0.003750180022325367,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,exact_gemm,2097152,2,33554432,cuda,float32,32,1.0,65536,65536,0.04925200005527586,128,131072.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,512,1340.1681794378724,64,1.0,67239936,32,0.005969400051981211,0.006019140034914017,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,8192,2,33554432,cuda,float32,32,1.0,65536,65536,0.04925200005527586,128,131072.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,1,3978.1204451129242,64,1.0,67239936,32,0.002010999945923686,0.0023251700098626316,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,20480,2,33554432,cuda,float32,32,1.0,65536,65536,0.04925200005527586,128,131072.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,4,3860.817412733738,64,1.0,67239936,32,0.0020721000619232655,0.00258163996040821,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
64,coarse_to_fine,69632,2,33554432,cuda,float32,32,1.0,65536,65536,0.04925200005527586,128,131072.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,16,2337.0629043022927,64,1.0,67239936,32,0.003423099988140166,0.0043356500566005705,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,exact_gemm,2097152,2,33554432,cuda,float32,32,1.0,131072,131072,0.04925200005527586,256,65536.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,512,1358.8110379323136,128,1.0,67239936,32,0.005887500010430813,0.005915940029080957,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,8192,2,33554432,cuda,float32,32,1.0,131072,131072,0.04925200005527586,256,65536.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,1,4020.1004644327795,128,1.0,67239936,32,0.001990000018849969,0.002639619959518313,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,20480,2,33554432,cuda,float32,32,1.0,131072,131072,0.04925200005527586,256,65536.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,4,3769.673020395063,128,1.0,67239936,32,0.002122199977748096,0.0026358200469985605,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
128,coarse_to_fine,69632,2,33554432,cuda,float32,32,1.0,131072,131072,0.04925200005527586,256,65536.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,16,2345.0782563555194,128,1.0,67239936,32,0.003411400015465915,0.003659070038702339,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,exact_gemm,2097152,2,33554432,cuda,float32,32,1.0,262144,262144,0.04925200005527586,512,32768.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,512,1375.9889843153683,256,1.0,67239936,32,0.005814000032842159,0.005945250007789582,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,8192,2,33554432,cuda,float32,32,1.0,262144,262144,0.04925200005527586,512,32768.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,1,3814.4280360375164,256,1.0,67239936,32,0.0020973000209778547,0.0025675299344584345,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,20480,2,33554432,cuda,float32,32,1.0,262144,262144,0.04925200005527586,512,32768.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,4,3668.7151052860386,256,1.0,67239936,32,0.0021805999567732215,0.002962649997789412,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
256,coarse_to_fine,69632,2,33554432,cuda,float32,32,1.0,262144,262144,0.04925200005527586,512,32768.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,16,2267.252389079309,256,1.0,67239936,32,0.0035284999758005142,0.0038264799513854086,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
512,exact_gemm,2097152,2,33554432,cuda,float32,32,1.0,524288,524288,0.04925200005527586,1024,16384.0,8388608,8,True,controlled fixed-working-set retrieval,262144,1.0,277207552,512,1339.8988239217592,512,1.0,67239936,32,0.005970600061118603,0.006144290009979158,29,1.0,8,PRA-native routing surrogate; no LM checkpoint
