active_native_kv_tokens,chain_depth,device,evidence_nodes,evidence_recall,evidence_regions,first_budget_meeting_target,layer_token_kv_states,logical_tokens,max_evidence_distance_tokens,measured,measurement_scope,meets_90pct_recall,search_latency_p50_seconds,seed,source_dispersion_fraction,task_accuracy,training_regime
32,1,cuda,1,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005949999904260039,17,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,2,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0005679000169038773,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,2,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0005876999348402023,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,4,1.0,2,True,64,524288,262144,True,controlled difficulty scaling,True,0.0006178000476211309,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,4,1.0,2,False,128,524288,262144,True,controlled difficulty scaling,True,0.000561599968932569,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,4,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0005422999383881688,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,4,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006818999536335468,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,4,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006141000194475055,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,4,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006349999457597733,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,8,0.5,2,False,64,524288,262144,True,controlled difficulty scaling,False,0.0006708999862894416,41,0.5,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,8,1.0,2,True,128,524288,262144,True,controlled difficulty scaling,True,0.0005995000246912241,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,8,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0006714999908581376,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,8,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006678999634459615,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,8,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006269000004976988,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,8,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006244999822229147,41,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,4,1.0,4,True,64,524288,393216,True,controlled difficulty scaling,True,0.0005885000573471189,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,4,1.0,4,False,128,524288,393216,True,controlled difficulty scaling,True,0.0006132000125944614,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,4,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0005869000451639295,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,4,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0006403999868780375,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,4,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006037999410182238,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,4,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006249999860301614,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,8,0.5,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006680000806227326,41,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,8,1.0,4,True,128,524288,393216,True,controlled difficulty scaling,True,0.0006235999753698707,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,8,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0005795999895781279,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,8,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0005874000489711761,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,8,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006277000065892935,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,8,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.000712399953044951,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,16,0.25,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006169000407680869,41,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,16,0.5,4,False,128,524288,393216,True,controlled difficulty scaling,False,0.0006299999076873064,41,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,16,1.0,4,True,256,524288,393216,True,controlled difficulty scaling,True,0.0006004000315442681,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,16,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0006325000431388617,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,16,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0005959999980404973,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,16,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006818999536335468,41,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,8,0.5,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006084999768063426,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,8,1.0,8,True,128,524288,458752,True,controlled difficulty scaling,True,0.0006173000438138843,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,8,1.0,8,False,256,524288,458752,True,controlled difficulty scaling,True,0.0005904999561607838,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,8,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0006280000088736415,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,8,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.000599999912083149,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,8,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006241999799385667,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,16,0.25,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006229999708011746,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,16,0.5,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.0006204000674188137,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,16,1.0,8,True,256,524288,458752,True,controlled difficulty scaling,True,0.0006354000652208924,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,16,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0006454000249505043,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,16,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006127000087872148,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,16,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006232999730855227,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,32,0.125,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006399999838322401,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,32,0.25,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.0006627000402659178,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,32,0.5,8,False,256,524288,458752,True,controlled difficulty scaling,False,0.0006486000493168831,41,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,32,1.0,8,True,512,524288,458752,True,controlled difficulty scaling,True,0.0006666000699624419,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,32,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006082000909373164,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,32,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006529999664053321,41,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,1,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005919000832363963,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,1,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0005930999759584665,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,1,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0005853000329807401,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,1,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0006170000415295362,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,1,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.000623099971562624,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,1,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006494000554084778,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,2,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005816000048071146,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,2,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0006257999921217561,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,2,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0005986000178381801,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,2,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0006083999760448933,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,2,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.000624299980700016,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,2,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006098999874666333,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,4,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005939999828115106,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,4,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0005893999477848411,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,4,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0005708999233320355,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,4,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0006197000620886683,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,4,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.0005819000070914626,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,4,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006386000895872712,53,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,2,1.0,2,True,64,524288,262144,True,controlled difficulty scaling,True,0.0005803999956697226,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,2,1.0,2,False,128,524288,262144,True,controlled difficulty scaling,True,0.0005876000504940748,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,2,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0005978000117465854,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,2,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006242000963538885,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,2,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006423000013455749,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,2,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006273000035434961,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,4,1.0,2,True,64,524288,262144,True,controlled difficulty scaling,True,0.0006078999722376466,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,4,1.0,2,False,128,524288,262144,True,controlled difficulty scaling,True,0.0006178999319672585,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,4,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0006202999502420425,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,4,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006291000172495842,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,4,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.000618400052189827,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,4,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006143000209704041,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,8,0.5,2,False,64,524288,262144,True,controlled difficulty scaling,False,0.0005999000277370214,53,0.5,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,8,1.0,2,True,128,524288,262144,True,controlled difficulty scaling,True,0.0005348999984562397,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,8,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.000534699996933341,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,8,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0007026999955996871,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,8,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006292000180110335,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,8,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.000685499981045723,53,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,4,1.0,4,True,64,524288,393216,True,controlled difficulty scaling,True,0.0005967000033706427,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,4,1.0,4,False,128,524288,393216,True,controlled difficulty scaling,True,0.000574299949221313,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,4,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0006044999463483691,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,4,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0006336999358609319,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,4,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006345999427139759,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,4,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006513999542221427,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,8,0.5,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006073999684303999,53,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,8,1.0,4,True,128,524288,393216,True,controlled difficulty scaling,True,0.0005800999933853745,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,8,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0005921999691054225,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,8,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0006146000232547522,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,8,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0005899000680074096,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,8,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006298000225797296,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,16,0.25,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006439000135287642,53,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,16,0.5,4,False,128,524288,393216,True,controlled difficulty scaling,False,0.0006669999565929174,53,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,16,1.0,4,True,256,524288,393216,True,controlled difficulty scaling,True,0.0006081999745219946,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,16,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.000619600061327219,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,16,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006241999799385667,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,16,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006461999146267772,53,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,8,0.5,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006505000637844205,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,8,1.0,8,True,128,524288,458752,True,controlled difficulty scaling,True,0.0006291000172495842,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,8,1.0,8,False,256,524288,458752,True,controlled difficulty scaling,True,0.0005903999553993344,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,8,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0005923000862821937,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,8,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006560999900102615,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,8,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0005948999896645546,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,16,0.25,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006331000477075577,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,16,0.5,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.0006250999867916107,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,16,1.0,8,True,256,524288,458752,True,controlled difficulty scaling,True,0.0005827000131830573,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,16,1.0,8,False,512,524288,458752,True,controlled difficulty scaling,True,0.0005471999756991863,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,16,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006919000297784805,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,16,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006189999403432012,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,32,0.125,8,False,64,524288,458752,True,controlled difficulty scaling,False,0.0006143000209704041,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,32,0.25,8,False,128,524288,458752,True,controlled difficulty scaling,False,0.0006646999390795827,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,32,0.5,8,False,256,524288,458752,True,controlled difficulty scaling,False,0.0006455000257119536,53,0.875,0.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,32,1.0,8,True,512,524288,458752,True,controlled difficulty scaling,True,0.0006122000049799681,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,32,1.0,8,False,1024,524288,458752,True,controlled difficulty scaling,True,0.0006478000432252884,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,32,1.0,8,False,2048,524288,458752,True,controlled difficulty scaling,True,0.0006282000103965402,53,0.875,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,1,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0006205999525263906,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,1,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0005763999652117491,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,1,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0006327999290078878,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,1,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0005806999979540706,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,1,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.000660700025036931,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,1,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006432000081986189,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,2,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005743000656366348,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,2,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0006084999768063426,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,2,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0006303999107331038,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,2,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0005722000496461987,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,2,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.0006228999700397253,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,2,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006182999350130558,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,4,1.0,1,True,64,524288,0,True,controlled difficulty scaling,True,0.0005663000047206879,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,4,1.0,1,False,128,524288,0,True,controlled difficulty scaling,True,0.0005632999818772078,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,4,1.0,1,False,256,524288,0,True,controlled difficulty scaling,True,0.0005745000671595335,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,4,1.0,1,False,512,524288,0,True,controlled difficulty scaling,True,0.0006185999372974038,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,4,1.0,1,False,1024,524288,0,True,controlled difficulty scaling,True,0.0006389999762177467,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,4,1.0,1,False,2048,524288,0,True,controlled difficulty scaling,True,0.0006061000749468803,67,0.0,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,2,1.0,2,True,64,524288,262144,True,controlled difficulty scaling,True,0.0005866000428795815,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,2,1.0,2,False,128,524288,262144,True,controlled difficulty scaling,True,0.0006127000087872148,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,2,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0006135000148788095,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,2,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006422000005841255,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,2,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006129000103101134,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,2,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006430000066757202,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,4,1.0,2,True,64,524288,262144,True,controlled difficulty scaling,True,0.0005684000207111239,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,4,1.0,2,False,128,524288,262144,True,controlled difficulty scaling,True,0.0006027000490576029,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,4,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.000569900032132864,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,2,cuda,4,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006052000680938363,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,2,cuda,4,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0005889000603929162,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,2,cuda,4,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006349999457597733,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,4,cuda,8,0.5,2,False,64,524288,262144,True,controlled difficulty scaling,False,0.0005859000375494361,67,0.5,0.0,PRA-native routing surrogate; no LM checkpoint
64,4,cuda,8,1.0,2,True,128,524288,262144,True,controlled difficulty scaling,True,0.0005762999644502997,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
128,4,cuda,8,1.0,2,False,256,524288,262144,True,controlled difficulty scaling,True,0.0005653999978676438,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
256,4,cuda,8,1.0,2,False,512,524288,262144,True,controlled difficulty scaling,True,0.0006092999828979373,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
512,4,cuda,8,1.0,2,False,1024,524288,262144,True,controlled difficulty scaling,True,0.0006179999327287078,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
1024,4,cuda,8,1.0,2,False,2048,524288,262144,True,controlled difficulty scaling,True,0.0006535999709740281,67,0.5,1.0,PRA-native routing surrogate; no LM checkpoint
32,1,cuda,4,1.0,4,True,64,524288,393216,True,controlled difficulty scaling,True,0.0005712999263778329,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
64,1,cuda,4,1.0,4,False,128,524288,393216,True,controlled difficulty scaling,True,0.0005987000185996294,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,1,cuda,4,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0005963000003248453,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
256,1,cuda,4,1.0,4,False,512,524288,393216,True,controlled difficulty scaling,True,0.0005922999698668718,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
512,1,cuda,4,1.0,4,False,1024,524288,393216,True,controlled difficulty scaling,True,0.0006999000906944275,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
1024,1,cuda,4,1.0,4,False,2048,524288,393216,True,controlled difficulty scaling,True,0.0006814999505877495,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
32,2,cuda,8,0.5,4,False,64,524288,393216,True,controlled difficulty scaling,False,0.0006714999908581376,67,0.75,0.0,PRA-native routing surrogate; no LM checkpoint
64,2,cuda,8,1.0,4,True,128,524288,393216,True,controlled difficulty scaling,True,0.0006613000296056271,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
128,2,cuda,8,1.0,4,False,256,524288,393216,True,controlled difficulty scaling,True,0.0006828000769019127,67,0.75,1.0,PRA-native routing surrogate; no LM checkpoint
