tokenizer,corpus_chunks,mode,query_target,build_ms,rebuild_plus_64_ms,updated_index_chunks,index_mib,exhaustive_ms,indexed_ms,exhaustive_cold_ms,indexed_cold_ms,speedup,indexed_candidate_rows,indexed_candidate_fraction,top4_parity,target_top1
qwen3_0_6b,1024,token_exact,239,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9180.476099951193,47.8218998759985,9376.146099995822,43.565900065004826,191.9722161552769,61,0.0595703125,1,1
qwen3_0_6b,1024,token_weighted,7,560.0457999389619,161.96270007640123,1088,2.4760303497314453,7524.268300039694,369.9419000186026,7699.45660000667,402.11910009384155,20.339054050545055,63,0.0615234375,1,0
qwen3_0_6b,1024,token_weighted,41,560.0457999389619,161.96270007640123,1088,2.4760303497314453,8326.647199923173,486.17400019429624,8466.426500119269,479.4407000299543,17.126887074577173,63,0.0615234375,1,0
qwen3_0_6b,1024,token_weighted,173,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9258.53994989302,525.0468000303954,9452.267399989069,467.00170007534325,17.633742267083687,62,0.060546875,1,0
qwen3_0_6b,1024,token_weighted,239,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9788.074650103226,475.0887998379767,9339.887200156227,514.5012000575662,20.6026213487696,61,0.0595703125,1,0
qwen3_0_6b,1024,token_approx,7,560.0457999389619,161.96270007640123,1088,2.4760303497314453,7931.490549934097,433.91750007867813,7831.386799924076,490.54490006528795,18.27879850085778,63,0.0615234375,1,0
qwen3_0_6b,1024,token_approx,41,560.0457999389619,161.96270007640123,1088,2.4760303497314453,8247.942949994467,464.7715000901371,8736.01739993319,464.8405001498759,17.746232177306208,63,0.0615234375,1,0
qwen3_0_6b,1024,token_approx,173,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9313.424799940549,516.0014000721276,9137.497800169513,465.9432000480592,18.049223894816375,62,0.060546875,1,0
qwen3_0_6b,1024,token_approx,239,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9104.62924989406,484.8992000333965,9101.056599989533,480.1704999990761,18.77633382209539,61,0.0595703125,1,0
qwen3_0_6b,1024,cascade,7,560.0457999389619,161.96270007640123,1088,2.4760303497314453,7611.778500024229,496.9677999615669,7864.364200038835,375.09709992446005,15.316442032286371,63,0.0615234375,1,1
qwen3_0_6b,1024,cascade,41,560.0457999389619,161.96270007640123,1088,2.4760303497314453,8299.368900014088,436.02280016057193,8243.166799889877,477.24709985777736,19.034254394398,63,0.0615234375,1,1
qwen3_0_6b,1024,cascade,173,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9222.766500082798,544.8914999142289,9118.055599974468,559.5239999238402,16.92587698933558,62,0.060546875,1,1
qwen3_0_6b,1024,cascade,239,560.0457999389619,161.96270007640123,1088,2.4760303497314453,9195.402650162578,557.5125999748707,8959.096599835902,503.4908000379801,16.493623015115805,61,0.0595703125,1,1
qwen3_0_6b,4096,token_exact,7,3372.454500058666,795.7987999543548,4160,10.06087875366211,33176.94755003322,107.29299997910857,32802.46519995853,107.52639989368618,309.2181927664734,63,0.015380859375,1,1
qwen3_0_6b,4096,token_exact,41,3372.454500058666,795.7987999543548,4160,10.06087875366211,33378.36099998094,118.21710015647113,36901.48500003852,118.54569986462593,282.34799327509836,63,0.015380859375,1,1
qwen3_0_6b,4096,token_exact,173,3372.454500058666,795.7987999543548,4160,10.06087875366211,33987.179000047036,122.80270014889538,33731.01050010882,131.10059988684952,276.76247312834636,63,0.015380859375,1,1
qwen3_0_6b,4096,token_exact,239,3372.454500058666,795.7987999543548,4160,10.06087875366211,33685.65754999872,127.72909994237125,34070.2635999769,119.75870002061129,263.7273539482937,63,0.015380859375,1,1
qwen3_0_6b,4096,token_weighted,7,3372.454500058666,795.7987999543548,4160,10.06087875366211,28383.2653000718,511.66360010392964,28573.431600118056,485.01929990015924,55.472512201975206,63,0.015380859375,1,0
qwen3_0_6b,4096,token_weighted,41,3372.454500058666,795.7987999543548,4160,10.06087875366211,31142.946000094526,529.7588999383152,30800.085899885744,557.7777000144124,58.7870180259752,63,0.015380859375,1,0
qwen3_0_6b,4096,token_weighted,173,3372.454500058666,795.7987999543548,4160,10.06087875366211,32715.46915010549,539.1524999868125,33599.77269987576,627.0616000983864,60.67943513366942,63,0.015380859375,1,0
qwen3_0_6b,4096,token_weighted,239,3372.454500058666,795.7987999543548,4160,10.06087875366211,33259.77000000421,539.2696000635624,31971.632600063458,534.9429999478161,61.6755886037039,63,0.015380859375,1,0
qwen3_0_6b,4096,token_approx,7,3372.454500058666,795.7987999543548,4160,10.06087875366211,27837.40815008059,456.43640006892383,28269.70129995607,447.3375999368727,60.98858054676845,63,0.015380859375,1,0
qwen3_0_6b,4096,token_approx,41,3372.454500058666,795.7987999543548,4160,10.06087875366211,30626.452399999835,462.0632000733167,31416.872500209138,455.6903000921011,66.28195535835847,63,0.015380859375,1,0
qwen3_0_6b,4096,token_approx,173,3372.454500058666,795.7987999543548,4160,10.06087875366211,33152.01314992737,550.5117999855429,32785.26920010336,476.5118001960218,60.22034977415195,63,0.015380859375,1,0
qwen3_0_6b,4096,token_approx,239,3372.454500058666,795.7987999543548,4160,10.06087875366211,32948.93840001896,527.9572999570519,32636.840699939057,533.2822999916971,62.4083394674139,63,0.015380859375,1,0
qwen3_0_6b,4096,cascade,7,3372.454500058666,795.7987999543548,4160,10.06087875366211,27265.266849892214,516.3449998944998,28029.388699913397,416.9457999523729,52.80435920840346,63,0.015380859375,1,1
qwen3_0_6b,4096,cascade,41,3372.454500058666,795.7987999543548,4160,10.06087875366211,30432.335100020282,518.568699946627,30994.46909991093,618.0004000198096,58.68525250974941,63,0.015380859375,1,1
qwen3_0_6b,4096,cascade,173,3372.454500058666,795.7987999543548,4160,10.06087875366211,33134.12070006598,606.0124000068754,33658.48600002937,558.3888001274318,54.675648055534936,63,0.015380859375,1,1
qwen3_0_6b,4096,cascade,239,3372.454500058666,795.7987999543548,4160,10.06087875366211,33026.47355000954,584.6138999331743,32568.875099997967,587.6062999013811,56.49279559344161,63,0.015380859375,1,1
smollm2_135m,256,token_exact,7,177.38869995810091,64.65119984932244,320,0.6661596298217773,1994.4826499558985,17.86400005221367,1964.1523000318557,17.420100048184395,111.64815517948604,53,0.20703125,1,1
smollm2_135m,256,token_exact,41,177.38869995810091,64.65119984932244,320,0.6661596298217773,2129.342500003986,28.313100105151534,2108.7680999189615,22.461500018835068,75.20697105212278,56,0.21875,1,1
smollm2_135m,256,token_exact,173,177.38869995810091,64.65119984932244,320,0.6661596298217773,2026.3941498706117,23.507900070399046,1984.4245999120176,32.766199903562665,86.20055997354824,62,0.2421875,1,1
smollm2_135m,256,token_exact,239,177.38869995810091,64.65119984932244,320,0.6661596298217773,2225.4723500227556,23.106800159439445,2241.813300177455,21.142300218343735,96.31244199399109,58,0.2265625,1,1
smollm2_135m,256,token_weighted,7,177.38869995810091,64.65119984932244,320,0.6661596298217773,2013.3429002016783,367.16119991615415,1919.8326000478119,418.7482998240739,5.4835393845031835,53,0.20703125,1,0
smollm2_135m,256,token_weighted,41,177.38869995810091,64.65119984932244,320,0.6661596298217773,2126.58525002189,463.6109001003206,2346.5330998878926,502.8627999126911,4.587004424532984,56,0.21875,1,0
smollm2_135m,256,token_weighted,173,177.38869995810091,64.65119984932244,320,0.6661596298217773,2342.678399872966,562.3624001163989,2528.1400999519974,548.1666999403387,4.165780641429928,62,0.2421875,1,0
smollm2_135m,256,token_weighted,239,177.38869995810091,64.65119984932244,320,0.6661596298217773,2396.046800073236,540.220599854365,2343.5085001401603,556.4520000480115,4.4353117980306065,58,0.2265625,1,0
smollm2_135m,256,token_approx,7,177.38869995810091,64.65119984932244,320,0.6661596298217773,1778.5581501666456,410.8678000047803,1823.5438000410795,393.4427001513541,4.328784465820765,53,0.20703125,1,0
smollm2_135m,256,token_approx,41,177.38869995810091,64.65119984932244,320,0.6661596298217773,2033.4026999771595,438.17800004035234,1857.7390001155436,456.75059990026057,4.640586017075027,56,0.21875,1,0
smollm2_135m,256,token_approx,173,177.38869995810091,64.65119984932244,320,0.6661596298217773,2375.640449929051,555.5565999820828,2241.381200030446,512.1785001829267,4.276144770858032,62,0.2421875,1,0
smollm2_135m,256,token_approx,239,177.38869995810091,64.65119984932244,320,0.6661596298217773,2305.886249872856,542.9351998027414,2314.320300007239,525.6675998680294,4.247074514068396,58,0.2265625,1,0
smollm2_135m,256,cascade,7,177.38869995810091,64.65119984932244,320,0.6661596298217773,1917.469899985008,387.56459997966886,1959.4884000252932,384.0906999539584,4.947484626009692,53,0.20703125,1,1
smollm2_135m,256,cascade,41,177.38869995810091,64.65119984932244,320,0.6661596298217773,2110.911300056614,439.15620003826916,2178.4363000188023,431.3566000200808,4.806743705024918,56,0.21875,1,1
smollm2_135m,256,cascade,173,177.38869995810091,64.65119984932244,320,0.6661596298217773,2060.065699974075,548.3931000344455,2136.288500158116,590.097599895671,3.7565492706685744,62,0.2421875,1,1
smollm2_135m,256,cascade,239,177.38869995810091,64.65119984932244,320,0.6661596298217773,2276.2030500452965,522.0983999315649,2016.6918998584151,528.1766001135111,4.359720409684562,58,0.2265625,1,1
smollm2_135m,1024,token_exact,7,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8108.941350015812,40.06389994174242,8227.430299855769,44.68609998002648,202.40019972611645,63,0.0615234375,1,1
smollm2_135m,1024,token_exact,41,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8239.483899902552,47.64200001955032,8649.09809990786,43.81860001012683,172.94580195040942,63,0.0615234375,1,1
smollm2_135m,1024,token_exact,173,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9573.313000029884,50.268599996343255,9533.647800097242,59.48110017925501,190.4431991486989,62,0.060546875,1,1
smollm2_135m,1024,token_exact,239,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9327.683600015007,41.54390003532171,8914.582599885762,43.255200143903494,224.52594946753592,61,0.0595703125,1,1
smollm2_135m,1024,token_weighted,7,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8174.070900073275,469.61689996533096,8060.645499965176,473.75070000998676,17.405827815559274,63,0.0615234375,1,0
smollm2_135m,1024,token_weighted,41,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8656.509899999946,541.9494998641312,8137.162399943918,519.2424999549985,15.972908734430359,63,0.0615234375,1,0
smollm2_135m,1024,token_weighted,173,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8862.967499881051,545.2029001899064,9272.98799995333,544.0869000740349,16.256273575936376,62,0.060546875,1,0
smollm2_135m,1024,token_weighted,239,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9660.61234998051,521.0160999558866,9408.29010005109,508.7006001267582,18.54186914914617,61,0.0595703125,1,0
smollm2_135m,1024,token_approx,7,722.0962999854237,194.64349979534745,1088,2.6947803497314453,7796.002200106159,453.5900999326259,7777.740800054744,448.31210002303123,17.18732882676262,63,0.0615234375,1,0
smollm2_135m,1024,token_approx,41,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8597.026900039054,477.0017999690026,8812.314899871126,507.7150999568403,18.023049180522428,63,0.0615234375,1,0
smollm2_135m,1024,token_approx,173,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8773.86224991642,518.6749000567943,9487.732799956575,500.2756000030786,16.915918331416638,62,0.060546875,1,0
smollm2_135m,1024,token_approx,239,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9259.708150057122,572.5566998589784,9620.77879998833,515.7432002015412,16.172560992366,61,0.0595703125,1,0
smollm2_135m,1024,cascade,7,722.0962999854237,194.64349979534745,1088,2.6947803497314453,7584.280499955639,447.672100039199,7724.986599991098,464.08160007558763,16.941597431002617,63,0.0615234375,1,1
smollm2_135m,1024,cascade,41,722.0962999854237,194.64349979534745,1088,2.6947803497314453,8828.534550149925,556.417099898681,8983.53229998611,517.5725999288261,15.866756344759224,63,0.0615234375,1,1
smollm2_135m,1024,cascade,173,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9574.533699895255,617.7170001901686,8397.35159999691,579.8690998926759,15.49987080968739,62,0.060546875,1,1
smollm2_135m,1024,cascade,239,722.0962999854237,194.64349979534745,1088,2.6947803497314453,9175.765700056218,584.5201001502573,9358.552800025791,606.7766000051051,15.697947252280095,61,0.0595703125,1,1
smollm2_135m,4096,token_exact,7,2759.321300080046,793.1003000121564,4160,10.93587875366211,33244.22200000845,107.2694999165833,34154.134599957615,137.49589980579913,309.91308830432115,63,0.015380859375,1,1
smollm2_135m,4096,token_exact,41,2759.321300080046,793.1003000121564,4160,10.93587875366211,35916.44184989855,146.12499997019768,36719.570599962026,118.17659996449947,245.79258756012823,63,0.015380859375,1,1
smollm2_135m,4096,token_exact,173,2759.321300080046,793.1003000121564,4160,10.93587875366211,39269.16559995152,128.83759988471866,40581.388800172135,128.6792999599129,304.7958486892708,63,0.015380859375,1,1
smollm2_135m,4096,token_exact,239,2759.321300080046,793.1003000121564,4160,10.93587875366211,39760.35464997403,117.08769993856549,39261.418299982324,126.09299994073808,339.57755315746925,63,0.015380859375,1,1
smollm2_135m,4096,token_weighted,7,2759.321300080046,793.1003000121564,4160,10.93587875366211,33190.08650013711,602.2000999655575,32489.50280016288,638.386599952355,55.11471436493518,63,0.015380859375,1,0
smollm2_135m,4096,token_weighted,41,2759.321300080046,793.1003000121564,4160,10.93587875366211,37593.06684997864,648.3565999660641,35974.04140001163,562.8999001346529,57.98208401356031,63,0.015380859375,1,0
smollm2_135m,4096,token_weighted,173,2759.321300080046,793.1003000121564,4160,10.93587875366211,39407.76324993931,697.8215000126511,38880.11169992387,782.0685999467969,56.472555301355534,63,0.015380859375,1,0
smollm2_135m,4096,token_weighted,239,2759.321300080046,793.1003000121564,4160,10.93587875366211,39567.17475003097,645.8811000920832,39811.6136000026,669.0279999747872,61.26077190428685,63,0.015380859375,1,0
smollm2_135m,4096,token_approx,7,2759.321300080046,793.1003000121564,4160,10.93587875366211,33133.0922000343,571.0236001759768,32842.89449988864,556.4274000935256,58.02403296435282,63,0.015380859375,1,0
smollm2_135m,4096,token_approx,41,2759.321300080046,793.1003000121564,4160,10.93587875366211,36481.14844993688,605.1688001025468,35975.814200006425,602.7857998851687,60.28259957181384,63,0.015380859375,1,0
smollm2_135m,4096,token_approx,173,2759.321300080046,793.1003000121564,4160,10.93587875366211,39421.87870002817,701.3548999093473,38585.699500050396,661.3489000592381,56.20817464185906,63,0.015380859375,1,0
smollm2_135m,4096,token_approx,239,2759.321300080046,793.1003000121564,4160,10.93587875366211,38984.95465004817,648.6609000712633,38953.91939999536,624.8622999992222,60.10066992748475,63,0.015380859375,1,0
smollm2_135m,4096,cascade,7,2759.321300080046,793.1003000121564,4160,10.93587875366211,33063.64584993571,492.37399990670383,34265.09110000916,511.8647001218051,67.15148617961283,63,0.015380859375,1,1
smollm2_135m,4096,cascade,41,2759.321300080046,793.1003000121564,4160,10.93587875366211,36129.453600151464,564.7533000446856,36886.293899966404,546.5667999815196,63.973868939398415,63,0.015380859375,1,1
smollm2_135m,4096,cascade,173,2759.321300080046,793.1003000121564,4160,10.93587875366211,39269.15514993016,585.5898999143392,38454.303399892524,595.733999973163,67.05914011781026,63,0.015380859375,1,1
smollm2_135m,4096,cascade,239,2759.321300080046,793.1003000121564,4160,10.93587875366211,39082.529000006616,666.6172998957336,39062.56759981625,605.1962000783533,58.62813492257036,63,0.015380859375,1,1
