partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.4375,21.0,-13.5625,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,0.0,30.0,30.4375,7.0,23.4375,over_allocation,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,7.0,23.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,7.0,23.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,11.0,19.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,F4_R4_K8_H3_Bs8_Bkv8,F2_R2_K2_H0_Bs2_Bkv2,1.0,60.0,60.484375,12.0,48.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.484375,7.0,23.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.484375,7.0,23.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.484375,7.0,0.484375,matched,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,60.0,60.484375,7.0,53.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.40625,45.0,-37.59375,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.40625,19.15625,-11.75,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,42,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.40625,11.0,-3.59375,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab2b863554299295394685a,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.5,7.0,39.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab2b863554299295394685a,23,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.5,7.0,39.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab2b863554299295394685a,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.5,7.0,39.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab2b863554299295394685a,53,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,45.890625,46.5,7.0,39.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab2b863554299295394685a,71,F4_R4_K8_H3_Bs8_Bkv8,F1_R2_K2_H0_Bs2_Bkv2,1.0,45.890625,46.5,11.0,35.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a710a915542994082a3e504,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a710a915542994082a3e504,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.0,28.671875,21.0,7.671875,under_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a710a915542994082a3e504,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a710a915542994082a3e504,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a710a915542994082a3e504,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5adc93a4554299438c868e01,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.546875,13.0,17.546875,over_allocation,0.546875,0.11815017700195313,980,35
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5adc93a4554299438c868e01,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.703125,29.25,17.703125,11.546875,over_allocation,0.546875,0.11815017700195313,980,35
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5adc93a4554299438c868e01,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.546875,13.0,17.546875,over_allocation,0.546875,0.11815017700195313,980,35
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5adc93a4554299438c868e01,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.546875,13.0,17.546875,over_allocation,0.546875,0.11815017700195313,980,35
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5adc93a4554299438c868e01,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.546875,13.0,17.546875,over_allocation,0.546875,0.11815017700195313,980,35
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8888e35542997e5c09a5f6,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.28125,6.765625,10.28125,-3.515625,under_allocation,0.484375,0.11213613128662109,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8888e35542997e5c09a5f6,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,29.765625,18.28125,11.484375,over_allocation,0.484375,0.11213613128662109,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8888e35542997e5c09a5f6,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,29.765625,18.28125,11.484375,over_allocation,0.484375,0.11213613128662109,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8888e35542997e5c09a5f6,53,F2_R2_K4_H1_Bs4_Bkv4,F4_R4_K2_H0_Bs4_Bkv4,0.0,29.28125,29.765625,23.28125,6.484375,under_allocation,0.484375,0.11213613128662109,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8888e35542997e5c09a5f6,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,29.28125,29.765625,18.28125,11.484375,over_allocation,0.484375,0.11213613128662109,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8c8502554299585d9e36d0,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.75,21.0,8.75,under_allocation,0.578125,0.12116710662841797,1036,37
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8c8502554299585d9e36d0,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.171875,29.75,42.171875,-12.421875,under_allocation,0.578125,0.12116710662841797,1036,37
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8c8502554299585d9e36d0,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.75,21.0,8.75,under_allocation,0.578125,0.12116710662841797,1036,37
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8c8502554299585d9e36d0,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,29.171875,29.75,21.0,8.75,under_allocation,0.578125,0.12116710662841797,1036,37
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a8c8502554299585d9e36d0,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.171875,29.75,11.0,18.75,over_allocation,0.578125,0.12116710662841797,1036,37
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a80d6be55429938b6142206,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,29.015625,29.640625,32.015625,-2.375,under_allocation,0.625,0.12003011322021484,1120,40
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a80d6be55429938b6142206,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.640625,37.015625,-7.375,under_allocation,0.625,0.12003011322021484,1120,40
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a80d6be55429938b6142206,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.640625,37.015625,-7.375,under_allocation,0.625,0.12003011322021484,1120,40
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a80d6be55429938b6142206,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.640625,37.015625,-7.375,under_allocation,0.625,0.12003011322021484,1120,40
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5a80d6be55429938b6142206,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K8_H1_Bs8_Bkv8,0.0,29.015625,29.640625,37.015625,-7.375,under_allocation,0.625,0.12003011322021484,1120,40
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab88c075542991b5579efbe,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K4_H1_Bs8_Bkv8,0.0,30.0,30.984375,33.0,-2.015625,under_allocation,0.984375,0.12947792053222656,1764,63
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab88c075542991b5579efbe,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.984375,21.0,9.984375,under_allocation,0.984375,0.12947792053222656,1764,63
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab88c075542991b5579efbe,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,30.0,30.984375,21.0,9.984375,over_allocation,0.984375,0.12947792053222656,1764,63
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab88c075542991b5579efbe,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs2_Bkv2,1.0,30.0,30.984375,13.0,17.984375,over_allocation,0.984375,0.12947792053222656,1764,63
test,global_frozen_profile,S5_hidden_l28_mean,87,hotpotqa,5ab88c075542991b5579efbe,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.984375,21.0,9.984375,under_allocation,0.984375,0.12947792053222656,1764,63
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,11,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,59.859375,60.296875,7.0,53.296875,over_allocation,0.4375,0.1107193603515625,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.296875,10.859375,-3.5625,under_allocation,0.4375,0.1107193603515625,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,6.859375,7.296875,10.859375,-3.5625,under_allocation,0.4375,0.1107193603515625,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.296875,7.0,23.296875,over_allocation,0.4375,0.1107193603515625,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.859375,30.296875,7.0,23.296875,over_allocation,0.4375,0.1107193603515625,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,30.0,30.46875,21.0,9.46875,under_allocation,0.46875,0.11186486053466797,840,30
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.46875,7.0,0.46875,matched,0.46875,0.11186486053466797,840,30
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.46875,7.0,0.46875,matched,0.46875,0.11186486053466797,840,30
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.46875,7.0,0.46875,matched,0.46875,0.11186486053466797,840,30
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.46875,7.0,0.46875,matched,0.46875,0.11186486053466797,840,30
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.4375,7.0,0.4375,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.4375,11.0,-3.5625,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.4375,7.0,0.4375,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.4375,21.0,-13.5625,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,0.0,7.0,7.4375,7.0,0.4375,matched,0.4375,0.11231629180908204,784,28
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,7.0,23.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,7.0,23.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,1.0,29.671875,30.078125,11.0,19.078125,over_allocation,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.10942476654052734,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,F2_R2_K4_H1_Bs4_Bkv4,F2_R2_K2_H0_Bs2_Bkv2,1.0,30.0,30.484375,12.0,18.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.484375,7.0,23.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,30.0,30.484375,7.0,23.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.484375,7.0,0.484375,matched,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,60.0,60.484375,7.0,53.484375,over_allocation,0.484375,0.11177779388427735,868,31
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.40625,45.0,-37.59375,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,F1_R1_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,7.0,7.40625,19.15625,-11.75,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.40625,7.0,0.40625,matched,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_mean,87,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,71,F1_R1_K2_H0_Bs2_Bkv2,F1_R2_K2_H0_Bs2_Bkv2,0.0,7.0,7.40625,11.0,-3.59375,under_allocation,0.40625,0.1102328643798828,728,26
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5ab2b863554299295394685a,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.890625,30.5,7.0,23.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5ab2b863554299295394685a,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.890625,30.5,7.0,23.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5ab2b863554299295394685a,37,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.890625,30.5,7.0,23.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5ab2b863554299295394685a,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,29.890625,30.5,7.0,23.5,over_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5ab2b863554299295394685a,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R2_K2_H0_Bs2_Bkv2,0.0,29.890625,30.5,11.0,19.5,under_allocation,0.609375,0.11996221160888672,1092,39
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5a710a915542994082a3e504,11,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5a710a915542994082a3e504,23,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,0.0,28.0,28.671875,21.0,7.671875,under_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5a710a915542994082a3e504,37,F4_R4_K8_H3_Bs8_Bkv8,F1_R1_K2_H1_Bs4_Bkv4,1.0,38.0,38.671875,19.0,19.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5a710a915542994082a3e504,53,F2_R2_K4_H1_Bs4_Bkv4,F1_R1_K2_H1_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
test,global_frozen_profile,S5_hidden_l28_last,1,hotpotqa,5a710a915542994082a3e504,71,F2_R2_K4_H1_Bs4_Bkv4,F1_R4_K2_H0_Bs4_Bkv4,1.0,28.0,28.671875,19.0,9.671875,over_allocation,0.671875,0.12152175903320313,1204,43
