dataset,config_id,rows,chain_complete,conceptual_chain_complete,evidence_kv_recall,evidence_kv_precision,conceptual_evidence_recall,abstract_cost,selected_kv_tokens,transition_comparisons,control_wall_seconds,facets,roots,neighbors,hops,search_budget,kv_budget
hotpotqa,F2_R1_K4_H1_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,25.0556640625,967.5625,3.9375,0.0007674050313653425,2,1,4,1,4,8
hotpotqa,F2_R1_K4_H1_Bs8_Bkv2,80,0.2375,0.7625,0.41654511024099783,0.4647389231908967,0.8224965885309032,21.4388671875,480.0875,3.9375,0.0008966925204731524,2,1,4,1,8,2
hotpotqa,F2_R1_K4_H1_Bs8_Bkv4,80,0.6375,0.7625,0.701669389150041,0.37922093067495993,0.8224965885309032,29.0556640625,967.5625,3.9375,0.0008526412479113787,2,1,4,1,8,4
hotpotqa,F2_R1_K4_H1_Bs8_Bkv8,80,0.7625,0.7625,0.8224965885309032,0.36446614535078004,0.8224965885309032,32.71875,1202.0,3.9375,0.0008401500119362027,2,1,4,1,8,8
hotpotqa,F2_R1_K4_H2_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0008937849954236299,2,1,4,2,2,2
hotpotqa,F2_R1_K4_H2_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0008951262570917606,2,1,4,2,2,4
hotpotqa,F2_R1_K4_H2_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0009428524994291365,2,1,4,2,2,8
hotpotqa,F2_R1_K4_H2_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,21.3763671875,480.0875,7.875,0.0011566087458049878,2,1,4,2,4,2
hotpotqa,F2_R1_K4_H2_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,28.9931640625,967.5625,7.875,0.001226811224478297,2,1,4,2,4,4
hotpotqa,F2_R1_K4_H2_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,28.9931640625,967.5625,7.875,0.0011913562542758883,2,1,4,2,4,8
hotpotqa,F2_R1_K4_H2_Bs8_Bkv2,80,0.2375,0.825,0.41654511024099783,0.4647389231908967,0.8928228348652143,29.7263671875,480.0875,12.225,0.00175383749010507,2,1,4,2,8,2
hotpotqa,F2_R1_K4_H2_Bs8_Bkv4,80,0.6375,0.825,0.701669389150041,0.37922093067495993,0.8928228348652143,37.3431640625,967.5625,12.225,0.0017109299806179479,2,1,4,2,8,4
hotpotqa,F2_R1_K4_H2_Bs8_Bkv8,80,0.825,0.825,0.8928228348652143,0.36493567244835834,0.8928228348652143,43.65625,1371.6,12.225,0.001663102486054413,2,1,4,2,8,8
hotpotqa,F2_R1_K4_H3_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0009134262276347726,2,1,4,3,2,2
hotpotqa,F2_R1_K4_H3_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0009163812530459837,2,1,4,3,2,4
hotpotqa,F2_R1_K4_H3_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,19.3763671875,480.0875,7.875,0.0009437374916160479,2,1,4,3,2,8
hotpotqa,F2_R1_K4_H3_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,21.3763671875,480.0875,7.875,0.0011853725067339838,2,1,4,3,4,2
hotpotqa,F2_R1_K4_H3_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,28.9931640625,967.5625,7.875,0.0012078637577360497,2,1,4,3,4,4
hotpotqa,F2_R1_K4_H3_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,28.9931640625,967.5625,7.875,0.001163435002672486,2,1,4,3,4,8
hotpotqa,F2_R1_K4_H3_Bs8_Bkv2,80,0.2375,0.825,0.41654511024099783,0.4647389231908967,0.8928228348652143,30.8763671875,480.0875,13.375,0.0018814525072230026,2,1,4,3,8,2
hotpotqa,F2_R1_K4_H3_Bs8_Bkv4,80,0.6375,0.825,0.701669389150041,0.37922093067495993,0.8928228348652143,38.4931640625,967.5625,13.375,0.001984534988878295,2,1,4,3,8,4
hotpotqa,F2_R1_K4_H3_Bs8_Bkv8,80,0.825,0.825,0.8928228348652143,0.36493567244835834,0.8928228348652143,44.80625,1371.6,13.375,0.0018077549961162732,2,1,4,3,8,8
hotpotqa,F2_R1_K8_H0_Bs2_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,7.705859375,237.175,0.0,4.229501646477729e-05,2,1,8,0,2,2
hotpotqa,F2_R1_K8_H0_Bs2_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,7.705859375,237.175,0.0,4.065372922923416e-05,2,1,8,0,2,4
hotpotqa,F2_R1_K8_H0_Bs2_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,7.705859375,237.175,0.0,3.968499950133264e-05,2,1,8,0,2,8
hotpotqa,F2_R1_K8_H0_Bs4_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,9.705859375,237.175,0.0,4.252499784342945e-05,2,1,8,0,4,2
hotpotqa,F2_R1_K8_H0_Bs4_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,9.705859375,237.175,0.0,3.897624555975199e-05,2,1,8,0,4,4
hotpotqa,F2_R1_K8_H0_Bs4_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,9.705859375,237.175,0.0,3.793624346144497e-05,2,1,8,0,4,8
hotpotqa,F2_R1_K8_H0_Bs8_Bkv2,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,13.705859375,237.175,0.0,3.6041249404661355e-05,2,1,8,0,8,2
hotpotqa,F2_R1_K8_H0_Bs8_Bkv4,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,13.705859375,237.175,0.0,3.751624608412385e-05,2,1,8,0,8,4
hotpotqa,F2_R1_K8_H0_Bs8_Bkv8,80,0.075,0.075,0.20024734448920709,0.4625,0.20024734448920709,13.705859375,237.175,0.0,3.7217509816400704e-05,2,1,8,0,8,8
hotpotqa,F2_R1_K8_H1_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,16.5638671875,480.0875,5.0625,0.0006139587610960006,2,1,8,1,2,2
hotpotqa,F2_R1_K8_H1_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,16.5638671875,480.0875,5.0625,0.0005573800037382171,2,1,8,1,2,4
hotpotqa,F2_R1_K8_H1_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,16.5638671875,480.0875,5.0625,0.0005355424858862534,2,1,8,1,2,8
hotpotqa,F2_R1_K8_H1_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,18.5638671875,480.0875,5.0625,0.0007780174870276824,2,1,8,1,4,2
hotpotqa,F2_R1_K8_H1_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,26.1806640625,967.5625,5.0625,0.0007650137587916106,2,1,8,1,4,4
hotpotqa,F2_R1_K8_H1_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,26.1806640625,967.5625,5.0625,0.0007885300059569999,2,1,8,1,4,8
hotpotqa,F2_R1_K8_H1_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,22.5638671875,480.0875,5.0625,0.0010044850059784949,2,1,8,1,8,2
hotpotqa,F2_R1_K8_H1_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,30.1806640625,967.5625,5.0625,0.0010509862593607977,2,1,8,1,8,4
hotpotqa,F2_R1_K8_H1_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,37.93359375,1463.75,5.0625,0.0010051525081507862,2,1,8,1,8,8
hotpotqa,F2_R1_K8_H2_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.000921089987969026,2,1,8,2,2,2
hotpotqa,F2_R1_K8_H2_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.000920755002880469,2,1,8,2,2,4
hotpotqa,F2_R1_K8_H2_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.0009396237495820969,2,1,8,2,2,8
hotpotqa,F2_R1_K8_H2_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,23.6263671875,480.0875,10.125,0.0011516187543747947,2,1,8,2,4,2
hotpotqa,F2_R1_K8_H2_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,31.2431640625,967.5625,10.125,0.001176301241503097,2,1,8,2,4,4
hotpotqa,F2_R1_K8_H2_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,31.2431640625,967.5625,10.125,0.0011664637451758609,2,1,8,2,4,8
hotpotqa,F2_R1_K8_H2_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,27.6263671875,480.0875,10.125,0.0013557499943999574,2,1,8,2,8,2
hotpotqa,F2_R1_K8_H2_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,35.2431640625,967.5625,10.125,0.001350952492794022,2,1,8,2,8,4
hotpotqa,F2_R1_K8_H2_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,42.99609375,1463.75,10.125,0.0013373499910812824,2,1,8,2,8,8
hotpotqa,F2_R1_K8_H3_Bs2_Bkv2,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.0010329087352147325,2,1,8,3,2,2
hotpotqa,F2_R1_K8_H3_Bs2_Bkv4,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.0009792887489311398,2,1,8,3,2,4
hotpotqa,F2_R1_K8_H3_Bs2_Bkv8,80,0.2375,0.2375,0.41654511024099783,0.4647389231908967,0.41654511024099783,21.6263671875,480.0875,10.125,0.0009834662661887706,2,1,8,3,2,8
hotpotqa,F2_R1_K8_H3_Bs4_Bkv2,80,0.2375,0.6375,0.41654511024099783,0.4647389231908967,0.701669389150041,23.6263671875,480.0875,10.125,0.0012207362393382936,2,1,8,3,4,2
hotpotqa,F2_R1_K8_H3_Bs4_Bkv4,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,31.2431640625,967.5625,10.125,0.0012664712587138638,2,1,8,3,4,4
hotpotqa,F2_R1_K8_H3_Bs4_Bkv8,80,0.6375,0.6375,0.701669389150041,0.37922093067495993,0.701669389150041,31.2431640625,967.5625,10.125,0.0012266687321243809,2,1,8,3,4,8
hotpotqa,F2_R1_K8_H3_Bs8_Bkv2,80,0.2375,0.95,0.41654511024099783,0.4647389231908967,0.95,27.6263671875,480.0875,10.125,0.0014759324956685304,2,1,8,3,8,2
hotpotqa,F2_R1_K8_H3_Bs8_Bkv4,80,0.6375,0.95,0.701669389150041,0.37922093067495993,0.95,35.2431640625,967.5625,10.125,0.00140880748804193,2,1,8,3,8,4
hotpotqa,F2_R1_K8_H3_Bs8_Bkv8,80,0.95,0.95,0.95,0.366148398403797,0.95,42.99609375,1463.75,10.125,0.0013401387521298602,2,1,8,3,8,8
hotpotqa,F2_R2_K2_H0_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.392374830786139e-05,2,2,2,0,2,2
hotpotqa,F2_R2_K2_H0_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.0053759585134684e-05,2,2,2,0,2,4
hotpotqa,F2_R2_K2_H0_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,3.9576238486915825e-05,2,2,2,0,2,8
hotpotqa,F2_R2_K2_H0_Bs4_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,4.905125533696264e-05,2,2,2,0,4,2
hotpotqa,F2_R2_K2_H0_Bs4_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,5.260750185698271e-05,2,2,2,0,4,4
hotpotqa,F2_R2_K2_H0_Bs4_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,5.012123729102314e-05,2,2,2,0,4,8
hotpotqa,F2_R2_K2_H0_Bs8_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,4.743749741464853e-05,2,2,2,0,8,2
hotpotqa,F2_R2_K2_H0_Bs8_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,4.8777498886920514e-05,2,2,2,0,8,4
hotpotqa,F2_R2_K2_H0_Bs8_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,4.663000872824341e-05,2,2,2,0,8,8
hotpotqa,F2_R2_K2_H1_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.0004614249977748841,2,2,2,1,2,2
hotpotqa,F2_R2_K2_H1_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.00040106501255650074,2,2,2,1,2,4
hotpotqa,F2_R2_K2_H1_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.00041649376507848503,2,2,2,1,2,8
hotpotqa,F2_R2_K2_H1_Bs4_Bkv2,80,0.1875,0.5875,0.37365000973349904,0.42761740221461864,0.6945070661727918,17.480078125,478.725,4.0,0.000950466250651516,2,2,2,1,4,2
hotpotqa,F2_R2_K2_H1_Bs4_Bkv4,80,0.5875,0.5875,0.6945070661727918,0.39167890385152493,0.6945070661727918,24.52109375,929.35,4.0,0.0009492525074165315,2,2,2,1,4,4
hotpotqa,F2_R2_K2_H1_Bs4_Bkv8,80,0.5875,0.5875,0.6945070661727918,0.39167890385152493,0.6945070661727918,24.52109375,929.35,4.0,0.0009725912648718804,2,2,2,1,4,8
hotpotqa,F2_R2_K2_H1_Bs8_Bkv2,80,0.1875,0.6,0.37365000973349904,0.42761740221461864,0.707522393868352,21.480078125,478.725,4.0,0.000985276236315258,2,2,2,1,8,2
hotpotqa,F2_R2_K2_H1_Bs8_Bkv4,80,0.5875,0.6,0.6945070661727918,0.39167890385152493,0.707522393868352,28.52109375,929.35,4.0,0.0009560387494275347,2,2,2,1,8,4
hotpotqa,F2_R2_K2_H1_Bs8_Bkv8,80,0.6,0.6,0.707522393868352,0.3936936470933249,0.707522393868352,28.72109375,942.15,4.0,0.0009705537435365841,2,2,2,1,8,8
hotpotqa,F2_R2_K2_H2_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.0003891825093887746,2,2,2,2,2,2
hotpotqa,F2_R2_K2_H2_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.00041771376272663473,2,2,2,2,2,4
hotpotqa,F2_R2_K2_H2_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.0003965749987401068,2,2,2,2,2,8
hotpotqa,F2_R2_K2_H2_Bs4_Bkv2,80,0.1875,0.5875,0.37365000973349904,0.42761740221461864,0.6945070661727918,18.080078125,478.725,4.6,0.0010828412516275421,2,2,2,2,4,2
hotpotqa,F2_R2_K2_H2_Bs4_Bkv4,80,0.5875,0.5875,0.6945070661727918,0.3842511445169065,0.6945070661727918,25.3265625,942.5,4.6,0.0010583112481981516,2,2,2,2,4,4
hotpotqa,F2_R2_K2_H2_Bs4_Bkv8,80,0.5875,0.5875,0.6945070661727918,0.3842511445169065,0.6945070661727918,25.3265625,942.5,4.6,0.0010610487428493799,2,2,2,2,4,8
hotpotqa,F2_R2_K2_H2_Bs8_Bkv2,80,0.1875,0.7,0.37365000973349904,0.42761740221461864,0.7596853297447324,25.205078125,478.725,7.725,0.0016393925005104392,2,2,2,2,8,2
hotpotqa,F2_R2_K2_H2_Bs8_Bkv4,80,0.5875,0.7,0.6945070661727918,0.3842511445169065,0.7596853297447324,32.4515625,942.5,7.725,0.0015811612509423866,2,2,2,2,8,4
hotpotqa,F2_R2_K2_H2_Bs8_Bkv8,80,0.7,0.7,0.7596853297447324,0.3783241827862305,0.7596853297447324,34.8015625,1092.9,7.725,0.0016203312668949365,2,2,2,2,8,8
hotpotqa,F2_R2_K2_H3_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.000401080003939569,2,2,2,3,2,2
hotpotqa,F2_R2_K2_H3_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.00039308249833993616,2,2,2,3,2,4
hotpotqa,F2_R2_K2_H3_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,2.0,0.00041151624463964254,2,2,2,3,2,8
hotpotqa,F2_R2_K2_H3_Bs4_Bkv2,80,0.1875,0.5875,0.37365000973349904,0.42761740221461864,0.6945070661727918,18.205078125,478.725,4.725,0.0011105912417406216,2,2,2,3,4,2
hotpotqa,F2_R2_K2_H3_Bs4_Bkv4,80,0.5875,0.5875,0.6945070661727918,0.3842511445169065,0.6945070661727918,25.4515625,942.5,4.725,0.001122841247706674,2,2,2,3,4,4
hotpotqa,F2_R2_K2_H3_Bs4_Bkv8,80,0.5875,0.5875,0.6945070661727918,0.3842511445169065,0.6945070661727918,25.4515625,942.5,4.725,0.0011501687404233962,2,2,2,3,4,8
hotpotqa,F2_R2_K2_H3_Bs8_Bkv2,80,0.1875,0.75,0.37365000973349904,0.42761740221461864,0.7954795131899226,26.405078125,478.725,8.925,0.0018451737414579839,2,2,2,3,8,2
hotpotqa,F2_R2_K2_H3_Bs8_Bkv4,80,0.5875,0.75,0.6945070661727918,0.3842511445169065,0.7954795131899226,33.6515625,942.5,8.925,0.0018643349991180002,2,2,2,3,8,4
hotpotqa,F2_R2_K2_H3_Bs8_Bkv8,80,0.75,0.75,0.7954795131899226,0.3856276641036883,0.7954795131899226,36.2515625,1108.9,8.925,0.001858183738659136,2,2,2,3,8,8
hotpotqa,F2_R2_K4_H0_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.701123398263007e-05,2,2,4,0,2,2
hotpotqa,F2_R2_K4_H0_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.570501332636923e-05,2,2,4,0,2,4
hotpotqa,F2_R2_K4_H0_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.1979996603913604e-05,2,2,4,0,2,8
hotpotqa,F2_R2_K4_H0_Bs4_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,5.370373837649822e-05,2,2,4,0,4,2
hotpotqa,F2_R2_K4_H0_Bs4_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,5.031999899074435e-05,2,2,4,0,4,4
hotpotqa,F2_R2_K4_H0_Bs4_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,13.480078125,478.725,0.0,4.892999131698161e-05,2,2,4,0,4,8
hotpotqa,F2_R2_K4_H0_Bs8_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,5.372877058107406e-05,2,2,4,0,8,2
hotpotqa,F2_R2_K4_H0_Bs8_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,5.0324981566518544e-05,2,2,4,0,8,4
hotpotqa,F2_R2_K4_H0_Bs8_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,17.480078125,478.725,0.0,5.5983738275244835e-05,2,2,4,0,8,8
hotpotqa,F2_R2_K4_H1_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.0004956862307153642,2,2,4,1,2,2
hotpotqa,F2_R2_K4_H1_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00044391750416252764,2,2,4,1,2,4
hotpotqa,F2_R2_K4_H1_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00044835623411927373,2,2,4,1,2,8
hotpotqa,F2_R2_K4_H1_Bs4_Bkv2,80,0.1875,0.625,0.37365000973349904,0.42761740221461864,0.7202220253179835,21.355078125,478.725,7.875,0.0010471587534993886,2,2,4,1,4,2
hotpotqa,F2_R2_K4_H1_Bs4_Bkv4,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.0010708824876928702,2,2,4,1,4,4
hotpotqa,F2_R2_K4_H1_Bs4_Bkv8,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.001058429997647181,2,2,4,1,4,8
hotpotqa,F2_R2_K4_H1_Bs8_Bkv2,80,0.1875,0.825,0.37365000973349904,0.42761740221461864,0.888538406909537,25.355078125,478.725,7.875,0.0012175449926871806,2,2,4,1,8,2
hotpotqa,F2_R2_K4_H1_Bs8_Bkv4,80,0.625,0.825,0.7202220253179835,0.3904664690237125,0.888538406909537,32.9533203125,965.0125,7.875,0.001177733761142008,2,2,4,1,8,4
hotpotqa,F2_R2_K4_H1_Bs8_Bkv8,80,0.825,0.825,0.888538406909537,0.3731495726580682,0.888538406909537,38.0181640625,1289.1625,7.875,0.0011614012386417017,2,2,4,1,8,8
hotpotqa,F2_R2_K4_H2_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.0004131074820179492,2,2,4,2,2,2
hotpotqa,F2_R2_K4_H2_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00043040125456172973,2,2,4,2,2,4
hotpotqa,F2_R2_K4_H2_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00042218751332256943,2,2,4,2,2,8
hotpotqa,F2_R2_K4_H2_Bs4_Bkv2,80,0.1875,0.625,0.37365000973349904,0.42761740221461864,0.7202220253179835,21.355078125,478.725,7.875,0.0010175487521337345,2,2,4,2,4,2
hotpotqa,F2_R2_K4_H2_Bs4_Bkv4,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.001024049991974607,2,2,4,2,4,4
hotpotqa,F2_R2_K4_H2_Bs4_Bkv8,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.0011033362738089637,2,2,4,2,4,8
hotpotqa,F2_R2_K4_H2_Bs8_Bkv2,80,0.1875,0.85,0.37365000973349904,0.42761740221461864,0.919788406909537,30.655078125,478.725,13.175,0.0018001812539296224,2,2,4,2,8,2
hotpotqa,F2_R2_K4_H2_Bs8_Bkv4,80,0.625,0.85,0.7202220253179835,0.3904664690237125,0.919788406909537,38.2533203125,965.0125,13.175,0.001757177509716712,2,2,4,2,8,4
hotpotqa,F2_R2_K4_H2_Bs8_Bkv8,80,0.85,0.85,0.919788406909537,0.3708873397588293,0.919788406909537,44.7181640625,1378.7625,13.175,0.0017984537407755852,2,2,4,2,8,8
hotpotqa,F2_R2_K4_H3_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.0004466524987947196,2,2,4,3,2,2
hotpotqa,F2_R2_K4_H3_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00043328374449629336,2,2,4,3,2,4
hotpotqa,F2_R2_K4_H3_Bs2_Bkv8,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,15.417578125,478.725,3.9375,0.00041215873789042236,2,2,4,3,2,8
hotpotqa,F2_R2_K4_H3_Bs4_Bkv2,80,0.1875,0.625,0.37365000973349904,0.42761740221461864,0.7202220253179835,21.355078125,478.725,7.875,0.001043049999861978,2,2,4,3,4,2
hotpotqa,F2_R2_K4_H3_Bs4_Bkv4,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.0010285799944540486,2,2,4,3,4,4
hotpotqa,F2_R2_K4_H3_Bs4_Bkv8,80,0.625,0.625,0.7202220253179835,0.3904664690237125,0.7202220253179835,28.9533203125,965.0125,7.875,0.0010309875069651753,2,2,4,3,4,8
hotpotqa,F2_R2_K4_H3_Bs8_Bkv2,80,0.1875,0.85,0.37365000973349904,0.42761740221461864,0.919788406909537,31.205078125,478.725,13.725,0.0016349837504094466,2,2,4,3,8,2
hotpotqa,F2_R2_K4_H3_Bs8_Bkv4,80,0.625,0.85,0.7202220253179835,0.3904664690237125,0.919788406909537,38.8033203125,965.0125,13.725,0.001600456252344884,2,2,4,3,8,4
hotpotqa,F2_R2_K4_H3_Bs8_Bkv8,80,0.85,0.85,0.919788406909537,0.3708873397588293,0.919788406909537,45.2681640625,1378.7625,13.725,0.001677982500405051,2,2,4,3,8,8
hotpotqa,F2_R2_K8_H0_Bs2_Bkv2,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,4.400125180836767e-05,2,2,8,0,2,2
hotpotqa,F2_R2_K8_H0_Bs2_Bkv4,80,0.1875,0.1875,0.37365000973349904,0.42761740221461864,0.37365000973349904,11.480078125,478.725,0.0,3.876876144204289e-05,2,2,8,0,2,4
