mode,representation,supported,quality,retrieval_cost,added_prefill_cost,total_cost,router_latency_seconds,recomputed_query_tokens,context_tokens_processed,parity_status
D0_double_query_prefill,S2_embed_last,1,0.6676923076923077,27.179903846153845,0.01961710164835165,27.199520947802196,1.5236923112892186e-05,35.15384615384615,0,fresh normal execution; prepass does not mutate model state
D1_reused_query_prefill,S2_embed_last,1,0.6676923076923077,27.179903846153845,0.0,27.179903846153845,1.5236923112892186e-05,0,0,exact prefix continuation tested; valid only before first PRA consumer
D2_contextual_upper_bound,best_S8_contextual,1,reported_in_contextual_upper_bound_csv,reported_in_contextual_upper_bound_csv,charged_per_contextual_representation,reported_in_contextual_upper_bound_csv,reported_in_contextual_upper_bound_csv,0,256.0,diagnostic only; ordinary source-context processing changes the architecture
D3_external_encoder,not_run,0,,,,,,0,0,deferred by staged stop rule pending self-encoding headroom
