target_architecture,dataset,quality,retrieval_cost,total_cost,oracle_regret,under_allocation,over_allocation,prefill_cost,prefill_latency_seconds,rows,invalid_repair_rate
global_profile,hotpotqa,0.38857142857142857,17.22330357142857,17.24626275510204,-2.735433673469388,0.6114285714285714,0.2857142857142857,0.02295918367346939,1.4226285740733147e-05,175,0.0
global_profile,qasper,0.6666666666666666,10.819791666666667,10.835509672619047,0.40634300595238093,0.16666666666666666,0.26666666666666666,0.015718005952380952,1.6416000047077735e-05,150,0.0
group_profiles,hotpotqa,0.29714285714285715,14.675446428571428,14.6984056122449,-5.283290816326531,0.7028571428571428,0.22857142857142856,0.02295918367346939,1.4226285740733147e-05,175,0.022857142857142857
group_profiles,qasper,0.66,10.424375,10.44009300595238,0.010926339285714312,0.17333333333333334,0.32,0.015718005952380952,1.6416000047077735e-05,150,0.04666666666666667
independent_params,hotpotqa,0.38857142857142857,15.863928571428572,15.886887755102041,-4.094808673469388,0.6114285714285714,0.26857142857142857,0.02295918367346939,1.4226285740733147e-05,175,0.0
independent_params,qasper,0.68,15.738958333333333,15.754676339285712,5.325509672619048,0.15333333333333332,0.48,0.015718005952380952,1.6416000047077735e-05,150,0.02666666666666667
interaction_params,hotpotqa,0.41714285714285715,16.697142857142858,16.720102040816325,-3.2615943877551024,0.5828571428571429,0.32,0.02295918367346939,1.4226285740733147e-05,175,0.0
interaction_params,qasper,0.6466666666666666,15.41125,15.426968005952382,4.997801339285714,0.18666666666666668,0.41333333333333333,0.015718005952380952,1.6416000047077735e-05,150,0.013333333333333334
