representation,router_seed,dataset,quality,retrieval_cost,total_cost,oracle_regret,under_allocation,over_allocation,prefill_cost,prefill_latency_seconds,rows
S0_observable,1,hotpotqa,0.6857142857142857,31.557142857142857,31.557142857142857,11.575446428571428,0.3142857142857143,0.6857142857142857,0.0,0.0,35
S0_observable,1,qasper,0.7,22.903645833333332,22.903645833333332,12.474479166666667,0.13333333333333333,0.5,0.0,0.0,30
S0_observable,21,hotpotqa,0.7142857142857143,33.65535714285714,33.65535714285714,13.673660714285715,0.2857142857142857,0.7142857142857143,0.0,0.0,35
S0_observable,21,qasper,0.7,20.153645833333332,20.153645833333332,9.724479166666667,0.13333333333333333,0.4666666666666667,0.0,0.0,30
S0_observable,42,hotpotqa,0.7428571428571429,34.03928571428571,34.03928571428571,14.057589285714286,0.2571428571428571,0.7428571428571429,0.0,0.0,35
S0_observable,42,qasper,0.7,24.427083333333332,24.427083333333332,13.997916666666667,0.13333333333333333,0.5666666666666667,0.0,0.0,30
S0_observable,7,hotpotqa,0.6857142857142857,32.3,32.3,12.318303571428572,0.3142857142857143,0.6857142857142857,0.0,0.0,35
S0_observable,7,qasper,0.7,23.682291666666668,23.682291666666668,13.253125,0.13333333333333333,0.5,0.0,0.0,30
S0_observable,87,hotpotqa,0.6857142857142857,33.15357142857143,33.15357142857143,13.171875,0.3142857142857143,0.6857142857142857,0.0,0.0,35
S0_observable,87,qasper,0.7,22.682291666666668,22.682291666666668,12.253125,0.13333333333333333,0.5,0.0,0.0,30
S1_signed_hash,1,hotpotqa,0.5714285714285714,29.041517857142857,29.041517857142857,9.059821428571428,0.42857142857142855,0.5714285714285714,0.0,0.0,35
S1_signed_hash,1,qasper,0.6666666666666666,25.2828125,25.2828125,14.853645833333333,0.16666666666666666,0.4666666666666667,0.0,0.0,30
S1_signed_hash,21,hotpotqa,0.6,30.226339285714285,30.226339285714285,10.244642857142857,0.4,0.6,0.0,0.0,35
S1_signed_hash,21,qasper,0.6666666666666666,20.842708333333334,20.842708333333334,10.413541666666667,0.16666666666666666,0.36666666666666664,0.0,0.0,30
S1_signed_hash,42,hotpotqa,0.5714285714285714,29.670535714285716,29.670535714285716,9.688839285714286,0.42857142857142855,0.5714285714285714,0.0,0.0,35
S1_signed_hash,42,qasper,0.6333333333333333,20.848958333333332,20.848958333333332,10.419791666666667,0.2,0.36666666666666664,0.0,0.0,30
S1_signed_hash,7,hotpotqa,0.5428571428571428,26.182589285714286,26.182589285714286,6.200892857142857,0.45714285714285713,0.4857142857142857,0.0,0.0,35
S1_signed_hash,7,qasper,0.6666666666666666,20.848958333333332,20.848958333333332,10.419791666666667,0.16666666666666666,0.43333333333333335,0.0,0.0,30
S1_signed_hash,87,hotpotqa,0.5428571428571428,27.92276785714286,27.92276785714286,7.941071428571429,0.45714285714285713,0.5142857142857142,0.0,0.0,35
S1_signed_hash,87,qasper,0.6666666666666666,21.853645833333335,21.853645833333335,11.424479166666666,0.16666666666666666,0.36666666666666664,0.0,0.0,30
S2_embed_last,1,hotpotqa,0.5428571428571428,30.267857142857142,30.29081632653061,10.309119897959183,0.45714285714285713,0.5428571428571428,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_last,1,qasper,0.7,21.915625,21.93134300595238,11.502176339285715,0.13333333333333333,0.5,0.015718005952380952,1.6416000047077735e-05,30
S2_embed_last,21,hotpotqa,0.6571428571428571,31.9375,31.960459183673468,11.978762755102041,0.34285714285714286,0.6571428571428571,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_last,21,qasper,0.7,22.9265625,22.942280505952382,12.513113839285715,0.13333333333333333,0.4666666666666667,0.015718005952380952,1.6416000047077735e-05,30
S2_embed_last,42,hotpotqa,0.7142857142857143,32.042857142857144,32.06581632653061,12.084119897959184,0.2857142857142857,0.7142857142857143,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_last,42,qasper,0.6666666666666666,21.148958333333333,21.164676339285716,10.735509672619049,0.16666666666666666,0.4666666666666667,0.015718005952380952,1.6416000047077735e-05,30
S2_embed_last,7,hotpotqa,0.7142857142857143,32.214285714285715,32.23724489795918,12.255548469387756,0.2857142857142857,0.7142857142857143,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_last,7,qasper,0.7,21.9046875,21.92040550595238,11.491238839285716,0.13333333333333333,0.5,0.015718005952380952,1.6416000047077735e-05,30
S2_embed_last,87,hotpotqa,0.6,30.28392857142857,30.30688775510204,10.325191326530613,0.4,0.6,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_last,87,qasper,0.7,23.682291666666668,23.698009672619047,13.268843005952382,0.13333333333333333,0.5,0.015718005952380952,1.6416000047077735e-05,30
S2_embed_mean,1,hotpotqa,0.6857142857142857,33.283482142857146,33.30644132653062,13.324744897959183,0.3142857142857143,0.6857142857142857,0.02295918367346939,1.4226285740733147e-05,35
S2_embed_mean,1,qasper,0.6666666666666666,16.2984375,16.31415550595238,5.884988839285714,0.16666666666666666,0.3333333333333333,0.015718005952380952,1.6416000047077735e-05,30
