partition,target_architecture,representation,router_seed,dataset,example_id,model_seed,invalid_combination_repaired,selected_config,oracle_config,quality,retrieval_cost,total_cost,oracle_cost,oracle_regret,allocation_outcome,prefill_cost,prefill_latency_seconds,processed_token_layers,recomputed_query_tokens
test,group_profiles,S2_embed_last,1,qasper,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,71,1,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.0,21.014508928571427,7.0,14.014508928571427,over_allocation,0.014508928571428572,2.284800074994564e-05,0,26
test,group_profiles,S2_embed_last,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,11,0,F2_R2_K2_H0_Bs2_Bkv8,F2_R2_K2_H0_Bs2_Bkv2,1.0,12.0,12.017299107142858,12.0,0.01729910714285765,matched,0.017299107142857144,1.1327999643981457e-05,0,31
test,group_profiles,S2_embed_last,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,23,1,F1_R4_K2_H0_Bs4_Bkv4,F1_R1_K2_H0_Bs2_Bkv2,1.0,21.0,21.017299107142858,7.0,14.017299107142858,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,group_profiles,S2_embed_last,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,37,0,F2_R2_K2_H0_Bs2_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,12.0,12.017299107142858,7.0,5.017299107142858,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,group_profiles,S2_embed_last,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.017299107142857,7.0,0.017299107142856762,matched,0.017299107142857144,1.1327999643981457e-05,0,31
test,group_profiles,S2_embed_last,1,qasper,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,71,0,F1_R2_K2_H0_Bs2_Bkv8,F1_R1_K2_H0_Bs2_Bkv2,1.0,11.0,11.017299107142858,7.0,4.017299107142858,over_allocation,0.017299107142857144,1.1327999643981457e-05,0,31
test,group_profiles,S2_embed_last,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,11,0,F1_R1_K2_H0_Bs2_Bkv8,F1_R2_K4_H1_Bs8_Bkv8,0.0,7.0,7.014508928571429,45.0,-37.98549107142857,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,group_profiles,S2_embed_last,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,23,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,1.9295999780297278e-05,0,26
test,group_profiles,S2_embed_last,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,37,0,F1_R2_K2_H0_Bs2_Bkv2,F1_R4_K2_H0_Bs4_Bkv4,0.0,9.15625,9.170758928571429,19.15625,-9.985491071428571,under_allocation,0.014508928571428572,1.9295999780297278e-05,0,26
test,group_profiles,S2_embed_last,1,qasper,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,53,0,F1_R1_K2_H0_Bs2_Bkv2,F1_R1_K2_H0_Bs2_Bkv2,1.0,7.0,7.014508928571429,7.0,0.014508928571428825,matched,0.014508928571428572,1.9295999780297278e-05,0,26
