active_kv_bytes,active_kv_tokens,condition,cost_per_million_tokens,dataset,effort,example_id,gather_materialization_seconds,generated_tokens,gpu_utilization,graph_search_latency_seconds,h2d_bytes,h2d_seconds,measured,measurement_scope,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,routing_latency_seconds,throughput_requests_per_second,tokens_per_second,total_latency_seconds,tpot_seconds,ttft_seconds
29736960,7260,graph_high,not_measurable_local_hardware,2wikimultihopqa,E2_high,003285a80bde11eba7f7acde48001122,0.033624400151893497,5,not_captured,0.005449499934911728,25149440,0.02384080016054213,True,inherited_qwen_gate3_single_request,1255124480,1333788672,0.005449499934911728,1.142550939306014,5.7127546965300695,0.8752344999229535,0.16770370001904666,0.20349549991078675
7913472,1932,graph_sparse,not_measurable_local_hardware,2wikimultihopqa,E0_low,005238da0bde11eba7f7acde48001122,0.007242099964059889,2,not_captured,0.005500299972482026,3670016,0.004243299947120249,True,inherited_qwen_gate3_single_request,1218670592,1277165568,0.005500299972482026,3.615773449141487,7.231546898282974,0.27656600007321686,0.1157167999772355,0.16001400002278388
16384000,4000,graph_balanced,not_measurable_local_hardware,2wikimultihopqa,E1_medium,005238da0bde11eba7f7acde48001122,0.01913779985625297,2,not_captured,0.0008682000916451216,12140544,0.012739800149574876,True,inherited_qwen_gate3_single_request,1231464448,1298137088,0.0008682000916451216,3.333312222971269,6.666624445942538,0.30000189994461834,0.12480270001105964,0.17443299992009997
24772608,6048,graph_high,not_measurable_local_hardware,2wikimultihopqa,E2_high,005238da0bde11eba7f7acde48001122,0.02942919998895377,2,not_captured,0.004090999951586127,20529152,0.019145900034345686,True,inherited_qwen_gate3_single_request,1245087232,1319108608,0.004090999951586127,2.8601149251273412,5.7202298502546824,0.3496363000012934,0.15334369998890907,0.19561649998649955
7929856,1936,graph_sparse,not_measurable_local_hardware,2wikimultihopqa,E0_low,0056b9ff08e711ebbda5ac1f6bf848b6,0.007194399950094521,7,not_captured,0.00503879995085299,2883584,0.003967300057411194,True,inherited_qwen_gate3_single_request,1217590784,1266679808,0.00503879995085299,1.041138614235458,7.287970299648206,0.9604868999449536,0.1329876333475113,0.16154389991424978
16924672,4132,graph_balanced,not_measurable_local_hardware,2wikimultihopqa,E1_medium,0056b9ff08e711ebbda5ac1f6bf848b6,0.019316800171509385,7,not_captured,0.000873900018632412,11878400,0.012463700026273727,True,inherited_qwen_gate3_single_request,1232822784,1287651328,0.000873900018632412,0.9406781104108823,6.584746772876176,1.0630628999788314,0.14578548333762834,0.18741370004136115
29507584,7204,graph_high,not_measurable_local_hardware,2wikimultihopqa,E2_high,0056b9ff08e711ebbda5ac1f6bf848b6,0.03340249985922128,7,not_captured,0.00444479996804148,24461312,0.022613600129261613,True,inherited_qwen_gate3_single_request,1250564096,1308622848,0.00444479996804148,0.8349693165627563,5.844785215939294,1.1976487999781966,0.16177185000075647,0.2263390999287367
7929856,1936,graph_sparse,not_measurable_local_hardware,2wikimultihopqa,E0_low,006b525c08e111ebbda2ac1f6bf848b6,0.006282100104726851,6,not_captured,0.003977300017140806,2883584,0.0034707998856902122,True,inherited_qwen_gate3_single_request,1217737216,1251999744,0.003977300017140806,1.1320088754820932,6.792053252892559,0.8833852999377996,0.11640052001457661,0.30057779990602285
16580608,4048,graph_balanced,not_measurable_local_hardware,2wikimultihopqa,E1_medium,006b525c08e111ebbda2ac1f6bf848b6,0.015411600121296942,6,not_captured,0.0008424000116065145,11534336,0.009194300044327974,True,inherited_qwen_gate3_single_request,1232824320,1272971264,0.0008424000116065145,1.2477146547829983,7.4862879286979895,0.801465299911797,0.1238765399903059,0.18149069999344647
29163520,7120,graph_high,not_measurable_local_hardware,2wikimultihopqa,E2_high,006b525c08e111ebbda2ac1f6bf848b6,0.03251220006495714,6,not_captured,0.005165399983525276,24117248,0.022383200004696846,True,inherited_qwen_gate3_single_request,1251695104,1293942784,0.005165399983525276,1.0594326907838663,6.356596144703198,0.943901399965398,0.14804981998167932,0.20301030005794019
