cost,cost_regret,dataset,joint_exact,mean_head_accuracy,n,oracle_cost,oracle_quality,overprediction,quality,quality_regret,router_latency_seconds,seed,underprediction,variant
152.0,15.314285714285715,hotpotqa,0.8857142857142857,0.8857142857142857,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.00011526857436235461,0,0.0,R0_profile
60.8,24.0,qasper,0.7,0.7,30,36.8,0.9,0.23333333333333334,0.9,0.0,0.00017149664539222915,0,0.06666666666666667,R0_profile
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005755599987293993,1,0.02857142857142857,R1_feature_mlp
56.666666666666664,19.866666666666667,qasper,0.7,0.7238095238095238,30,36.8,0.9,0.23333333333333334,0.8666666666666667,0.03333333333333333,0.0005894000137535234,1,0.06666666666666667,R1_feature_mlp
152.0,15.314285714285715,hotpotqa,0.8571428571428571,0.8612244897959184,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0006065857197557177,7,0.0,R1_feature_mlp
51.86666666666667,15.066666666666666,qasper,0.6666666666666666,0.6666666666666666,30,36.8,0.9,0.23333333333333334,0.8666666666666667,0.03333333333333333,0.0005484966638808449,7,0.1,R1_feature_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005377599902983223,21,0.02857142857142857,R1_feature_mlp
42.266666666666666,5.466666666666667,qasper,0.6666666666666666,0.6761904761904761,30,36.8,0.9,0.2,0.8333333333333334,0.06666666666666667,0.0005927766712071995,21,0.13333333333333333,R1_feature_mlp
152.0,15.314285714285715,hotpotqa,0.8857142857142857,0.8857142857142857,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005735228569912059,42,0.0,R1_feature_mlp
52.53333333333333,15.733333333333333,qasper,0.7,0.7,30,36.8,0.9,0.23333333333333334,0.8666666666666667,0.03333333333333333,0.0005455166567116976,42,0.06666666666666667,R1_feature_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005329657113179564,87,0.02857142857142857,R1_feature_mlp
47.733333333333334,10.933333333333334,qasper,0.6333333333333333,0.6333333333333333,30,36.8,0.9,0.23333333333333334,0.8333333333333334,0.06666666666666667,0.0005307099898345768,87,0.13333333333333333,R1_feature_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005683742762942399,1,0.02857142857142857,R2_encoder_mlp
60.8,24.0,qasper,0.7666666666666667,0.7904761904761906,30,36.8,0.9,0.2,0.8666666666666667,0.03333333333333333,0.0006882033233220378,1,0.03333333333333333,R2_encoder_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0006219914249543633,7,0.02857142857142857,R2_encoder_mlp
51.86666666666667,15.066666666666666,qasper,0.6666666666666666,0.6666666666666666,30,36.8,0.9,0.23333333333333334,0.8333333333333334,0.06666666666666667,0.0005734933229784171,7,0.1,R2_encoder_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005952542714242424,21,0.02857142857142857,R2_encoder_mlp
52.53333333333333,15.733333333333333,qasper,0.7,0.7,30,36.8,0.9,0.23333333333333334,0.8333333333333334,0.06666666666666667,0.0005549533331456283,21,0.06666666666666667,R2_encoder_mlp
152.0,15.314285714285715,hotpotqa,0.8857142857142857,0.8857142857142857,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0005283000047451683,42,0.0,R2_encoder_mlp
36.8,0.0,qasper,0.7333333333333333,0.7333333333333333,30,36.8,0.9,0.13333333333333333,0.8333333333333334,0.06666666666666667,0.0006424266495741904,42,0.13333333333333333,R2_encoder_mlp
152.0,15.314285714285715,hotpotqa,0.8571428571428571,0.8816326530612245,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.000571385701186955,87,0.0,R2_encoder_mlp
52.53333333333333,15.733333333333333,qasper,0.7,0.7,30,36.8,0.9,0.23333333333333334,0.8666666666666667,0.03333333333333333,0.000579536675165097,87,0.06666666666666667,R2_encoder_mlp
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0010622914315068295,1,0.02857142857142857,R3A_autoregressive
51.86666666666667,15.066666666666666,qasper,0.7333333333333333,0.7333333333333333,30,36.8,0.9,0.2,0.8333333333333334,0.06666666666666667,0.0009473133405360083,1,0.06666666666666667,R3A_autoregressive
152.0,15.314285714285715,hotpotqa,0.8857142857142857,0.8857142857142857,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0010385000013879368,7,0.0,R3A_autoregressive
46.4,9.6,qasper,0.7333333333333333,0.7333333333333333,30,36.8,0.9,0.16666666666666666,0.8333333333333334,0.06666666666666667,0.0009867233263018231,7,0.1,R3A_autoregressive
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0009789971401914955,21,0.02857142857142857,R3A_autoregressive
56.666666666666664,19.866666666666667,qasper,0.7666666666666667,0.7666666666666667,30,36.8,0.9,0.2,0.8666666666666667,0.03333333333333333,0.0009494166704826057,21,0.03333333333333333,R3A_autoregressive
147.88571428571427,11.2,hotpotqa,0.8571428571428571,0.8571428571428571,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0011009485693648457,42,0.02857142857142857,R3A_autoregressive
42.266666666666666,5.466666666666667,qasper,0.6666666666666666,0.6666666666666666,30,36.8,0.9,0.2,0.8333333333333334,0.06666666666666667,0.0009832133422605694,42,0.13333333333333333,R3A_autoregressive
152.0,15.314285714285715,hotpotqa,0.8857142857142857,0.8857142857142857,35,136.68571428571428,0.37142857142857144,0.11428571428571428,0.37142857142857144,0.0,0.0010486657066004618,87,0.0,R3A_autoregressive
