feature_mode,dataset,quality,retrieval_cost,total_cost,oracle_regret,under_allocation,over_allocation,prefill_cost,prefill_latency_seconds,rows,status
query_only,hotpotqa,0.5714285714285714,29.3,29.32295918367347,9.34126275510204,0.42857142857142855,0.5714285714285714,0.02295918367346939,1.4226285740733147e-05,175,
query_only,qasper,0.7333333333333333,29.860416666666666,29.876134672619045,19.44696800595238,0.1,0.9,0.015718005952380952,1.6416000047077735e-05,150,
query_plus_static,hotpotqa,0.6457142857142857,31.349285714285713,31.37224489795918,11.390548469387754,0.35428571428571426,0.6457142857142857,0.02295918367346939,1.4226285740733147e-05,175,
query_plus_static,qasper,0.6933333333333334,22.315625,22.33134300595238,11.902176339285715,0.14,0.4866666666666667,0.015718005952380952,1.6416000047077735e-05,150,
query_plus_runtime,all,,,,,,,,,0,retry_only_not_eligible_for_initial_router
