accuracy,ece,nll,overprediction_rate,parameter,seed,top2_accuracy,underprediction_rate,variant
0.8153846153846154,0.18908546337714563,3.195080557073283,0.12307692307692308,facet_policy,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.8153846153846154,0.1911519142297598,3.1432030741551285,0.12307692307692308,retained_roots,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.8153846153846154,0.18890879796101498,3.178699138243835,0.12307692307692308,neighbors,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.8153846153846154,0.186392067028926,3.1934343427935854,0.12307692307692308,hops,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.8153846153846154,0.19020785230856674,3.279186801701482,0.12307692307692308,conceptual_budget,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.8153846153846154,0.18826023431924674,3.185102035364746,0.12307692307692308,native_kv_budget,42,0.9538461538461539,0.06153846153846154,R2_encoder_mlp
0.7692307692307693,0.22323018679252038,3.3138931885923095,0.15384615384615385,query_region_policy,42,0.9230769230769231,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.23063450684914222,3.0753767184668694,0.15384615384615385,facet_policy,42,0.9076923076923077,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.2305590446178729,3.072830956003507,0.15384615384615385,retained_roots,42,0.8769230769230769,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.23074012536268962,3.4150624202705133,0.15384615384615385,neighbors,42,0.9076923076923077,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.23073113056329575,3.5602830067067575,0.15384615384615385,hops,42,0.8461538461538461,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.2307376182996309,3.439177326120804,0.15384615384615385,conceptual_budget,42,0.8923076923076924,0.07692307692307693,R3A_autoregressive
0.7692307692307693,0.23069722285637484,3.2998018612532856,0.15384615384615385,native_kv_budget,42,0.9076923076923077,0.07692307692307693,R3A_autoregressive
0.7538461538461538,0.22680135965347292,4.084162415974317,0.16923076923076924,query_region_policy,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.23523286947837238,4.165797315019402,0.16923076923076924,facet_policy,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.2312677869429955,4.12124177154103,0.16923076923076924,retained_roots,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.23078303428796626,4.069566798168609,0.16923076923076924,neighbors,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.2244679698577294,4.059687058925914,0.16923076923076924,hops,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.23077682990294243,4.117856637656125,0.16923076923076924,conceptual_budget,87,0.9076923076923077,0.07692307692307693,R1_feature_mlp
0.7538461538461538,0.22965750877673816,4.119874322091021,0.16923076923076924,native_kv_budget,87,0.8923076923076924,0.07692307692307693,R1_feature_mlp
0.8,0.1873390161074125,3.2404376723277104,0.16923076923076924,query_region_policy,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.7846153846153846,0.20164617391733025,3.2538422255702812,0.16923076923076924,facet_policy,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8,0.18547714306757995,3.1561750337468575,0.16923076923076924,retained_roots,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8,0.19697243617131158,3.204317548769245,0.16923076923076924,neighbors,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8,0.18722809094649095,3.231984609407991,0.16923076923076924,hops,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8,0.19674059886198778,3.3419824516865826,0.16923076923076924,conceptual_budget,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8,0.19299952525358935,3.2567548517385854,0.16923076923076924,native_kv_budget,87,0.9384615384615385,0.03076923076923077,R2_encoder_mlp
0.8307692307692308,0.1757895625554599,2.7214331883281155,0.12307692307692308,query_region_policy,87,0.9538461538461539,0.046153846153846156,R3A_autoregressive
0.8307692307692308,0.1691371340018052,2.740680256400078,0.12307692307692308,facet_policy,87,0.9538461538461539,0.046153846153846156,R3A_autoregressive
0.8307692307692308,0.16918917252467225,2.508785210811992,0.12307692307692308,retained_roots,87,0.9538461538461539,0.046153846153846156,R3A_autoregressive
0.8307692307692308,0.1692178689516507,2.7279206559304754,0.12307692307692308,neighbors,87,0.9076923076923077,0.046153846153846156,R3A_autoregressive
0.8307692307692308,0.16922227327640238,2.6650663403748505,0.12307692307692308,hops,87,0.9384615384615385,0.046153846153846156,R3A_autoregressive
