active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,center_policy,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,example_offset,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,native_token_max_rank_correlation,native_token_max_score_correlation,native_token_mean_rank_correlation,native_token_mean_score_correlation,packed_index_build_seconds,prompt_tokens,query_cosine_to_last,query_decay_lambda,query_half_life,query_pool_tokens,query_strategy,query_strategy_kind,query_vector_norm,query_window,question_span_available,question_tokens,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,split,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216,0.0,1.0,3,39,39,exact,3,393216,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.07692307692307693,0.5,96,1.0,0.5302656806354423,0.5127362366474938,0.3333333333333333,0.06497975708502024,-0.012613153045208561,0.19048582995951416,0.22164848673158885,0.02442110000993125,37,1.0,,,1,last,last,342.6686096191406,,True,18,0.0,1.0,1.0,1.0,32,79872,attention_input_hidden_state,0.3207829379660632,20260811,3,0.07692307692307693,1217,confirmation,0.5,3,4.185999976471066e-05,0.025886060000630096,0.0
524288,1.0,1.0,3,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.5,128,1.0,0.562037797863599,0.49958915365653245,0.3333333333333333,0.06497975708502024,-0.012613153045208561,0.19048582995951416,0.22164848673158885,0.02442110000993125,37,1.0,,,1,last,last,342.6686096191406,,True,18,0.0,1.0,1.0,1.0,32,79872,attention_input_hidden_state,0.3207829379660632,20260811,8,0.20512820512820512,1217,confirmation,1.0,8,4.029999952763319e-05,0.0013751199992839247,0.0
524288,1.0,1.0,3,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.5,128,1.0,0.6014790468364831,0.5653245686113393,0.3333333333333333,0.06497975708502024,-0.012613153045208561,0.19048582995951416,0.22164848673158885,0.02442110000993125,37,1.0,,,1,last,last,342.6686096191406,,True,18,0.0,1.0,1.0,1.0,32,79872,attention_input_hidden_state,0.3207829379660632,20260811,16,0.41025641025641024,1217,confirmation,1.0,16,6.27160002477467e-05,0.0015283599961549044,0.0
393216,0.0,0.0,5,39,39,exact,3,393216,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.07692307692307693,0.0,96,1.0,0.6354423445631334,0.8545603944124898,0.2,0.18436773149728303,0.182027683811909,0.05214134086825962,-0.13838085975749606,0.02442110000993125,37,0.47839903831481934,0.7071067811865476,2.0,18,question_exp_h2.0,question_exponential,259.1572265625,,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.10529428670079577,20260811,3,0.07692307692307693,1217,confirmation,0.0,3,3.95279994700104e-05,0.0014731200004462152,0.0
524288,0.0,1.0,5,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.0,128,1.0,0.5357436318816763,0.47329498767460965,0.2,0.18436773149728303,0.182027683811909,0.05214134086825962,-0.13838085975749606,0.02442110000993125,37,0.47839903831481934,0.7071067811865476,2.0,18,question_exp_h2.0,question_exponential,259.1572265625,,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.10529428670079577,20260811,8,0.20512820512820512,1217,confirmation,0.5,8,3.643200034275651e-05,0.0017944000021088869,0.0
524288,0.0,1.0,5,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.0,128,1.0,0.5965488907148726,0.6047658175842234,0.2,0.18436773149728303,0.182027683811909,0.05214134086825962,-0.13838085975749606,0.02442110000993125,37,0.47839903831481934,0.7071067811865476,2.0,18,question_exp_h2.0,question_exponential,259.1572265625,,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.10529428670079577,20260811,16,0.41025641025641024,1217,confirmation,0.5,16,3.994000027887523e-05,0.0016486000036820768,0.0
393216,0.0,0.0,5,39,39,exact,3,393216,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.07692307692307693,0.0,96,1.0,0.6354423445631334,0.8545603944124898,0.2,0.22908336549970731,0.17011229074728212,0.17927823256738032,-0.0413438388489771,0.02442110000993125,37,0.57445228099823,,,32,uniform_w32,uniform,226.86572265625,32,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.16418124745438692,20260811,3,0.07692307692307693,1217,confirmation,0.0,3,6.046000053174794e-05,0.0013428399979602545,0.0
524288,0.0,1.0,5,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.0,128,1.0,0.5751848808545604,0.48644207066557105,0.2,0.22908336549970731,0.17011229074728212,0.17927823256738032,-0.0413438388489771,0.02442110000993125,37,0.57445228099823,,,32,uniform_w32,uniform,226.86572265625,32,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.16418124745438692,20260811,8,0.20512820512820512,1217,confirmation,0.5,8,3.661199938505888e-05,0.0022166599985212086,0.0
524288,0.0,1.0,5,39,39,exact,4,524288,hotpotqa,4984832,5adc3aff5542996e685252eb,8,0.01602300739523418,1,mean,0.10256410256410256,0.0,128,1.0,0.6179129005751849,0.657354149548069,0.2,0.22908336549970731,0.17011229074728212,0.17927823256738032,-0.0413438388489771,0.02442110000993125,37,0.57445228099823,,,32,uniform_w32,uniform,226.86572265625,32,True,18,0.0,1.0,0.0,1.0,32,79872,attention_input_hidden_state,0.16418124745438692,20260811,16,0.41025641025641024,1217,confirmation,0.5,16,3.499199985526502e-05,0.001812719996087253,0.0
393216,0.0,1.0,1,40,40,exact,3,393216,hotpotqa,5206016,5ab56db7554299494045efc6,8,0.015735641227380016,1,mean,0.075,0.3333333333333333,96,1.0,0.5916601101494886,0.6420141620771046,1.0,-0.2654784240150094,-0.28930701615514426,-0.025140712945590993,0.002545768752696304,0.0011909000168088824,39,1.0,,,1,last,last,354.7912292480469,,True,20,1.0,1.0,1.0,1.0,32,81920,attention_input_hidden_state,-0.0926557213104517,20260811,3,0.075,1271,confirmation,0.3333333333333333,3,3.627199912443757e-05,0.0019215999986045063,0.0
