active_kv_bytes,all_evidence_recall,any_evidence_recall,best_evidence_rank,candidate_chunks,candidate_gists,center_policy,chunks_materialized,cpu_to_gpu_selected_kv_bytes,dataset,detail_kv_bytes,example_id,example_offset,extra_routing_cache_fraction,gist_count,gist_mode,materialized_fraction,materialized_target_coverage,materialized_tokens,mean_actual_gists_per_chunk,mean_selected_normalized_position,median_selected_normalized_position,mrr,native_token_max_rank_correlation,native_token_max_score_correlation,native_token_mean_rank_correlation,native_token_mean_score_correlation,packed_index_build_seconds,prompt_tokens,query_cosine_to_last,query_decay_lambda,query_half_life,query_pool_tokens,query_strategy,query_strategy_kind,query_vector_norm,query_window,question_span_available,question_tokens,recall_at_1,recall_at_16,recall_at_3,recall_at_8,routing_chunk_size,routing_gist_bytes,routing_representation,score_position_correlation,seed,selected_chunks,selected_fraction,source_tokens,split,target_coverage,top_k,topk_primitive_seconds,warm_routing_topk_seconds,winning_gist_evidence_recall
393216,0.0,0.0,14,60,60,exact,3,393216,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.05,0.0,96,1.0,0.6800705467372135,0.7873015873015873,0.07142857142857142,-0.12325646012781326,-0.12514190078312487,-0.20333425951653233,-0.17767430413279447,0.024774299992714077,39,1.0,,,1,last,last,320.3881530761719,,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.0020381477241052945,20260811,3,0.05,1890,validation,0.0,3,5.991999991238117e-05,0.026035199995385484,0.0
524288,0.0,0.0,14,60,60,exact,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,128,1.0,0.4677248677248677,0.42328042328042326,0.07142857142857142,-0.12325646012781326,-0.12514190078312487,-0.20333425951653233,-0.17767430413279447,0.024774299992714077,39,1.0,,,1,last,last,320.3881530761719,,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.0020381477241052945,20260811,8,0.13333333333333333,1890,validation,0.0,8,3.292800043709576e-05,0.002229200000874698,0.0
524288,1.0,1.0,14,60,60,exact,4,524288,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,128,1.0,0.45925925925925926,0.40634920634920635,0.07142857142857142,-0.12325646012781326,-0.12514190078312487,-0.20333425951653233,-0.17767430413279447,0.024774299992714077,39,1.0,,,1,last,last,320.3881530761719,,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.0020381477241052945,20260811,16,0.26666666666666666,1890,validation,1.0,16,3.7120000924915076e-05,0.001533299998845905,0.0
270336,0.0,0.0,13,60,60,exact,3,270336,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.05,0.0,66,1.0,0.683068783068783,0.7873015873015873,0.07692307692307693,-0.1728909639215365,-0.2154441101819628,-0.042903190018459075,-0.005296878058297362,0.024774299992714077,39,0.6311962604522705,,,4,uniform_w4,uniform,304.1382141113281,4,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.25681978833118857,20260811,3,0.05,1890,validation,0.0,3,5.614000023342669e-05,0.0016557199996896088,0.0
401408,0.0,0.0,13,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.6953042328042328,0.7957671957671957,0.07692307692307693,-0.1728909639215365,-0.2154441101819628,-0.042903190018459075,-0.005296878058297362,0.024774299992714077,39,0.6311962604522705,,,4,uniform_w4,uniform,304.1382141113281,4,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.25681978833118857,20260811,8,0.13333333333333333,1890,validation,0.0,8,8.340800064615906e-05,0.0018493800016585737,0.0
401408,0.0,1.0,13,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.5836309523809524,0.6433862433862434,0.07692307692307693,-0.1728909639215365,-0.2154441101819628,-0.042903190018459075,-0.005296878058297362,0.024774299992714077,39,0.6311962604522705,,,4,uniform_w4,uniform,304.1382141113281,4,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.25681978833118857,20260811,16,0.26666666666666666,1890,validation,0.5,16,3.373199957422912e-05,0.0018166600028052926,0.0
270336,0.0,0.0,14,60,60,exact,3,270336,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.05,0.0,66,1.0,0.7395061728395061,0.9566137566137566,0.07142857142857142,-0.262820781257772,-0.26875024581130474,-0.07438900734056413,-0.01682877492075949,0.024774299992714077,39,0.44199180603027344,,,8,uniform_w8,uniform,326.3702087402344,8,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.2459234901563482,20260811,3,0.05,1890,validation,0.0,3,3.385599935427308e-05,0.001643720001447946,0.0
401408,0.0,0.0,14,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.7439814814814815,0.8804232804232803,0.07142857142857142,-0.262820781257772,-0.26875024581130474,-0.07438900734056413,-0.01682877492075949,0.024774299992714077,39,0.44199180603027344,,,8,uniform_w8,uniform,326.3702087402344,8,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.2459234901563482,20260811,8,0.13333333333333333,1890,validation,0.0,8,4.5268000103533265e-05,0.0019144200021401047,0.0
401408,0.0,1.0,14,60,60,exact,4,401408,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.06666666666666667,0.0,98,1.0,0.5836309523809524,0.6433862433862434,0.07142857142857142,-0.262820781257772,-0.26875024581130474,-0.07438900734056413,-0.01682877492075949,0.024774299992714077,39,0.44199180603027344,,,8,uniform_w8,uniform,326.3702087402344,8,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.2459234901563482,20260811,16,0.26666666666666666,1890,validation,0.5,16,4.091199953109026e-05,0.0016250200045760722,0.0
393216,0.0,0.0,11,60,60,exact,3,393216,hotpotqa,7741440,5a8cefc155429941ae14df55,0,0.015873015873015872,1,mean,0.05,0.0,96,1.0,0.7365079365079366,0.9566137566137566,0.09090909090909091,-0.21285168512631122,-0.21204327332494566,-0.014671761063536858,-0.03890815766927935,0.024774299992714077,39,0.5373420119285583,,,16,uniform_w16,uniform,245.40072631835938,16,True,20,0.0,1.0,0.0,0.0,32,122880,attention_input_hidden_state,0.21036007219517291,20260811,3,0.05,1890,validation,0.0,3,3.3827999141067265e-05,0.0015151200001128017,0.0
