protocol,seed,payload_tokens,payload_bytes,record_type,condition,effective_mode,native_index_state,native_index_requested,native_index_built,native_index_skipped_reason,native_index_tokens,native_index_bytes,native_index_latency_ms,agent_compression_ttuc_ms,time_to_usable_context_ms,cheap_index_modes_built,cheap_index_bytes,cheap_search_latency_ms,selected_region_native_latency_ms,selected_region_tokens,lazy_native_regions_encoded,evidence_recall,active_kv_tokens,routing_index_bytes,resident_detail_kv_bytes,search_available,cursor_available,full_materialization_available
paper7-native-index-size-gate-v1,11,262144,2854665,terminal_output,SIZE_GATED_LAZY_NATIVE,PRA_SIZE_GATED_LAZY,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,981.7584999836981,986.532700015232,entity;lexical;rare_term,14005,262.6310000196099,2.2242001723498106,32,1,1,32,896,94208,1,1,1
paper7-native-index-size-gate-v1,11,262144,2854665,terminal_output,CURSOR_SEARCH_ONLY,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 0,,2854665,0.0,935.2404999081045,939.7437998559326,entity;lexical;rare_term,14005,221.2956000585109,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,23,262144,2854665,terminal_output,FULL_BODY_NATIVE,PRA_NATIVE,BUILT,1,1,,262144,2854665,781.645700102672,915.6148999463767,2136.125799966976,entity;lexical;rare_term,14005,276.18360007181764,0.0,0,0,1,272,525056,67192320,1,1,1
paper7-native-index-size-gate-v1,23,262144,2854665,terminal_output,SIZE_GATED_CHEAP,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,940.2813999913633,944.7047000285238,entity;lexical;rare_term,14005,243.02890012040734,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,23,262144,2854665,terminal_output,SIZE_GATED_LAZY_NATIVE,PRA_SIZE_GATED_LAZY,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,917.1549999155104,921.4784000068903,entity;lexical;rare_term,14005,266.76889997906983,2.452600048854947,32,1,1,32,896,94208,1,1,1
paper7-native-index-size-gate-v1,23,262144,2854665,terminal_output,CURSOR_SEARCH_ONLY,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 0,,2854665,0.0,895.3513999003917,902.3615000769496,entity;lexical;rare_term,14005,206.7687998060137,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,37,262144,2854665,terminal_output,FULL_BODY_NATIVE,PRA_NATIVE,BUILT,1,1,,262144,2854665,693.5801999643445,1360.7495001051575,2690.388600109145,entity;lexical;rare_term,14005,249.71859995275736,0.0,0,0,1,272,525056,67192320,1,1,1
paper7-native-index-size-gate-v1,37,262144,2854665,terminal_output,SIZE_GATED_CHEAP,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,956.2498999293894,961.5002998616546,entity;lexical;rare_term,14005,208.4650001488626,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,37,262144,2854665,terminal_output,SIZE_GATED_LAZY_NATIVE,PRA_SIZE_GATED_LAZY,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,950.3069000784308,955.545499920845,entity;lexical;rare_term,14005,298.93409996293485,4.085699794813991,32,1,1,32,896,94208,1,1,1
paper7-native-index-size-gate-v1,37,262144,2854665,terminal_output,CURSOR_SEARCH_ONLY,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 0,,2854665,0.0,955.7145000435412,962.2035999782383,entity;lexical;rare_term,14005,252.1551998797804,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,53,262144,2854665,terminal_output,FULL_BODY_NATIVE,PRA_NATIVE,BUILT,1,1,,262144,2854665,698.2267999555916,904.7234000172466,2223.4193000476807,entity;lexical;rare_term,14005,256.8877001758665,0.0,0,0,1,272,525056,67192320,1,1,1
paper7-native-index-size-gate-v1,53,262144,2854665,terminal_output,SIZE_GATED_CHEAP,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,987.7045000903308,995.1166999526322,entity;lexical;rare_term,14005,207.92379998601973,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,53,262144,2854665,terminal_output,SIZE_GATED_LAZY_NATIVE,PRA_SIZE_GATED_LAZY,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,985.8364001847804,991.0536000970751,entity;lexical;rare_term,14005,261.2726001534611,2.812799997627735,32,1,1,32,896,94208,1,1,1
paper7-native-index-size-gate-v1,53,262144,2854665,terminal_output,CURSOR_SEARCH_ONLY,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 0,,2854665,0.0,1008.0560999922454,1013.9083999674767,entity;lexical;rare_term,14005,250.77149993740022,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,71,262144,2854665,terminal_output,FULL_BODY_NATIVE,PRA_NATIVE,BUILT,1,1,,262144,2854665,574.4637998286635,962.8526999149472,2249.832999892533,entity;lexical;rare_term,14005,149.3551000021398,0.0,0,0,1,272,525056,67192320,1,1,1
paper7-native-index-size-gate-v1,71,262144,2854665,terminal_output,SIZE_GATED_CHEAP,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,999.7974999714643,1005.5380000267178,entity;lexical;rare_term,14005,264.7679999936372,0.0,0,0,1,272,768,86016,1,1,1
paper7-native-index-size-gate-v1,71,262144,2854665,terminal_output,SIZE_GATED_LAZY_NATIVE,PRA_SIZE_GATED_LAZY,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 65536,,2854665,0.0,954.7552999574691,960.2705999277532,entity;lexical;rare_term,14005,271.16500004194677,2.780900103971362,32,1,1,32,896,94208,1,1,1
paper7-native-index-size-gate-v1,71,262144,2854665,terminal_output,CURSOR_SEARCH_ONLY,PRA_SIZE_GATED,SKIPPED_SIZE_LIMIT,1,0,2854665 bytes exceed configured limit 0,,2854665,0.0,1003.5040001384914,1008.5458001121879,entity;lexical;rare_term,14005,259.3455999158323,0.0,0,0,1,272,768,86016,1,1,1
