active_kv_fraction,annotated_edge_recall,answer_contained,attention_entropy,complete_evidence_recovery,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_recall,evidence_source_tokens,exact_match,examples,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,requested_materialization_tokens,token_f1,total_generation_seconds,tpot_seconds,ttft_seconds
0.12052431549699957,1.0,0.75,1.7658231183886528,1.0,6.0,graph_balanced__budget_128,131002368.0,24.0,2wikimultihopqa,128.0,256.0,0.008113337215036154,0.23844865675574337,0.1328125,17.0,1.0,76.25,0.75,4,-0.04398834705352783,-4.818036675453186,0.0,2097152.0,0.0009208000265061855,,0.0012243750970810652,0.011865575012052432,128.0,0.3018606649711728,2097152.0,512.0,0.2937473226338625,111.0,0.75,1211602176.0,1237843968.0,selector_factorial,128.0,0.75,0.4439322999387514,0.13694609998492524,0.1693358249613084
0.6836755043381286,1.0,0.5,3.035883903503418,1.0,6.0,graph_balanced__gist_local,131002368.0,9.0,2wikimultihopqa,732.0,256.0,0.04637890215963125,1.0,0.10362335264152218,76.25,1.0,76.25,0.5,4,-0.3216867446899414,-5.0957350730896,0.0,11993088.0,0.0011679500457830727,,0.003020550066139549,0.03551517496816814,732.0,0.7737440802156925,11993088.0,2928.0,0.7273651733994484,655.75,0.5,1225809024.0,1258815488.0,selector_factorial,709.5,0.5,0.6090077249973547,0.19300346249656286,0.22219614998903126
0.6626224925514044,1.0,0.5,3.0211833119392395,1.0,6.0,graph_balanced__local_atomic,131002368.0,9.0,2wikimultihopqa,709.5,256.0,0.0464755839202553,1.0,0.10691104869956411,76.25,1.0,76.25,0.5,4,-0.323736310005188,-5.097784638404846,0.0,11624448.0,0.0009252749441657215,,0.0024895250098779798,0.01848504992085509,709.5,0.7731324136257172,11624448.0,2838.0,0.7266568243503571,633.25,0.5,1225923200.0,1258815488.0,selector_factorial,709.5,0.5,0.4606598750106059,0.13418947502213996,0.1916087999707088
0.6626224925514044,1.0,0.5,3.0211833119392395,1.0,6.0,graph_balanced__whole_parent,131002368.0,0.0,2wikimultihopqa,709.5,256.0,0.0464755839202553,1.0,0.10691104869956411,76.25,1.0,76.25,0.5,4,-0.323736310005188,-5.097784638404846,0.0,0.0,0.0,,0.0,0.0,709.5,0.7731324136257172,0.0,2838.0,0.7266568243503571,633.25,0.5,1225923200.0,1258815488.0,selector_factorial,709.5,0.5,0.41226430001552217,0.1217961749935057,0.16775845002848655
0.12052431549699957,1.0,0.75,1.716240033507347,1.0,9.5,graph_high__budget_128,131002368.0,35.0,2wikimultihopqa,128.0,256.0,0.006806902587413788,0.1748961595172225,0.099609375,12.75,1.0,76.25,0.75,4,-0.017517268657684326,-4.7915655970573425,0.0,2097152.0,0.0011764750815927982,,0.0014646999479737133,0.015756400011014193,128.0,0.21498610428534448,2097152.0,512.0,0.2081792012322694,115.25,0.75,1211602176.0,1237843968.0,selector_factorial,128.0,0.75,0.4396243250230327,0.13142281251202803,0.17597157502314076
1.010656997290495,1.0,0.5,3.3525087535381317,1.0,9.5,graph_high__gist_local,131002368.0,5.0,2wikimultihopqa,1145.5,256.0,0.035416220081970096,1.0,0.0744523990135641,76.25,1.0,76.25,0.5,4,-0.43466484546661377,-5.208713173866272,0.0,18767872.0,0.001398574939230457,,0.005569225002545863,0.05652920005377382,1145.5,0.805803082883358,18767872.0,4582.0,0.7703868634998798,1069.25,0.5,1235473024.0,1269301248.0,selector_factorial,1110.25,0.5,0.7126216000178829,0.21644514999934472,0.2789328250219114
0.9794871794871794,1.0,0.5,3.337271586060524,1.0,9.5,graph_high__local_atomic,131002368.0,5.0,2wikimultihopqa,1110.25,256.0,0.03551752516068518,1.0,0.07682951150714684,76.25,1.0,76.25,0.5,4,-0.44422847032546997,-5.218276798725128,0.0,18190336.0,0.0010615749633871019,,0.004167949984548613,0.026971325103659183,1110.25,0.8052872642874718,18190336.0,4441.0,0.7697697319090366,1034.0,0.5,1233857152.0,1264058368.0,selector_factorial,1110.25,0.5,0.5251436250109691,0.15724393750133459,0.20990972506115213
0.9794871794871794,1.0,0.5,3.337271586060524,1.0,9.5,graph_high__whole_parent,131002368.0,0.0,2wikimultihopqa,1110.25,256.0,0.03551752516068518,1.0,0.07682951150714684,76.25,1.0,76.25,0.5,4,-0.44422847032546997,-5.218276798725128,0.0,0.0,0.0,,0.0,0.0,1110.25,0.8052872642874718,0.0,4441.0,0.7697697319090366,1034.0,0.5,1233857152.0,1264058368.0,selector_factorial,1110.25,0.5,0.47645932500017807,0.1383461125078611,0.19885980000253767
0.12052431549699957,0.75,0.75,1.9734681397676468,0.25,14.0,graph_sparse__budget_128,131002368.0,0.0,2wikimultihopqa,128.0,256.0,0.015720207942649722,0.16576411901215052,0.078125,10.0,0.6,76.25,0.75,4,-0.3941667079925537,-5.168215036392212,0.0,2097152.0,0.0013963499513920397,,0.0012641501380130649,0.011612674978096038,128.0,0.3671478470787406,2097152.0,512.0,0.3514276440255344,118.0,0.75,1211602176.0,1237843968.0,selector_factorial,128.0,0.75,0.4013575999997556,0.11538078750891145,0.16978059997200035
0.2282412773580038,0.75,0.75,2.5849004983901978,0.25,14.0,graph_sparse__gist_local,131002368.0,6.0,2wikimultihopqa,233.0,256.0,0.0351462799590081,0.27332056465914734,0.08048610151096491,18.0,0.6,76.25,0.75,4,-0.5609190464019775,-5.334967374801636,0.0,3817472.0,0.001591100008226931,,0.0018227249674964696,0.025274425046518445,233.0,0.7669243477284908,3817472.0,932.0,0.7317780591547489,215.0,0.75,1214596352.0,1237843968.0,selector_factorial,221.5,0.75,0.5810721749730874,0.1812032250018092,0.21780097496230155
