active_kv_fraction,annotated_edge_recall,answer_contained,attention_entropy,complete_evidence_recovery,conceptual_selected_parents,condition,cpu_reference_cache_bytes,cross_shard_interval_count,dataset,deduplicated_materialization_tokens,encoding_granularity_tokens,evidence_attention_mass,evidence_coverage,evidence_density,evidence_kv_tokens,evidence_recall,evidence_source_tokens,exact_match,examples,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gpu_reference_cache_bytes,h2d_kv_bytes,interval_resolution_seconds,kv_reduction_vs_whole,logical_gather_seconds,logical_h2d_seconds,materialized_unique_tokens,memory_attention_mass,native_kv_bytes,native_kv_token_states,non_evidence_attention_mass,non_evidence_kv_tokens,normalized_answer_accuracy,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,phase,requested_materialization_tokens,token_f1,total_generation_seconds,tpot_seconds,ttft_seconds
0.004005292206643712,,0.5,1.042213274165988,,4.25,M0_native_gist,138557440.0,0.0,2wikimultihopqa,4.25,256.0,0.0,0.0,0.0,0.0,,62.5,0.5,8,-0.018510185269406065,-6.110222597810207,0.0,69632.0,0.0,0.96875,0.0,0.0039893500215839595,4.25,0.003016147602465935,69632.0,17.0,0.003016147602465935,4.25,0.5,1209276672.0,1245446144.0,heldout,4.25,0.5,0.6585771625250345,0.13479728182342526,0.168641487514833
0.1281693506125988,,0.5,1.841565640643239,,4.25,M1_whole_parent,138557440.0,0.0,2wikimultihopqa,136.0,256.0,0.16146551142446697,1.0,0.46969401041666664,62.5,,62.5,0.5,8,0.5637614532606676,-5.527950959280133,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.36576864775270224,0.0,544.0,0.20430313446559012,73.5,0.5,1211785728.0,1245446144.0,heldout,136.0,0.5,0.5262323124770774,0.10276245795334531,0.15390801249304786
0.05948541038745889,,0.5,1.4595603458583355,,4.25,M2_evidence_only,138557440.0,7.0,2wikimultihopqa,62.5,256.0,0.19363919168245047,1.0,1.0,62.5,,62.5,0.5,8,0.35383877938147634,-5.7378736331593245,0.0,1024000.0,0.00044700004218611866,0.5303059895833333,0.0006066999776521698,0.005043837518314831,62.5,0.19363919168245047,1024000.0,250.0,0.0,0.0,0.5,1210126400.0,1245446144.0,heldout,65.125,0.5,0.5075080500100739,0.11149447764204745,0.16213181252533104
0.05948541038745889,,0.5,1.4595603458583355,,4.25,M3_selected_radius_0,138557440.0,7.0,2wikimultihopqa,62.5,256.0,0.19363919168245047,1.0,1.0,62.5,,62.5,0.5,8,0.35383877938147634,-5.7378736331593245,0.0,1024000.0,0.00047024998639244586,0.5303059895833333,0.0006358875398291275,0.005196787475142628,62.5,0.19363919168245047,1024000.0,250.0,0.0,0.0,0.5,1210126400.0,1245446144.0,heldout,65.125,0.5,0.5342374875035603,0.1125176929931375,0.17218891250377055
0.1127846831712973,,0.5,1.8420139104127884,,4.25,M6_budget_128_equal,138557440.0,9.0,2wikimultihopqa,124.875,256.0,0.16612038249149919,0.9655511811023623,0.4759082979368932,58.125,,62.5,0.5,8,0.5410319842630997,-5.550680428277701,0.0,2045952.0,0.000423462493927218,-0.06695963541666666,0.0007164874987211078,0.0071886375662870705,124.875,0.34228298673406243,2045952.0,499.5,0.17616260307841003,66.75,0.5,1211404352.0,1245446144.0,heldout,128.0,0.5,0.5934475375106558,0.11233404413580887,0.16730086249299347
0.0634907025941026,,0.5,1.4713185336440802,,4.25,M7_gist_selected_radius_0,138557440.0,7.0,2wikimultihopqa,66.75,256.0,0.193164378288202,1.0,0.9355743500464742,62.5,,62.5,0.5,8,0.346661300980486,-5.745051111560315,0.0,1093632.0,0.0004883749352302402,0.49905598958333336,0.0006762249977327883,0.007759087486192584,66.75,0.19525443215388805,1093632.0,267.0,0.0020900554864056176,4.25,0.5,1210214528.0,1245446144.0,heldout,65.125,0.5,0.649278137483634,0.14814103333342107,0.17111933749401942
0.0,,0.5,,,0.0,M_none,138557440.0,0.0,2wikimultihopqa,0.0,256.0,,0.0,0.0,0.0,,62.5,0.5,8,0.0,-6.091712412540801,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.5,1211587008.0,1252261888.0,heldout,0.0,0.5,0.4780777374835452,0.09128626201907702,0.15106247502262704
0.004226335872952387,,0.0,1.847829646830048,,9.875,M0_native_gist,281702400.0,0.0,musique,9.875,256.0,0.0,0.0,0.0,0.0,,253.125,0.0,8,-11.65698678791523,-16.148372411727905,0.0,1132544.0,0.0,0.9685353708791209,0.0,0.05386372504290193,9.875,0.12559834261524624,1132544.0,276.5,0.12559834261524624,9.875,0.0,1212686848.0,1248329728.0,heldout,9.875,0.0,2.7438808375009103,0.21580625341051596,0.36896093749965075
0.13396983551085112,,0.0,2.747867815196514,,9.875,M1_whole_parent,281702400.0,0.0,musique,313.5,256.0,0.5220497692353092,1.0,0.8019063943868632,253.125,,253.125,0.0,8,-4.282873556017876,-8.774259179830551,0.0,0.0,0.0,0.0,0.0,0.0,313.5,0.7036455998396767,0.0,8778.0,0.1815958346206961,60.375,0.0,1219352896.0,1248329728.0,heldout,313.5,0.0,2.6016269124957034,0.2095394272724992,0.2958924124977784
0.10728120373214838,,0.0,2.5406691165907045,,9.875,M2_evidence_only,281702400.0,63.0,musique,253.125,256.0,0.6617684363903078,1.0,1.0,253.125,,253.125,0.0,8,-4.528851136565208,-9.020236760377884,0.0,29030400.0,0.005528537512873299,0.19809360561313688,0.007840212434530258,0.06975007511209697,253.125,0.6617684363903078,29030400.0,7087.5,0.0,0.0,0.0,1217844928.0,1248329728.0,heldout,253.125,0.0,3.5659829749929486,0.2899715420459291,0.37554077499953564
0.10728120373214838,,0.0,2.5406691165907045,,9.875,M3_selected_radius_0,281702400.0,63.0,musique,253.125,256.0,0.6617684363903078,1.0,1.0,253.125,,253.125,0.0,8,-4.528851136565208,-9.020236760377884,0.0,29030400.0,0.005426949981483631,0.19809360561313688,0.007610824963194318,0.06843059981474653,253.125,0.6617684363903078,29030400.0,7087.5,0.0,0.0,0.0,1217844928.0,1248329728.0,heldout,253.125,0.0,3.735306150003453,0.30327027500077913,0.39861216249119025
0.053976433160004715,,0.0,2.3796119423849245,,9.875,M6_budget_128_equal,281702400.0,63.0,musique,128.0,256.0,0.5459395771696498,0.5325791238237705,0.974609375,124.75,,253.125,0.0,8,-5.050726309418678,-9.542111933231354,0.0,14680064.0,0.005390337537392043,0.5718989343989345,0.00558463747438509,0.05056500002683606,128.0,0.5713078932021745,14680064.0,3584.0,0.02536831468543304,3.25,0.0,1214794496.0,1248329728.0,heldout,128.0,0.0,3.1869441750022816,0.2586198818158168,0.34133217501221225
0.11150753960510076,,0.0,2.5562008677848747,,9.875,M7_gist_selected_radius_0,281702400.0,63.0,musique,263.0,256.0,0.6580229819269984,1.0,0.9617179962583353,253.125,,253.125,0.0,8,-4.528477117419243,-9.019862741231918,0.0,30162944.0,0.008163125108694658,0.16662897649225775,0.010735900010331534,0.11291406216332689,263.0,0.6623846932779998,30162944.0,7364.0,0.004361708203110278,9.875,0.0,1218015744.0,1248329728.0,heldout,253.125,0.0,5.366831124978489,0.44125917840971274,0.5121188124903711
0.0,,0.0,,,0.0,M_none,281702400.0,0.0,musique,0.0,256.0,,0.0,0.0,0.0,,253.125,0.0,8,0.0,-4.4913856238126755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1215543872.0,1253310464.0,heldout,0.0,0.0,0.7915634249802679,0.10242096203221467,0.28265363747777883
