candidate_count,catalog_size,context_tokens,hardness_level,language,max_candidates,query_id,required_recall,seed,strategy,unsafe_candidate_count,unsafe_exposure,useful_precision
5,32,395,H5,fr,5,validate_user-h5-fr-1,1,23,A2_topk,1,1,0.4
6,32,504,H5,fr,6,validate_user-h5-fr-1,1,23,A2_topk,1,1,0.3333333333333333
8,32,722,H5,fr,8,validate_user-h5-fr-1,1,23,A2_topk,2,1,0.25
10,32,940,H5,fr,10,validate_user-h5-fr-1,1,23,A2_topk,2,1,0.2
20,32,1871,H5,fr,20,validate_user-h5-fr-1,1,23,A2_topk,2,1,0.1
2,32,174,H5,fr,2,validate_user-h5-fr-1,0,23,A5_topk,0,0,0.0
3,32,268,H5,fr,3,validate_user-h5-fr-1,0,23,A5_topk,0,0,0.0
4,32,339,H5,fr,4,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.25
5,32,441,H5,fr,5,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.2
6,32,550,H5,fr,6,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.16666666666666666
8,32,727,H5,fr,8,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.125
10,32,949,H5,fr,10,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.1
20,32,1844,H5,fr,20,validate_user-h5-fr-1,1,23,A5_topk,0,0,0.05
2,32,180,H5,fr,2,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.5
3,32,260,H5,fr,3,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.3333333333333333
4,32,369,H5,fr,4,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.25
5,32,478,H5,fr,5,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.2
6,32,581,H5,fr,6,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.16666666666666666
8,32,760,H5,fr,8,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.25
10,32,978,H5,fr,10,validate_user-h5-fr-1,1,23,A6_topk,0,0,0.2
20,32,1927,H5,fr,20,validate_user-h5-fr-1,1,23,A6_topk,2,1,0.1
2,32,180,H5,fr,2,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.5
3,32,260,H5,fr,3,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.3333333333333333
4,32,369,H5,fr,4,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.25
5,32,478,H5,fr,5,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.2
6,32,581,H5,fr,6,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.16666666666666666
8,32,760,H5,fr,8,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.25
10,32,978,H5,fr,10,validate_user-h5-fr-1,1,23,A7_fused_score,0,0,0.2
20,32,1927,H5,fr,20,validate_user-h5-fr-1,1,23,A7_fused_score,2,1,0.1
2,32,189,H5,fr,2,validate_user-h5-fr-1,0,23,A7_raw_union,0,0,0.0
3,32,260,H5,fr,3,validate_user-h5-fr-1,1,23,A7_raw_union,0,0,0.3333333333333333
4,32,373,H5,fr,4,validate_user-h5-fr-1,1,23,A7_raw_union,0,0,0.25
5,32,467,H5,fr,5,validate_user-h5-fr-1,1,23,A7_raw_union,0,0,0.2
6,32,538,H5,fr,6,validate_user-h5-fr-1,1,23,A7_raw_union,1,1,0.16666666666666666
8,32,693,H5,fr,8,validate_user-h5-fr-1,1,23,A7_raw_union,1,1,0.125
10,32,905,H5,fr,10,validate_user-h5-fr-1,1,23,A7_raw_union,2,1,0.1
20,32,1850,H5,fr,20,validate_user-h5-fr-1,1,23,A7_raw_union,2,1,0.1
2,32,184,H5,fr,2,validate_user-h5-fr-1,1,23,A7_diversity_union,0,0,0.5
3,32,293,H5,fr,3,validate_user-h5-fr-1,1,23,A7_diversity_union,0,0,0.3333333333333333
4,32,373,H5,fr,4,validate_user-h5-fr-1,1,23,A7_diversity_union,0,0,0.25
5,32,434,H5,fr,5,validate_user-h5-fr-1,1,23,A7_diversity_union,0,0,0.2
6,32,505,H5,fr,6,validate_user-h5-fr-1,1,23,A7_diversity_union,1,1,0.16666666666666666
8,32,702,H5,fr,8,validate_user-h5-fr-1,1,23,A7_diversity_union,1,1,0.125
10,32,905,H5,fr,10,validate_user-h5-fr-1,1,23,A7_diversity_union,2,1,0.1
20,32,1850,H5,fr,20,validate_user-h5-fr-1,1,23,A7_diversity_union,2,1,0.1
2,32,209,H0,en,2,update_user-h0-en-1,1,23,A2_topk,0,0,0.5
3,32,318,H0,en,3,update_user-h0-en-1,1,23,A2_topk,0,0,0.3333333333333333
4,32,398,H0,en,4,update_user-h0-en-1,1,23,A2_topk,0,0,0.25
5,32,469,H0,en,5,update_user-h0-en-1,1,23,A2_topk,0,0,0.4
6,32,540,H0,en,6,update_user-h0-en-1,1,23,A2_topk,1,1,0.3333333333333333
8,32,713,H0,en,8,update_user-h0-en-1,1,23,A2_topk,1,1,0.375
10,32,921,H0,en,10,update_user-h0-en-1,1,23,A2_topk,1,1,0.3
20,32,1902,H0,en,20,update_user-h0-en-1,1,23,A2_topk,2,1,0.15
2,32,180,H0,en,2,update_user-h0-en-1,1,23,A5_topk,0,0,1.0
3,32,260,H0,en,3,update_user-h0-en-1,1,23,A5_topk,0,0,0.6666666666666666
4,32,363,H0,en,4,update_user-h0-en-1,1,23,A5_topk,0,0,0.5
5,32,463,H0,en,5,update_user-h0-en-1,1,23,A5_topk,0,0,0.4
6,32,533,H0,en,6,update_user-h0-en-1,1,23,A5_topk,0,0,0.5
8,32,713,H0,en,8,update_user-h0-en-1,1,23,A5_topk,1,1,0.375
10,32,921,H0,en,10,update_user-h0-en-1,1,23,A5_topk,1,1,0.3
20,32,1931,H0,en,20,update_user-h0-en-1,1,23,A5_topk,1,1,0.15
2,32,180,H0,en,2,update_user-h0-en-1,1,23,A6_topk,0,0,1.0
3,32,260,H0,en,3,update_user-h0-en-1,1,23,A6_topk,0,0,0.6666666666666666
4,32,369,H0,en,4,update_user-h0-en-1,1,23,A6_topk,0,0,0.5
5,32,469,H0,en,5,update_user-h0-en-1,1,23,A6_topk,0,0,0.4
6,32,568,H0,en,6,update_user-h0-en-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,780,H0,en,8,update_user-h0-en-1,1,23,A6_topk,0,0,0.25
10,32,921,H0,en,10,update_user-h0-en-1,1,23,A6_topk,1,1,0.3
20,32,1931,H0,en,20,update_user-h0-en-1,1,23,A6_topk,2,1,0.15
2,32,189,H0,en,2,update_user-h0-en-1,1,23,A7_fused_score,0,0,0.5
3,32,260,H0,en,3,update_user-h0-en-1,1,23,A7_fused_score,0,0,0.6666666666666666
4,32,360,H0,en,4,update_user-h0-en-1,1,23,A7_fused_score,0,0,0.5
5,32,469,H0,en,5,update_user-h0-en-1,1,23,A7_fused_score,0,0,0.4
6,32,572,H0,en,6,update_user-h0-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
8,32,713,H0,en,8,update_user-h0-en-1,1,23,A7_fused_score,1,1,0.375
10,32,931,H0,en,10,update_user-h0-en-1,1,23,A7_fused_score,1,1,0.3
20,32,1953,H0,en,20,update_user-h0-en-1,1,23,A7_fused_score,2,1,0.15
2,32,189,H0,en,2,update_user-h0-en-1,1,23,A7_raw_union,0,0,0.5
3,32,298,H0,en,3,update_user-h0-en-1,1,23,A7_raw_union,0,0,0.3333333333333333
4,32,398,H0,en,4,update_user-h0-en-1,1,23,A7_raw_union,0,0,0.25
5,32,469,H0,en,5,update_user-h0-en-1,1,23,A7_raw_union,0,0,0.4
6,32,540,H0,en,6,update_user-h0-en-1,1,23,A7_raw_union,1,1,0.3333333333333333
8,32,752,H0,en,8,update_user-h0-en-1,1,23,A7_raw_union,1,1,0.25
10,32,921,H0,en,10,update_user-h0-en-1,1,23,A7_raw_union,1,1,0.3
20,32,1939,H0,en,20,update_user-h0-en-1,1,23,A7_raw_union,2,1,0.15
2,32,189,H0,en,2,update_user-h0-en-1,1,23,A7_diversity_union,0,0,0.5
3,32,289,H0,en,3,update_user-h0-en-1,1,23,A7_diversity_union,0,0,0.3333333333333333
4,32,360,H0,en,4,update_user-h0-en-1,1,23,A7_diversity_union,1,1,0.25
5,32,469,H0,en,5,update_user-h0-en-1,1,23,A7_diversity_union,1,1,0.2
6,32,540,H0,en,6,update_user-h0-en-1,1,23,A7_diversity_union,1,1,0.3333333333333333
8,32,713,H0,en,8,update_user-h0-en-1,1,23,A7_diversity_union,1,1,0.375
10,32,921,H0,en,10,update_user-h0-en-1,1,23,A7_diversity_union,1,1,0.3
20,32,1909,H0,en,20,update_user-h0-en-1,1,23,A7_diversity_union,2,1,0.15
2,32,218,H1,en,2,update_user-h1-en-1,1,23,A2_topk,0,0,0.5
3,32,298,H1,en,3,update_user-h1-en-1,1,23,A2_topk,0,0,0.3333333333333333
4,32,407,H1,en,4,update_user-h1-en-1,1,23,A2_topk,0,0,0.25
5,32,516,H1,en,5,update_user-h1-en-1,1,23,A2_topk,0,0,0.2
6,32,587,H1,en,6,update_user-h1-en-1,1,23,A2_topk,0,0,0.3333333333333333
8,32,786,H1,en,8,update_user-h1-en-1,1,23,A2_topk,0,0,0.25
10,32,960,H1,en,10,update_user-h1-en-1,1,23,A2_topk,1,1,0.2
20,32,1902,H1,en,20,update_user-h1-en-1,1,23,A2_topk,2,1,0.15
2,32,180,H1,en,2,update_user-h1-en-1,1,23,A5_topk,0,0,1.0
3,32,289,H1,en,3,update_user-h1-en-1,1,23,A5_topk,0,0,0.6666666666666666
4,32,369,H1,en,4,update_user-h1-en-1,1,23,A5_topk,0,0,0.5
5,32,478,H1,en,5,update_user-h1-en-1,1,23,A5_topk,0,0,0.4
6,32,549,H1,en,6,update_user-h1-en-1,1,23,A5_topk,1,1,0.3333333333333333
8,32,752,H1,en,8,update_user-h1-en-1,1,23,A5_topk,1,1,0.25
10,32,960,H1,en,10,update_user-h1-en-1,1,23,A5_topk,1,1,0.2
20,32,1953,H1,en,20,update_user-h1-en-1,1,23,A5_topk,1,1,0.15
2,32,218,H1,en,2,update_user-h1-en-1,1,23,A6_topk,0,0,0.5
3,32,298,H1,en,3,update_user-h1-en-1,1,23,A6_topk,0,0,0.3333333333333333
4,32,369,H1,en,4,update_user-h1-en-1,1,23,A6_topk,0,0,0.5
5,32,469,H1,en,5,update_user-h1-en-1,1,23,A6_topk,0,0,0.4
6,32,568,H1,en,6,update_user-h1-en-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,786,H1,en,8,update_user-h1-en-1,1,23,A6_topk,0,0,0.25
10,32,966,H1,en,10,update_user-h1-en-1,1,23,A6_topk,1,1,0.2
20,32,1968,H1,en,20,update_user-h1-en-1,1,23,A6_topk,2,1,0.15
2,32,189,H1,en,2,update_user-h1-en-1,0,23,A7_fused_score,0,0,0.0
3,32,298,H1,en,3,update_user-h1-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
4,32,407,H1,en,4,update_user-h1-en-1,1,23,A7_fused_score,0,0,0.25
5,32,516,H1,en,5,update_user-h1-en-1,1,23,A7_fused_score,0,0,0.2
6,32,616,H1,en,6,update_user-h1-en-1,1,23,A7_fused_score,0,0,0.16666666666666666
8,32,786,H1,en,8,update_user-h1-en-1,1,23,A7_fused_score,0,0,0.25
10,32,960,H1,en,10,update_user-h1-en-1,1,23,A7_fused_score,1,1,0.2
20,32,1968,H1,en,20,update_user-h1-en-1,1,23,A7_fused_score,2,1,0.15
2,32,189,H1,en,2,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.5
3,32,298,H1,en,3,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.3333333333333333
4,32,407,H1,en,4,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.25
5,32,478,H1,en,5,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.4
6,32,587,H1,en,6,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.3333333333333333
8,32,795,H1,en,8,update_user-h1-en-1,1,23,A7_raw_union,0,0,0.25
10,32,966,H1,en,10,update_user-h1-en-1,1,23,A7_raw_union,1,1,0.2
20,32,1910,H1,en,20,update_user-h1-en-1,1,23,A7_raw_union,2,1,0.15
2,32,189,H1,en,2,update_user-h1-en-1,0,23,A7_diversity_union,0,0,0.0
3,32,298,H1,en,3,update_user-h1-en-1,0,23,A7_diversity_union,0,0,0.0
4,32,407,H1,en,4,update_user-h1-en-1,1,23,A7_diversity_union,0,0,0.25
5,32,516,H1,en,5,update_user-h1-en-1,1,23,A7_diversity_union,0,0,0.2
6,32,587,H1,en,6,update_user-h1-en-1,1,23,A7_diversity_union,0,0,0.3333333333333333
8,32,795,H1,en,8,update_user-h1-en-1,1,23,A7_diversity_union,0,0,0.25
10,32,966,H1,en,10,update_user-h1-en-1,1,23,A7_diversity_union,1,1,0.2
20,32,1910,H1,en,20,update_user-h1-en-1,1,23,A7_diversity_union,2,1,0.15
2,32,174,H2,en,2,update_user-h2-en-1,0,23,A2_topk,0,0,0.0
3,32,283,H2,en,3,update_user-h2-en-1,0,23,A2_topk,0,0,0.0
4,32,363,H2,en,4,update_user-h2-en-1,0,23,A2_topk,0,0,0.0
5,32,443,H2,en,5,update_user-h2-en-1,0,23,A2_topk,0,0,0.0
6,32,552,H2,en,6,update_user-h2-en-1,0,23,A2_topk,1,1,0.0
8,32,732,H2,en,8,update_user-h2-en-1,0,23,A2_topk,2,1,0.0
10,32,905,H2,en,10,update_user-h2-en-1,0,23,A2_topk,2,1,0.0
20,32,1888,H2,en,20,update_user-h2-en-1,0,23,A2_topk,2,1,0.0
2,32,218,H2,en,2,update_user-h2-en-1,1,23,A5_topk,0,0,0.5
3,32,328,H2,en,3,update_user-h2-en-1,1,23,A5_topk,0,0,0.3333333333333333
4,32,399,H2,en,4,update_user-h2-en-1,1,23,A5_topk,0,0,0.5
5,32,498,H2,en,5,update_user-h2-en-1,1,23,A5_topk,0,0,0.4
6,32,559,H2,en,6,update_user-h2-en-1,1,23,A5_topk,0,0,0.3333333333333333
8,32,707,H2,en,8,update_user-h2-en-1,1,23,A5_topk,0,0,0.25
10,32,919,H2,en,10,update_user-h2-en-1,1,23,A5_topk,0,0,0.2
20,32,1885,H2,en,20,update_user-h2-en-1,1,23,A5_topk,1,1,0.1
2,32,218,H2,en,2,update_user-h2-en-1,1,23,A6_topk,0,0,0.5
3,32,328,H2,en,3,update_user-h2-en-1,1,23,A6_topk,0,0,0.3333333333333333
4,32,399,H2,en,4,update_user-h2-en-1,1,23,A6_topk,0,0,0.5
5,32,498,H2,en,5,update_user-h2-en-1,1,23,A6_topk,0,0,0.4
6,32,559,H2,en,6,update_user-h2-en-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,707,H2,en,8,update_user-h2-en-1,1,23,A6_topk,0,0,0.25
10,32,919,H2,en,10,update_user-h2-en-1,1,23,A6_topk,0,0,0.2
20,32,1885,H2,en,20,update_user-h2-en-1,1,23,A6_topk,1,1,0.1
2,32,218,H2,en,2,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.5
3,32,328,H2,en,3,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
4,32,399,H2,en,4,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.5
5,32,498,H2,en,5,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.4
6,32,559,H2,en,6,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
8,32,707,H2,en,8,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.25
10,32,919,H2,en,10,update_user-h2-en-1,1,23,A7_fused_score,0,0,0.2
20,32,1885,H2,en,20,update_user-h2-en-1,1,23,A7_fused_score,1,1,0.1
2,32,222,H2,en,2,update_user-h2-en-1,0,23,A7_raw_union,0,0,0.0
3,32,331,H2,en,3,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.3333333333333333
4,32,392,H2,en,4,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.25
5,32,502,H2,en,5,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.2
6,32,611,H2,en,6,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.16666666666666666
8,32,762,H2,en,8,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.25
10,32,941,H2,en,10,update_user-h2-en-1,1,23,A7_raw_union,0,0,0.2
20,32,1875,H2,en,20,update_user-h2-en-1,1,23,A7_raw_union,2,1,0.1
2,32,222,H2,en,2,update_user-h2-en-1,0,23,A7_diversity_union,0,0,0.0
3,32,283,H2,en,3,update_user-h2-en-1,0,23,A7_diversity_union,0,0,0.0
4,32,392,H2,en,4,update_user-h2-en-1,1,23,A7_diversity_union,0,0,0.25
5,32,501,H2,en,5,update_user-h2-en-1,1,23,A7_diversity_union,0,0,0.2
6,32,611,H2,en,6,update_user-h2-en-1,1,23,A7_diversity_union,0,0,0.16666666666666666
8,32,762,H2,en,8,update_user-h2-en-1,1,23,A7_diversity_union,0,0,0.25
10,32,941,H2,en,10,update_user-h2-en-1,1,23,A7_diversity_union,0,0,0.2
20,32,1875,H2,en,20,update_user-h2-en-1,1,23,A7_diversity_union,2,1,0.1
2,32,208,H3,en,2,update_user-h3-en-1,0,23,A2_topk,0,0,0.0
3,32,308,H3,en,3,update_user-h3-en-1,0,23,A2_topk,0,0,0.0
4,32,417,H3,en,4,update_user-h3-en-1,0,23,A2_topk,0,0,0.0
5,32,526,H3,en,5,update_user-h3-en-1,1,23,A2_topk,0,0,0.2
6,32,606,H3,en,6,update_user-h3-en-1,1,23,A2_topk,0,0,0.16666666666666666
8,32,790,H3,en,8,update_user-h3-en-1,1,23,A2_topk,0,0,0.25
10,32,960,H3,en,10,update_user-h3-en-1,1,23,A2_topk,0,0,0.2
20,32,1891,H3,en,20,update_user-h3-en-1,1,23,A2_topk,2,1,0.1
2,32,197,H3,en,2,update_user-h3-en-1,0,23,A5_topk,0,0,0.0
3,32,306,H3,en,3,update_user-h3-en-1,0,23,A5_topk,0,0,0.0
4,32,400,H3,en,4,update_user-h3-en-1,0,23,A5_topk,0,0,0.0
5,32,509,H3,en,5,update_user-h3-en-1,0,23,A5_topk,0,0,0.0
6,32,618,H3,en,6,update_user-h3-en-1,0,23,A5_topk,0,0,0.0
8,32,756,H3,en,8,update_user-h3-en-1,0,23,A5_topk,0,0,0.125
10,32,936,H3,en,10,update_user-h3-en-1,0,23,A5_topk,0,0,0.1
20,32,1837,H3,en,20,update_user-h3-en-1,1,23,A5_topk,0,0,0.15
2,32,208,H3,en,2,update_user-h3-en-1,1,23,A6_topk,0,0,0.5
3,32,317,H3,en,3,update_user-h3-en-1,1,23,A6_topk,0,0,0.3333333333333333
4,32,426,H3,en,4,update_user-h3-en-1,1,23,A6_topk,0,0,0.25
5,32,526,H3,en,5,update_user-h3-en-1,1,23,A6_topk,0,0,0.2
6,32,597,H3,en,6,update_user-h3-en-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,780,H3,en,8,update_user-h3-en-1,1,23,A6_topk,0,0,0.25
10,32,983,H3,en,10,update_user-h3-en-1,1,23,A6_topk,0,0,0.2
20,32,1895,H3,en,20,update_user-h3-en-1,1,23,A6_topk,0,0,0.15
2,32,208,H3,en,2,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.5
3,32,302,H3,en,3,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
4,32,411,H3,en,4,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.25
5,32,482,H3,en,5,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.4
6,32,591,H3,en,6,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.3333333333333333
8,32,800,H3,en,8,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.25
10,32,989,H3,en,10,update_user-h3-en-1,1,23,A7_fused_score,0,0,0.2
20,32,1941,H3,en,20,update_user-h3-en-1,1,23,A7_fused_score,1,1,0.15
2,32,174,H3,en,2,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
3,32,277,H3,en,3,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
4,32,386,H3,en,4,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
5,32,499,H3,en,5,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
6,32,593,H3,en,6,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
8,32,801,H3,en,8,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
10,32,971,H3,en,10,update_user-h3-en-1,0,23,A7_raw_union,0,0,0.0
20,32,1957,H3,en,20,update_user-h3-en-1,1,23,A7_raw_union,1,1,0.1
2,32,207,H3,en,2,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
3,32,316,H3,en,3,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
4,32,396,H3,en,4,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
5,32,499,H3,en,5,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
6,32,608,H3,en,6,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
8,32,768,H3,en,8,update_user-h3-en-1,0,23,A7_diversity_union,0,0,0.0
10,32,971,H3,en,10,update_user-h3-en-1,0,23,A7_diversity_union,1,1,0.0
20,32,1957,H3,en,20,update_user-h3-en-1,1,23,A7_diversity_union,2,1,0.05
2,32,174,H4,en,2,update_user-h4-en-1,0,23,A2_topk,1,1,0.0
3,32,254,H4,en,3,update_user-h4-en-1,0,23,A2_topk,1,1,0.0
4,32,324,H4,en,4,update_user-h4-en-1,0,23,A2_topk,1,1,0.25
5,32,433,H4,en,5,update_user-h4-en-1,1,23,A2_topk,1,1,0.4
6,32,504,H4,en,6,update_user-h4-en-1,1,23,A2_topk,1,1,0.5
8,32,722,H4,en,8,update_user-h4-en-1,1,23,A2_topk,2,1,0.375
10,32,940,H4,en,10,update_user-h4-en-1,1,23,A2_topk,2,1,0.3
20,32,1871,H4,en,20,update_user-h4-en-1,1,23,A2_topk,2,1,0.15
2,32,180,H4,en,2,update_user-h4-en-1,1,23,A5_topk,0,0,1.0
3,32,283,H4,en,3,update_user-h4-en-1,1,23,A5_topk,0,0,0.6666666666666666
4,32,383,H4,en,4,update_user-h4-en-1,1,23,A5_topk,0,0,0.5
5,32,444,H4,en,5,update_user-h4-en-1,1,23,A5_topk,0,0,0.4
6,32,553,H4,en,6,update_user-h4-en-1,1,23,A5_topk,0,0,0.3333333333333333
8,32,771,H4,en,8,update_user-h4-en-1,1,23,A5_topk,0,0,0.25
10,32,922,H4,en,10,update_user-h4-en-1,1,23,A5_topk,1,1,0.2
20,32,1834,H4,en,20,update_user-h4-en-1,1,23,A5_topk,1,1,0.15
2,32,180,H4,en,2,update_user-h4-en-1,1,23,A6_topk,0,0,1.0
3,32,283,H4,en,3,update_user-h4-en-1,1,23,A6_topk,0,0,0.6666666666666666
4,32,392,H4,en,4,update_user-h4-en-1,1,23,A6_topk,0,0,0.5
5,32,501,H4,en,5,update_user-h4-en-1,1,23,A6_topk,0,0,0.4
6,32,610,H4,en,6,update_user-h4-en-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,761,H4,en,8,update_user-h4-en-1,1,23,A6_topk,1,1,0.25
10,32,940,H4,en,10,update_user-h4-en-1,1,23,A6_topk,1,1,0.3
20,32,1833,H4,en,20,update_user-h4-en-1,1,23,A6_topk,2,1,0.15
2,32,218,H4,en,2,update_user-h4-en-1,0,23,A7_fused_score,0,0,0.0
3,32,327,H4,en,3,update_user-h4-en-1,0,23,A7_fused_score,1,1,0.0
4,32,398,H4,en,4,update_user-h4-en-1,0,23,A7_fused_score,1,1,0.25
5,32,468,H4,en,5,update_user-h4-en-1,0,23,A7_fused_score,1,1,0.4
6,32,577,H4,en,6,update_user-h4-en-1,1,23,A7_fused_score,1,1,0.5
8,32,751,H4,en,8,update_user-h4-en-1,1,23,A7_fused_score,2,1,0.375
10,32,940,H4,en,10,update_user-h4-en-1,1,23,A7_fused_score,2,1,0.3
20,32,1885,H4,en,20,update_user-h4-en-1,1,23,A7_fused_score,2,1,0.15
2,32,180,H4,en,2,update_user-h4-en-1,0,23,A7_raw_union,0,0,0.5
3,32,251,H4,en,3,update_user-h4-en-1,0,23,A7_raw_union,1,1,0.3333333333333333
4,32,364,H4,en,4,update_user-h4-en-1,0,23,A7_raw_union,1,1,0.25
5,32,473,H4,en,5,update_user-h4-en-1,0,23,A7_raw_union,2,1,0.2
6,32,582,H4,en,6,update_user-h4-en-1,1,23,A7_raw_union,2,1,0.3333333333333333
8,32,746,H4,en,8,update_user-h4-en-1,1,23,A7_raw_union,2,1,0.25
10,32,935,H4,en,10,update_user-h4-en-1,1,23,A7_raw_union,2,1,0.2
20,32,1913,H4,en,20,update_user-h4-en-1,1,23,A7_raw_union,2,1,0.15
2,32,222,H4,en,2,update_user-h4-en-1,0,23,A7_diversity_union,0,0,0.0
3,32,293,H4,en,3,update_user-h4-en-1,0,23,A7_diversity_union,1,1,0.0
4,32,364,H4,en,4,update_user-h4-en-1,0,23,A7_diversity_union,1,1,0.25
5,32,473,H4,en,5,update_user-h4-en-1,0,23,A7_diversity_union,2,1,0.2
6,32,534,H4,en,6,update_user-h4-en-1,0,23,A7_diversity_union,2,1,0.16666666666666666
8,32,746,H4,en,8,update_user-h4-en-1,1,23,A7_diversity_union,2,1,0.25
10,32,935,H4,en,10,update_user-h4-en-1,1,23,A7_diversity_union,2,1,0.2
20,32,1913,H4,en,20,update_user-h4-en-1,1,23,A7_diversity_union,2,1,0.15
2,32,218,H5,pt,2,update_user-h5-pt-1,1,23,A2_topk,0,0,0.5
3,32,298,H5,pt,3,update_user-h5-pt-1,1,23,A2_topk,0,0,0.3333333333333333
4,32,369,H5,pt,4,update_user-h5-pt-1,1,23,A2_topk,0,0,0.5
5,32,440,H5,pt,5,update_user-h5-pt-1,1,23,A2_topk,1,1,0.4
6,32,543,H5,pt,6,update_user-h5-pt-1,1,23,A2_topk,1,1,0.3333333333333333
8,32,722,H5,pt,8,update_user-h5-pt-1,1,23,A2_topk,1,1,0.375
10,32,921,H5,pt,10,update_user-h5-pt-1,1,23,A2_topk,1,1,0.3
20,32,1902,H5,pt,20,update_user-h5-pt-1,1,23,A2_topk,2,1,0.15
2,32,162,H5,pt,2,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
3,32,271,H5,pt,3,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
4,32,380,H5,pt,4,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
5,32,489,H5,pt,5,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
6,32,598,H5,pt,6,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
8,32,768,H5,pt,8,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
10,32,958,H5,pt,10,update_user-h5-pt-1,0,23,A5_topk,0,0,0.0
20,32,1849,H5,pt,20,update_user-h5-pt-1,0,23,A5_topk,0,0,0.05
2,32,189,H5,pt,2,update_user-h5-pt-1,1,23,A6_topk,0,0,0.5
3,32,298,H5,pt,3,update_user-h5-pt-1,1,23,A6_topk,0,0,0.3333333333333333
4,32,369,H5,pt,4,update_user-h5-pt-1,1,23,A6_topk,0,0,0.5
5,32,478,H5,pt,5,update_user-h5-pt-1,1,23,A6_topk,0,0,0.4
6,32,577,H5,pt,6,update_user-h5-pt-1,1,23,A6_topk,0,0,0.3333333333333333
8,32,786,H5,pt,8,update_user-h5-pt-1,1,23,A6_topk,0,0,0.25
10,32,965,H5,pt,10,update_user-h5-pt-1,1,23,A6_topk,0,0,0.3
20,32,1955,H5,pt,20,update_user-h5-pt-1,1,23,A6_topk,2,1,0.15
2,32,189,H5,pt,2,update_user-h5-pt-1,1,23,A7_fused_score,0,0,0.5
3,32,298,H5,pt,3,update_user-h5-pt-1,1,23,A7_fused_score,0,0,0.3333333333333333
