A2_keywords_synonyms_rank_amortized_ms,A5_embedding_rank_amortized_ms,A6_auto_hybrid_rank_amortized_ms,a2_score_mean_ms,a2_score_p95_ms,a4_score_mean_ms,a4_score_p95_ms,a6_fusion_amortized_ms,a7_candidate_build_mean_ms,a7_candidate_build_p95_ms,automatic_semantic_bytes,bm25_score_mean_ms,bm25_score_p95_ms,callable_generation_ms,catalog_size,destructive_tools,embedding_build_ms,embedding_bytes,embedding_score_amortized_ms,inspection_and_view_ms,lexical_index_build_ms,lexical_index_bytes,logical_catalog_schema_tokens,mean_schema_tokens,seed,target_tools,total_discovery_component_bytes,elapsed_seconds,query_encoding_batch_ms,query_encoding_amortized_ms
0.07194166666666667,0.0988736111111111,0.07017152777777777,0.6410229166666667,1.157,1.4362006944444445,2.5762,0.0018666666666666666,3.374477777777778,4.7092,106818,0.73256875,1.3305,1.1845000553876162,32,4,71.17939996533096,49152,0.029813888888888886,165.44900019653141,15.01299999654293,31486,3000,93.75,11,18,187456,1.5864248999860138,973.5083000268787,6.760474305742213
0.10684722222222222,0.0949673611111111,0.09379652777777778,0.6549083333333333,1.0108,1.344907638888889,2.3543,0.0010881944444444446,3.432280555555556,5.7646,107032,0.6865298611111111,1.4614,2.471099840477109,32,2,68.88099992647767,49152,0.03371805555555556,169.02599995955825,17.0652000233531,31645,3008,94,23,18,187829,1.636291400063783,973.5083000268787,6.760474305742213
0.07207638888888888,0.0684576388888889,0.07175347222222223,0.6806631944444445,1.239,1.4152597222222223,2.8497,0.0016194444444444444,3.378209722222222,5.5599,108083,0.9514076388888889,1.844,1.0106000117957592,32,3,267.76820002123713,49152,0.0023861111111111114,271.1839000694454,15.212500002235174,31568,3009,94.03125,37,18,188803,1.9813530999235809,973.5083000268787,6.760474305742213
0.07572222222222222,0.06396666666666667,0.09274583333333333,0.6571541666666667,1.0042,1.3741756944444445,2.2328,0.0010479166666666666,3.2950368055555557,5.4976,107141,0.6969923611111111,1.2721,0.5107999313622713,32,2,261.5356999449432,49152,0.0021291666666666664,160.06299993023276,20.826200023293495,31601,3000,93.75,53,18,187894,1.7812973998952657,973.5083000268787,6.760474305742213
0.06014375,0.07564791666666666,0.08671319444444445,0.7099125000000001,1.3595,1.4320354166666667,2.3509,0.0007826388888888888,3.1872256944444444,5.0154,106885,0.6982,1.7757,2.5320001877844334,32,3,261.6363998968154,49152,0.0020375,194.88799991086125,19.639800069853663,31567,3008,94,71,18,187604,1.8114283001050353,973.5083000268787,6.760474305742213
0.44775763888888886,0.13838125,0.17092291666666667,1.8899986111111111,3.3416,2.1675423611111113,3.4615,0.0022500000000000003,4.460299305555556,7.0444,476296,2.167977777777778,4.6727,7.132200058549643,128,23,498.7722998484969,196608,0.6752763888888889,653.6912000738084,86.86320018023252,140016,13501,105.4765625,11,18,812920,3.6067089999560267,973.5083000268787,6.760474305742213
0.10013611111111112,0.12436180555555557,0.13093333333333332,1.6159222222222223,3.0457,1.7699895833333332,3.0932,0.003108333333333333,5.051958333333333,7.2202,472705,2.11810625,4.9313,5.360899958759546,128,26,434.3822000082582,196608,0.005661805555555555,519.8351999279112,78.31809995695949,140110,13506,105.515625,23,18,809423,3.2165279001928866,973.5083000268787,6.760474305742213
0.1142798611111111,0.13638125,0.11537291666666667,1.8871888888888888,3.3031,2.1341277777777776,3.2828,0.0022138888888888885,4.903195833333333,7.5677,476005,1.695151388888889,3.9357,7.720600115135312,128,25,415.59040010906756,196608,0.004178472222222222,627.6140999980271,60.19969983026385,139648,13516,105.59375,37,18,812261,3.307554699946195,973.5083000268787,6.760474305742213
0.09464652777777777,0.06524652777777779,0.07663055555555556,1.9297777777777778,3.0605,2.130145833333333,3.2046,0.0016090277777777778,2.7749555555555556,4.3507,477727,2.164922916666667,4.363,7.069000042974949,128,20,451.14179980009794,196608,0.0033152777777777777,818.1049998383969,68.0394999217242,140123,13530,105.703125,53,18,814458,3.178006500005722,973.5083000268787,6.760474305742213
0.12953125,0.15326458333333334,0.18223124999999998,1.792586111111111,3.0181,2.0686097222222224,3.3053,0.002486111111111111,4.497077083333333,7.0313,474649,2.068188888888889,4.2896,5.82900014705956,128,21,384.5293999183923,196608,0.006100694444444444,620.4403999727219,79.84549994580448,140001,13505,105.5078125,71,18,811258,3.2445682000834495,973.5083000268787,6.760474305742213
0.31540625,0.3239916666666667,0.3361881944444444,6.449784722222223,9.8757,5.332118055555555,7.7441,0.0037458333333333332,5.79788125,8.6396,1945452,7.076702083333333,14.3379,19.839199958369136,512,98,1225.5792999640107,786432,0.009840972222222223,2445.7683998625726,325.3336001653224,572974,55509,108.416015625,11,18,3304858,8.88502569985576,973.5083000268787,6.760474305742213
0.34820347222222225,0.3570798611111111,0.37360208333333333,6.776022916666666,10.0644,5.523397222222222,8.0032,0.00747013888888889,5.907698611111111,8.6244,1941483,8.502190277777778,18.0516,26.8950997851789,512,94,1238.922500051558,786432,0.045304166666666666,2536.9601000566036,306.00239988416433,573308,55515,108.427734375,23,18,3301223,9.405527499970049,973.5083000268787,6.760474305742213
0.20560277777777777,0.21581875,0.3039465277777778,6.710806944444444,10.3234,5.5069083333333335,8.3099,0.0025916666666666666,5.730525,8.3817,1945822,8.337268055555555,16.9711,39.58530002273619,512,102,1206.4108999911696,786432,0.0057354166666666664,2621.786099858582,324.1474002134055,572986,55536,108.46875,37,18,3305240,9.31334440014325,973.5083000268787,6.760474305742213
0.3568,0.4461472222222222,0.3955270833333333,6.2407715277777775,10.358,5.126353472222222,7.7793,0.004181944444444444,5.326885416666666,10.1379,1942174,9.096247916666666,16.8106,37.35539992339909,512,100,1434.560300083831,786432,0.007252777777777778,2379.783699987456,343.3642000891268,573658,55548,108.4921875,53,18,3302264,9.400146699976176,973.5083000268787,6.760474305742213
0.3877972222222222,0.41286805555555556,0.3729013888888889,9.624428472222222,17.982,8.342409027777778,14.3057,0.005484027777777778,5.689755555555555,8.5966,1949830,8.194290972222221,16.6462,24.30300018750131,512,93,1207.4899000581354,786432,0.013019444444444445,3321.8487000558525,455.18709998577833,572534,55522,108.44140625,71,18,3308796,11.08431479986757,973.5083000268787,6.760474305742213
0.9431875,0.7441979166666667,0.9994520833333334,23.919086805555555,35.9541,17.96313125,23.6283,0.013790972222222222,10.924860416666666,14.5251,7821747,34.58390277777778,69.0372,133.4214999806136,2048,417,4538.561299908906,3145728,0.01995,10804.406899958849,1400.4407001193613,2306402,223572,109.166015625,11,18,13273877,33.476400199811906,973.5083000268787,6.760474305742213
1.5632270833333335,1.49490625,1.3896958333333334,24.44056388888889,37.5107,17.524470833333332,23.247,0.010152777777777778,12.995819444444445,18.7654,7827936,33.89813888888889,67.4456,115.95169990323484,2048,394,4906.069800024852,3145728,0.017775,9748.782300157472,1524.3650001939386,2306375,223538,109.1494140625,23,18,13280039,33.61497649992816,973.5083000268787,6.760474305742213
1.3302944444444444,1.4786861111111111,1.5479333333333334,28.300879166666668,42.6552,20.880570833333334,26.9135,0.01877152777777778,12.86871111111111,16.5342,7838553,39.43307847222222,76.4115,105.59249995276332,2048,389,4734.846299979836,3145728,0.05334513888888889,13050.336700165644,1470.9601998329163,2306550,223627,109.19287109375,37,18,13290831,38.94766140007414,973.5083000268787,6.760474305742213
0.8432430555555556,1.4480993055555555,1.6457861111111112,28.508825694444443,43.7417,20.343174305555557,27.9753,0.010594444444444445,11.246986805555556,14.8816,7833811,33.40312152777778,63.2565,148.62790005281568,2048,402,4552.386800060049,3145728,0.01564166666666667,11747.832600027323,1713.1368999835104,2308901,223606,109.1826171875,53,18,13288440,36.17133679986,973.5083000268787,6.760474305742213
1.1673284722222224,1.2442923611111112,1.0578229166666668,27.045339583333334,39.801,19.27499583333333,26.5946,0.012655555555555555,10.59301736111111,14.917,7849787,32.56108888888889,66.307,92.44269994087517,2048,427,4985.218099784106,3145728,0.05282777777777778,11108.28879987821,1415.5512999277562,2305520,223634,109.1962890625,71,18,13301035,34.89068299997598,973.5083000268787,6.760474305742213
5.025036805555556,4.77684375,4.741647222222222,96.74620833333333,149.3604,69.39339722222222,88.3352,0.06449513888888889,30.774036111111112,37.4892,31343787,126.44358680555555,215.2525,529.7562999185175,8192,1667,17809.97830000706,12582912,0.180225,40138.55189993046,5683.192600030452,9239869,895814,109.352294921875,11,18,53166568,125.61582470010035,973.5083000268787,6.760474305742213
4.004143750000001,4.7105548611111105,4.624910416666667,101.81036666666667,157.7638,73.57638125,95.361,0.04026180555555556,31.5386125,40.0101,31384583,154.1289972222222,308.3786,418.08849992230535,8192,1636,19107.037199893966,12582912,0.12176041666666666,39712.91310014203,6556.430600117892,9243232,895919,109.3651123046875,23,18,53210727,134.21168689988554,973.5083000268787,6.760474305742213
