catalog_size,strategy,max_candidates,required_recall_mean,required_recall_std,useful_precision_mean,useful_precision_std,unsafe_exposure_mean,unsafe_exposure_std,context_tokens_mean,context_tokens_std
32,A7_raw_union,3,0.851388888888889,0.015214515486254595,0.37777777777777777,0.0050183989325645415,0.07638888888888888,0.040789375432190036,261.50694444444446,5.5174758309169825
32,A7_raw_union,4,0.8930555555555555,0.015987311712807418,0.3121527777777778,0.0037637991994233827,0.13333333333333336,0.06704176881192873,352.0097222222222,7.35586913721885
32,A7_raw_union,5,0.8972222222222221,0.01505519679769361,0.26222222222222225,0.0037267799624996797,0.17222222222222222,0.061016340656913325,443.05972222222226,8.01420421101198
32,A7_raw_union,6,0.9055555555555556,0.014400306495366475,0.22800925925925922,0.0031696907263030413,0.22916666666666666,0.06588078458684123,536.1875,5.31162165941608
32,A7_raw_union,8,0.9263888888888889,0.009316949906249155,0.18368055555555557,0.002647213660065441,0.3055555555555555,0.0935568998979686,724.1555555555556,5.162666929265421
32,A7_raw_union,10,0.9444444444444444,0.0,0.15319444444444447,0.0007917884896521758,0.4138888888888889,0.13099070507030192,916.3013888888888,6.934462617812593
32,A7_raw_union,20,0.9916666666666668,0.005810139073153274,0.09187500000000001,0.0007607257743127299,0.9625,0.05256719685493214,1868.3875,5.84327113143245
128,A2_topk,2,0.7194444444444444,0.037909289066544956,0.4104166666666667,0.028463752127665543,0.09722222222222222,0.04137630308268398,192.53055555555557,3.4551824948229326
128,A2_topk,3,0.7555555555555555,0.019270051285432754,0.29953703703703705,0.008905270398921921,0.1638888888888889,0.06184065794692552,295.8722222222222,3.371066809659109
128,A2_topk,4,0.7791666666666667,0.01505519679769361,0.23541666666666666,0.0051501378382608765,0.24583333333333335,0.08513673642376061,400.09722222222223,2.476816696704479
128,A2_topk,5,0.7986111111111112,0.012028130608117199,0.195,0.00210635429001433,0.3611111111111111,0.07717399573226691,504.30972222222226,2.248459477764294
128,A2_topk,6,0.8222222222222222,0.01261520980873955,0.16874999999999996,0.004124659648427197,0.4111111111111111,0.05182807821401469,608.8888888888889,2.971991002169302
128,A2_topk,8,0.8444444444444444,0.006211299937499406,0.13368055555555555,0.0044262322166604045,0.5263888888888889,0.06484787516627086,817.8486111111112,4.388398245254263
128,A2_topk,10,0.8583333333333334,0.006211299937499466,0.11472222222222224,0.004668815642769893,0.6027777777777777,0.06558732751731995,1025.3680555555554,5.588754968574399
128,A2_topk,20,0.8972222222222224,0.003105649968749681,0.07416666666666667,0.0016579633869879594,0.8333333333333334,0.0273403051180966,2069.266666666667,5.022179299380197
128,A5_topk,2,0.513888888888889,0.010980130764473552,0.33333333333333337,0.01151605829984515,0.04722222222222222,0.013357905598382878,193.76944444444445,1.2697076830155165
128,A5_topk,3,0.5541666666666667,0.020483168338545316,0.250462962962963,0.011269130967257493,0.07777777777777778,0.02375365468956538,296.20138888888886,1.1088953601458842
128,A5_topk,4,0.5986111111111111,0.021628349308885332,0.20763888888888887,0.009235719498798879,0.11527777777777777,0.03492993427766469,399.26666666666665,2.256477515802219
128,A5_topk,5,0.6319444444444444,0.01701034543599426,0.17638888888888887,0.005103103630798283,0.15,0.04462852503627675,503.91805555555555,2.40926388532591
128,A5_topk,6,0.6555555555555556,0.012615209808739584,0.1555555555555555,0.004140866624999601,0.17638888888888887,0.054812742390753094,607.0902777777777,2.577048620233892
128,A5_topk,8,0.6833333333333333,0.013537214367790191,0.125,0.003472222222222218,0.24166666666666664,0.05797675406872721,816.5569444444444,2.135263657571592
128,A5_topk,10,0.7152777777777778,0.012991865926298429,0.10597222222222222,0.002532580906779228,0.3055555555555555,0.07733006059486142,1025.8402777777778,2.1143638136375102
128,A5_topk,20,0.7597222222222222,0.00380362887156364,0.06013888888888889,0.00045272238925018603,0.5236111111111111,0.06184065794692551,2081.863888888889,2.7090481606512697
128,A6_topk,2,0.7916666666666666,0.024552318791199537,0.43194444444444446,0.010869774890623985,0.07361111111111111,0.02000675040401102,190.9,0.9089081387189896
128,A6_topk,3,0.8416666666666666,0.015055196797693621,0.3171296296296296,0.004629629629629636,0.11388888888888889,0.022287231299835022,294.7652777777778,2.732360479252362
128,A6_topk,4,0.8694444444444445,0.009054447785003647,0.25416666666666665,0.008289816934939825,0.125,0.021404215288086725,397.04027777777776,3.173164325467547
128,A6_topk,5,0.8833333333333334,0.011410886614690956,0.21305555555555555,0.007122711891643374,0.1486111111111111,0.007917884896521789,500.05972222222226,2.8615265677326076
128,A6_topk,6,0.8902777777777777,0.011410886614690956,0.18402777777777773,0.006495932963149213,0.175,0.0252304196174791,604.4180555555556,3.047109539089421
128,A6_topk,8,0.9055555555555556,0.007917884896521763,0.14791666666666667,0.003911069557662785,0.2444444444444444,0.0210635429001432,814.2736111111111,3.188500659923599
128,A6_topk,10,0.913888888888889,0.0038036288715636605,0.12319444444444445,0.001743041721945994,0.30972222222222223,0.015214515486254616,1026.0944444444444,2.8780370097204955
