catalog_size,hardness_level,language,policy,query_id,rank,recall_at_10,recall_at_3,recall_at_5,seed,top1
512,H1,en,A2_keywords_synonyms,read_document-h1-en-1,13,0,0,0,23,0
512,H2,en,A2_keywords_synonyms,read_document-h2-en-1,4,1,0,1,23,0
512,H3,en,A2_keywords_synonyms,read_document-h3-en-1,363,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,read_document-h4-en-1,2,1,1,1,23,0
512,H5,pt,A2_keywords_synonyms,read_document-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,read_document-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,read_document-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,extract_metadata-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,extract_metadata-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,extract_metadata-h2-en-1,21,0,0,0,23,0
512,H3,en,A2_keywords_synonyms,extract_metadata-h3-en-1,42,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,extract_metadata-h4-en-1,68,0,0,0,23,0
512,H5,pt,A2_keywords_synonyms,extract_metadata-h5-pt-1,3,1,1,1,23,0
512,H5,es,A2_keywords_synonyms,extract_metadata-h5-es-1,3,1,1,1,23,0
512,H5,fr,A2_keywords_synonyms,extract_metadata-h5-fr-1,3,1,1,1,23,0
512,H0,en,A2_keywords_synonyms,update_document-h0-en-1,2,1,1,1,23,0
512,H1,en,A2_keywords_synonyms,update_document-h1-en-1,489,0,0,0,23,0
512,H2,en,A2_keywords_synonyms,update_document-h2-en-1,492,0,0,0,23,0
512,H3,en,A2_keywords_synonyms,update_document-h3-en-1,489,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,update_document-h4-en-1,28,0,0,0,23,0
512,H5,pt,A2_keywords_synonyms,update_document-h5-pt-1,2,1,1,1,23,0
512,H5,es,A2_keywords_synonyms,update_document-h5-es-1,2,1,1,1,23,0
512,H5,fr,A2_keywords_synonyms,update_document-h5-fr-1,2,1,1,1,23,0
512,H0,en,A2_keywords_synonyms,export_document-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,export_document-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,export_document-h2-en-1,1,1,1,1,23,1
512,H3,en,A2_keywords_synonyms,export_document-h3-en-1,45,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,export_document-h4-en-1,1,1,1,1,23,1
512,H5,pt,A2_keywords_synonyms,export_document-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,export_document-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,export_document-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,search_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,search_repository-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,search_repository-h2-en-1,2,1,1,1,23,0
512,H3,en,A2_keywords_synonyms,search_repository-h3-en-1,1,1,1,1,23,1
512,H4,en,A2_keywords_synonyms,search_repository-h4-en-1,2,1,1,1,23,0
512,H5,pt,A2_keywords_synonyms,search_repository-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,search_repository-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,search_repository-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,get_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,get_repository-h1-en-1,7,1,0,0,23,0
512,H2,en,A2_keywords_synonyms,get_repository-h2-en-1,1,1,1,1,23,1
512,H3,en,A2_keywords_synonyms,get_repository-h3-en-1,231,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,get_repository-h4-en-1,5,1,0,1,23,0
512,H5,pt,A2_keywords_synonyms,get_repository-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,get_repository-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,get_repository-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,create_issue-h0-en-1,3,1,1,1,23,0
512,H1,en,A2_keywords_synonyms,create_issue-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,create_issue-h2-en-1,13,0,0,0,23,0
512,H3,en,A2_keywords_synonyms,create_issue-h3-en-1,2,1,1,1,23,0
512,H4,en,A2_keywords_synonyms,create_issue-h4-en-1,3,1,1,1,23,0
512,H5,pt,A2_keywords_synonyms,create_issue-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,create_issue-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,create_issue-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,update_issue-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,update_issue-h1-en-1,3,1,1,1,23,0
512,H2,en,A2_keywords_synonyms,update_issue-h2-en-1,21,0,0,0,23,0
512,H3,en,A2_keywords_synonyms,update_issue-h3-en-1,1,1,1,1,23,1
512,H4,en,A2_keywords_synonyms,update_issue-h4-en-1,44,0,0,0,23,0
512,H5,pt,A2_keywords_synonyms,update_issue-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,update_issue-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,update_issue-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,create_report-h0-en-1,2,1,1,1,23,0
512,H1,en,A2_keywords_synonyms,create_report-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,create_report-h2-en-1,4,1,0,1,23,0
512,H3,en,A2_keywords_synonyms,create_report-h3-en-1,16,0,0,0,23,0
512,H4,en,A2_keywords_synonyms,create_report-h4-en-1,1,1,1,1,23,1
512,H5,pt,A2_keywords_synonyms,create_report-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,create_report-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,create_report-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,archive_report-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,archive_report-h1-en-1,20,0,0,0,23,0
512,H2,en,A2_keywords_synonyms,archive_report-h2-en-1,1,1,1,1,23,1
512,H3,en,A2_keywords_synonyms,archive_report-h3-en-1,1,1,1,1,23,1
512,H4,en,A2_keywords_synonyms,archive_report-h4-en-1,1,1,1,1,23,1
512,H5,pt,A2_keywords_synonyms,archive_report-h5-pt-1,1,1,1,1,23,1
512,H5,es,A2_keywords_synonyms,archive_report-h5-es-1,1,1,1,1,23,1
512,H5,fr,A2_keywords_synonyms,archive_report-h5-fr-1,1,1,1,1,23,1
512,H0,en,A2_keywords_synonyms,purge_archive-h0-en-1,1,1,1,1,23,1
512,H1,en,A2_keywords_synonyms,purge_archive-h1-en-1,1,1,1,1,23,1
512,H2,en,A2_keywords_synonyms,purge_archive-h2-en-1,24,0,0,0,23,0
512,H3,en,A2_keywords_synonyms,purge_archive-h3-en-1,4,1,0,1,23,0
512,H4,en,A2_keywords_synonyms,purge_archive-h4-en-1,4,1,0,1,23,0
512,H5,pt,A2_keywords_synonyms,purge_archive-h5-pt-1,4,1,0,1,23,0
512,H5,es,A2_keywords_synonyms,purge_archive-h5-es-1,4,1,0,1,23,0
512,H5,fr,A2_keywords_synonyms,purge_archive-h5-fr-1,4,1,0,1,23,0
512,H0,en,A5_embedding,search_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,search_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,search_user-h2-en-1,1,1,1,1,23,1
512,H3,en,A5_embedding,search_user-h3-en-1,1,1,1,1,23,1
512,H4,en,A5_embedding,search_user-h4-en-1,44,0,0,0,23,0
512,H5,pt,A5_embedding,search_user-h5-pt-1,3,1,1,1,23,0
512,H5,es,A5_embedding,search_user-h5-es-1,3,1,1,1,23,0
512,H5,fr,A5_embedding,search_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A5_embedding,get_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,get_user-h1-en-1,19,0,0,0,23,0
512,H2,en,A5_embedding,get_user-h2-en-1,15,0,0,0,23,0
512,H3,en,A5_embedding,get_user-h3-en-1,183,0,0,0,23,0
512,H4,en,A5_embedding,get_user-h4-en-1,7,1,0,0,23,0
512,H5,pt,A5_embedding,get_user-h5-pt-1,151,0,0,0,23,0
512,H5,es,A5_embedding,get_user-h5-es-1,138,0,0,0,23,0
512,H5,fr,A5_embedding,get_user-h5-fr-1,38,0,0,0,23,0
512,H0,en,A5_embedding,validate_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,validate_user-h1-en-1,2,1,1,1,23,0
512,H2,en,A5_embedding,validate_user-h2-en-1,12,0,0,0,23,0
512,H3,en,A5_embedding,validate_user-h3-en-1,7,1,0,0,23,0
512,H4,en,A5_embedding,validate_user-h4-en-1,376,0,0,0,23,0
512,H5,pt,A5_embedding,validate_user-h5-pt-1,164,0,0,0,23,0
512,H5,es,A5_embedding,validate_user-h5-es-1,117,0,0,0,23,0
512,H5,fr,A5_embedding,validate_user-h5-fr-1,169,0,0,0,23,0
512,H0,en,A5_embedding,update_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,update_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,update_user-h2-en-1,9,1,0,0,23,0
512,H3,en,A5_embedding,update_user-h3-en-1,254,0,0,0,23,0
512,H4,en,A5_embedding,update_user-h4-en-1,15,0,0,0,23,0
512,H5,pt,A5_embedding,update_user-h5-pt-1,410,0,0,0,23,0
512,H5,es,A5_embedding,update_user-h5-es-1,246,0,0,0,23,0
512,H5,fr,A5_embedding,update_user-h5-fr-1,412,0,0,0,23,0
512,H0,en,A5_embedding,notify_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,notify_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,notify_user-h2-en-1,22,0,0,0,23,0
512,H3,en,A5_embedding,notify_user-h3-en-1,5,1,0,1,23,0
512,H4,en,A5_embedding,notify_user-h4-en-1,8,1,0,0,23,0
512,H5,pt,A5_embedding,notify_user-h5-pt-1,243,0,0,0,23,0
512,H5,es,A5_embedding,notify_user-h5-es-1,225,0,0,0,23,0
512,H5,fr,A5_embedding,notify_user-h5-fr-1,56,0,0,0,23,0
512,H0,en,A5_embedding,delete_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,delete_user-h1-en-1,4,1,0,1,23,0
512,H2,en,A5_embedding,delete_user-h2-en-1,21,0,0,0,23,0
512,H3,en,A5_embedding,delete_user-h3-en-1,284,0,0,0,23,0
512,H4,en,A5_embedding,delete_user-h4-en-1,75,0,0,0,23,0
512,H5,pt,A5_embedding,delete_user-h5-pt-1,490,0,0,0,23,0
512,H5,es,A5_embedding,delete_user-h5-es-1,495,0,0,0,23,0
512,H5,fr,A5_embedding,delete_user-h5-fr-1,336,0,0,0,23,0
512,H0,en,A5_embedding,search_document-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,search_document-h1-en-1,66,0,0,0,23,0
512,H2,en,A5_embedding,search_document-h2-en-1,51,0,0,0,23,0
512,H3,en,A5_embedding,search_document-h3-en-1,178,0,0,0,23,0
512,H4,en,A5_embedding,search_document-h4-en-1,3,1,1,1,23,0
512,H5,pt,A5_embedding,search_document-h5-pt-1,16,0,0,0,23,0
512,H5,es,A5_embedding,search_document-h5-es-1,25,0,0,0,23,0
512,H5,fr,A5_embedding,search_document-h5-fr-1,20,0,0,0,23,0
512,H0,en,A5_embedding,read_document-h0-en-1,31,0,0,0,23,0
512,H1,en,A5_embedding,read_document-h1-en-1,91,0,0,0,23,0
512,H2,en,A5_embedding,read_document-h2-en-1,219,0,0,0,23,0
512,H3,en,A5_embedding,read_document-h3-en-1,277,0,0,0,23,0
512,H4,en,A5_embedding,read_document-h4-en-1,283,0,0,0,23,0
512,H5,pt,A5_embedding,read_document-h5-pt-1,84,0,0,0,23,0
512,H5,es,A5_embedding,read_document-h5-es-1,159,0,0,0,23,0
512,H5,fr,A5_embedding,read_document-h5-fr-1,120,0,0,0,23,0
512,H0,en,A5_embedding,extract_metadata-h0-en-1,11,0,0,0,23,0
512,H1,en,A5_embedding,extract_metadata-h1-en-1,4,1,0,1,23,0
512,H2,en,A5_embedding,extract_metadata-h2-en-1,7,1,0,0,23,0
512,H3,en,A5_embedding,extract_metadata-h3-en-1,17,0,0,0,23,0
512,H4,en,A5_embedding,extract_metadata-h4-en-1,352,0,0,0,23,0
512,H5,pt,A5_embedding,extract_metadata-h5-pt-1,254,0,0,0,23,0
512,H5,es,A5_embedding,extract_metadata-h5-es-1,203,0,0,0,23,0
512,H5,fr,A5_embedding,extract_metadata-h5-fr-1,200,0,0,0,23,0
512,H0,en,A5_embedding,update_document-h0-en-1,2,1,1,1,23,0
512,H1,en,A5_embedding,update_document-h1-en-1,196,0,0,0,23,0
512,H2,en,A5_embedding,update_document-h2-en-1,266,0,0,0,23,0
512,H3,en,A5_embedding,update_document-h3-en-1,15,0,0,0,23,0
512,H4,en,A5_embedding,update_document-h4-en-1,27,0,0,0,23,0
512,H5,pt,A5_embedding,update_document-h5-pt-1,496,0,0,0,23,0
512,H5,es,A5_embedding,update_document-h5-es-1,501,0,0,0,23,0
512,H5,fr,A5_embedding,update_document-h5-fr-1,510,0,0,0,23,0
512,H0,en,A5_embedding,export_document-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,export_document-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,export_document-h2-en-1,1,1,1,1,23,1
512,H3,en,A5_embedding,export_document-h3-en-1,1,1,1,1,23,1
512,H4,en,A5_embedding,export_document-h4-en-1,47,0,0,0,23,0
512,H5,pt,A5_embedding,export_document-h5-pt-1,3,1,1,1,23,0
512,H5,es,A5_embedding,export_document-h5-es-1,3,1,1,1,23,0
512,H5,fr,A5_embedding,export_document-h5-fr-1,2,1,1,1,23,0
512,H0,en,A5_embedding,search_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,search_repository-h1-en-1,4,1,0,1,23,0
512,H2,en,A5_embedding,search_repository-h2-en-1,6,1,0,0,23,0
512,H3,en,A5_embedding,search_repository-h3-en-1,2,1,1,1,23,0
512,H4,en,A5_embedding,search_repository-h4-en-1,1,1,1,1,23,1
512,H5,pt,A5_embedding,search_repository-h5-pt-1,106,0,0,0,23,0
512,H5,es,A5_embedding,search_repository-h5-es-1,86,0,0,0,23,0
512,H5,fr,A5_embedding,search_repository-h5-fr-1,25,0,0,0,23,0
512,H0,en,A5_embedding,get_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,get_repository-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,get_repository-h2-en-1,2,1,1,1,23,0
512,H3,en,A5_embedding,get_repository-h3-en-1,2,1,1,1,23,0
512,H4,en,A5_embedding,get_repository-h4-en-1,22,0,0,0,23,0
512,H5,pt,A5_embedding,get_repository-h5-pt-1,13,0,0,0,23,0
512,H5,es,A5_embedding,get_repository-h5-es-1,14,0,0,0,23,0
512,H5,fr,A5_embedding,get_repository-h5-fr-1,22,0,0,0,23,0
512,H0,en,A5_embedding,create_issue-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,create_issue-h1-en-1,2,1,1,1,23,0
512,H2,en,A5_embedding,create_issue-h2-en-1,1,1,1,1,23,1
512,H3,en,A5_embedding,create_issue-h3-en-1,1,1,1,1,23,1
512,H4,en,A5_embedding,create_issue-h4-en-1,1,1,1,1,23,1
512,H5,pt,A5_embedding,create_issue-h5-pt-1,2,1,1,1,23,0
512,H5,es,A5_embedding,create_issue-h5-es-1,9,1,0,0,23,0
512,H5,fr,A5_embedding,create_issue-h5-fr-1,8,1,0,0,23,0
512,H0,en,A5_embedding,update_issue-h0-en-1,2,1,1,1,23,0
512,H1,en,A5_embedding,update_issue-h1-en-1,2,1,1,1,23,0
512,H2,en,A5_embedding,update_issue-h2-en-1,18,0,0,0,23,0
512,H3,en,A5_embedding,update_issue-h3-en-1,4,1,0,1,23,0
512,H4,en,A5_embedding,update_issue-h4-en-1,1,1,1,1,23,1
512,H5,pt,A5_embedding,update_issue-h5-pt-1,13,0,0,0,23,0
512,H5,es,A5_embedding,update_issue-h5-es-1,16,0,0,0,23,0
512,H5,fr,A5_embedding,update_issue-h5-fr-1,27,0,0,0,23,0
512,H0,en,A5_embedding,create_report-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,create_report-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,create_report-h2-en-1,11,0,0,0,23,0
512,H3,en,A5_embedding,create_report-h3-en-1,7,1,0,0,23,0
512,H4,en,A5_embedding,create_report-h4-en-1,2,1,1,1,23,0
512,H5,pt,A5_embedding,create_report-h5-pt-1,28,0,0,0,23,0
512,H5,es,A5_embedding,create_report-h5-es-1,23,0,0,0,23,0
512,H5,fr,A5_embedding,create_report-h5-fr-1,32,0,0,0,23,0
512,H0,en,A5_embedding,archive_report-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,archive_report-h1-en-1,3,1,1,1,23,0
512,H2,en,A5_embedding,archive_report-h2-en-1,9,1,0,0,23,0
512,H3,en,A5_embedding,archive_report-h3-en-1,1,1,1,1,23,1
512,H4,en,A5_embedding,archive_report-h4-en-1,1,1,1,1,23,1
512,H5,pt,A5_embedding,archive_report-h5-pt-1,9,1,0,0,23,0
512,H5,es,A5_embedding,archive_report-h5-es-1,3,1,1,1,23,0
512,H5,fr,A5_embedding,archive_report-h5-fr-1,7,1,0,0,23,0
512,H0,en,A5_embedding,purge_archive-h0-en-1,1,1,1,1,23,1
512,H1,en,A5_embedding,purge_archive-h1-en-1,1,1,1,1,23,1
512,H2,en,A5_embedding,purge_archive-h2-en-1,2,1,1,1,23,0
512,H3,en,A5_embedding,purge_archive-h3-en-1,1,1,1,1,23,1
512,H4,en,A5_embedding,purge_archive-h4-en-1,1,1,1,1,23,1
512,H5,pt,A5_embedding,purge_archive-h5-pt-1,7,1,0,0,23,0
512,H5,es,A5_embedding,purge_archive-h5-es-1,3,1,1,1,23,0
512,H5,fr,A5_embedding,purge_archive-h5-fr-1,2,1,1,1,23,0
512,H0,en,A6_auto_hybrid,search_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,search_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,search_user-h2-en-1,1,1,1,1,23,1
512,H3,en,A6_auto_hybrid,search_user-h3-en-1,1,1,1,1,23,1
512,H4,en,A6_auto_hybrid,search_user-h4-en-1,26,0,0,0,23,0
512,H5,pt,A6_auto_hybrid,search_user-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,search_user-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,search_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,get_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,get_user-h1-en-1,2,1,1,1,23,0
512,H2,en,A6_auto_hybrid,get_user-h2-en-1,1,1,1,1,23,1
512,H3,en,A6_auto_hybrid,get_user-h3-en-1,263,0,0,0,23,0
512,H4,en,A6_auto_hybrid,get_user-h4-en-1,8,1,0,0,23,0
512,H5,pt,A6_auto_hybrid,get_user-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,get_user-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,get_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,validate_user-h0-en-1,3,1,1,1,23,0
512,H1,en,A6_auto_hybrid,validate_user-h1-en-1,2,1,1,1,23,0
512,H2,en,A6_auto_hybrid,validate_user-h2-en-1,12,0,0,0,23,0
512,H3,en,A6_auto_hybrid,validate_user-h3-en-1,1,1,1,1,23,1
512,H4,en,A6_auto_hybrid,validate_user-h4-en-1,24,0,0,0,23,0
512,H5,pt,A6_auto_hybrid,validate_user-h5-pt-1,2,1,1,1,23,0
512,H5,es,A6_auto_hybrid,validate_user-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,validate_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,update_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,update_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,update_user-h2-en-1,9,1,0,0,23,0
512,H3,en,A6_auto_hybrid,update_user-h3-en-1,4,1,0,1,23,0
512,H4,en,A6_auto_hybrid,update_user-h4-en-1,5,1,0,1,23,0
512,H5,pt,A6_auto_hybrid,update_user-h5-pt-1,6,1,0,0,23,0
512,H5,es,A6_auto_hybrid,update_user-h5-es-1,5,1,0,1,23,0
512,H5,fr,A6_auto_hybrid,update_user-h5-fr-1,8,1,0,0,23,0
512,H0,en,A6_auto_hybrid,notify_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,notify_user-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,notify_user-h2-en-1,18,0,0,0,23,0
512,H3,en,A6_auto_hybrid,notify_user-h3-en-1,66,0,0,0,23,0
512,H4,en,A6_auto_hybrid,notify_user-h4-en-1,9,1,0,0,23,0
512,H5,pt,A6_auto_hybrid,notify_user-h5-pt-1,3,1,1,1,23,0
512,H5,es,A6_auto_hybrid,notify_user-h5-es-1,3,1,1,1,23,0
512,H5,fr,A6_auto_hybrid,notify_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,delete_user-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,delete_user-h1-en-1,4,1,0,1,23,0
512,H2,en,A6_auto_hybrid,delete_user-h2-en-1,82,0,0,0,23,0
512,H3,en,A6_auto_hybrid,delete_user-h3-en-1,284,0,0,0,23,0
512,H4,en,A6_auto_hybrid,delete_user-h4-en-1,135,0,0,0,23,0
512,H5,pt,A6_auto_hybrid,delete_user-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,delete_user-h5-es-1,8,1,0,0,23,0
512,H5,fr,A6_auto_hybrid,delete_user-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,search_document-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,search_document-h1-en-1,7,1,0,0,23,0
512,H2,en,A6_auto_hybrid,search_document-h2-en-1,4,1,0,1,23,0
512,H3,en,A6_auto_hybrid,search_document-h3-en-1,18,0,0,0,23,0
512,H4,en,A6_auto_hybrid,search_document-h4-en-1,1,1,1,1,23,1
512,H5,pt,A6_auto_hybrid,search_document-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,search_document-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,search_document-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,read_document-h0-en-1,70,0,0,0,23,0
512,H1,en,A6_auto_hybrid,read_document-h1-en-1,5,1,0,1,23,0
512,H2,en,A6_auto_hybrid,read_document-h2-en-1,12,0,0,0,23,0
512,H3,en,A6_auto_hybrid,read_document-h3-en-1,277,0,0,0,23,0
512,H4,en,A6_auto_hybrid,read_document-h4-en-1,4,1,0,1,23,0
512,H5,pt,A6_auto_hybrid,read_document-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,read_document-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,read_document-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,extract_metadata-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,extract_metadata-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,extract_metadata-h2-en-1,7,1,0,0,23,0
512,H3,en,A6_auto_hybrid,extract_metadata-h3-en-1,3,1,1,1,23,0
512,H4,en,A6_auto_hybrid,extract_metadata-h4-en-1,58,0,0,0,23,0
512,H5,pt,A6_auto_hybrid,extract_metadata-h5-pt-1,3,1,1,1,23,0
512,H5,es,A6_auto_hybrid,extract_metadata-h5-es-1,3,1,1,1,23,0
512,H5,fr,A6_auto_hybrid,extract_metadata-h5-fr-1,3,1,1,1,23,0
512,H0,en,A6_auto_hybrid,update_document-h0-en-1,2,1,1,1,23,0
512,H1,en,A6_auto_hybrid,update_document-h1-en-1,230,0,0,0,23,0
512,H2,en,A6_auto_hybrid,update_document-h2-en-1,312,0,0,0,23,0
512,H3,en,A6_auto_hybrid,update_document-h3-en-1,72,0,0,0,23,0
512,H4,en,A6_auto_hybrid,update_document-h4-en-1,14,0,0,0,23,0
512,H5,pt,A6_auto_hybrid,update_document-h5-pt-1,4,1,0,1,23,0
512,H5,es,A6_auto_hybrid,update_document-h5-es-1,5,1,0,1,23,0
512,H5,fr,A6_auto_hybrid,update_document-h5-fr-1,4,1,0,1,23,0
512,H0,en,A6_auto_hybrid,export_document-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,export_document-h1-en-1,2,1,1,1,23,0
512,H2,en,A6_auto_hybrid,export_document-h2-en-1,1,1,1,1,23,1
512,H3,en,A6_auto_hybrid,export_document-h3-en-1,42,0,0,0,23,0
512,H4,en,A6_auto_hybrid,export_document-h4-en-1,2,1,1,1,23,0
512,H5,pt,A6_auto_hybrid,export_document-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,export_document-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,export_document-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,search_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,search_repository-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,search_repository-h2-en-1,2,1,1,1,23,0
512,H3,en,A6_auto_hybrid,search_repository-h3-en-1,1,1,1,1,23,1
512,H4,en,A6_auto_hybrid,search_repository-h4-en-1,1,1,1,1,23,1
512,H5,pt,A6_auto_hybrid,search_repository-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,search_repository-h5-es-1,2,1,1,1,23,0
512,H5,fr,A6_auto_hybrid,search_repository-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,get_repository-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,get_repository-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,get_repository-h2-en-1,1,1,1,1,23,1
512,H3,en,A6_auto_hybrid,get_repository-h3-en-1,26,0,0,0,23,0
512,H4,en,A6_auto_hybrid,get_repository-h4-en-1,5,1,0,1,23,0
512,H5,pt,A6_auto_hybrid,get_repository-h5-pt-1,1,1,1,1,23,1
512,H5,es,A6_auto_hybrid,get_repository-h5-es-1,1,1,1,1,23,1
512,H5,fr,A6_auto_hybrid,get_repository-h5-fr-1,1,1,1,1,23,1
512,H0,en,A6_auto_hybrid,create_issue-h0-en-1,1,1,1,1,23,1
512,H1,en,A6_auto_hybrid,create_issue-h1-en-1,1,1,1,1,23,1
512,H2,en,A6_auto_hybrid,create_issue-h2-en-1,1,1,1,1,23,1
512,H3,en,A6_auto_hybrid,create_issue-h3-en-1,1,1,1,1,23,1
512,H4,en,A6_auto_hybrid,create_issue-h4-en-1,1,1,1,1,23,1
512,H5,pt,A6_auto_hybrid,create_issue-h5-pt-1,1,1,1,1,23,1
