stage,dataset,policy,root_channel,successor_channel,examples,N,E,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta,K_root,K_total,search_cost,search_comparisons,token_span_operations,pareto
root_successor,2wikimultihopqa,approx->bm25_state,approx,bm25_state,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.08950617283950618,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.7455632716049383,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,approx->exact_new_address,approx,exact_new_address,18,42.388888888888886,5.444444444444445,4.0,0.6111111111111112,0.08256172839506173,0.1527777777777778,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.7091049382716049,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,approx->hybrid_state,approx,hybrid_state,18,42.388888888888886,5.444444444444445,4.0,0.5555555555555556,0.07561728395061729,0.1388888888888889,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.6344521604938271,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,approx->native_semantic,approx,native_semantic,18,42.388888888888886,5.444444444444445,4.0,0.7222222222222222,0.10833333333333334,0.18055555555555555,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9215277777777777,2.0,4.0,127.16666666666667,127.16666666666667,21725.555555555555,0
root_successor,2wikimultihopqa,bm25->bm25_state,bm25,bm25_state,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.09907407407407406,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9050925925925927,2.0,4.0,127.16666666666667,127.16666666666667,107006.05555555556,0
root_successor,2wikimultihopqa,bm25->exact_new_address,bm25,exact_new_address,18,42.388888888888886,5.444444444444445,4.0,0.5,0.0763888888888889,0.125,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.7465277777777778,2.0,4.0,127.16666666666667,127.16666666666667,107006.05555555556,0
root_successor,2wikimultihopqa,bm25->hybrid_state,bm25,hybrid_state,18,42.388888888888886,5.444444444444445,4.0,0.5,0.06944444444444445,0.125,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.5729166666666666,2.0,4.0,127.16666666666667,127.16666666666667,107006.05555555556,0
root_successor,2wikimultihopqa,bm25->native_semantic,bm25,native_semantic,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.10416666666666667,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9461805555555556,2.0,4.0,127.16666666666667,127.16666666666667,21725.555555555555,0
root_successor,2wikimultihopqa,exact->bm25_state,exact,bm25_state,18,42.388888888888886,5.444444444444445,4.0,0.7222222222222222,0.09876543209876543,0.18055555555555555,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.8497299382716049,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,exact->exact_new_address,exact,exact_new_address,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.11959876543209876,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,1.2073688271604939,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,exact->hybrid_state,exact,hybrid_state,18,42.388888888888886,5.444444444444445,4.0,0.6111111111111112,0.10570987654320987,0.1527777777777778,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9868827160493827,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,exact->native_semantic,exact,native_semantic,18,42.388888888888886,5.444444444444445,4.0,0.9444444444444444,0.14768518518518517,0.2361111111111111,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,1.3746527777777777,2.0,4.0,127.16666666666667,127.16666666666667,21725.555555555555,1
root_successor,2wikimultihopqa,gist->bm25_state,gist,bm25_state,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.09027777777777778,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.6770833333333334,2.0,4.0,127.16666666666667,127.16666666666667,85987.55555555556,0
root_successor,2wikimultihopqa,gist->exact_new_address,gist,exact_new_address,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.08950617283950618,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.7056327160493827,2.0,4.0,127.16666666666667,127.16666666666667,85987.55555555556,0
root_successor,2wikimultihopqa,gist->hybrid_state,gist,hybrid_state,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.11805555555555555,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,1.0729166666666667,2.0,4.0,127.16666666666667,127.16666666666667,85987.55555555556,0
root_successor,2wikimultihopqa,gist->native_semantic,gist,native_semantic,18,42.388888888888886,5.444444444444445,4.0,0.6666666666666666,0.1087962962962963,0.16666666666666666,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9403935185185185,2.0,4.0,127.16666666666667,127.16666666666667,0.0,0
root_successor,2wikimultihopqa,hybrid->bm25_state,hybrid,bm25_state,18,42.388888888888886,5.444444444444445,4.0,0.7222222222222222,0.09876543209876543,0.18055555555555555,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.8497299382716049,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,hybrid->exact_new_address,hybrid,exact_new_address,18,42.388888888888886,5.444444444444445,4.0,0.6111111111111112,0.11265432098765432,0.1527777777777778,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,1.1552854938271606,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,hybrid->hybrid_state,hybrid,hybrid_state,18,42.388888888888886,5.444444444444445,4.0,0.6111111111111112,0.10570987654320987,0.1527777777777778,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,0.9868827160493827,2.0,4.0,127.16666666666667,127.16666666666667,107713.11111111111,0
root_successor,2wikimultihopqa,hybrid->native_semantic,hybrid,native_semantic,18,42.388888888888886,5.444444444444445,4.0,0.7777777777777778,0.11990740740740741,0.19444444444444445,0.0,0.10188334447811404,0.9006172839506174,0.898116655521886,1.0725694444444445,2.0,4.0,127.16666666666667,127.16666666666667,21725.555555555555,0
root_successor,hotpotqa,approx->bm25_state,approx,bm25_state,16,50.125,4.6875,4.0,0.25,0.0625,0.0625,0.0,0.08832048041809042,0.8964285714285715,0.9116795195819096,0.91796875,2.0,4.0,150.375,150.375,134401.0,0
