stage,split,dataset,example_id,policy,root_method,successor_method,root_channel,successor_channel,K_root,K_total,search_cost,search_comparisons,token_span_operations,N,E,K,recovered,R_E,P_E,C_E,K_over_N,K_over_E,rho,eta,root_R_E,root_P_E,root_C_E,root_K_over_N
root,validation,hotpotqa,5a8cefc155429941ae14df55,gist,gist,,gist,,2,2,60,60,0,60,5,2,0,0.0,0.0,0,0.03333333333333333,0.4,0.9666666666666667,0.0,,,,
root,validation,hotpotqa,5a8cefc155429941ae14df55,exact,exact,,exact,,2,2,60,60,37800,60,5,2,0,0.0,0.0,0,0.03333333333333333,0.4,0.9666666666666667,0.0,,,,
root,validation,hotpotqa,5a8cefc155429941ae14df55,bm25,bm25,,bm25,,2,2,60,60,37800,60,5,2,0,0.0,0.0,0,0.03333333333333333,0.4,0.9666666666666667,0.0,,,,
root,validation,hotpotqa,5a8cefc155429941ae14df55,approx,approx,,approx,,2,2,60,60,37800,60,5,2,0,0.0,0.0,0,0.03333333333333333,0.4,0.9666666666666667,0.0,,,,
root,validation,hotpotqa,5a8cefc155429941ae14df55,hybrid,hybrid,,hybrid,,2,2,60,60,37800,60,5,2,0,0.0,0.0,0,0.03333333333333333,0.4,0.9666666666666667,0.0,,,,
root,validation,hotpotqa,5ac4f8705542995c82c4ad8d,gist,gist,,gist,,2,2,65,65,0,65,5,2,0,0.0,0.0,0,0.03076923076923077,0.4,0.9692307692307692,0.0,,,,
root,validation,hotpotqa,5ac4f8705542995c82c4ad8d,exact,exact,,exact,,2,2,65,65,49464,65,5,2,0,0.0,0.0,0,0.03076923076923077,0.4,0.9692307692307692,0.0,,,,
root,validation,hotpotqa,5ac4f8705542995c82c4ad8d,bm25,bm25,,bm25,,2,2,65,65,49464,65,5,2,0,0.0,0.0,0,0.03076923076923077,0.4,0.9692307692307692,0.0,,,,
root,validation,hotpotqa,5ac4f8705542995c82c4ad8d,approx,approx,,approx,,2,2,65,65,49464,65,5,2,0,0.0,0.0,0,0.03076923076923077,0.4,0.9692307692307692,0.0,,,,
root,validation,hotpotqa,5ac4f8705542995c82c4ad8d,hybrid,hybrid,,hybrid,,2,2,65,65,49464,65,5,2,0,0.0,0.0,0,0.03076923076923077,0.4,0.9692307692307692,0.0,,,,
root,validation,hotpotqa,5ae4be5c5542995ad6573e3a,gist,gist,,gist,,2,2,43,43,0,43,6,2,0,0.0,0.0,0,0.046511627906976744,0.3333333333333333,0.9534883720930233,0.0,,,,
root,validation,hotpotqa,5ae4be5c5542995ad6573e3a,exact,exact,,exact,,2,2,43,43,10824,43,6,2,0,0.0,0.0,0,0.046511627906976744,0.3333333333333333,0.9534883720930233,0.0,,,,
root,validation,hotpotqa,5ae4be5c5542995ad6573e3a,bm25,bm25,,bm25,,2,2,43,43,10824,43,6,2,0,0.0,0.0,0,0.046511627906976744,0.3333333333333333,0.9534883720930233,0.0,,,,
root,validation,hotpotqa,5ae4be5c5542995ad6573e3a,approx,approx,,approx,,2,2,43,43,10824,43,6,2,0,0.0,0.0,0,0.046511627906976744,0.3333333333333333,0.9534883720930233,0.0,,,,
root,validation,hotpotqa,5ae4be5c5542995ad6573e3a,hybrid,hybrid,,hybrid,,2,2,43,43,10824,43,6,2,0,0.0,0.0,0,0.046511627906976744,0.3333333333333333,0.9534883720930233,0.0,,,,
root,validation,hotpotqa,5abcd77755429965836004ce,gist,gist,,gist,,2,2,61,61,0,61,4,2,0,0.0,0.0,0,0.03278688524590164,0.5,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5abcd77755429965836004ce,exact,exact,,exact,,2,2,61,61,54516,61,4,2,0,0.0,0.0,0,0.03278688524590164,0.5,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5abcd77755429965836004ce,bm25,bm25,,bm25,,2,2,61,61,54516,61,4,2,0,0.0,0.0,0,0.03278688524590164,0.5,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5abcd77755429965836004ce,approx,approx,,approx,,2,2,61,61,54516,61,4,2,0,0.0,0.0,0,0.03278688524590164,0.5,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5abcd77755429965836004ce,hybrid,hybrid,,hybrid,,2,2,61,61,54516,61,4,2,0,0.0,0.0,0,0.03278688524590164,0.5,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5ae0d5335542990adbacf674,gist,gist,,gist,,2,2,46,46,0,46,4,2,0,0.0,0.0,0,0.043478260869565216,0.5,0.9565217391304348,0.0,,,,
root,validation,hotpotqa,5ae0d5335542990adbacf674,exact,exact,,exact,,2,2,46,46,18954,46,4,2,0,0.0,0.0,0,0.043478260869565216,0.5,0.9565217391304348,0.0,,,,
root,validation,hotpotqa,5ae0d5335542990adbacf674,bm25,bm25,,bm25,,2,2,46,46,18954,46,4,2,0,0.0,0.0,0,0.043478260869565216,0.5,0.9565217391304348,0.0,,,,
root,validation,hotpotqa,5ae0d5335542990adbacf674,approx,approx,,approx,,2,2,46,46,18954,46,4,2,0,0.0,0.0,0,0.043478260869565216,0.5,0.9565217391304348,0.0,,,,
root,validation,hotpotqa,5ae0d5335542990adbacf674,hybrid,hybrid,,hybrid,,2,2,46,46,18954,46,4,2,0,0.0,0.0,0,0.043478260869565216,0.5,0.9565217391304348,0.0,,,,
root,validation,hotpotqa,5a8a1a975542992e4fca8505,gist,gist,,gist,,2,2,38,38,0,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,validation,hotpotqa,5a8a1a975542992e4fca8505,exact,exact,,exact,,2,2,38,38,21744,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,validation,hotpotqa,5a8a1a975542992e4fca8505,bm25,bm25,,bm25,,2,2,38,38,21744,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,validation,hotpotqa,5a8a1a975542992e4fca8505,approx,approx,,approx,,2,2,38,38,21744,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,validation,hotpotqa,5a8a1a975542992e4fca8505,hybrid,hybrid,,hybrid,,2,2,38,38,21744,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,validation,hotpotqa,5adf5cd25542992d7e9f9320,gist,gist,,gist,,2,2,45,45,0,45,7,2,0,0.0,0.0,0,0.044444444444444446,0.2857142857142857,0.9555555555555556,0.0,,,,
root,validation,hotpotqa,5adf5cd25542992d7e9f9320,exact,exact,,exact,,2,2,45,45,36998,45,7,2,2,0.2857142857142857,1.0,0,0.044444444444444446,0.2857142857142857,0.9555555555555556,6.428571428571428,,,,
root,validation,hotpotqa,5adf5cd25542992d7e9f9320,bm25,bm25,,bm25,,2,2,45,45,36998,45,7,2,0,0.0,0.0,0,0.044444444444444446,0.2857142857142857,0.9555555555555556,0.0,,,,
root,validation,hotpotqa,5adf5cd25542992d7e9f9320,approx,approx,,approx,,2,2,45,45,36998,45,7,2,2,0.2857142857142857,1.0,0,0.044444444444444446,0.2857142857142857,0.9555555555555556,6.428571428571428,,,,
root,validation,hotpotqa,5adf5cd25542992d7e9f9320,hybrid,hybrid,,hybrid,,2,2,45,45,36998,45,7,2,1,0.14285714285714285,0.5,0,0.044444444444444446,0.2857142857142857,0.9555555555555556,3.214285714285714,,,,
root,validation,hotpotqa,5a7415cf55429979e28828a6,gist,gist,,gist,,2,2,61,61,0,61,8,2,2,0.25,1.0,0,0.03278688524590164,0.25,0.9672131147540983,7.625,,,,
root,validation,hotpotqa,5a7415cf55429979e28828a6,exact,exact,,exact,,2,2,61,61,66028,61,8,2,0,0.0,0.0,0,0.03278688524590164,0.25,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5a7415cf55429979e28828a6,bm25,bm25,,bm25,,2,2,61,61,66028,61,8,2,1,0.125,0.5,0,0.03278688524590164,0.25,0.9672131147540983,3.8125,,,,
root,validation,hotpotqa,5a7415cf55429979e28828a6,approx,approx,,approx,,2,2,61,61,66028,61,8,2,0,0.0,0.0,0,0.03278688524590164,0.25,0.9672131147540983,0.0,,,,
root,validation,hotpotqa,5a7415cf55429979e28828a6,hybrid,hybrid,,hybrid,,2,2,61,61,66028,61,8,2,0,0.0,0.0,0,0.03278688524590164,0.25,0.9672131147540983,0.0,,,,
root,validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,gist,gist,,gist,,2,2,167,167,0,167,8,2,0,0.0,0.0,0,0.011976047904191617,0.25,0.9880239520958084,0.0,,,,
root,validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,exact,exact,,exact,,2,2,167,167,74732,167,8,2,1,0.125,0.5,0,0.011976047904191617,0.25,0.9880239520958084,10.4375,,,,
root,validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,bm25,bm25,,bm25,,2,2,167,167,74732,167,8,2,0,0.0,0.0,0,0.011976047904191617,0.25,0.9880239520958084,0.0,,,,
root,validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,approx,approx,,approx,,2,2,167,167,74732,167,8,2,0,0.0,0.0,0,0.011976047904191617,0.25,0.9880239520958084,0.0,,,,
root,validation,qasper,1603.01514:111afb77cfbf4c98e0458606378fa63a0e965e36,hybrid,hybrid,,hybrid,,2,2,167,167,74732,167,8,2,0,0.0,0.0,0,0.011976047904191617,0.25,0.9880239520958084,0.0,,,,
root,validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,gist,gist,,gist,,2,2,182,182,0,182,10,2,0,0.0,0.0,0,0.01098901098901099,0.2,0.989010989010989,0.0,,,,
root,validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,exact,exact,,exact,,2,2,182,182,110523,182,10,2,1,0.1,0.5,0,0.01098901098901099,0.2,0.989010989010989,9.1,,,,
root,validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,bm25,bm25,,bm25,,2,2,182,182,110523,182,10,2,1,0.1,0.5,0,0.01098901098901099,0.2,0.989010989010989,9.1,,,,
root,validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,approx,approx,,approx,,2,2,182,182,110523,182,10,2,1,0.1,0.5,0,0.01098901098901099,0.2,0.989010989010989,9.1,,,,
root,validation,qasper,1809.03449:52f9cd05d8312ae3c7a43689804bac63f7cac34b,hybrid,hybrid,,hybrid,,2,2,182,182,110523,182,10,2,1,0.1,0.5,0,0.01098901098901099,0.2,0.989010989010989,9.1,,,,
root,validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,gist,gist,,gist,,2,2,180,180,0,180,9,2,0,0.0,0.0,0,0.011111111111111112,0.2222222222222222,0.9888888888888889,0.0,,,,
root,validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,exact,exact,,exact,,2,2,180,180,57510,180,9,2,1,0.1111111111111111,0.5,0,0.011111111111111112,0.2222222222222222,0.9888888888888889,9.999999999999998,,,,
root,validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,bm25,bm25,,bm25,,2,2,180,180,57510,180,9,2,0,0.0,0.0,0,0.011111111111111112,0.2222222222222222,0.9888888888888889,0.0,,,,
root,validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,approx,approx,,approx,,2,2,180,180,57510,180,9,2,0,0.0,0.0,0,0.011111111111111112,0.2222222222222222,0.9888888888888889,0.0,,,,
root,validation,qasper,1909.03405:7b4fb6da74e6bd1baea556788a02969134cf0800,hybrid,hybrid,,hybrid,,2,2,180,180,57510,180,9,2,0,0.0,0.0,0,0.011111111111111112,0.2222222222222222,0.9888888888888889,0.0,,,,
root,validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,gist,gist,,gist,,2,2,122,122,0,122,5,2,0,0.0,0.0,0,0.01639344262295082,0.4,0.9836065573770492,0.0,,,,
root,validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,exact,exact,,exact,,2,2,122,122,39000,122,5,2,1,0.2,0.5,0,0.01639344262295082,0.4,0.9836065573770492,12.2,,,,
root,validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,bm25,bm25,,bm25,,2,2,122,122,39000,122,5,2,0,0.0,0.0,0,0.01639344262295082,0.4,0.9836065573770492,0.0,,,,
root,validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,approx,approx,,approx,,2,2,122,122,39000,122,5,2,0,0.0,0.0,0,0.01639344262295082,0.4,0.9836065573770492,0.0,,,,
root,validation,qasper,1802.08636:f03112b868b658c954db62fc64430bebbaa7d9e0,hybrid,hybrid,,hybrid,,2,2,122,122,39000,122,5,2,0,0.0,0.0,0,0.01639344262295082,0.4,0.9836065573770492,0.0,,,,
root,validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,gist,gist,,gist,,2,2,137,137,0,137,3,2,0,0.0,0.0,0,0.014598540145985401,0.6666666666666666,0.9854014598540146,0.0,,,,
root,validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,exact,exact,,exact,,2,2,137,137,26274,137,3,2,2,0.6666666666666666,1.0,0,0.014598540145985401,0.6666666666666666,0.9854014598540146,45.666666666666664,,,,
root,validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,bm25,bm25,,bm25,,2,2,137,137,26274,137,3,2,0,0.0,0.0,0,0.014598540145985401,0.6666666666666666,0.9854014598540146,0.0,,,,
root,validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,approx,approx,,approx,,2,2,137,137,26274,137,3,2,0,0.0,0.0,0,0.014598540145985401,0.6666666666666666,0.9854014598540146,0.0,,,,
root,validation,qasper,1809.00540:a99fdd34422f4231442c220c97eafc26c76508dd,hybrid,hybrid,,hybrid,,2,2,137,137,26274,137,3,2,0,0.0,0.0,0,0.014598540145985401,0.6666666666666666,0.9854014598540146,0.0,,,,
root,validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,gist,gist,,gist,,2,2,132,132,0,132,10,2,0,0.0,0.0,0,0.015151515151515152,0.2,0.9848484848484849,0.0,,,,
root,validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,exact,exact,,exact,,2,2,132,132,46277,132,10,2,2,0.2,1.0,0,0.015151515151515152,0.2,0.9848484848484849,13.200000000000001,,,,
root,validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,bm25,bm25,,bm25,,2,2,132,132,46277,132,10,2,0,0.0,0.0,0,0.015151515151515152,0.2,0.9848484848484849,0.0,,,,
root,validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,approx,approx,,approx,,2,2,132,132,46277,132,10,2,0,0.0,0.0,0,0.015151515151515152,0.2,0.9848484848484849,0.0,,,,
root,validation,qasper,1810.08699:1f085b9bb7bfd0d6c8cba1a9d73f08fcf2da7590,hybrid,hybrid,,hybrid,,2,2,132,132,46277,132,10,2,0,0.0,0.0,0,0.015151515151515152,0.2,0.9848484848484849,0.0,,,,
root,validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,gist,gist,,gist,,2,2,104,104,0,104,1,2,1,1.0,0.5,1,0.019230769230769232,2.0,0.9807692307692307,52.0,,,,
root,validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,exact,exact,,exact,,2,2,104,104,29871,104,1,2,1,1.0,0.5,1,0.019230769230769232,2.0,0.9807692307692307,52.0,,,,
root,validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,bm25,bm25,,bm25,,2,2,104,104,29871,104,1,2,0,0.0,0.0,0,0.019230769230769232,2.0,0.9807692307692307,0.0,,,,
root,validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,approx,approx,,approx,,2,2,104,104,29871,104,1,2,0,0.0,0.0,0,0.019230769230769232,2.0,0.9807692307692307,0.0,,,,
root,validation,qasper,1907.09369:fd2c6c26fd0ab3c10aae4f2550c5391576a77491,hybrid,hybrid,,hybrid,,2,2,104,104,29871,104,1,2,0,0.0,0.0,0,0.019230769230769232,2.0,0.9807692307692307,0.0,,,,
root,validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,gist,gist,,gist,,2,2,191,191,0,191,7,2,0,0.0,0.0,0,0.010471204188481676,0.2857142857142857,0.9895287958115183,0.0,,,,
root,validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,exact,exact,,exact,,2,2,191,191,36486,191,7,2,1,0.14285714285714285,0.5,0,0.010471204188481676,0.2857142857142857,0.9895287958115183,13.64285714285714,,,,
root,validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,bm25,bm25,,bm25,,2,2,191,191,36486,191,7,2,0,0.0,0.0,0,0.010471204188481676,0.2857142857142857,0.9895287958115183,0.0,,,,
root,validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,approx,approx,,approx,,2,2,191,191,36486,191,7,2,0,0.0,0.0,0,0.010471204188481676,0.2857142857142857,0.9895287958115183,0.0,,,,
root,validation,qasper,1804.07789:cb6a8c642575d3577d1840ca2f4cd2cc2c3397c5,hybrid,hybrid,,hybrid,,2,2,191,191,36486,191,7,2,0,0.0,0.0,0,0.010471204188481676,0.2857142857142857,0.9895287958115183,0.0,,,,
root,test,hotpotqa,5adc3aff5542996e685252eb,gist,gist,,gist,,2,2,39,39,0,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5adc3aff5542996e685252eb,exact,exact,,exact,,2,2,39,39,21906,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5adc3aff5542996e685252eb,bm25,bm25,,bm25,,2,2,39,39,21906,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5adc3aff5542996e685252eb,approx,approx,,approx,,2,2,39,39,21906,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5adc3aff5542996e685252eb,hybrid,hybrid,,hybrid,,2,2,39,39,21906,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5ab56db7554299494045efc6,gist,gist,,gist,,2,2,40,40,0,40,4,2,0,0.0,0.0,0,0.05,0.5,0.95,0.0,,,,
root,test,hotpotqa,5ab56db7554299494045efc6,exact,exact,,exact,,2,2,40,40,26691,40,4,2,2,0.5,1.0,0,0.05,0.5,0.95,10.0,,,,
root,test,hotpotqa,5ab56db7554299494045efc6,bm25,bm25,,bm25,,2,2,40,40,26691,40,4,2,0,0.0,0.0,0,0.05,0.5,0.95,0.0,,,,
root,test,hotpotqa,5ab56db7554299494045efc6,approx,approx,,approx,,2,2,40,40,26691,40,4,2,1,0.25,0.5,0,0.05,0.5,0.95,5.0,,,,
root,test,hotpotqa,5ab56db7554299494045efc6,hybrid,hybrid,,hybrid,,2,2,40,40,26691,40,4,2,1,0.25,0.5,0,0.05,0.5,0.95,5.0,,,,
root,test,hotpotqa,5ab2b863554299295394685a,gist,gist,,gist,,2,2,48,48,0,48,3,2,0,0.0,0.0,0,0.041666666666666664,0.6666666666666666,0.9583333333333334,0.0,,,,
root,test,hotpotqa,5ab2b863554299295394685a,exact,exact,,exact,,2,2,48,48,30580,48,3,2,0,0.0,0.0,0,0.041666666666666664,0.6666666666666666,0.9583333333333334,0.0,,,,
root,test,hotpotqa,5ab2b863554299295394685a,bm25,bm25,,bm25,,2,2,48,48,30580,48,3,2,0,0.0,0.0,0,0.041666666666666664,0.6666666666666666,0.9583333333333334,0.0,,,,
root,test,hotpotqa,5ab2b863554299295394685a,approx,approx,,approx,,2,2,48,48,30580,48,3,2,0,0.0,0.0,0,0.041666666666666664,0.6666666666666666,0.9583333333333334,0.0,,,,
root,test,hotpotqa,5ab2b863554299295394685a,hybrid,hybrid,,hybrid,,2,2,48,48,30580,48,3,2,0,0.0,0.0,0,0.041666666666666664,0.6666666666666666,0.9583333333333334,0.0,,,,
root,test,hotpotqa,5a710a915542994082a3e504,gist,gist,,gist,,2,2,36,36,0,36,4,2,0,0.0,0.0,0,0.05555555555555555,0.5,0.9444444444444444,0.0,,,,
root,test,hotpotqa,5a710a915542994082a3e504,exact,exact,,exact,,2,2,36,36,27648,36,4,2,0,0.0,0.0,0,0.05555555555555555,0.5,0.9444444444444444,0.0,,,,
root,test,hotpotqa,5a710a915542994082a3e504,bm25,bm25,,bm25,,2,2,36,36,27648,36,4,2,0,0.0,0.0,0,0.05555555555555555,0.5,0.9444444444444444,0.0,,,,
root,test,hotpotqa,5a710a915542994082a3e504,approx,approx,,approx,,2,2,36,36,27648,36,4,2,0,0.0,0.0,0,0.05555555555555555,0.5,0.9444444444444444,0.0,,,,
root,test,hotpotqa,5a710a915542994082a3e504,hybrid,hybrid,,hybrid,,2,2,36,36,27648,36,4,2,0,0.0,0.0,0,0.05555555555555555,0.5,0.9444444444444444,0.0,,,,
root,test,hotpotqa,5adc93a4554299438c868e01,gist,gist,,gist,,2,2,38,38,0,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,test,hotpotqa,5adc93a4554299438c868e01,exact,exact,,exact,,2,2,38,38,19152,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,test,hotpotqa,5adc93a4554299438c868e01,bm25,bm25,,bm25,,2,2,38,38,19152,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,test,hotpotqa,5adc93a4554299438c868e01,approx,approx,,approx,,2,2,38,38,19152,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,test,hotpotqa,5adc93a4554299438c868e01,hybrid,hybrid,,hybrid,,2,2,38,38,19152,38,5,2,0,0.0,0.0,0,0.05263157894736842,0.4,0.9473684210526316,0.0,,,,
root,test,hotpotqa,5ab7f97a5542991d322237ef,gist,gist,,gist,,2,2,126,126,0,126,4,2,1,0.25,0.5,0,0.015873015873015872,0.5,0.9841269841269842,15.75,,,,
root,test,hotpotqa,5ab7f97a5542991d322237ef,exact,exact,,exact,,2,2,126,126,40310,126,4,2,1,0.25,0.5,0,0.015873015873015872,0.5,0.9841269841269842,15.75,,,,
root,test,hotpotqa,5ab7f97a5542991d322237ef,bm25,bm25,,bm25,,2,2,126,126,40310,126,4,2,1,0.25,0.5,0,0.015873015873015872,0.5,0.9841269841269842,15.75,,,,
root,test,hotpotqa,5ab7f97a5542991d322237ef,approx,approx,,approx,,2,2,126,126,40310,126,4,2,0,0.0,0.0,0,0.015873015873015872,0.5,0.9841269841269842,0.0,,,,
root,test,hotpotqa,5ab7f97a5542991d322237ef,hybrid,hybrid,,hybrid,,2,2,126,126,40310,126,4,2,1,0.25,0.5,0,0.015873015873015872,0.5,0.9841269841269842,15.75,,,,
root,test,hotpotqa,5a8888e35542997e5c09a5f6,gist,gist,,gist,,2,2,39,39,0,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5a8888e35542997e5c09a5f6,exact,exact,,exact,,2,2,39,39,14808,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5a8888e35542997e5c09a5f6,bm25,bm25,,bm25,,2,2,39,39,14808,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5a8888e35542997e5c09a5f6,approx,approx,,approx,,2,2,39,39,14808,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5a8888e35542997e5c09a5f6,hybrid,hybrid,,hybrid,,2,2,39,39,14808,39,4,2,0,0.0,0.0,0,0.05128205128205128,0.5,0.9487179487179487,0.0,,,,
root,test,hotpotqa,5a8c8502554299585d9e36d0,gist,gist,,gist,,2,2,55,55,0,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
root,test,hotpotqa,5a8c8502554299585d9e36d0,exact,exact,,exact,,2,2,55,55,31302,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
root,test,hotpotqa,5a8c8502554299585d9e36d0,bm25,bm25,,bm25,,2,2,55,55,31302,55,5,2,1,0.2,0.5,0,0.03636363636363636,0.4,0.9636363636363636,5.500000000000001,,,,
root,test,hotpotqa,5a8c8502554299585d9e36d0,approx,approx,,approx,,2,2,55,55,31302,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
root,test,hotpotqa,5a8c8502554299585d9e36d0,hybrid,hybrid,,hybrid,,2,2,55,55,31302,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
root,test,hotpotqa,5a84c4bb5542991dd0999dec,gist,gist,,gist,,2,2,47,47,0,47,7,2,1,0.14285714285714285,0.5,0,0.0425531914893617,0.2857142857142857,0.9574468085106383,3.357142857142857,,,,
root,test,hotpotqa,5a84c4bb5542991dd0999dec,exact,exact,,exact,,2,2,47,47,31017,47,7,2,0,0.0,0.0,0,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.0,,,,
root,test,hotpotqa,5a84c4bb5542991dd0999dec,bm25,bm25,,bm25,,2,2,47,47,31017,47,7,2,0,0.0,0.0,0,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.0,,,,
root,test,hotpotqa,5a84c4bb5542991dd0999dec,approx,approx,,approx,,2,2,47,47,31017,47,7,2,0,0.0,0.0,0,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.0,,,,
root,test,hotpotqa,5a84c4bb5542991dd0999dec,hybrid,hybrid,,hybrid,,2,2,47,47,31017,47,7,2,0,0.0,0.0,0,0.0425531914893617,0.2857142857142857,0.9574468085106383,0.0,,,,
root,test,hotpotqa,5abbd4035542993f40c73bcb,gist,gist,,gist,,2,2,50,50,0,50,7,2,0,0.0,0.0,0,0.04,0.2857142857142857,0.96,0.0,,,,
root,test,hotpotqa,5abbd4035542993f40c73bcb,exact,exact,,exact,,2,2,50,50,70785,50,7,2,0,0.0,0.0,0,0.04,0.2857142857142857,0.96,0.0,,,,
root,test,hotpotqa,5abbd4035542993f40c73bcb,bm25,bm25,,bm25,,2,2,50,50,70785,50,7,2,0,0.0,0.0,0,0.04,0.2857142857142857,0.96,0.0,,,,
root,test,hotpotqa,5abbd4035542993f40c73bcb,approx,approx,,approx,,2,2,50,50,70785,50,7,2,0,0.0,0.0,0,0.04,0.2857142857142857,0.96,0.0,,,,
root,test,hotpotqa,5abbd4035542993f40c73bcb,hybrid,hybrid,,hybrid,,2,2,50,50,70785,50,7,2,0,0.0,0.0,0,0.04,0.2857142857142857,0.96,0.0,,,,
root,test,hotpotqa,5ae6143f5542996de7b71b2d,gist,gist,,gist,,2,2,55,55,0,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
root,test,hotpotqa,5ae6143f5542996de7b71b2d,exact,exact,,exact,,2,2,55,55,28048,55,5,2,0,0.0,0.0,0,0.03636363636363636,0.4,0.9636363636363636,0.0,,,,
