boundary_loss,listwise_loss,loss,m,objective,oracle_loss,rank,response_loss,seed,step,train_seconds
1.3377916812896729,4.644669532775879,1.413489580154419,4,oracle_imitation,1.413489580154419,8,0.22539277374744415,11,1,25.671852400060743
3.106992721557617,5.629368305206299,1.0853252410888672,4,oracle_imitation,1.0853252410888672,8,0.9796297550201416,11,76,25.671852400060743
3.1962385177612305,5.771726131439209,1.0410902500152588,4,oracle_imitation,1.0410902500152588,8,1.0877063274383545,11,151,25.671852400060743
3.161606550216675,5.741031646728516,1.019360899925232,4,oracle_imitation,1.019360899925232,8,1.0636630058288574,11,226,25.671852400060743
3.119234323501587,5.698058128356934,1.0002179145812988,4,oracle_imitation,1.0002179145812988,8,1.0291128158569336,11,300,25.671852400060743
1.6137378215789795,4.6089324951171875,1.1692440509796143,4,oracle_imitation,1.1692440509796143,8,0.12142887711524963,23,1,16.487049099989235
3.188948154449463,5.715869903564453,1.0790146589279175,4,oracle_imitation,1.0790146589279175,8,1.0368235111236572,23,76,16.487049099989235
3.234748363494873,5.811120986938477,1.0420020818710327,4,oracle_imitation,1.0420020818710327,8,1.101235270500183,23,151,16.487049099989235
3.1723082065582275,5.752748489379883,1.022810459136963,4,oracle_imitation,1.022810459136963,8,1.074052333831787,23,226,16.487049099989235
3.140491008758545,5.7191643714904785,1.00955331325531,4,oracle_imitation,1.00955331325531,8,1.0485377311706543,23,300,16.487049099989235
1.3029636144638062,4.599482536315918,1.338295578956604,4,oracle_imitation,1.338295578956604,8,0.20228706300258636,37,1,15.696429200004786
3.0877599716186523,5.598655700683594,1.0826164484024048,4,oracle_imitation,1.0826164484024048,8,0.9498459100723267,37,76,15.696429200004786
3.2022347450256348,5.761752128601074,1.0449421405792236,4,oracle_imitation,1.0449421405792236,8,1.0745892524719238,37,151,15.696429200004786
3.164093494415283,5.741333484649658,1.0231622457504272,4,oracle_imitation,1.0231622457504272,8,1.0672273635864258,37,226,15.696429200004786
3.132122278213501,5.7111921310424805,1.0080245733261108,4,oracle_imitation,1.0080245733261108,8,1.0420730113983154,37,300,15.696429200004786
1.027845859527588,4.499555587768555,1.270128846168518,4,oracle_imitation,1.270128846168518,8,0.12806463241577148,53,1,18.854939199984074
3.116070508956909,5.6443939208984375,1.0890934467315674,4,oracle_imitation,1.0890934467315674,8,0.9867895841598511,53,76,18.854939199984074
3.1976590156555176,5.7594475746154785,1.0496371984481812,4,oracle_imitation,1.0496371984481812,8,1.0710029602050781,53,151,18.854939199984074
3.1699118614196777,5.7438859939575195,1.0277906656265259,4,oracle_imitation,1.0277906656265259,8,1.074607253074646,53,226,18.854939199984074
3.147944688796997,5.727237224578857,1.0124833583831787,4,oracle_imitation,1.0124833583831787,8,1.0547207593917847,53,300,18.854939199984074
