active_memory_fraction,answer_contained,condition,dataset,em,examples,f1,generation_seconds,gold_first_token_probability,gold_first_token_rank,gold_logprob_delta_vs_none,gold_mean_logprob_delta_vs_none,gold_mean_token_logprob,gold_sequence_logprob,materialized_native_kv_tokens,native_limit_violations,teacher_forced_seconds
0.0,0.234375,no_memory,combined,0.0078125,128,0.080729448502886,1.1328416046872007,0.03773270194654273,228.890625,0.0,0.0,-7.388499283566489,-14.545842596620787,0.0,0.0,0.17195705157428165
0.0,0.234375,empty_memory,combined,0.0078125,128,0.080729448502886,1.0957679163893772,0.03773270194654273,228.890625,0.0,0.0,-7.388499283566489,-14.545842596620787,0.0,0.0,0.1581532156196772
0.06007524384682488,0.2578125,native_mean,combined,0.0,128,0.08590114312770562,1.11152684845365,0.03737736441782049,222.21875,0.07171000872040167,-0.003973688813857734,-7.392472972380347,-14.474132587900385,124.8359375,0.0,0.17038055938064645
0.061494738165721735,0.25,exact,combined,0.0,128,0.08112683757215007,1.1184614374960802,0.03809546533364241,232.140625,-0.08208604040555656,-0.12501462560612708,-7.513513909172616,-14.627928637026343,127.6953125,0.0,0.1602818843748537
0.061360330671506744,0.2578125,bm25,combined,0.0,128,0.08214990304834055,1.1433379523368785,0.03684441636847428,228.9609375,-0.26376360311405733,-0.2601952017575968,-7.648694485324086,-14.809606199734844,127.5859375,0.0,0.17156370155680634
0.06052950821842713,0.2578125,hybrid,combined,0.0,128,0.08329697646103897,1.1126826960808103,0.038044088535634624,217.8671875,0.04460619587916881,-0.02510072688892251,-7.413600010455411,-14.501236400741618,125.6484375,0.0,0.16206877734293812
0.06143591729927688,0.21875,lowrank_r16_ensemble,combined,0.0,128,0.07181796068514819,1.120564698430826,0.0357561224909143,220.65625,-0.011600345314946026,-0.06930864168680273,-7.457807925253292,-14.557442941935733,127.7578125,0.0,0.15793089607177535
0.06009902089778622,0.2265625,lowrank_r8_kmeans_ensemble,combined,0.0,128,0.07317116477272727,1.1348185390506842,0.03694368885751041,211.71875,-0.010540050221607089,-0.08030444181349594,-7.468803725379985,-14.556382646842394,124.9453125,0.0,0.1590575124937459
0.06075941013272641,0.2734375,shuffled_selection,combined,0.0,128,0.08779226415945166,1.179706403911041,0.03665052042927254,219.7421875,-0.163260830915533,-0.22962121225282317,-7.618120495819312,-14.70910342753632,127.140625,0.0,0.21388057110016234
0.057351778675226575,0.2578125,irrelevant_bottom,combined,0.0,128,0.08307996257215007,1.120614068757277,0.037234903528723155,241.6796875,-0.38147796009434387,-0.3584822573175188,-7.746981540884008,-14.92732055671513,119.8125,0.0,0.1572189445105323
0.06108435773171958,0.234375,oracle_evidence,combined,0.0,128,0.07783076298701298,1.1230088328102283,0.03738994249334822,226.484375,0.08825456973863766,-0.0076453991496236995,-7.396144682716113,-14.45758802688215,127.5,0.0,0.1562143203082087
0.0,0.4375,direct_evidence,combined,0.0390625,128,0.16895427259627627,1.2380354914021154,0.07706105527332645,135.6640625,6.114583004731685,1.5902209520427277,-5.798278331523761,-8.431259591889102,0.0,0.0,0.3839013726428675
0.0,0.2,full_context,combined,0.03636363636363636,55,0.11792396009787313,5.104949730897153,0.11189447076372923,157.4181818181818,7.917186079648408,1.7405479822646488,-4.347662664103237,-10.337449343908917,0.0,0.0,4.302545938183639
0.0,0.09375,no_memory,hotpotqa,0.0,64,0.06779232052669552,1.1669962531414058,0.07498710298688124,259.921875,0.0,0.0,-5.89734269931796,-20.212029325426556,0.0,0.0,0.19230725469606114
0.0,0.09375,empty_memory,hotpotqa,0.0,64,0.06779232052669552,1.0888619890538394,0.07498710298688124,259.921875,0.0,0.0,-5.89734269931796,-20.212029325426556,0.0,0.0,0.1656159484264208
0.08728155631023149,0.125,native_mean,hotpotqa,0.0,64,0.07800944715007214,1.0953698750199692,0.07441851294104967,252.421875,0.23863562115002424,0.08726822608150542,-5.810074473236455,-19.973393704276532,124.546875,0.0,0.18487268125682021
0.08942663520835817,0.109375,exact,hotpotqa,0.0,64,0.07303785624098125,1.1127577765619208,0.07590290308880052,276.953125,0.11185883963480592,0.02600166923366487,-5.871341030084295,-20.10017048579175,127.8125,0.0,0.16662947969598463
0.08917418765338928,0.09375,bm25,hotpotqa,0.0,64,0.06857357052669553,1.158936034378712,0.07342546415515494,270.703125,0.0052553185960277915,0.012392121308948845,-5.884950578009011,-20.20677400683053,127.546875,0.0,0.19241721717480686
0.08792924768133045,0.125,hybrid,hotpotqa,0.0,64,0.07800944715007214,1.0883900781045668,0.07575126256082053,254.34375,0.20759871997870505,0.06818487444252241,-5.829157824875438,-20.00443060544785,125.6875,0.0,0.16565024373994675
0.08912107588081368,0.109375,lowrank_r16_ensemble,hotpotqa,0.0,64,0.06698323378010879,1.1079697406203195,0.07118834405518229,258.3125,0.1891698093386367,0.07375321659492329,-5.823589482723037,-20.02285951608792,127.515625,0.0,0.16159417498420225
0.0874784435218048,0.109375,lowrank_r8_kmeans_ensemble,hotpotqa,0.0,64,0.07153623286435787,1.1087200203146494,0.07354642835594345,255.921875,0.17316898563876748,0.033640202454989776,-5.86370249686297,-20.03886033978779,124.8125,0.0,0.16143919842943433
0.08808879930335707,0.109375,shuffled_selection,hotpotqa,0.0,64,0.07303785624098125,1.2046911328143324,0.07303367469657333,249.921875,0.1973832354415208,0.06466247276694048,-5.83268022655102,-20.014646089985035,127.0,0.0,0.27395952814185875
0.08300580853176757,0.09375,irrelevant_bottom,hotpotqa,0.0,64,0.07019694715007216,1.1035766031200183,0.07416512136776736,251.1875,-0.08069589862134308,-0.034704493067692965,-5.932047192385653,-20.2927252240479,119.40625,0.0,0.16393331092695007
0.08846195483816888,0.09375,oracle_evidence,hotpotqa,0.0,64,0.0699179292929293,1.117857979672408,0.07440394811206787,265.8125,0.2681977649917826,0.0763978272152599,-5.8209448721027,-19.943831560434774,127.484375,0.0,0.16138169374971767
0.0,0.375,direct_evidence,hotpotqa,0.078125,64,0.2375658323498397,1.112514901557006,0.15352759803293356,113.234375,12.00445854011923,2.9557344347413164,-2.9416082645766437,-8.207570785307325,0.0,0.0,0.325301924978703
0.0,0.14,full_context,hotpotqa,0.04,50,0.11266873706004141,4.957650859989226,0.1230497393548814,171.22,8.747371408194304,1.9530695010721684,-3.9564737970754504,-10.545239144861698,0.0,0.0,4.191118552009575
0.0,0.375,no_memory,qasper,0.015625,64,0.09366657647907647,1.0986869562329957,0.0004783009062042107,197.859375,0.0,0.0,-8.879655867815018,-8.879655867815018,0.0,0.0,0.15160684845250216
0.0,0.375,empty_memory,qasper,0.015625,64,0.09366657647907647,1.102673843724915,0.0004783009062042107,197.859375,0.0,0.0,-8.879655867815018,-8.879655867815018,0.0,0.0,0.15069048281293362
0.03286893138341827,0.390625,native_mean,qasper,0.0,64,0.0937928391053391,1.1276838218873309,0.00033621589459130637,192.015625,-0.09521560370922089,-0.09521560370922089,-8.974871471524239,-8.974871471524239,125.125,0.0,0.15588843750447268
0.033562841123085295,0.390625,exact,qasper,0.0,64,0.08921581890331891,1.1241650984302396,0.00028802757848430185,187.328125,-0.27603092044591904,-0.27603092044591904,-9.155686788260937,-9.155686788260937,127.578125,0.0,0.15393428905372275
0.033546473689624205,0.421875,bm25,qasper,0.0,64,0.09572623556998557,1.127739870295045,0.0002633685817936132,187.21875,-0.5327825248241425,-0.5327825248241425,-9.41243839263916,-9.41243839263916,127.625,0.0,0.1507101859388058
0.03312976875552382,0.390625,hybrid,qasper,0.0,64,0.08858450577200577,1.1369753140570538,0.00033691451044871173,181.390625,-0.11838632822036743,-0.11838632822036743,-8.998042196035385,-8.998042196035385,125.609375,0.0,0.1584873109459295
0.03375075871774008,0.328125,lowrank_r16_ensemble,qasper,0.0,64,0.07665268759018759,1.1331596562413324,0.0003239009266463033,183.0,-0.21237049996852875,-0.21237049996852875,-9.092026367783546,-9.092026367783546,128.0,0.0,0.15426761715934845
0.03271959827376765,0.34375,lowrank_r8_kmeans_ensemble,qasper,0.0,64,0.07480609668109668,1.160917057786719,0.0003409493590773652,167.515625,-0.19424908608198166,-0.19424908608198166,-9.073904953897,-9.073904953897,125.078125,0.0,0.15667582655805745
0.03343002096209577,0.4375,shuffled_selection,qasper,0.0,64,0.10254667207792208,1.1547216750077496,0.0002673661619717535,189.5625,-0.5239048972725868,-0.5239048972725868,-9.403560765087605,-9.403560765087605,127.28125,0.0,0.15380161405846593
0.03169774881868557,0.421875,irrelevant_bottom,qasper,0.0,64,0.095962977994228,1.1376515343945357,0.00030468568967894705,232.171875,-0.6822600215673447,-0.6822600215673447,-9.561915889382362,-9.561915889382362,120.21875,0.0,0.15050457809411455
0.03370676062527028,0.375,oracle_evidence,qasper,0.0,64,0.08574359668109668,1.1281596859480487,0.000375936874628573,187.15625,-0.0916886255145073,-0.0916886255145073,-8.971344493329525,-8.971344493329525,127.515625,0.0,0.15104694686669973
0.0,0.5,direct_evidence,qasper,0.0,64,0.10034271284271284,1.363556081247225,0.0005945125137193303,158.09375,0.2247074693441391,0.2247074693441391,-8.654948398470879,-8.654948398470879,0.0,0.0,0.442500820307032
0.0,0.8,full_context,qasper,0.0,5,0.17047619047619048,6.577938439976424,0.0003417848522076383,19.4,-0.38466720581054686,-0.38466720581054686,-8.259551334381104,-8.259551334381104,0.0,0.0,5.416819799924269
