unit_id,group,path_improved,window,window_is_w16,window_is_w32,window_is_w64,window_is_w128,window_is_global,seed,example_id,chain_depth,query_token_count,evidence_span_tokens,max_hop_distance_tokens,evidence_span_over_window,max_hop_distance_over_window,one_shot_path_recovery,one_shot_reference_recall,one_shot_correct,one_shot_margin,one_shot_correct_probability,one_shot_prediction_entropy,one_shot_attention_entropy,one_shot_evidence_attention_mass,one_shot_distractor_attention_mass,one_shot_memory_attention_mass,one_shot_evidence_distractor_ratio,one_shot_native_attention_mass,iterative_path_recovery,path_gain,iterative_reference_recall,reference_recall_gain,iterative_correct,answer_gain,iterative_margin,margin_gain,iterative_correct_probability,iterative_prediction_entropy,iterative_evidence_attention_mass,iterative_distractor_attention_mass,iterative_evidence_distractor_ratio,iterative_native_attention_mass,consumer_layer_count,intervention_count,positive_immediate_margin_gain,erased_by_final_layer
w128|29|chain-1252023-d4,G0,0,w128,0,0,0,1,0,29,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0859375,0.0859375,0.0,0.5,1.0,3.618316650390625,0.9392378926277161,0.3199346959590912,2.949500560760498,0.5246177983208327,0.27499349271238316,0.7996112910332158,1.9077462275426735,0.20038870896678418,0.0,0.0,0.25,-0.25,0.0,-1.0,-2.1712427139282227,-5.789559364318848,0.08888667076826096,0.7736184597015381,0.16311769219100825,0.5648189260477352,0.2887964348723373,0.27206338176125655,4.0,4.0,1.0,1.0
w128|29|chain-1356752-d1,G+,1,w128,0,0,0,1,0,29,chain-1356752-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,0.0,0.0,0.0,-2.9835026264190674,0.022379713132977486,1.4012112617492676,2.6890008449554443,0.0,0.9246302335641303,0.9246302335641303,0.0,0.07536976643586968,1.0,1.0,1.0,1.0,0.0,0.0,-5.220882415771484,-2.237379789352417,0.004601210821419954,0.6119283437728882,0.08945028184098192,0.6278416654392771,0.14247267546093317,0.282708052719741,4.0,4.0,1.0,1.0
w128|29|chain-1461481-d2,G0,0,w128,0,0,0,1,0,29,chain-1461481-d2,2.0,6.0,44.0,11.0,0.34375,0.0859375,0.0,0.5,1.0,4.774068832397461,0.9825353622436523,0.11405392736196518,2.690791130065918,0.3153520572013804,0.6108800919328132,0.9262321491341936,0.5162257886054403,0.0737678508658064,0.0,0.0,0.5,0.0,1.0,0.0,0.7318668365478516,-4.042201995849609,0.6524921655654907,0.8034836053848267,0.19477407423221393,0.5951267978251771,0.327281639717777,0.210099127942609,4.0,4.0,1.0,1.0
w128|29|chain-1566210-d2,G0,0,w128,0,0,0,1,0,29,chain-1566210-d2,2.0,6.0,15.0,5.0,0.1171875,0.0390625,0.0,0.5,0.0,-3.700436592102051,0.010588430799543858,1.2372475862503052,2.638047218322754,0.2869140867569513,0.6796902788944408,0.9666043656513921,0.42212474661787897,0.03339563434860793,0.0,0.0,0.0,-0.5,0.0,0.0,-4.190231800079346,-0.4897952079772949,0.007325715851038694,1.4470185041427612,0.0,0.8601922691500157,0.0,0.13980773084998432,4.0,4.0,0.0,0.0
w128|29|chain-1670939-d1,G0,0,w128,0,0,0,1,0,29,chain-1670939-d1,1.0,5.0,55.0,11.0,0.4296875,0.0859375,1.0,1.0,0.0,-3.0651192665100098,0.04375872761011124,0.2959810197353363,2.6609408855438232,0.08672299285808549,0.7865503941743555,0.873273387032441,0.11025738910107458,0.12672661296755905,1.0,0.0,1.0,0.0,0.0,0.0,-0.9263534545898438,2.138765811920166,0.16269537806510925,1.4955238103866577,0.2304096351363114,0.5554776731453541,0.4147954927362475,0.21411269171833447,4.0,4.0,0.0,0.0
w128|29|chain-204733-d3,G0,0,w128,0,0,0,1,0,29,chain-204733-d3,3.0,7.0,22.0,11.0,0.171875,0.0859375,1.0,1.0,0.0,-3.83508038520813,0.011252451688051224,1.2025845050811768,2.8440749645233154,0.7781800584939447,0.10114201079886698,0.8793220692928116,7.693935016196673,0.12067793070718835,0.0,-1.0,0.6666666666666666,-0.33333333333333337,0.0,0.0,-1.295945167541504,2.539135217666626,0.1838042438030243,1.0768476724624634,0.2934846152706996,0.39716007049059954,0.7389580098225059,0.3093553142387009,4.0,4.0,1.0,0.0
w128|29|chain-309462-d4,G0,0,w128,0,0,0,1,0,29,chain-309462-d4,4.0,8.0,7.0,7.0,0.0546875,0.0546875,0.0,0.25,1.0,2.851553440093994,0.8882620334625244,0.4992297887802124,2.8929998874664307,0.09682893032004358,0.781625153475261,0.8784540837953045,0.12388154333253336,0.12154591620469546,0.0,0.0,0.5,0.25,1.0,0.0,0.9314651489257812,-1.920088291168213,0.6756107211112976,0.8781895637512207,0.34908436352088756,0.49344382595932856,0.7074449920256178,0.15747181051978387,4.0,4.0,1.0,0.0
w128|29|chain-414191-d2,G0,0,w128,0,0,0,1,0,29,chain-414191-d2,2.0,6.0,22.0,11.0,0.171875,0.0859375,0.0,0.0,0.0,-5.2422661781311035,0.003732810029760003,0.8395642042160034,2.7391269207000732,0.0,0.8085856235247775,0.8085856235247775,0.0,0.19141437647522253,0.0,0.0,0.5,0.5,1.0,1.0,0.14257335662841797,5.3848395347595215,0.36306318640708923,1.4534720182418823,0.18769045988301514,0.6108008892992491,0.30728583270130133,0.20150865081773572,4.0,4.0,1.0,0.0
w128|29|chain-518920-d1,G0,0,w128,0,0,0,1,0,29,chain-518920-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,1.0,1.0,1.0,4.555824279785156,0.9778544902801514,0.13719382882118225,2.6853110790252686,0.3972972554806802,0.5306293424346222,0.9279265979153024,0.7487283942079218,0.07207340208469759,1.0,0.0,1.0,0.0,1.0,0.0,0.2940835952758789,-4.261740684509277,0.5593357086181641,0.8116464018821716,0.18579732332250387,0.5552149935766124,0.3346403203660354,0.2589876831008837,4.0,4.0,1.0,0.0
w128|29|chain-623649-d1,G0,0,w128,0,0,0,1,0,29,chain-623649-d1,1.0,5.0,33.0,11.0,0.2578125,0.0859375,1.0,1.0,1.0,3.1160173416137695,0.940133810043335,0.28956443071365356,2.6341946125030518,0.30705518021477474,0.6214008557576562,0.928456035972431,0.4941338225876615,0.07154396402756902,1.0,0.0,1.0,0.0,1.0,0.0,0.4058833122253418,-2.7101340293884277,0.5806617736816406,0.84063720703125,0.1744628805582238,0.5367612676029836,0.3250288183745508,0.2887758518387926,4.0,4.0,1.0,0.0
w128|29|chain-728378-d2,G0,0,w128,0,0,0,1,0,29,chain-728378-d2,2.0,6.0,14.0,7.0,0.109375,0.0546875,1.0,1.0,0.0,-3.579418659210205,0.02311590313911438,0.6034032106399536,2.6851823329925537,0.6442586370492336,0.27497483451952576,0.9192334715687593,2.3429730876098964,0.08076652843124066,1.0,0.0,1.0,0.0,0.0,0.0,-1.2828397750854492,2.296578884124756,0.14879795908927917,1.309887170791626,0.41339824197621056,0.3852300829272366,1.0731203514401924,0.20137167509655285,4.0,4.0,1.0,0.0
w128|29|chain-833107-d1,G+,1,w128,0,0,0,1,0,29,chain-833107-d1,1.0,5.0,35.0,7.0,0.2734375,0.0546875,0.0,0.0,0.0,-4.742654800415039,0.006565091200172901,0.9361639022827148,2.6091063022613525,0.0,0.9586129156577954,0.9586129156577954,0.0,0.041387084342204616,1.0,1.0,1.0,1.0,0.0,0.0,-4.1384100914001465,0.6042447090148926,0.008872983045876026,0.8687998652458191,0.2103543890552828,0.5409432481721979,0.38886591110260227,0.24870236277251934,4.0,4.0,1.0,0.0
w128|29|chain-937836-d1,G0,0,w128,0,0,0,1,0,29,chain-937836-d1,1.0,5.0,20.0,5.0,0.15625,0.0390625,1.0,1.0,0.0,-4.56406307220459,0.009806725196540356,0.2753202021121979,2.667072296142578,0.3259048961458575,0.5186137946234339,0.8445186907692914,0.6284154018357676,0.15548130923070858,1.0,0.0,1.0,0.0,0.0,0.0,-5.949625015258789,-1.3855619430541992,0.0025798508431762457,0.07570905983448029,0.1498593126416381,0.5498165324363535,0.2725623981832262,0.30032415492200837,4.0,4.0,1.0,1.0
w128|41|chain-100004-d1,G0,0,w128,0,0,0,1,0,41,chain-100004-d1,1.0,5.0,22.0,11.0,0.171875,0.0859375,1.0,1.0,1.0,2.451356887817383,0.8416589498519897,0.6558351516723633,2.842576026916504,0.23608258934837067,0.6090423260102398,0.8451249153586105,0.3876291995909681,0.15487508464138955,1.0,0.0,1.0,0.0,1.0,0.0,2.1133079528808594,-0.33804893493652344,0.7668752670288086,0.9081097841262817,0.17144938127330533,0.5497897237936296,0.31184537260951245,0.27876089493306505,4.0,4.0,1.0,0.0
w128|41|chain-1042565-d1,G+,1,w128,0,0,0,1,0,41,chain-1042565-d1,1.0,5.0,42.0,7.0,0.328125,0.0546875,0.0,0.0,0.0,-6.047500133514404,0.002175108762457967,0.36953938007354736,2.6301801204681396,0.0,0.8552022555890559,0.8552022555890559,0.0,0.14479774441094406,1.0,1.0,1.0,1.0,0.0,0.0,-0.5296330451965332,5.517867088317871,0.2273739129304886,1.4459803104400635,0.13475082138800065,0.6142012079175441,0.21939198368703114,0.2510479706944553,4.0,4.0,1.0,0.0
w128|41|chain-1147294-d2,G0,0,w128,0,0,0,1,0,41,chain-1147294-d2,2.0,6.0,28.0,7.0,0.21875,0.0546875,0.0,0.5,0.0,-5.88346004486084,0.0013501073699444532,1.162971019744873,2.689602851867676,0.17833099587218726,0.7403416213241769,0.9186726171963642,0.24087663145727778,0.08132738280363583,0.0,0.0,0.5,0.0,0.0,0.0,-2.2682952880859375,3.6151647567749023,0.06646833568811417,1.0368571281433105,0.20285891585157856,0.4771355287840464,0.42515994641722304,0.320005555364375,4.0,4.0,1.0,0.0
w128|41|chain-1252023-d4,G0,0,w128,0,0,0,1,0,41,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0859375,0.0859375,0.0,0.25,0.0,-4.931209564208984,0.0049630505964159966,0.9037371873855591,2.6825504302978516,0.2674325702170641,0.6884693895027354,0.9559019597197995,0.3884451136022534,0.04409804028020048,0.0,0.0,0.0,-0.25,0.0,0.0,-5.762358665466309,-0.8311491012573242,0.0028612944297492504,0.42276573181152344,0.0,0.8360192900381337,0.0,0.1639807099618663,4.0,4.0,0.0,0.0
w128|41|chain-1356752-d1,G0,0,w128,0,0,0,1,0,41,chain-1356752-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,1.0,1.0,0.0,-5.346813201904297,0.004236640874296427,0.43666133284568787,2.5770888328552246,0.3459702915326943,0.5762856505750733,0.9222559421077676,0.6003451433979865,0.07774405789223238,1.0,0.0,1.0,0.0,0.0,0.0,-0.32445573806762695,5.02235746383667,0.3009990155696869,1.5500198602676392,0.17923408110588923,0.5510691323758969,0.32524790552708643,0.2696967865182138,4.0,4.0,1.0,0.0
w128|41|chain-1461481-d2,G0,0,w128,0,0,0,1,0,41,chain-1461481-d2,2.0,6.0,44.0,11.0,0.34375,0.0859375,0.0,0.5,1.0,2.601999282836914,0.9112371802330017,0.3781391382217407,2.8547744750976562,0.25007332440509344,0.5629831809346797,0.8130565053397731,0.44419324213187866,0.18694349466022686,0.0,0.0,0.5,0.0,1.0,0.0,1.1696653366088867,-1.4323339462280273,0.7249702215194702,0.7880463600158691,0.18804326021074758,0.4907299279691415,0.3831909355701091,0.3212268118201109,4.0,4.0,1.0,1.0
w128|41|chain-1566210-d2,G0,0,w128,0,0,0,1,0,41,chain-1566210-d2,2.0,6.0,15.0,5.0,0.1171875,0.0390625,0.0,0.5,0.0,-5.797694206237793,0.00291488622315228,0.2134435474872589,2.7055063247680664,0.14591396820115676,0.6791752022411401,0.8250891704422969,0.21483995251839338,0.1749108295577031,0.0,0.0,0.5,0.0,0.0,0.0,-0.6721792221069336,5.125514984130859,0.20173269510269165,1.3668053150177002,0.22544943964851827,0.5276655869035665,0.4272581825384802,0.24688497344791527,4.0,4.0,1.0,0.0
w128|41|chain-1670939-d1,G0,0,w128,0,0,0,1,0,41,chain-1670939-d1,1.0,5.0,55.0,11.0,0.4296875,0.0859375,1.0,1.0,0.0,-6.138799667358398,0.0011132757645100355,1.2138123512268066,2.6838645935058594,0.0919679120024739,0.7364718300150344,0.8284397420175083,0.12487634727399752,0.17156025798249175,1.0,0.0,1.0,0.0,0.0,0.0,-3.886240243911743,2.2525594234466553,0.006596800405532122,1.391176462173462,0.14640449248409126,0.3761344343788551,0.38923448401064975,0.47746107313705366,4.0,4.0,1.0,0.0
w128|41|chain-204733-d3,G0,0,w128,0,0,0,1,0,41,chain-204733-d3,3.0,7.0,22.0,11.0,0.171875,0.0859375,0.0,0.0,0.0,-3.02024507522583,0.025004614144563675,1.1309387683868408,2.78928542137146,0.0,0.884527547978152,0.884527547978152,0.0,0.11547245202184797,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-2.4265103340148926,0.5937347412109375,0.07286231964826584,0.7086533308029175,0.21970977582168416,0.5711845145860761,0.3846563942317355,0.20910570959223979,4.0,4.0,1.0,0.0
w128|41|chain-309462-d4,G0,0,w128,0,0,0,1,0,41,chain-309462-d4,4.0,8.0,7.0,7.0,0.0546875,0.0546875,0.0,0.25,1.0,0.7164902687072754,0.44072800874710083,1.4567011594772339,2.722752809524536,0.04380016477261961,0.9028308150753404,0.94663097984796,0.04851425542997724,0.053369020152040036,0.0,0.0,0.25,0.0,0.0,-1.0,-0.9022006988525391,-1.6186909675598145,0.27184051275253296,0.8781187534332275,0.14836575124172668,0.5822478351767928,0.2548154622106532,0.2693864135814805,4.0,4.0,1.0,1.0
w128|41|chain-414191-d2,G0,0,w128,0,0,0,1,0,41,chain-414191-d2,2.0,6.0,22.0,11.0,0.171875,0.0859375,0.0,0.5,0.0,-5.377780914306641,0.002737888367846608,0.8372294902801514,2.7336578369140625,0.125374803153818,0.7487147156186609,0.8740895187724789,0.16745337114179884,0.12591048122752113,0.0,0.0,0.0,-0.5,0.0,0.0,-4.942888259887695,0.4348926544189453,0.006491516251116991,0.4184989333152771,0.0,0.7685915330123563,0.0,0.23140846698764372,4.0,4.0,1.0,1.0
w128|41|chain-518920-d1,G0,0,w128,0,0,0,1,0,41,chain-518920-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,1.0,1.0,0.0,-0.05165576934814453,0.38507765531539917,1.2909486293792725,2.7718043327331543,0.17396048089722171,0.6690884535273653,0.8430489344245871,0.25999623813580997,0.15695106557541294,1.0,0.0,1.0,0.0,0.0,0.0,-1.9282212257385254,-1.8765654563903809,0.06879530102014542,1.2315174341201782,0.1989922620246034,0.5866529071718105,0.339199311197354,0.21435483080358608,4.0,4.0,1.0,0.0
w128|41|chain-623649-d1,G0,0,w128,0,0,0,1,0,41,chain-623649-d1,1.0,5.0,33.0,11.0,0.2578125,0.0859375,1.0,1.0,0.0,-3.829939365386963,0.012599834240972996,1.2266147136688232,2.8669941425323486,0.19783034694410162,0.6146286612929543,0.812459008237056,0.3218697067070364,0.18754099176294403,1.0,0.0,1.0,0.0,0.0,0.0,-2.6728334426879883,1.1571059226989746,0.056780070066452026,0.7313355207443237,0.20045014895549684,0.5379851284876778,0.37259421932159975,0.2615647225568254,4.0,4.0,1.0,0.0
w128|41|chain-728378-d2,G0,0,w128,0,0,0,1,0,41,chain-728378-d2,2.0,6.0,14.0,7.0,0.109375,0.0546875,1.0,1.0,1.0,3.563228130340576,0.949889600276947,0.2635144889354706,2.720675230026245,0.6042657389114083,0.2154578398714193,0.8197235787828276,2.804566031442724,0.18027642121717236,1.0,0.0,1.0,0.0,1.0,0.0,0.9462552070617676,-2.6169729232788086,0.5569594502449036,1.2490379810333252,0.3386395443430956,0.42016689399704976,0.8059643660204067,0.24119356165985462,4.0,4.0,1.0,0.0
w128|41|chain-833107-d1,G+,1,w128,0,0,0,1,0,41,chain-833107-d1,1.0,5.0,35.0,7.0,0.2734375,0.0546875,0.0,0.0,0.0,-8.484588623046875,0.00020005817350465804,0.1876714825630188,2.612279176712036,0.0,0.8321491024859853,0.8321491024859853,0.0,0.16785089751401472,1.0,1.0,1.0,1.0,0.0,0.0,-6.505749702453613,1.9788389205932617,0.001460640225559473,0.142605260014534,0.19647663756563816,0.5009664109606362,0.39219523159024017,0.30255695147372563,4.0,4.0,0.0,0.0
w128|41|chain-937836-d1,G+,1,w128,0,0,0,1,0,41,chain-937836-d1,1.0,5.0,20.0,5.0,0.15625,0.0390625,0.0,0.0,0.0,-6.379733085632324,0.001554475980810821,0.34424132108688354,2.6215157508850098,0.0,0.9311677494017658,0.9311677494017658,0.0,0.06883225059823417,1.0,1.0,1.0,1.0,0.0,0.0,-2.3625760078430176,4.017157077789307,0.06623635441064835,0.9864670634269714,0.21814437604626846,0.5674667349739728,0.38441790963530886,0.21438888897975866,4.0,4.0,1.0,0.0
w128|53|chain-100004-d1,G+,1,w128,0,0,0,1,0,53,chain-100004-d1,1.0,5.0,22.0,11.0,0.171875,0.0859375,0.0,0.0,0.0,-3.9113123416900635,0.01055922731757164,1.1291046142578125,2.524489164352417,0.0,0.9680515695263239,0.9680515695263239,0.0,0.031948430473676126,1.0,1.0,1.0,1.0,0.0,0.0,-4.479427337646484,-0.5681149959564209,0.008314107544720173,0.9329586029052734,0.1903583553576027,0.5786993494106693,0.3289417130872156,0.23094229523172805,4.0,4.0,1.0,0.0
w128|53|chain-1042565-d1,G0,0,w128,0,0,0,1,0,53,chain-1042565-d1,1.0,5.0,42.0,7.0,0.328125,0.0546875,1.0,1.0,0.0,-3.237963914871216,0.034713953733444214,0.5444695949554443,2.5782954692840576,0.29156141617077536,0.6623608677133341,0.9539222838841095,0.440185147376432,0.04607771611589051,1.0,0.0,1.0,0.0,0.0,0.0,-0.7037014961242676,2.5342624187469482,0.3023236095905304,0.9416996836662292,0.14806194709369797,0.6161441590773513,0.24030406669019502,0.23579389382895072,4.0,4.0,1.0,0.0
w128|53|chain-1147294-d2,G0,0,w128,0,0,0,1,0,53,chain-1147294-d2,2.0,6.0,28.0,7.0,0.21875,0.0546875,0.0,0.0,0.0,-5.993823051452637,0.002459532581269741,0.0932537168264389,2.547821521759033,0.0,0.9414495455138905,0.9414495455138905,0.0,0.058550454486109516,0.0,0.0,0.5,0.5,0.0,0.0,-0.5141620635986328,5.479660987854004,0.22225573658943176,1.254111647605896,0.24953061439889357,0.5084727422563446,0.4907453117183883,0.24199664334476179,4.0,4.0,1.0,1.0
w128|53|chain-1252023-d4,G0,0,w128,0,0,0,1,0,53,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0859375,0.0859375,0.0,0.25,0.0,-6.889604091644287,0.0009944397024810314,0.14271211624145508,2.742269277572632,0.2114339098422977,0.6694535504519454,0.8808874602942431,0.3158305900380385,0.11911253970575686,0.0,0.0,0.25,0.0,0.0,0.0,-0.752227783203125,6.137376308441162,0.30532923340797424,0.8558409810066223,0.23162927027775326,0.5261466698344319,0.44023707372440934,0.2422240598878148,4.0,4.0,1.0,0.0
w128|53|chain-1356752-d1,G0,0,w128,0,0,0,1,0,53,chain-1356752-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,1.0,1.0,1.0,5.226632118225098,0.9883432984352112,0.08143219351768494,2.6489999294281006,0.40580410361229724,0.5545578171609691,0.9603619207732663,0.7317615784225908,0.03963807922673368,1.0,0.0,1.0,0.0,1.0,0.0,5.666531562805176,0.4398994445800781,0.9892158508300781,0.07748852670192719,0.20902016499746878,0.5893676922187296,0.35465154903654944,0.20161214278380157,4.0,4.0,1.0,0.0
w128|53|chain-1461481-d2,G0,0,w128,0,0,0,1,0,53,chain-1461481-d2,2.0,6.0,44.0,11.0,0.34375,0.0859375,0.0,0.5,0.0,-3.367410659790039,0.032357197254896164,0.3161808252334595,2.5352847576141357,0.13943877322623166,0.8401154756448364,0.979554248871068,0.16597572270550603,0.020445751128931988,0.0,0.0,0.5,0.0,1.0,1.0,0.39748573303222656,3.7648963928222656,0.4996887147426605,1.2360621690750122,0.19215040083651047,0.5811291955661807,0.3306500556202529,0.22672040359730883,4.0,4.0,1.0,0.0
w128|53|chain-1566210-d2,G0,0,w128,0,0,0,1,0,53,chain-1566210-d2,2.0,6.0,15.0,5.0,0.1171875,0.0390625,0.0,0.5,0.0,-1.3141899108886719,0.10823690891265869,1.5310227870941162,2.672868251800537,0.2541272191646191,0.5426986257990134,0.7968258449636325,0.4682658239468885,0.2031741550363675,0.0,0.0,0.5,0.0,1.0,1.0,1.9462146759033203,3.260404586791992,0.7934294939041138,0.7694975733757019,0.23301601077191592,0.5352081237924722,0.43537457750224334,0.2317758654356119,4.0,4.0,1.0,1.0
w128|53|chain-1670939-d1,G0,0,w128,0,0,0,1,0,53,chain-1670939-d1,1.0,5.0,55.0,11.0,0.4296875,0.0859375,1.0,1.0,1.0,4.403655529022217,0.9751623868942261,0.14952732622623444,2.4903297424316406,0.06543314014186308,0.901064279619618,0.9664974197614811,0.07261761632531423,0.03350258023851893,1.0,0.0,1.0,0.0,1.0,0.0,0.8319768905639648,-3.571678638458252,0.5482600331306458,1.1952033042907715,0.24218878281212985,0.4398547124001766,0.5506108630519531,0.31795650478769355,4.0,4.0,1.0,0.0
w128|53|chain-204733-d3,G0,0,w128,0,0,0,1,0,53,chain-204733-d3,3.0,7.0,22.0,11.0,0.171875,0.0859375,0.0,0.3333333333333333,0.0,-4.450455665588379,0.01147405058145523,0.10620728135108948,2.707526922225952,0.05975070684892003,0.9128647010800641,0.9726154079289842,0.06545406649882007,0.027384592071015845,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,-4.790911674499512,-0.3404560089111328,0.008180860430002213,0.09862195700407028,0.38042208062658656,0.4160098520652422,0.914454498464439,0.20356806730817123,4.0,4.0,0.0,0.0
w128|53|chain-309462-d4,G0,0,w128,0,0,0,1,0,53,chain-309462-d4,4.0,8.0,7.0,7.0,0.0546875,0.0546875,0.0,0.5,0.0,-7.673723220825195,0.00046112743439152837,0.05948401987552643,2.7440342903137207,0.382444822829882,0.44844381692217894,0.830888639752061,0.8528266159509785,0.16911136024793905,0.0,0.0,0.5,0.0,0.0,0.0,-4.396547794342041,3.2771754264831543,0.011860152706503868,0.2187035083770752,0.34765383270725536,0.35478832303443747,0.9798908536048702,0.29755784425830717,4.0,4.0,0.0,0.0
w128|53|chain-414191-d2,G0,0,w128,0,0,0,1,0,53,chain-414191-d2,2.0,6.0,22.0,11.0,0.171875,0.0859375,1.0,1.0,0.0,-3.3771729469299316,0.01087174192070961,1.4976789951324463,2.7031145095825195,0.5333970721986772,0.31903094355345996,0.8524280157521371,1.6719289554096055,0.1475719842478629,0.0,-1.0,0.5,-0.5,0.0,0.0,-1.4073982238769531,1.9697747230529785,0.1139371395111084,1.2484333515167236,0.2321142779387424,0.5813817831518706,0.3992458736501358,0.18650393890938705,4.0,4.0,1.0,0.0
w128|53|chain-518920-d1,G0,0,w128,0,0,0,1,0,53,chain-518920-d1,1.0,5.0,35.0,5.0,0.2734375,0.0390625,1.0,1.0,0.0,-0.876220703125,0.20641504228115082,1.3754351139068604,2.5099895000457764,0.3484239287723325,0.5820532014795663,0.9304771302518988,0.5986118242913993,0.06952286974810118,1.0,0.0,1.0,0.0,0.0,0.0,-4.098338603973389,-3.2221179008483887,0.013545313850045204,0.6636872887611389,0.19810994590079645,0.520778007197543,0.38041150579089034,0.28111204690166053,4.0,4.0,1.0,0.0
w128|53|chain-623649-d1,G0,0,w128,0,0,0,1,0,53,chain-623649-d1,1.0,5.0,33.0,11.0,0.2578125,0.0859375,1.0,1.0,0.0,-3.1986594200134277,0.03479667380452156,0.6471006870269775,2.4731361865997314,0.32516246127003656,0.6209873771331251,0.9461498384031617,0.5236216922334145,0.05385016159683831,1.0,0.0,1.0,0.0,1.0,1.0,0.9263396263122559,4.124999046325684,0.5422698855400085,1.3224637508392334,0.1842832104827039,0.559697198977263,0.32925519516525253,0.2560195905400331,4.0,4.0,1.0,0.0
w128|53|chain-728378-d2,G0,0,w128,0,0,0,1,0,53,chain-728378-d2,2.0,6.0,14.0,7.0,0.109375,0.0546875,0.0,0.5,0.0,-3.8185460567474365,0.01034286804497242,1.3521106243133545,2.573146343231201,0.021094043747581726,0.9273561407354847,0.9484501844830664,0.022746432380177126,0.051549815516933606,0.0,0.0,0.5,0.0,0.0,0.0,-2.5792908668518066,1.2392551898956299,0.0332832932472229,1.4459285736083984,0.09219385113101453,0.5512348785469183,0.16724966927717266,0.35657127032206715,4.0,4.0,0.0,0.0
w128|53|chain-833107-d1,G0,0,w128,0,0,0,1,0,53,chain-833107-d1,1.0,5.0,35.0,7.0,0.2734375,0.0546875,1.0,1.0,0.0,-8.620817184448242,0.00017419234791304916,0.1842573583126068,2.4765357971191406,0.4792292608731259,0.48078280755657943,0.9600120684297053,0.9967687141490168,0.03998793157029468,1.0,0.0,1.0,0.0,0.0,0.0,-5.061365604400635,3.5594515800476074,0.006112790200859308,0.2009001076221466,0.22419929097630914,0.5377023337013505,0.41695800245649195,0.2380983753223404,4.0,4.0,1.0,0.0
w128|53|chain-937836-d1,G+,1,w128,0,0,0,1,0,53,chain-937836-d1,1.0,5.0,20.0,5.0,0.15625,0.0390625,0.0,0.0,0.0,-1.6442852020263672,0.081501305103302,1.305232048034668,2.522731065750122,0.0,0.9205651870977563,0.9205651870977563,0.0,0.07943481290224375,1.0,1.0,1.0,1.0,0.0,0.0,-1.1749544143676758,0.4693307876586914,0.15792609751224518,1.2179770469665527,0.15840955184955874,0.5743968955209274,0.2757841365174776,0.26719355262951383,4.0,4.0,1.0,0.0
w128|67|chain-100004-d1,G0,0,w128,0,0,0,1,0,67,chain-100004-d1,1.0,5.0,22.0,11.0,0.171875,0.0859375,0.0,0.0,0.0,-6.366842746734619,0.0016365431947633624,0.2374257594347,2.6197521686553955,0.0,0.9351315696985694,0.9351315696985694,0.0,0.06486843030143064,0.0,0.0,0.0,0.0,0.0,0.0,-4.177209854125977,2.1896328926086426,0.01447369996458292,0.3025735020637512,0.0,0.6416578054358979,0.0,0.3583421945641021,4.0,4.0,0.0,0.0
w128|67|chain-1042565-d1,G0,0,w128,0,0,0,1,0,67,chain-1042565-d1,1.0,5.0,42.0,7.0,0.328125,0.0546875,1.0,1.0,1.0,2.574625015258789,0.8805420398712158,0.50925213098526,2.67022967338562,0.5364633565804979,0.3678335215081461,0.904296878088644,1.4584406401595928,0.09570312191135599,1.0,0.0,1.0,0.0,0.0,-1.0,-0.6540727615356445,-3.2286977767944336,0.3347255289554596,0.7587291598320007,0.19354667163725026,0.46034002179567324,0.42044285196466796,0.3461133065670765,4.0,4.0,1.0,0.0
w128|67|chain-1147294-d2,G0,0,w128,0,0,0,1,0,67,chain-1147294-d2,2.0,6.0,28.0,7.0,0.21875,0.0546875,1.0,1.0,1.0,0.5191574096679688,0.5551616549491882,1.053244948387146,2.6687896251678467,0.4728898358317508,0.42606255770792245,0.8989523935396733,1.1099070483352111,0.10104760646032673,1.0,0.0,1.0,0.0,0.0,-1.0,-1.1052041053771973,-1.624361515045166,0.13158941268920898,1.6131818294525146,0.25993281487308195,0.33570683024481696,0.7742851543518606,0.4043603548821011,4.0,4.0,1.0,0.0
w128|67|chain-1252023-d4,G0,0,w128,0,0,0,1,0,67,chain-1252023-d4,4.0,8.0,11.0,11.0,0.0859375,0.0859375,0.0,0.0,0.0,-4.230839729309082,0.012596797198057175,0.5880270600318909,2.698589563369751,0.0,0.8966681449489897,0.8966681449489897,0.0,0.10333185505101028,0.0,0.0,0.0,0.0,0.0,0.0,-3.069634437561035,1.1612052917480469,0.0207197442650795,1.3838279247283936,0.0,0.757874466010648,0.0,0.242125533989352,4.0,4.0,1.0,0.0
