dataset,detail_kv_bytes,detail_tokens_across_layers,example_id,process_rss_bytes,publication_seconds,routing_index_bytes,source_tokens
hotpotqa,139575296,34076,5adc3aff5542996e685252eb,1599029248,5.22535469988361,2236416,1217
hotpotqa,145768448,35588,5ab56db7554299494045efc6,2057838592,4.811803199816495,2293760,1271
qasper,645693440,157640,1805.07133:b9ea841b817ba23281c95c7a769873b840dee8d5,2600738816,21.543730599805713,10092544,5630
qasper,408862720,99820,1605.03481:b85fc420eb2f77f6f14f375cc1fcc5155eb5c0a8,2881511424,13.728082099929452,6422528,3565
