condition,dataset,evidence_attention_mass,examples,layer,local_attention_mass,memory_attention_mass
oracle_all,hotpotqa,0.052704823203384876,2,0,0.9301617369055748,0.0698382630944252
oracle_all,hotpotqa,0.09474662691354752,2,1,0.8722987920045853,0.12770120799541473
oracle_all,hotpotqa,0.1629876270890236,2,2,0.7843157052993774,0.21568429470062256
oracle_all,hotpotqa,0.42262250930070877,2,3,0.20047849416732788,0.7995215058326721
oracle_all,hotpotqa,0.35087355971336365,2,4,0.34381940960884094,0.6561805903911591
oracle_all,hotpotqa,0.4077767049893737,2,5,0.21812862157821655,0.7818713784217834
oracle_all,hotpotqa,0.454706609249115,2,6,0.2588646709918976,0.7411353290081024
oracle_all,hotpotqa,0.3295193649828434,2,7,0.3851984441280365,0.6148015558719635
oracle_all,hotpotqa,0.40344029664993286,2,8,0.31407469511032104,0.685925304889679
oracle_all,hotpotqa,0.3158603683114052,2,9,0.410808801651001,0.589191198348999
oracle_all,hotpotqa,0.2935275547206402,2,10,0.49055004119873047,0.5094499588012695
oracle_all,hotpotqa,0.3109206110239029,2,11,0.48011913895606995,0.51988086104393
oracle_all,hotpotqa,0.34911195933818817,2,12,0.40090569853782654,0.5990943014621735
oracle_all,hotpotqa,0.34830451756715775,2,13,0.4794568121433258,0.5205431878566742
oracle_all,hotpotqa,0.31203145533800125,2,14,0.4932035505771637,0.5067964494228363
oracle_all,hotpotqa,0.298749215900898,2,15,0.45269161462783813,0.5473083853721619
oracle_all,hotpotqa,0.3647335544228554,2,16,0.4057733118534088,0.5942266881465912
oracle_all,hotpotqa,0.28588589280843735,2,17,0.4931837171316147,0.5068162828683853
oracle_all,hotpotqa,0.3765249103307724,2,18,0.3512443006038666,0.6487556993961334
oracle_all,hotpotqa,0.40099918842315674,2,19,0.27535244822502136,0.7246475517749786
oracle_all,hotpotqa,0.419457383453846,2,20,0.20954212546348572,0.7904578745365143
oracle_all,hotpotqa,0.47694531828165054,2,21,0.13118043541908264,0.8688195645809174
oracle_all,hotpotqa,0.4225095398724079,2,22,0.17757344245910645,0.8224265575408936
oracle_all,hotpotqa,0.4138724245131016,2,23,0.17648223042488098,0.823517769575119
oracle_all,hotpotqa,0.43923912942409515,2,24,0.16535049676895142,0.8346495032310486
oracle_all,hotpotqa,0.41574371978640556,2,25,0.18365469574928284,0.8163453042507172
oracle_all,hotpotqa,0.419677697122097,2,26,0.20534831285476685,0.7946516871452332
oracle_all,hotpotqa,0.40694244857877493,2,27,0.1685032844543457,0.8314967155456543
oracle_last_8,hotpotqa,0.24666615575551987,2,20,0.5544483512639999,0.44555164873600006
oracle_last_8,hotpotqa,0.24068000726401806,2,21,0.530052974820137,0.469947025179863
