dataset,profile,geometry,layer,n,residual_divergence_mean,residual_divergence_sd
2wikimultihopqa,last_12,whole_parent,21,16,0.01170402392745018,0.016541296283208162
2wikimultihopqa,last_12,whole_parent,22,16,0.010618969798088074,0.013921707346572065
2wikimultihopqa,last_12,whole_parent,23,16,0.010386954993009567,0.013606297492089936
2wikimultihopqa,last_12,whole_parent,24,16,0.012342076748609543,0.017928789445906618
2wikimultihopqa,last_12,whole_parent,25,16,0.012388572096824646,0.017067686008190044
2wikimultihopqa,last_12,whole_parent,26,16,0.013051696121692657,0.017199394629440198
2wikimultihopqa,last_12,whole_parent,27,16,0.025761988013982773,0.02418578990954857
2wikimultihopqa,last_14,exact_core,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_14,exact_core,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_14,exact_core,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_14,exact_core,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_14,exact_core,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_14,exact_core,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_14,exact_core,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_14,exact_core,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_14,exact_core,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_14,exact_core,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_14,exact_core,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_14,exact_core,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_14,exact_core,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_14,exact_core,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_14,exact_core,14,16,0.0005511343479156494,0.0007074713870552306
2wikimultihopqa,last_14,exact_core,15,16,0.0011780336499214172,0.0016699026742807927
2wikimultihopqa,last_14,exact_core,16,16,0.002020757645368576,0.002432914412246451
2wikimultihopqa,last_14,exact_core,17,16,0.00328991562128067,0.0039926705616506524
2wikimultihopqa,last_14,exact_core,18,16,0.0038573816418647766,0.004577547434791365
2wikimultihopqa,last_14,exact_core,19,16,0.004872847348451614,0.00586850029010209
2wikimultihopqa,last_14,exact_core,20,16,0.0058983974158763885,0.006833692700658635
2wikimultihopqa,last_14,exact_core,21,16,0.009409256279468536,0.01686849863880599
2wikimultihopqa,last_14,exact_core,22,16,0.007992476224899292,0.013523331531575773
2wikimultihopqa,last_14,exact_core,23,16,0.007822800427675247,0.013244612046440894
2wikimultihopqa,last_14,exact_core,24,16,0.009648479521274567,0.017671324987739247
2wikimultihopqa,last_14,exact_core,25,16,0.009951401501893997,0.01711369898298703
2wikimultihopqa,last_14,exact_core,26,16,0.010522928088903427,0.017326195553988098
2wikimultihopqa,last_14,exact_core,27,16,0.02050665020942688,0.024760312746888384
2wikimultihopqa,last_14,expanded_window,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_14,expanded_window,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_14,expanded_window,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_14,expanded_window,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_14,expanded_window,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_14,expanded_window,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_14,expanded_window,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_14,expanded_window,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_14,expanded_window,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_14,expanded_window,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_14,expanded_window,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_14,expanded_window,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_14,expanded_window,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_14,expanded_window,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_14,expanded_window,14,16,0.0006972625851631165,0.0007161772107834825
2wikimultihopqa,last_14,expanded_window,15,16,0.0015107393264770508,0.0017160992729132664
2wikimultihopqa,last_14,expanded_window,16,16,0.0024277344346046448,0.002412885723046188
2wikimultihopqa,last_14,expanded_window,17,16,0.003997515887022018,0.00394202175593071
2wikimultihopqa,last_14,expanded_window,18,16,0.0046262480318546295,0.00448154397459155
2wikimultihopqa,last_14,expanded_window,19,16,0.005588755011558533,0.005633420639193359
2wikimultihopqa,last_14,expanded_window,20,16,0.006624169647693634,0.0066174289130014686
2wikimultihopqa,last_14,expanded_window,21,16,0.010040763765573502,0.01630179836129467
2wikimultihopqa,last_14,expanded_window,22,16,0.008647631853818893,0.013139665694553286
2wikimultihopqa,last_14,expanded_window,23,16,0.00842895358800888,0.012972404959190517
2wikimultihopqa,last_14,expanded_window,24,16,0.010321136564016342,0.017492424182652528
2wikimultihopqa,last_14,expanded_window,25,16,0.01055767759680748,0.01700249716776738
2wikimultihopqa,last_14,expanded_window,26,16,0.011121653020381927,0.017183787250411846
2wikimultihopqa,last_14,expanded_window,27,16,0.022196337580680847,0.023945887946156704
2wikimultihopqa,last_14,full_selected_record,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_14,full_selected_record,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_14,full_selected_record,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_14,full_selected_record,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_14,full_selected_record,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_14,full_selected_record,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_14,full_selected_record,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_14,full_selected_record,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_14,full_selected_record,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_14,full_selected_record,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_14,full_selected_record,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_14,full_selected_record,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_14,full_selected_record,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_14,full_selected_record,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_14,full_selected_record,14,16,0.0013107247650623322,0.0009032130539445657
2wikimultihopqa,last_14,full_selected_record,15,16,0.0027240924537181854,0.0021383951881437037
2wikimultihopqa,last_14,full_selected_record,16,16,0.004134081304073334,0.0029297140904632865
2wikimultihopqa,last_14,full_selected_record,17,16,0.007047105580568314,0.004660008816265808
2wikimultihopqa,last_14,full_selected_record,18,16,0.007990017533302307,0.0055530759982932495
2wikimultihopqa,last_14,full_selected_record,19,16,0.008653610944747925,0.006469718716713458
2wikimultihopqa,last_14,full_selected_record,20,16,0.00983881950378418,0.007773913363109167
2wikimultihopqa,last_14,full_selected_record,21,16,0.013200599700212479,0.01719033041786176
2wikimultihopqa,last_14,full_selected_record,22,16,0.011627592146396637,0.014267447114155205
2wikimultihopqa,last_14,full_selected_record,23,16,0.011127941310405731,0.013863660437856896
2wikimultihopqa,last_14,full_selected_record,24,16,0.012915283441543579,0.018237096160899306
2wikimultihopqa,last_14,full_selected_record,25,16,0.01288282498717308,0.017494570423092753
2wikimultihopqa,last_14,full_selected_record,26,16,0.013492077589035034,0.017643262045146768
2wikimultihopqa,last_14,full_selected_record,27,16,0.027681637555360794,0.024969292198786124
2wikimultihopqa,last_14,whole_parent,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_14,whole_parent,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_14,whole_parent,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_14,whole_parent,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_14,whole_parent,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_14,whole_parent,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_14,whole_parent,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_14,whole_parent,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_14,whole_parent,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_14,whole_parent,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_14,whole_parent,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_14,whole_parent,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_14,whole_parent,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_14,whole_parent,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_14,whole_parent,14,16,0.0013107247650623322,0.0009032130539445657
2wikimultihopqa,last_14,whole_parent,15,16,0.0027240924537181854,0.0021383951881437037
2wikimultihopqa,last_14,whole_parent,16,16,0.004134081304073334,0.0029297140904632865
2wikimultihopqa,last_14,whole_parent,17,16,0.007047105580568314,0.004660008816265808
2wikimultihopqa,last_14,whole_parent,18,16,0.007990017533302307,0.0055530759982932495
2wikimultihopqa,last_14,whole_parent,19,16,0.008653610944747925,0.006469718716713458
2wikimultihopqa,last_14,whole_parent,20,16,0.00983881950378418,0.007773913363109167
2wikimultihopqa,last_14,whole_parent,21,16,0.013200599700212479,0.01719033041786176
2wikimultihopqa,last_14,whole_parent,22,16,0.011627592146396637,0.014267447114155205
2wikimultihopqa,last_14,whole_parent,23,16,0.011127941310405731,0.013863660437856896
2wikimultihopqa,last_14,whole_parent,24,16,0.012915283441543579,0.018237096160899306
2wikimultihopqa,last_14,whole_parent,25,16,0.01288282498717308,0.017494570423092753
2wikimultihopqa,last_14,whole_parent,26,16,0.013492077589035034,0.017643262045146768
2wikimultihopqa,last_14,whole_parent,27,16,0.027681637555360794,0.024969292198786124
2wikimultihopqa,last_16,whole_parent,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_16,whole_parent,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_16,whole_parent,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_16,whole_parent,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_16,whole_parent,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_16,whole_parent,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_16,whole_parent,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_16,whole_parent,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_16,whole_parent,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_16,whole_parent,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_16,whole_parent,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_16,whole_parent,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_16,whole_parent,12,16,0.001155707985162735,0.0007100795012436582
2wikimultihopqa,last_16,whole_parent,13,16,0.002938799560070038,0.001756097346864088
2wikimultihopqa,last_16,whole_parent,14,16,0.003230500966310501,0.001689181069039803
2wikimultihopqa,last_16,whole_parent,15,16,0.004798009991645813,0.0027630866415761734
2wikimultihopqa,last_16,whole_parent,16,16,0.00591861829161644,0.0031914256761932424
2wikimultihopqa,last_16,whole_parent,17,16,0.008399762213230133,0.004609378689438535
2wikimultihopqa,last_16,whole_parent,18,16,0.00894380733370781,0.005371940362454522
2wikimultihopqa,last_16,whole_parent,19,16,0.0095970518887043,0.006085121312283619
2wikimultihopqa,last_16,whole_parent,20,16,0.010038431733846664,0.006934886721591069
2wikimultihopqa,last_16,whole_parent,21,16,0.013063415884971619,0.01604732509053614
2wikimultihopqa,last_16,whole_parent,22,16,0.011667046695947647,0.013609984759385588
2wikimultihopqa,last_16,whole_parent,23,16,0.011229176074266434,0.013305211746053605
2wikimultihopqa,last_16,whole_parent,24,16,0.012516193091869354,0.01722799540936297
2wikimultihopqa,last_16,whole_parent,25,16,0.01229613646864891,0.01636928783302147
2wikimultihopqa,last_16,whole_parent,26,16,0.012865886092185974,0.01663415534128941
2wikimultihopqa,last_16,whole_parent,27,16,0.025875955820083618,0.023282437486897425
2wikimultihopqa,last_20,whole_parent,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_20,whole_parent,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_20,whole_parent,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_20,whole_parent,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_20,whole_parent,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_20,whole_parent,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_20,whole_parent,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_20,whole_parent,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_20,whole_parent,8,16,0.003244660794734955,0.002187074186800024
2wikimultihopqa,last_20,whole_parent,9,16,0.006675835698843002,0.004033944222251694
2wikimultihopqa,last_20,whole_parent,10,16,0.0074051618576049805,0.00442264737537892
2wikimultihopqa,last_20,whole_parent,11,16,0.008735943585634232,0.0042927617361015235
2wikimultihopqa,last_20,whole_parent,12,16,0.00902150571346283,0.0045850307981007594
2wikimultihopqa,last_20,whole_parent,13,16,0.011426221579313278,0.005315987257132507
2wikimultihopqa,last_20,whole_parent,14,16,0.012344058603048325,0.005553184253516368
2wikimultihopqa,last_20,whole_parent,15,16,0.015017088502645493,0.007664409719787923
2wikimultihopqa,last_20,whole_parent,16,16,0.016590815037488937,0.008490982063522485
2wikimultihopqa,last_20,whole_parent,17,16,0.019820772111415863,0.010792127351401887
2wikimultihopqa,last_20,whole_parent,18,16,0.019361861050128937,0.010051542328047561
2wikimultihopqa,last_20,whole_parent,19,16,0.02029532566666603,0.012315974059491076
2wikimultihopqa,last_20,whole_parent,20,16,0.020235244184732437,0.015367907001176581
2wikimultihopqa,last_20,whole_parent,21,16,0.023179005831480026,0.027988892728057213
2wikimultihopqa,last_20,whole_parent,22,16,0.020965762436389923,0.025681307865625395
2wikimultihopqa,last_20,whole_parent,23,16,0.020028498023748398,0.024437652881612176
2wikimultihopqa,last_20,whole_parent,24,16,0.020280830562114716,0.02710709962202311
2wikimultihopqa,last_20,whole_parent,25,16,0.01864100992679596,0.02389527024017282
2wikimultihopqa,last_20,whole_parent,26,16,0.018849816173315048,0.0243618271402128
2wikimultihopqa,last_20,whole_parent,27,16,0.03725519776344299,0.03562951620078258
2wikimultihopqa,last_24,whole_parent,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_24,whole_parent,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_24,whole_parent,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_24,whole_parent,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_24,whole_parent,4,16,0.0023095645010471344,0.0020709276401545446
2wikimultihopqa,last_24,whole_parent,5,16,0.004473395645618439,0.0038184718157844386
2wikimultihopqa,last_24,whole_parent,6,16,0.007065027952194214,0.0036785790942051185
2wikimultihopqa,last_24,whole_parent,7,16,0.009032391011714935,0.004770986994761049
2wikimultihopqa,last_24,whole_parent,8,16,0.013415880501270294,0.008372237550900474
2wikimultihopqa,last_24,whole_parent,9,16,0.015707679092884064,0.008887779660765918
2wikimultihopqa,last_24,whole_parent,10,16,0.015014100819826126,0.008909010697720139
2wikimultihopqa,last_24,whole_parent,11,16,0.018212314695119858,0.00935555274863018
2wikimultihopqa,last_24,whole_parent,12,16,0.018639471381902695,0.010022866484596911
2wikimultihopqa,last_24,whole_parent,13,16,0.021450016647577286,0.011355275046726468
2wikimultihopqa,last_24,whole_parent,14,16,0.021292056888341904,0.009314332076617238
2wikimultihopqa,last_24,whole_parent,15,16,0.025742337107658386,0.012539022800029309
2wikimultihopqa,last_24,whole_parent,16,16,0.028192125260829926,0.013744810830707239
2wikimultihopqa,last_24,whole_parent,17,16,0.03215882182121277,0.015334083383281023
2wikimultihopqa,last_24,whole_parent,18,16,0.03110966458916664,0.01509448948896865
2wikimultihopqa,last_24,whole_parent,19,16,0.03233018517494202,0.016978361337947216
2wikimultihopqa,last_24,whole_parent,20,16,0.03194315731525421,0.021234426526710825
2wikimultihopqa,last_24,whole_parent,21,16,0.03384634107351303,0.03409963838164056
2wikimultihopqa,last_24,whole_parent,22,16,0.03155425935983658,0.03389361807292609
2wikimultihopqa,last_24,whole_parent,23,16,0.030176088213920593,0.03276081587163337
2wikimultihopqa,last_24,whole_parent,24,16,0.02805521711707115,0.03228599207388845
2wikimultihopqa,last_24,whole_parent,25,16,0.024252358824014664,0.02661782043934005
2wikimultihopqa,last_24,whole_parent,26,16,0.023967653512954712,0.026956861268723833
2wikimultihopqa,last_24,whole_parent,27,16,0.04847364500164986,0.037846721038940226
2wikimultihopqa,last_4,whole_parent,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_4,whole_parent,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_4,whole_parent,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_4,whole_parent,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_4,whole_parent,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_4,whole_parent,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_4,whole_parent,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_4,whole_parent,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_4,whole_parent,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_4,whole_parent,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_4,whole_parent,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_4,whole_parent,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_4,whole_parent,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_4,whole_parent,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_4,whole_parent,14,16,1.2665987014770508e-07,1.279679241576617e-07
2wikimultihopqa,last_4,whole_parent,15,16,8.940696716308594e-08,1.4901161193847656e-07
2wikimultihopqa,last_4,whole_parent,16,16,9.685754776000977e-08,1.1323902125336724e-07
2wikimultihopqa,last_4,whole_parent,17,16,6.332993507385254e-08,6.818400777028175e-08
2wikimultihopqa,last_4,whole_parent,18,16,7.450580596923828e-08,9.771344846937061e-08
2wikimultihopqa,last_4,whole_parent,19,16,8.940696716308594e-08,9.8843121241194e-08
2wikimultihopqa,last_4,whole_parent,20,16,1.2665987014770508e-07,1.5752296531100552e-07
2wikimultihopqa,last_4,whole_parent,21,16,6.332993507385254e-08,8.551955434120444e-08
2wikimultihopqa,last_4,whole_parent,22,16,7.450580596923828e-08,9.996002811937585e-08
2wikimultihopqa,last_4,whole_parent,23,16,1.7881393432617188e-07,1.3978528260658472e-07
2wikimultihopqa,last_4,whole_parent,24,16,0.0017305612564086914,0.0016675757543468165
2wikimultihopqa,last_4,whole_parent,25,16,0.002886436879634857,0.002689208724254235
2wikimultihopqa,last_4,whole_parent,26,16,0.003580808639526367,0.0030216107388429925
2wikimultihopqa,last_4,whole_parent,27,16,0.007750913500785828,0.005198521087339007
2wikimultihopqa,last_8,exact_core,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_8,exact_core,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_8,exact_core,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_8,exact_core,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_8,exact_core,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_8,exact_core,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_8,exact_core,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_8,exact_core,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_8,exact_core,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_8,exact_core,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_8,exact_core,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_8,exact_core,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_8,exact_core,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_8,exact_core,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_8,exact_core,14,16,1.2665987014770508e-07,1.279679241576617e-07
2wikimultihopqa,last_8,exact_core,15,16,8.940696716308594e-08,1.4901161193847656e-07
2wikimultihopqa,last_8,exact_core,16,16,9.685754776000977e-08,1.1323902125336724e-07
2wikimultihopqa,last_8,exact_core,17,16,6.332993507385254e-08,6.818400777028175e-08
2wikimultihopqa,last_8,exact_core,18,16,7.450580596923828e-08,9.771344846937061e-08
2wikimultihopqa,last_8,exact_core,19,16,8.940696716308594e-08,9.8843121241194e-08
2wikimultihopqa,last_8,exact_core,20,16,0.0018744096159934998,0.0023004735818931994
2wikimultihopqa,last_8,exact_core,21,16,0.003569863736629486,0.004518535863625774
2wikimultihopqa,last_8,exact_core,22,16,0.0032717175781726837,0.0037426263143154723
2wikimultihopqa,last_8,exact_core,23,16,0.003334786742925644,0.003822166241935281
2wikimultihopqa,last_8,exact_core,24,16,0.004236798733472824,0.004955336070527714
2wikimultihopqa,last_8,exact_core,25,16,0.004969414323568344,0.006468368752666499
2wikimultihopqa,last_8,exact_core,26,16,0.005587425082921982,0.006478985284248192
2wikimultihopqa,last_8,exact_core,27,16,0.011278960853815079,0.010248442108027014
2wikimultihopqa,last_8,expanded_window,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_8,expanded_window,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_8,expanded_window,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_8,expanded_window,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_8,expanded_window,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_8,expanded_window,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_8,expanded_window,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_8,expanded_window,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_8,expanded_window,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_8,expanded_window,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_8,expanded_window,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_8,expanded_window,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_8,expanded_window,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_8,expanded_window,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_8,expanded_window,14,16,1.2665987014770508e-07,1.279679241576617e-07
2wikimultihopqa,last_8,expanded_window,15,16,8.940696716308594e-08,1.4901161193847656e-07
2wikimultihopqa,last_8,expanded_window,16,16,9.685754776000977e-08,1.1323902125336724e-07
2wikimultihopqa,last_8,expanded_window,17,16,6.332993507385254e-08,6.818400777028175e-08
2wikimultihopqa,last_8,expanded_window,18,16,7.450580596923828e-08,9.771344846937061e-08
2wikimultihopqa,last_8,expanded_window,19,16,8.940696716308594e-08,9.8843121241194e-08
2wikimultihopqa,last_8,expanded_window,20,16,0.0019982457160949707,0.0022417564909312875
2wikimultihopqa,last_8,expanded_window,21,16,0.003802090883255005,0.0043792301310368485
2wikimultihopqa,last_8,expanded_window,22,16,0.003577757626771927,0.003604292420722958
2wikimultihopqa,last_8,expanded_window,23,16,0.0035917572677135468,0.0037066978464842886
2wikimultihopqa,last_8,expanded_window,24,16,0.004486929625272751,0.004813982108503058
2wikimultihopqa,last_8,expanded_window,25,16,0.005210142582654953,0.006371161611129954
2wikimultihopqa,last_8,expanded_window,26,16,0.005866479128599167,0.006343101283286816
2wikimultihopqa,last_8,expanded_window,27,16,0.012278012931346893,0.009720458013878755
2wikimultihopqa,last_8,full_selected_record,0,16,1.1920928955078125e-07,1.3160349229466688e-07
2wikimultihopqa,last_8,full_selected_record,1,16,1.1920928955078125e-07,1.4292691717483756e-07
2wikimultihopqa,last_8,full_selected_record,2,16,1.0803341865539551e-07,1.0790488390594898e-07
2wikimultihopqa,last_8,full_selected_record,3,16,9.313225746154785e-08,9.416956201020284e-08
2wikimultihopqa,last_8,full_selected_record,4,16,1.0803341865539551e-07,1.1584395025272826e-07
2wikimultihopqa,last_8,full_selected_record,5,16,1.043081283569336e-07,1.255594160136038e-07
2wikimultihopqa,last_8,full_selected_record,6,16,1.0803341865539551e-07,1.250610525279829e-07
2wikimultihopqa,last_8,full_selected_record,7,16,6.332993507385254e-08,9.056363836782588e-08
2wikimultihopqa,last_8,full_selected_record,8,16,7.82310962677002e-08,8.870572522126628e-08
2wikimultihopqa,last_8,full_selected_record,9,16,7.82310962677002e-08,1.259456687001658e-07
2wikimultihopqa,last_8,full_selected_record,10,16,8.568167686462402e-08,9.178135540153771e-08
2wikimultihopqa,last_8,full_selected_record,11,16,1.043081283569336e-07,1.1638178938488147e-07
2wikimultihopqa,last_8,full_selected_record,12,16,9.685754776000977e-08,1.1126089485785424e-07
2wikimultihopqa,last_8,full_selected_record,13,16,1.4528632164001465e-07,1.172727066181391e-07
2wikimultihopqa,last_8,full_selected_record,14,16,1.2665987014770508e-07,1.279679241576617e-07
2wikimultihopqa,last_8,full_selected_record,15,16,8.940696716308594e-08,1.4901161193847656e-07
2wikimultihopqa,last_8,full_selected_record,16,16,9.685754776000977e-08,1.1323902125336724e-07
2wikimultihopqa,last_8,full_selected_record,17,16,6.332993507385254e-08,6.818400777028175e-08
2wikimultihopqa,last_8,full_selected_record,18,16,7.450580596923828e-08,9.771344846937061e-08
2wikimultihopqa,last_8,full_selected_record,19,16,8.940696716308594e-08,9.8843121241194e-08
2wikimultihopqa,last_8,full_selected_record,20,16,0.0026889555156230927,0.002657742343035536
2wikimultihopqa,last_8,full_selected_record,21,16,0.0047223009169101715,0.0046741349491499435
2wikimultihopqa,last_8,full_selected_record,22,16,0.004764296114444733,0.004286816437789739
2wikimultihopqa,last_8,full_selected_record,23,16,0.004681441932916641,0.004209621298669418
2wikimultihopqa,last_8,full_selected_record,24,16,0.005953513085842133,0.005687676420260975
