dataset,model_tier,stage,setting,split_count,encoding_block_references,position_policy,requested_distance,oracle_mode,seed_count,example_count,loss_mean,loss_std,loss_median,token_accuracy_mean,token_accuracy_std,token_accuracy_median,rcb_mean,rcb_std,rcb_median,retrieval_key_rmse_vs_exact_mean,retrieval_key_rmse_vs_exact_std,retrieval_key_rmse_vs_exact_median,memory_attention_mass_mean,memory_attention_mass_std,memory_attention_mass_median,memory_last_query_attention_mass_mean,memory_last_query_attention_mass_std,memory_last_query_attention_mass_median,memory_attention_entropy_mean,memory_attention_entropy_std,memory_attention_entropy_median,memory_attention_max_weight_mean,memory_attention_max_weight_std,memory_attention_max_weight_median,retrieval_logit_rmse_vs_exact_mean,retrieval_logit_rmse_vs_exact_std,retrieval_logit_rmse_vs_exact_median,retrieval_attention_l1_vs_exact_mean,retrieval_attention_l1_vs_exact_std,retrieval_attention_l1_vs_exact_median,retrieval_top_token_agreement_vs_exact_mean,retrieval_top_token_agreement_vs_exact_std,retrieval_top_token_agreement_vs_exact_median,recall_at_k_mean,recall_at_k_std,recall_at_k_median,routing_mrr_mean,routing_mrr_std,routing_mrr_median,retrieved_physical_kv_tokens_mean,retrieved_physical_kv_tokens_std,retrieved_physical_kv_tokens_median,original_logical_distance_mean,original_logical_distance_std,original_logical_distance_median,effective_distance_mean,effective_distance_std,effective_distance_median,maximum_native_operation_mean,maximum_native_operation_std,maximum_native_operation_median,native_limit_violations_mean,native_limit_violations_std,native_limit_violations_median
qasper,tiny,distance,split5_block4_oracle,5,4,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,0.0,1.0,1.0001121167369549,0.00040950248345174593,0.9999558503019665,0.0,0.0,0.0,0.8620065142711004,0.009271393510952488,0.8593653192122778,0.8172554771105448,0.03222900334814395,0.8141586929559708,3.0561918874581657,0.04178611024918726,3.0577371418476105,0.9917273849248887,0.005366378658977286,0.992193192243576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,90.41666666666667,0.0,90.41666666666667,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_1024,1024,native_oracle,5,60,0.8191935156161586,0.5672239350655182,0.7274576065440973,0.6666666666666667,0.21081851067789195,0.5,0.5479428719791144,0.22972535114171627,0.5178639755124673,0.9330077961087226,0.014420492308619361,0.9412899985909462,0.8482633749643961,0.009802555996070678,0.8523299818237623,0.7552706979215145,0.040285184976428974,0.7752848366896311,3.2229958872000375,0.02568515601251138,3.2380748291810355,0.4879260025918484,0.26697599798443133,0.33245568349957466,6.671025435129802,0.46311372748002166,6.524178872505824,1.7152874519427617,0.08316326682583047,1.7112844834725063,0.06666666666666667,0.029166666666666664,0.052083333333333336,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,1024.0,0.0,1024.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_128,128,native_oracle,5,60,0.04130507952844103,0.009930813841101345,0.038506638879577317,1.0,0.0,1.0,0.9984331766793991,0.002975504913998616,0.9999325269986444,0.6830185646812121,0.00844341567781465,0.6853277782599131,0.8602562422553699,0.00844046563362573,0.8587729930877686,0.8134284466505051,0.03072055556403736,0.8132892971237501,3.083406992753347,0.042884819301902105,3.0629128217697144,0.9762317647536596,0.018827699512082692,0.976245587070783,3.1402281880378724,0.22953985023940296,3.1947513669729233,0.9273653608196278,0.11075944320628732,0.9027096554636955,0.4583333333333333,0.06319062870042957,0.4479166666666667,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,128.0,0.0,128.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_2048,2048,native_oracle,5,60,0.3253971400981148,0.5468685357352473,0.05323726652810971,0.9,0.2,1.0,0.8636648073709446,0.2498719591956015,0.9811880656398685,0.6768888632456462,0.007197160518352173,0.6805573677023252,0.8553458561499914,0.011755912666529015,0.8562296430269877,0.7848327830433846,0.045418511725658854,0.8003053044279417,3.159379957119624,0.024009468183737174,3.156811088323593,0.8395157804091772,0.05944478676777113,0.817005862792333,4.032904710372289,0.2699503340258428,4.075185189644496,1.0095146854718526,0.14442285312736947,0.9883876914779345,0.4125,0.08191501354723957,0.4375,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,2048.0,0.0,2048.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_256,256,native_oracle,5,60,0.054225196937719974,0.03476740166001169,0.039939871057868004,1.0,0.0,1.0,0.9922375718509644,0.014638801875262057,0.9999027734233766,0.6988424735764662,0.011250751056459306,0.7016818635165691,0.8587615569432577,0.00816785422973665,0.858770323296388,0.8054441471894582,0.029978280800329958,0.8092832118272781,3.108886206150055,0.03137586407079299,3.119737923145294,0.9687654137611389,0.04174154710934599,0.9896733164787292,3.6222547153631846,0.2950685422405235,3.7000045080979667,0.9422196775053939,0.13937986560048846,0.9513740253945192,0.4666666666666667,0.08052561704203202,0.4479166666666667,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,256.0,0.0,256.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_32,32,native_oracle,5,60,0.16924626358474296,0.26236153734541295,0.0434600654989481,0.9333333333333333,0.13333333333333336,1.0,0.938457566687358,0.11965047393483479,0.999837379670074,0.6166938337186971,0.008048783149422043,0.6154189457496008,0.8566769798596701,0.007978592066042676,0.856683353583018,0.7901482666532199,0.03665765651978829,0.8058565755685171,3.1186498562494913,0.03299372307025995,3.127181430657705,0.8999094227949778,0.06027191444420493,0.8649537563323975,3.3785142282644904,0.280343021149267,3.5687691420316696,0.8358968675447006,0.12470658133895489,0.8373482103149096,0.5208333333333333,0.08912187348419766,0.5,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,32.0,0.0,32.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_4096,4096,native_oracle,5,60,0.721313307993114,0.5780011227475359,0.5127867596844832,0.7,0.21473497877875208,0.5833333333333334,0.6195814278990813,0.2443929422626546,0.651075551160457,0.8763618871569634,0.013283873717861447,0.8807055229942004,0.8511791209379831,0.010711599511106146,0.8545101384321848,0.7716165219744047,0.044685846211626294,0.7958123361070951,3.2214326222737633,0.02537554405834182,3.235556493202845,0.4502577051520348,0.28550049912328296,0.27330991874138516,6.054412162303924,0.3685377453659165,5.970634271701177,1.6025330528616906,0.10879495017307747,1.5893396337827046,0.1125,0.040824829046386304,0.08333333333333333,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,4096.0,0.0,4096.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_512,512,native_oracle,5,60,0.31557091837748885,0.5318317875081382,0.05329724804808696,0.9,0.2,1.0,0.8704798075484114,0.24405015257485768,0.9942042278461009,0.7761139005422593,0.012381433301781269,0.778221495449543,0.8547988007465998,0.009849405056634758,0.856664868692557,0.7872163077195485,0.037749273081569897,0.7963643074035645,3.1535397807757057,0.03179786949528831,3.1578566233317056,0.8541419213016829,0.12438066166931085,0.912740096449852,4.32221240401268,0.3598546459016429,4.165532598892848,1.123601319392522,0.10198899776311168,1.1296926165620487,0.3625,0.04768967975941499,0.3645833333333333,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,512.0,0.0,512.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_64,64,native_oracle,5,60,0.03793075879414877,0.0044829066624233966,0.038910528644919395,1.0,0.0,1.0,0.9999174444416775,0.00039117854245094153,1.000000585710789,0.6354894844194253,0.008045680129979055,0.6364073703686396,0.860313672820727,0.007936865459596995,0.859500582019488,0.8134812330206236,0.025926063944912186,0.8141319900751114,3.0599089225133262,0.04510708518553231,3.050930678844452,0.9919573972622553,0.008466630649132471,0.9982070525487264,3.0286804884672165,0.2920362063192678,3.1357942124207816,0.8654626842951985,0.17757166774869054,0.8925618349264065,0.4833333333333334,0.1026134196335396,0.4479166666666667,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,64.0,0.0,64.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,local,,native_oracle,5,60,0.3359503125150999,0.5724058530459406,0.05235113203525543,0.9,0.2,1.0,0.8588883430521449,0.2617671671388969,0.9878900267526342,0.7702889576554298,0.01019256784204846,0.7663534904519717,0.8538616140683493,0.005943181456463186,0.8566851218541464,0.7805530567963919,0.03152083812728996,0.7899192795157433,3.147141474485397,0.04499450109795221,3.1448186536629996,0.8023975272973379,0.17285851961299334,0.859594869116942,4.68874808649222,0.47012920952443193,4.8302068909009295,1.146216281503439,0.14929964582097216,1.054290364185969,0.3520833333333333,0.07833998198734651,0.3645833333333333,1.0,0.0,1.0,1.0,0.0,1.0,25.416666666666668,0.0,25.416666666666668,90.41666666666667,0.0,90.41666666666667,1.0,0.0,1.0,107.83333333333333,0.0,107.83333333333333,0.0,0.0,0.0
