dataset,model_tier,stage,setting,split_count,encoding_block_references,position_policy,requested_distance,oracle_mode,seed_count,example_count,loss_mean,loss_std,loss_median,token_accuracy_mean,rcb_mean,retrieval_key_rmse_vs_exact_mean,retrieval_logit_rmse_vs_exact_mean,retrieval_attention_l1_vs_exact_mean,retrieval_top_token_agreement_vs_exact_mean,memory_attention_mass_mean,memory_last_query_attention_mass_mean,original_logical_distance_mean,effective_distance_mean,maximum_native_operation_mean,native_limit_violations_mean
hotpotqa,tiny,distance,split5_block4_oracle,5,4,exact,,native_oracle,5,60,0.06548172570765018,0.011384144843989332,0.061650532918671765,1.0,0.9955844014074995,0.0,0.0,0.0,1.0,0.8553623671332995,0.8096175397435825,87.25,87.25,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_1024,1024,native_oracle,5,60,1.1854817515860003,0.5574550940012549,0.9869556867827972,0.5,0.22840924253843342,0.9259367922941844,6.671783156196277,1.5693042675654092,0.08958333333333333,0.8406821231047312,0.744162130355835,87.25,1024.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_128,128,native_oracle,5,60,0.06333125308156014,0.010362259982707452,0.06176909369726976,1.0,0.9975954921931042,0.6690873617927233,2.9084799895683924,0.8435695922623078,0.475,0.8515792459249496,0.7991469308733941,87.25,128.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_2048,2048,native_oracle,5,60,0.12429846009860437,0.06857415337953257,0.09310651446382205,1.0,0.9606004963964377,0.6903602336843809,4.008373200893402,0.973909010613958,0.38958333333333334,0.8488845398028693,0.7865021884441376,87.25,2048.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_256,256,native_oracle,5,60,0.06378689675281446,0.011441725599935983,0.06089194770902395,1.0,0.9969316053552972,0.691188570857048,3.5368477980295814,0.9045239275942245,0.4395833333333333,0.8497431625922521,0.7911541864275933,87.25,256.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_32,32,native_oracle,5,60,0.06663770924011866,0.012482916497929757,0.0628891388575236,1.0,0.9946497419806958,0.6319257294138273,3.2095160533984504,0.8471123293042183,0.4645833333333333,0.8495636502901712,0.7888028179605803,87.25,32.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_4096,4096,native_oracle,5,60,0.8281836336478591,0.44411754033499873,0.8039218690246344,0.65,0.4934932815100592,0.8615133861700693,5.821095976233482,1.4216551254192988,0.17708333333333331,0.8432889233032862,0.7572467898329098,87.25,4096.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_512,512,native_oracle,5,60,0.07335944784184298,0.013084955418479517,0.07370475182930629,1.0,0.9893348512833869,0.7564624175429344,4.364393398165703,1.0771000113338232,0.31666666666666665,0.8478803550203642,0.7818809534112613,87.25,512.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,fixed_64,64,native_oracle,5,60,0.06572809120019277,0.014934608309441424,0.06129941747834285,1.0,0.9947781735614665,0.6014257428546746,2.666200751066208,0.7556254165867964,0.5083333333333333,0.8516412566105525,0.7974045932292938,87.25,64.0,102.83333333333333,0.0
hotpotqa,tiny,distance,split5_block4_oracle,5,4,local,,native_oracle,5,60,0.13471464396764837,0.07759362909412197,0.0979090699305137,0.9666666666666666,0.9483604881040474,0.7634097973505656,4.883364008863767,1.1199068536361056,0.32916666666666666,0.8429254000385603,0.7590697184205055,87.25,1.0,102.83333333333333,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,exact,,native_oracle,5,60,0.037681000555555025,0.004351069894989082,0.03840632798771063,1.0,1.0001121167369549,0.0,0.0,0.0,1.0,0.8620065142711004,0.8172554771105448,90.41666666666667,90.41666666666667,107.83333333333333,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_1024,1024,native_oracle,5,60,0.8191935156161586,0.5672239350655182,0.7274576065440973,0.6666666666666667,0.5479428719791144,0.9330077961087226,6.671025435129802,1.7152874519427617,0.06666666666666667,0.8482633749643961,0.7552706979215145,90.41666666666667,1024.0,107.83333333333333,0.0
qasper,tiny,distance,split5_block4_oracle,5,4,fixed_128,128,native_oracle,5,60,0.04130507952844103,0.009930813841101345,0.038506638879577317,1.0,0.9984331766793991,0.6830185646812121,3.1402281880378724,0.9273653608196278,0.4583333333333333,0.8602562422553699,0.8134284466505051,90.41666666666667,128.0,107.83333333333333,0.0
