active_layer_tokens_mean,address_index_bytes_mean,candidate,case_count,consumer_layer_count,consumer_layer_fraction,delta_vs_full_context_mean,delta_vs_no_memory_mean,detail_kv_bytes_mean,family,latency_seconds_mean,max_abs_logit_error_vs_full_max,model_id,model_key,physical_layers,revision,target_log_probability_mean,target_rank_mean
6.666666666666667,4096.0,last_1,3,1,0.0625,-2.708121180534363,0.13522202769915262,13653.333333333334,llama,0.28387459996156394,6.6328125,unsloth/Llama-3.2-1B,llama,[15],9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.5255430142084756,16.666666666666668
26.666666666666668,4096.0,early_4,3,4,0.25,-6.351498047510783,-3.5081548392772675,54613.333333333336,llama,0.26820099997955066,13.505859375,unsloth/Llama-3.2-1B,llama,"[0, 1, 2, 3]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-7.1689198811848955,49.666666666666664
26.666666666666668,4096.0,even_4,3,4,0.25,-7.066380898157756,-4.22303768992424,54613.333333333336,llama,0.2707571332187702,13.171875,unsloth/Llama-3.2-1B,llama,"[0, 5, 10, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-7.883802731831868,886.0
26.666666666666668,4096.0,last_4,3,4,0.25,-2.4372713565826416,0.40607185165087384,54613.333333333336,llama,0.2618329332520564,6.73046875,unsloth/Llama-3.2-1B,llama,"[12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.2546931902567544,10.666666666666666
26.666666666666668,4096.0,middle_4,3,4,0.25,-2.2715444614489875,0.5717987467845281,54613.333333333336,llama,0.26853613338122767,6.60546875,unsloth/Llama-3.2-1B,llama,"[6, 7, 8, 9]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.0889662951231003,11.0
53.333333333333336,4096.0,early_8,3,8,0.5,-6.740744113922119,-3.897400905688604,109226.66666666667,llama,0.29737853336458403,13.21875,unsloth/Llama-3.2-1B,llama,"[0, 1, 2, 3, 4, 5, 6, 7]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-7.558165947596232,389.0
53.333333333333336,4096.0,even_8,3,8,0.5,-4.338632106781006,-1.4952888985474904,109226.66666666667,llama,0.3033696999773383,11.359375,unsloth/Llama-3.2-1B,llama,"[0, 2, 4, 6, 9, 11, 13, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-5.156053940455119,46.666666666666664
53.333333333333336,4096.0,last_8,3,8,0.5,-1.986207902431488,0.8571353058020273,109226.66666666667,llama,0.29101290002775687,6.484375,unsloth/Llama-3.2-1B,llama,"[8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-2.803629736105601,5.333333333333333
53.333333333333336,4096.0,middle_8,3,8,0.5,-1.1441555668910344,1.699187641342481,109226.66666666667,llama,0.3204932000177602,5.78125,unsloth/Llama-3.2-1B,llama,"[4, 5, 6, 7, 8, 9, 10, 11]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.9615774005651474,2.6666666666666665
80.0,4096.0,last_12,3,12,0.75,-0.9190509219964346,1.9242922862370808,163840.0,llama,0.32294960001794,5.5,unsloth/Llama-3.2-1B,llama,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.7364727556705475,1.3333333333333333
93.33333333333333,4096.0,last_14,3,14,0.875,-0.5994435747464498,2.243899633487066,191146.66666666666,llama,0.33742806672429043,4.9296875,unsloth/Llama-3.2-1B,llama,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.4168654084205627,1.0
106.66666666666667,4096.0,all_layers,3,16,1.0,-0.001841813325881958,2.8415013949076333,218453.33333333334,llama,0.549197066652899,0.0234375,unsloth/Llama-3.2-1B,llama,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-0.8192636469999949,1.3333333333333333
106.66666666666667,4096.0,last_16,3,16,1.0,-0.001841813325881958,2.8415013949076333,218453.33333333334,llama,0.3658369333328058,0.0234375,unsloth/Llama-3.2-1B,llama,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-0.8192636469999949,1.3333333333333333
