active_layer_tokens,address_index_bytes,address_layer_count,candidate,case_id,consumer_layer_count,consumer_layer_fraction,corrected_transport,delta_vs_full_context,delta_vs_no_memory,detail_kv_bytes,family,full_context_log_probability,full_context_target_rank,latency_seconds,materialization,max_abs_logit_error_vs_full,model_id,model_key,no_memory_log_probability,physical_layers,revision,target_log_probability,target_rank,workload
72,4096,1,last_12,color,12,0.75,True,-1.500335693359375,1.7098350524902344,147456,llama,-1.5892353057861328,2,0.31301599997095764,full_selected_record,5.5,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.089570999145508,2,semantic_smoke
84,4096,1,last_14,color,14,0.875,True,-0.7036993503570557,2.5064713954925537,172032,llama,-1.5892353057861328,2,0.3445858000777662,full_selected_record,4.9296875,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-2.2929346561431885,1,semantic_smoke
96,4096,1,last_16,color,16,1.0,True,-0.011824488639831543,3.198346257209778,196608,llama,-1.5892353057861328,2,0.3690167998429388,full_selected_record,0.015625,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.6010597944259644,2,semantic_smoke
24,4096,1,even_4,color,4,0.25,True,-4.700641632080078,-1.4904708862304688,49152,llama,-1.5892353057861328,2,0.2718930998817086,full_selected_record,10.19921875,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[0, 5, 10, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-6.289876937866211,48,semantic_smoke
48,4096,1,even_8,color,8,0.5,True,-5.812714576721191,-2.602543830871582,98304,llama,-1.5892353057861328,2,0.29556829994544387,full_selected_record,11.359375,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[0, 2, 4, 6, 9, 11, 13, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-7.401949882507324,113,semantic_smoke
24,4096,1,early_4,color,4,0.25,True,-5.210656642913818,-2.000485897064209,49152,llama,-1.5892353057861328,2,0.2638880000449717,full_selected_record,13.505859375,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[0, 1, 2, 3]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-6.799891948699951,40,semantic_smoke
24,4096,1,middle_4,color,4,0.25,True,-2.419569969177246,0.7906007766723633,49152,llama,-1.5892353057861328,2,0.2684629000723362,full_selected_record,5.9921875,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[6, 7, 8, 9]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-4.008805274963379,8,semantic_smoke
48,4096,1,early_8,color,8,0.5,True,-9.93500804901123,-6.724837303161621,98304,llama,-1.5892353057861328,2,0.2924208000767976,full_selected_record,13.21875,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[0, 1, 2, 3, 4, 5, 6, 7]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-11.524243354797363,1105,semantic_smoke
48,4096,1,middle_8,color,8,0.5,True,-1.988619327545166,1.2215514183044434,98304,llama,-1.5892353057861328,2,0.29436159995384514,full_selected_record,5.78125,unsloth/Llama-3.2-1B,llama,-4.799406051635742,"[4, 5, 6, 7, 8, 9, 10, 11]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.577854633331299,6,semantic_smoke
112,4096,1,all_layers,code,16,1.0,True,0.005658864974975586,5.146142899990082,229376,llama,-0.6087310910224915,1,0.34772720001637936,full_selected_record,0.015625,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-0.6030722260475159,1,semantic_smoke
7,4096,1,last_1,code,1,0.0625,True,-4.696075141429901,0.4444088935852051,14336,llama,-0.6087310910224915,1,0.23654589988291264,full_selected_record,6.6328125,unsloth/Llama-3.2-1B,llama,-5.749215126037598,[15],9535bd9b1d1dea6acafbdc4813b728796aeb28da,-5.304806232452393,30,semantic_smoke
28,4096,1,last_4,code,4,0.25,True,-4.022418200969696,1.1180658340454102,57344,llama,-0.6087310910224915,1,0.2559742999728769,full_selected_record,6.73046875,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-4.6311492919921875,18,semantic_smoke
56,4096,1,last_8,code,8,0.5,True,-3.2521867156028748,1.8882973194122314,114688,llama,-0.6087310910224915,1,0.2791764000430703,full_selected_record,6.484375,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.860917806625366,10,semantic_smoke
84,4096,1,last_12,code,12,0.75,True,-1.0520709156990051,4.088413119316101,172032,llama,-0.6087310910224915,1,0.32210750016383827,full_selected_record,4.83203125,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.6608020067214966,1,semantic_smoke
98,4096,1,last_14,code,14,0.875,True,-0.8898000121116638,4.250684022903442,200704,llama,-0.6087310910224915,1,0.33031170000322163,full_selected_record,4.3125,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-1.4985311031341553,1,semantic_smoke
112,4096,1,last_16,code,16,1.0,True,0.005658864974975586,5.146142899990082,229376,llama,-0.6087310910224915,1,0.3674972001463175,full_selected_record,0.015625,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-0.6030722260475159,1,semantic_smoke
28,4096,1,even_4,code,4,0.25,True,-5.846674144268036,-0.7061901092529297,57344,llama,-0.6087310910224915,1,0.27182299993000925,full_selected_record,11.693359375,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 5, 10, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-6.455405235290527,61,semantic_smoke
56,4096,1,even_8,code,8,0.5,True,-1.7447475790977478,3.3957364559173584,114688,llama,-0.6087310910224915,1,0.2925243000499904,full_selected_record,8.751953125,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 2, 4, 6, 9, 11, 13, 15]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-2.3534786701202393,3,semantic_smoke
28,4096,1,early_4,code,4,0.25,True,-6.522464454174042,-1.3819804191589355,57344,llama,-0.6087310910224915,1,0.2717712998855859,full_selected_record,11.5908203125,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 1, 2, 3]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-7.131195545196533,47,semantic_smoke
28,4096,1,middle_4,code,4,0.25,True,-4.4684359431266785,0.6720480918884277,57344,llama,-0.6087310910224915,1,0.2626165000256151,full_selected_record,6.60546875,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[6, 7, 8, 9]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-5.07716703414917,24,semantic_smoke
56,4096,1,early_8,code,8,0.5,True,-3.1241835951805115,2.0163004398345947,114688,llama,-0.6087310910224915,1,0.28998570004478097,full_selected_record,11.05859375,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[0, 1, 2, 3, 4, 5, 6, 7]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-3.732914686203003,5,semantic_smoke
56,4096,1,middle_8,code,8,0.5,True,-1.5019020438194275,3.6385819911956787,114688,llama,-0.6087310910224915,1,0.3784417000133544,full_selected_record,4.98046875,unsloth/Llama-3.2-1B,llama,-5.749215126037598,"[4, 5, 6, 7, 8, 9, 10, 11]",9535bd9b1d1dea6acafbdc4813b728796aeb28da,-2.110633134841919,1,semantic_smoke
28,2304,1,all_layers,capital,4,1.0,True,-0.26334869861602783,10.469027698040009,28672,gemma3,-0.03193157911300659,1,0.31763179996050894,full_selected_record,6.1171875,google/gemma-3-1b-it,gemma,-10.764307975769043,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.2952802777290344,1,semantic_smoke
7,2304,1,last_1,capital,1,0.25,True,-9.164389908313751,1.5679864883422852,7168,gemma3,-0.03193157911300659,1,0.24645640002563596,full_selected_record,10.8134765625,google/gemma-3-1b-it,gemma,-10.764307975769043,[23],dcc83ea841ab6100d6b47a070329e1ba4cf78752,-9.196321487426758,53,semantic_smoke
28,2304,1,last_4,capital,4,1.0,True,-0.26334869861602783,10.469027698040009,28672,gemma3,-0.03193157911300659,1,0.26795589993707836,full_selected_record,6.1171875,google/gemma-3-1b-it,gemma,-10.764307975769043,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.2952802777290344,1,semantic_smoke
28,2304,1,even_4,capital,4,1.0,True,-0.26334869861602783,10.469027698040009,28672,gemma3,-0.03193157911300659,1,0.2590093999169767,full_selected_record,6.1171875,google/gemma-3-1b-it,gemma,-10.764307975769043,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.2952802777290344,1,semantic_smoke
28,2304,1,early_4,capital,4,1.0,True,-0.26334869861602783,10.469027698040009,28672,gemma3,-0.03193157911300659,1,0.26613690005615354,full_selected_record,6.1171875,google/gemma-3-1b-it,gemma,-10.764307975769043,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.2952802777290344,1,semantic_smoke
28,2304,1,middle_4,capital,4,1.0,True,-0.26334869861602783,10.469027698040009,28672,gemma3,-0.03193157911300659,1,0.25005439994856715,full_selected_record,6.1171875,google/gemma-3-1b-it,gemma,-10.764307975769043,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.2952802777290344,1,semantic_smoke
24,2304,1,all_layers,color,4,1.0,True,0.11544701643288136,8.011446507647634,24576,gemma3,-0.13893550634384155,1,0.32736749993637204,full_selected_record,6.859375,google/gemma-3-1b-it,gemma,-8.034934997558594,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.023488489910960197,1,semantic_smoke
6,2304,1,last_1,color,1,0.25,True,-5.850297510623932,2.0457019805908203,6144,gemma3,-0.13893550634384155,1,0.2805202000308782,full_selected_record,7.65625,google/gemma-3-1b-it,gemma,-8.034934997558594,[23],dcc83ea841ab6100d6b47a070329e1ba4cf78752,-5.989233016967773,15,semantic_smoke
24,2304,1,last_4,color,4,1.0,True,0.11544701643288136,8.011446507647634,24576,gemma3,-0.13893550634384155,1,0.29823460010811687,full_selected_record,6.859375,google/gemma-3-1b-it,gemma,-8.034934997558594,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.023488489910960197,1,semantic_smoke
24,2304,1,even_4,color,4,1.0,True,0.11544701643288136,8.011446507647634,24576,gemma3,-0.13893550634384155,1,0.427012300118804,full_selected_record,6.859375,google/gemma-3-1b-it,gemma,-8.034934997558594,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.023488489910960197,1,semantic_smoke
24,2304,1,early_4,color,4,1.0,True,0.11544701643288136,8.011446507647634,24576,gemma3,-0.13893550634384155,1,0.2899579000659287,full_selected_record,6.859375,google/gemma-3-1b-it,gemma,-8.034934997558594,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.023488489910960197,1,semantic_smoke
24,2304,1,middle_4,color,4,1.0,True,0.11544701643288136,8.011446507647634,24576,gemma3,-0.13893550634384155,1,0.2813721999991685,full_selected_record,6.859375,google/gemma-3-1b-it,gemma,-8.034934997558594,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.023488489910960197,1,semantic_smoke
32,2304,1,all_layers,code,4,1.0,True,0.03394198417663574,8.98120802640915,32768,gemma3,-0.1340356469154358,1,0.28495689993724227,full_selected_record,9.541015625,google/gemma-3-1b-it,gemma,-9.08130168914795,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.10009366273880005,1,semantic_smoke
8,2304,1,last_1,code,1,0.25,True,-8.437983930110931,0.509282112121582,8192,gemma3,-0.1340356469154358,1,0.29132970003411174,full_selected_record,10.42578125,google/gemma-3-1b-it,gemma,-9.08130168914795,[23],dcc83ea841ab6100d6b47a070329e1ba4cf78752,-8.572019577026367,149,semantic_smoke
32,2304,1,last_4,code,4,1.0,True,0.03394198417663574,8.98120802640915,32768,gemma3,-0.1340356469154358,1,0.2887457001488656,full_selected_record,9.541015625,google/gemma-3-1b-it,gemma,-9.08130168914795,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.10009366273880005,1,semantic_smoke
32,2304,1,even_4,code,4,1.0,True,0.03394198417663574,8.98120802640915,32768,gemma3,-0.1340356469154358,1,0.29900179989635944,full_selected_record,9.541015625,google/gemma-3-1b-it,gemma,-9.08130168914795,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.10009366273880005,1,semantic_smoke
32,2304,1,early_4,code,4,1.0,True,0.03394198417663574,8.98120802640915,32768,gemma3,-0.1340356469154358,1,0.26343860011547804,full_selected_record,9.541015625,google/gemma-3-1b-it,gemma,-9.08130168914795,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.10009366273880005,1,semantic_smoke
32,2304,1,middle_4,code,4,1.0,True,0.03394198417663574,8.98120802640915,32768,gemma3,-0.1340356469154358,1,0.25792440003715456,full_selected_record,9.541015625,google/gemma-3-1b-it,gemma,-9.08130168914795,"[5, 11, 17, 23]",dcc83ea841ab6100d6b47a070329e1ba4cf78752,-0.10009366273880005,1,semantic_smoke
