queries,select,ask,abstain,coverage,selective_accuracy,actionable_accuracy,false_action_rate,unsafe_action_rate,brier,ece_10
144,86,58,0,0.5972222222222222,0.9069767441860465,0.5416666666666666,0.05555555555555555,0.0,0.13468578015487973,0.09817331100831209
