mode,label,queries,top1,mrr,recall_at_3,recall_at_5,median_latency_ms,p95_latency_ms,index_bytes,model_bytes
P0_token,Token,144,0.2569444444444444,0.39764324670881046,0.4027777777777778,0.5138888888888888,8.564400020986795,13.992880145087838,13427,0
P1_bm25,BM25,144,0.3472222222222222,0.4846286622328289,0.5138888888888888,0.5902777777777778,8.564400020986795,13.992880145087838,13427,0
P2_dictionary,Dictionary,144,0.7291666666666666,0.8114660031326698,0.8680555555555556,0.9027777777777778,8.564400020986795,13.992880145087838,50718,0
P3_tags,Tags,144,0.7430555555555556,0.8232492623117623,0.875,0.9166666666666666,8.564400020986795,13.992880145087838,5141,0
P5_english_embedding,English embedding,144,0.5625,0.6818578633376428,0.75,0.8125,12.274100020637409,17.70258014473845,27648,133440000
P6_multilingual_embedding,Multilingual embedding,144,0.5555555555555556,0.6903462471170804,0.7847222222222222,0.8680555555555556,10.809088583116488,16.23756870721753,27648,470615040
P8_lexical_dictionary_embedding,Hybrid,144,0.7291666666666666,0.808573082010582,0.875,0.9444444444444444,12.274100020637409,17.70258014473845,83507,133440000
P10_staged_external,Staged,144,0.7291666666666666,0.8083416005291005,0.875,0.9375,11.990300050991424,17.234685080235494,83507,133440000
