dataset,example_id,partition,seed,scale,facet_count,mean_score,score_std,scale_max
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,37,2,16,-0.28459984064102173,0.16322921216487885,0.07836146652698517
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,37,4,14,-0.29500454664230347,0.14238151907920837,0.04686746746301651
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,37,8,10,-0.30265894532203674,0.12710954248905182,-0.02069905400276184
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,37,16,2,-0.34844598174095154,0.1310146301984787,-0.0731930360198021
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,global,1,-0.20832598209381104,0.23498524725437164,0.27968358993530273
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,1,17,-0.16751690208911896,0.14959684014320374,0.24770516157150269
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,2,16,-0.18855199217796326,0.14471708238124847,0.24696817994117737
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,4,14,-0.21148863434791565,0.13850384950637817,0.17167438566684723
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,8,10,-0.2306189239025116,0.14007480442523956,0.11306533217430115
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,53,16,2,-0.23858168721199036,0.15722215175628662,0.10629716515541077
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,global,1,-0.247341588139534,0.23318752646446228,0.14035698771476746
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,1,17,-0.02679082192480564,0.18807630240917206,0.4113956093788147
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,2,16,-0.04437058046460152,0.1736498326063156,0.4355936050415039
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,4,14,-0.05426216870546341,0.15625016391277313,0.3628057837486267
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,8,10,-0.06969040632247925,0.15199051797389984,0.3073561191558838
2wikimultihopqa,0290cd840baf11ebab90acde48001122,validation,71,16,2,-0.048626840114593506,0.16595257818698883,0.26241326332092285
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,11,global,1,-0.2617994248867035,0.1813642978668213,0.16066449880599976
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,11,1,10,-0.1207379400730133,0.11694272607564926,0.17191824316978455
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,11,2,9,-0.13076579570770264,0.10261984169483185,0.17912089824676514
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,11,4,7,-0.13669565320014954,0.08948581665754318,0.09542913734912872
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,11,8,3,-0.15828636288642883,0.09451240301132202,0.0755615234375
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,23,global,1,0.006883949041366577,0.16684935986995697,0.2680244445800781
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,23,1,10,0.058096494525671005,0.14945097267627716,0.4764086604118347
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,23,2,9,0.06653403490781784,0.12099664658308029,0.40683627128601074
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,23,4,7,0.06819645315408707,0.11237212270498276,0.31286942958831787
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,23,8,3,0.07489046454429626,0.12185877561569214,0.30000540614128113
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,37,global,1,-0.502021849155426,0.1036558449268341,-0.33770766854286194
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,37,1,10,-0.27677807211875916,0.11781114339828491,0.03726688399910927
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,37,2,9,-0.2904876470565796,0.1111799031496048,0.0036783935502171516
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,37,4,7,-0.29685178399086,0.09529175609350204,-0.058034174144268036
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,37,8,3,-0.32931962609291077,0.08742616325616837,-0.1388172060251236
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,53,global,1,-0.08912854641675949,0.19967949390411377,0.3341740369796753
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,53,1,10,-0.1215413436293602,0.12339424341917038,0.19659817218780518
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,53,2,9,-0.14012539386749268,0.12443443387746811,0.14772284030914307
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,53,4,7,-0.16573941707611084,0.1176108717918396,0.10606971383094788
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,53,8,3,-0.1801196038722992,0.12811918556690216,0.09280988574028015
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,71,global,1,-0.2972647249698639,0.10632883757352829,-0.12353118509054184
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,71,1,10,0.007463439367711544,0.1808498650789261,0.31710612773895264
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,71,2,9,-0.015814272686839104,0.16493190824985504,0.3196364939212799
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,71,4,7,-0.04741637781262398,0.13288527727127075,0.2879171371459961
2wikimultihopqa,0360770a0baf11ebab90acde48001122,test,71,8,3,-0.043511807918548584,0.08668986707925797,0.11153331398963928
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,11,global,1,-0.3135106861591339,0.13318748772144318,-0.07220044732093811
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,11,1,11,-0.0922144427895546,0.1145423874258995,0.21045564115047455
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,11,2,10,-0.09721580147743225,0.11226283758878708,0.1684737205505371
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,11,4,8,-0.10106468945741653,0.10092679411172867,0.1303010731935501
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,11,8,4,-0.10615170001983643,0.0977611318230629,0.09809646755456924
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,23,global,1,-0.00236864504404366,0.16257932782173157,0.29992255568504333
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,23,1,11,0.12438712269067764,0.14030377566814423,0.43240275979042053
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,23,2,10,0.14015187323093414,0.14624187350273132,0.4174506366252899
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,23,4,8,0.14632335305213928,0.14267221093177795,0.4493739604949951
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,23,8,4,0.15827004611492157,0.12701515853405,0.4038429856300354
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,37,global,1,-0.5292679071426392,0.10842392593622208,-0.3227500915527344
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,37,1,11,-0.2855675220489502,0.1122954711318016,0.013006780296564102
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,37,2,10,-0.2973863184452057,0.1033581867814064,-0.06603190302848816
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,37,4,8,-0.31636106967926025,0.08542881160974503,-0.11997008323669434
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,37,8,4,-0.33278974890708923,0.070597805082798,-0.1963573396205902
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,53,global,1,-0.19356554746627808,0.12665019929409027,0.01789555326104164
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,53,1,11,-0.08974749594926834,0.11461684852838516,0.17621693015098572
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,53,2,10,-0.09655433148145676,0.10771244019269943,0.1439216285943985
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,53,4,8,-0.1090143620967865,0.09703270345926285,0.09950113296508789
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,53,8,4,-0.11615367978811264,0.09729168564081192,0.06494106352329254
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,71,global,1,-0.24110929667949677,0.12950646877288818,-0.015170380473136902
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,71,1,11,0.03770868107676506,0.11186634004116058,0.3184102177619934
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,71,2,10,0.03059461899101734,0.1031486988067627,0.31136488914489746
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,71,4,8,0.01452826987951994,0.08499394357204437,0.23329180479049683
2wikimultihopqa,036c82480baf11ebab90acde48001122,test,71,8,4,0.013920211233198643,0.07871982455253601,0.1639794111251831
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,global,1,0.007480571512132883,0.24516114592552185,0.39948153495788574
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,1,19,-0.17342418432235718,0.18270082771778107,0.24955928325653076
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,2,18,-0.19273395836353302,0.19339443743228912,0.2452738881111145
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,4,16,-0.20732413232326508,0.20214979350566864,0.2278457134962082
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,8,12,-0.22035428881645203,0.21053418517112732,0.21047547459602356
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,11,16,4,-0.22064757347106934,0.20861190557479858,0.18708536028862
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,global,1,0.3425504267215729,0.2046717256307602,0.6953887939453125
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,1,19,0.18558543920516968,0.14645420014858246,0.5085206031799316
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,2,18,0.19873268902301788,0.14817532896995544,0.5078563094139099
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,4,16,0.20615653693675995,0.1521746665239334,0.4970841705799103
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,8,12,0.2134343981742859,0.15985381603240967,0.48594871163368225
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,23,16,4,0.21766792237758636,0.15569083392620087,0.46879151463508606
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,global,1,-0.3593598008155823,0.0886014923453331,-0.2177482396364212
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,1,19,-0.20035450160503387,0.08943573385477066,0.0434093177318573
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,2,18,-0.2150111198425293,0.08460263162851334,-0.009334243834018707
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,4,16,-0.22602683305740356,0.0778190940618515,-0.06044735014438629
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,8,12,-0.23794476687908173,0.07546888291835785,-0.0716470256447792
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,37,16,4,-0.2405499368906021,0.0746878907084465,-0.0890088826417923
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,global,1,0.019437454640865326,0.19529950618743896,0.3395787477493286
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,1,19,-0.04245365038514137,0.13841450214385986,0.2866537570953369
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,2,18,-0.053941719233989716,0.13190250098705292,0.24770572781562805
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,4,16,-0.057647280395030975,0.13070161640644073,0.2210969179868698
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,8,12,-0.05578383803367615,0.1325782686471939,0.19670569896697998
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,53,16,4,-0.06170055642724037,0.13401226699352264,0.18000125885009766
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,global,1,0.01716049388051033,0.17725127935409546,0.31765061616897583
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,1,19,0.14271385967731476,0.11989512294530869,0.4441527724266052
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,2,18,0.15010729432106018,0.1143510639667511,0.4510405659675598
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,4,16,0.1495562642812729,0.10981674492359161,0.3867221474647522
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,8,12,0.15327665209770203,0.11098819226026535,0.37964099645614624
2wikimultihopqa,03e971d208d911ebbd9cac1f6bf848b6,test,71,16,4,0.16139088571071625,0.10858207195997238,0.35929399728775024
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,global,1,-0.32555583119392395,0.16901083290576935,0.05968419462442398
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,1,21,-0.2291780561208725,0.18236583471298218,0.2853747010231018
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,2,20,-0.24388422071933746,0.18510206043720245,0.20184481143951416
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,4,18,-0.257559597492218,0.18604756891727448,0.18265151977539062
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,8,14,-0.2711247503757477,0.18781650066375732,0.13916988670825958
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,11,16,6,-0.2791842222213745,0.1907351315021515,0.07017876207828522
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,global,1,0.0010714642703533173,0.17049306631088257,0.3299974203109741
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,1,21,0.016959620639681816,0.16467024385929108,0.32474035024642944
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,2,20,0.023223694413900375,0.16896983981132507,0.33930036425590515
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,4,18,0.02669897861778736,0.17662499845027924,0.31809934973716736
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,8,14,0.02003151923418045,0.17726103961467743,0.26931917667388916
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,23,16,6,0.02272319793701172,0.17856290936470032,0.23724572360515594
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,global,1,-0.46712368726730347,0.14663147926330566,-0.3037159740924835
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,1,21,-0.27347108721733093,0.10962637513875961,-0.06414367258548737
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,2,20,-0.2934625744819641,0.10638411343097687,-0.09388954192399979
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,4,18,-0.3143375813961029,0.09918929636478424,-0.12137510627508163
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,8,14,-0.3290022611618042,0.09773457050323486,-0.16708338260650635
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,37,16,6,-0.33932411670684814,0.0980377048254013,-0.21186435222625732
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,global,1,-0.2393309772014618,0.12993404269218445,0.05497414618730545
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,1,21,-0.15964026749134064,0.11202186346054077,0.19745570421218872
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,2,20,-0.17490534484386444,0.10340744256973267,0.12704092264175415
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,4,18,-0.1848224699497223,0.09337951242923737,0.021204175427556038
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,8,14,-0.19459910690784454,0.09078104048967361,-0.020488034933805466
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,53,16,6,-0.20210416615009308,0.09091219305992126,-0.05468148738145828
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,global,1,-0.19445613026618958,0.18931052088737488,0.1491846889257431
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,1,21,0.06570321321487427,0.11148900538682938,0.3190678358078003
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,2,20,0.07279923558235168,0.10321518033742905,0.3568015992641449
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,4,18,0.07698874175548553,0.08544716238975525,0.2521613836288452
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,8,14,0.08472197502851486,0.08049125224351883,0.2068898230791092
2wikimultihopqa,06326df2088611ebbd6dac1f6bf848b6,validation,71,16,6,0.08929134905338287,0.07922696322202682,0.19183050096035004
musique,2hop__10017_18974,validation,11,global,1,-0.47364506125450134,0.15678365528583527,-0.12292703241109848
musique,2hop__10017_18974,validation,11,1,17,-0.2269611656665802,0.12918545305728912,0.13201424479484558
musique,2hop__10017_18974,validation,11,2,16,-0.24248479306697845,0.13093866407871246,0.10112889111042023
musique,2hop__10017_18974,validation,11,4,14,-0.25404930114746094,0.13151361048221588,0.07982688397169113
musique,2hop__10017_18974,validation,11,8,10,-0.2692049741744995,0.13184255361557007,0.06887000799179077
musique,2hop__10017_18974,validation,11,16,2,-0.2718574106693268,0.13263289630413055,0.01760375313460827
musique,2hop__10017_18974,validation,23,global,1,-0.22780081629753113,0.12314140051603317,0.03450560197234154
musique,2hop__10017_18974,validation,23,1,17,-0.0008362325024791062,0.13525797426700592,0.31939464807510376
musique,2hop__10017_18974,validation,23,2,16,-0.0052332524210214615,0.1363435834646225,0.3158128261566162
musique,2hop__10017_18974,validation,23,4,14,-0.01066623069345951,0.12788619101047516,0.25712671875953674
musique,2hop__10017_18974,validation,23,8,10,-0.01708594709634781,0.11218153685331345,0.2191247045993805
musique,2hop__10017_18974,validation,23,16,2,0.005800117272883654,0.10353650897741318,0.20130020380020142
musique,2hop__10017_18974,validation,37,global,1,-0.7046645879745483,0.07093190401792526,-0.5298601388931274
musique,2hop__10017_18974,validation,37,1,17,-0.30055174231529236,0.13261720538139343,0.008752372115850449
musique,2hop__10017_18974,validation,37,2,16,-0.3095128536224365,0.1153162270784378,-0.004232391715049744
musique,2hop__10017_18974,validation,37,4,14,-0.31276434659957886,0.0928960070014,-0.030805572867393494
musique,2hop__10017_18974,validation,37,8,10,-0.32353195548057556,0.07921905070543289,-0.09991820156574249
musique,2hop__10017_18974,validation,37,16,2,-0.35036954283714294,0.06712121516466141,-0.19387702643871307
musique,2hop__10017_18974,validation,53,global,1,-0.4162713885307312,0.1405303180217743,-0.07449748367071152
musique,2hop__10017_18974,validation,53,1,17,-0.18111412227153778,0.12980583310127258,0.1596461981534958
musique,2hop__10017_18974,validation,53,2,16,-0.1923818439245224,0.13200171291828156,0.17140668630599976
musique,2hop__10017_18974,validation,53,4,14,-0.20182865858078003,0.1323326826095581,0.13722503185272217
musique,2hop__10017_18974,validation,53,8,10,-0.2130669802427292,0.13385239243507385,0.12392280995845795
musique,2hop__10017_18974,validation,53,16,2,-0.22020761668682098,0.13660982251167297,0.08470499515533447
musique,2hop__10017_18974,validation,71,global,1,-0.4697687327861786,0.11731386184692383,-0.21833430230617523
musique,2hop__10017_18974,validation,71,1,17,-0.154209703207016,0.13517509400844574,0.16888999938964844
musique,2hop__10017_18974,validation,71,2,16,-0.17121915519237518,0.13547855615615845,0.148367241024971
musique,2hop__10017_18974,validation,71,4,14,-0.18593430519104004,0.13149215281009674,0.09484386444091797
musique,2hop__10017_18974,validation,71,8,10,-0.19860446453094482,0.12180452048778534,0.060804083943367004
musique,2hop__10017_18974,validation,71,16,2,-0.18831096589565277,0.10855109989643097,0.016436699777841568
musique,2hop__10114_599630,test,11,global,1,-0.3836795389652252,0.17099931836128235,0.0731266438961029
musique,2hop__10114_599630,test,11,1,15,-0.2303636074066162,0.13398729264736176,0.1733325570821762
musique,2hop__10114_599630,test,11,2,14,-0.24723519384860992,0.13645561039447784,0.12891755998134613
musique,2hop__10114_599630,test,11,4,12,-0.25697624683380127,0.13880479335784912,0.11489946395158768
musique,2hop__10114_599630,test,11,8,8,-0.2636411190032959,0.14014388620853424,0.059296779334545135
musique,2hop__10114_599630,test,23,global,1,-0.33722707629203796,0.14330899715423584,0.04151839017868042
musique,2hop__10114_599630,test,23,1,15,-0.04366215318441391,0.1408417820930481,0.30449992418289185
musique,2hop__10114_599630,test,23,2,14,-0.0572865754365921,0.14373725652694702,0.29187285900115967
musique,2hop__10114_599630,test,23,4,12,-0.06268861889839172,0.14082327485084534,0.254216730594635
musique,2hop__10114_599630,test,23,8,8,-0.05612872168421745,0.12895089387893677,0.25601205229759216
musique,2hop__10114_599630,test,37,global,1,-0.6551527976989746,0.0946759283542633,-0.4451443552970886
musique,2hop__10114_599630,test,37,1,15,-0.36739617586135864,0.11519445478916168,-0.037136659026145935
musique,2hop__10114_599630,test,37,2,14,-0.39151373505592346,0.10344307869672775,-0.07658177614212036
musique,2hop__10114_599630,test,37,4,12,-0.40701937675476074,0.08916816860437393,-0.18972957134246826
musique,2hop__10114_599630,test,37,8,8,-0.4214882254600525,0.08831590414047241,-0.2274741679430008
musique,2hop__10114_599630,test,53,global,1,-0.2474186271429062,0.19172661006450653,0.3002448081970215
musique,2hop__10114_599630,test,53,1,15,-0.1328093707561493,0.1508697122335434,0.35013890266418457
musique,2hop__10114_599630,test,53,2,14,-0.14191022515296936,0.15114623308181763,0.3309169113636017
musique,2hop__10114_599630,test,53,4,12,-0.14645658433437347,0.15301766991615295,0.3442612886428833
musique,2hop__10114_599630,test,53,8,8,-0.15101514756679535,0.15781249105930328,0.3140270709991455
musique,2hop__10114_599630,test,71,global,1,-0.5507062077522278,0.1237589418888092,-0.24212656915187836
musique,2hop__10114_599630,test,71,1,15,-0.1987747848033905,0.16010887920856476,0.24890096485614777
musique,2hop__10114_599630,test,71,2,14,-0.2242242991924286,0.1614542305469513,0.2600044906139374
musique,2hop__10114_599630,test,71,4,12,-0.23935332894325256,0.1562042236328125,0.24859628081321716
musique,2hop__10114_599630,test,71,8,8,-0.24610178172588348,0.13521532714366913,0.1895117610692978
musique,2hop__10122_18974,validation,11,global,1,-0.2997470200061798,0.14696912467479706,-0.029084596782922745
musique,2hop__10122_18974,validation,11,1,20,-0.07976427674293518,0.11846450716257095,0.19525858759880066
musique,2hop__10122_18974,validation,11,2,19,-0.08332060277462006,0.1195722296833992,0.17473973333835602
musique,2hop__10122_18974,validation,11,4,17,-0.0857711136341095,0.11890669912099838,0.1596919745206833
musique,2hop__10122_18974,validation,11,8,13,-0.0933874249458313,0.11935316771268845,0.13957004249095917
musique,2hop__10122_18974,validation,11,16,5,-0.09122753888368607,0.119221992790699,0.12960375845432281
musique,2hop__10122_18974,validation,23,global,1,-0.12699636816978455,0.1379973441362381,0.14392146468162537
musique,2hop__10122_18974,validation,23,1,20,0.06367594003677368,0.14981169998645782,0.4430127441883087
musique,2hop__10122_18974,validation,23,2,19,0.06264322251081467,0.14550167322158813,0.44321849942207336
musique,2hop__10122_18974,validation,23,4,17,0.07055458426475525,0.12801657617092133,0.43493834137916565
musique,2hop__10122_18974,validation,23,8,13,0.07895263284444809,0.10246462374925613,0.394962340593338
musique,2hop__10122_18974,validation,23,16,5,0.09398186951875687,0.09739933162927628,0.3424229025840759
musique,2hop__10122_18974,validation,37,global,1,-0.6563990712165833,0.06294933706521988,-0.5256381034851074
musique,2hop__10122_18974,validation,37,1,20,-0.2109687328338623,0.13415727019309998,0.09838282316923141
musique,2hop__10122_18974,validation,37,2,19,-0.21552228927612305,0.11845713108778,0.06616540998220444
musique,2hop__10122_18974,validation,37,4,17,-0.22003310918807983,0.0964961051940918,0.0029702261090278625
musique,2hop__10122_18974,validation,37,8,13,-0.23094744980335236,0.08624070882797241,-0.047473371028900146
musique,2hop__10122_18974,validation,37,16,5,-0.23632919788360596,0.07445996254682541,-0.09463820606470108
musique,2hop__10122_18974,validation,53,global,1,-0.21329891681671143,0.17698699235916138,0.13055187463760376
musique,2hop__10122_18974,validation,53,1,20,-0.018747100606560707,0.14372016489505768,0.33513104915618896
musique,2hop__10122_18974,validation,53,2,19,-0.015092180110514164,0.14569386839866638,0.3138682544231415
musique,2hop__10122_18974,validation,53,4,17,-0.010898035950958729,0.1476634442806244,0.2970903515815735
musique,2hop__10122_18974,validation,53,8,13,-0.0062695457600057125,0.15315401554107666,0.2859732508659363
musique,2hop__10122_18974,validation,53,16,5,-0.010929885320365429,0.15278260409832,0.26514047384262085
musique,2hop__10122_18974,validation,71,global,1,-0.3846217095851898,0.10725116729736328,-0.2110837996006012
musique,2hop__10122_18974,validation,71,1,20,-0.06001077592372894,0.13864946365356445,0.24588248133659363
musique,2hop__10122_18974,validation,71,2,19,-0.07228048890829086,0.13498610258102417,0.22103866934776306
musique,2hop__10122_18974,validation,71,4,17,-0.07860630750656128,0.12112199515104294,0.21136990189552307
musique,2hop__10122_18974,validation,71,8,13,-0.08080092072486877,0.0938129723072052,0.1666770875453949
musique,2hop__10122_18974,validation,71,16,5,-0.07667963206768036,0.0912584513425827,0.10607483983039856
musique,2hop__103889_86452,test,11,global,1,-0.5038487315177917,0.10378281027078629,-0.30049481987953186
musique,2hop__103889_86452,test,11,1,30,-0.23029762506484985,0.13092081248760223,0.1187162697315216
musique,2hop__103889_86452,test,11,2,29,-0.25131455063819885,0.1272815316915512,0.07372252643108368
musique,2hop__103889_86452,test,11,4,27,-0.2662528157234192,0.12719044089317322,0.0166490375995636
musique,2hop__103889_86452,test,11,8,23,-0.27681970596313477,0.12654416263103485,-0.001912035048007965
musique,2hop__103889_86452,test,11,16,15,-0.2848466634750366,0.12483611702919006,-0.028876133263111115
musique,2hop__103889_86452,test,23,global,1,-0.39886635541915894,0.13071462512016296,-0.08789512515068054
musique,2hop__103889_86452,test,23,1,30,-0.023600731045007706,0.17209652066230774,0.3808622360229492
musique,2hop__103889_86452,test,23,2,29,-0.03353305533528328,0.16783854365348816,0.3720296323299408
musique,2hop__103889_86452,test,23,4,27,-0.04128015786409378,0.15894749760627747,0.3280383050441742
musique,2hop__103889_86452,test,23,8,23,-0.03676112741231918,0.1383093297481537,0.302747905254364
musique,2hop__103889_86452,test,23,16,15,-0.03912333771586418,0.13196806609630585,0.2305484265089035
musique,2hop__103889_86452,test,37,global,1,-0.6970294117927551,0.04892455413937569,-0.5661647319793701
musique,2hop__103889_86452,test,37,1,30,-0.2761523425579071,0.13971073925495148,0.15504781901836395
musique,2hop__103889_86452,test,37,2,29,-0.29820021986961365,0.12138795852661133,0.08460178971290588
musique,2hop__103889_86452,test,37,4,27,-0.3117634952068329,0.11115258932113647,0.029983211308717728
musique,2hop__103889_86452,test,37,8,23,-0.3207875192165375,0.09503477066755295,-0.10793245583772659
musique,2hop__103889_86452,test,37,16,15,-0.3202909529209137,0.0779440626502037,-0.17116312682628632
musique,2hop__103889_86452,test,53,global,1,-0.3060036897659302,0.12256130576133728,-0.03590209037065506
musique,2hop__103889_86452,test,53,1,30,-0.12299540638923645,0.1269635409116745,0.20706906914710999
musique,2hop__103889_86452,test,53,2,29,-0.1351420283317566,0.12131816148757935,0.1977967917919159
musique,2hop__103889_86452,test,53,4,27,-0.15059122443199158,0.1136719137430191,0.12529318034648895
musique,2hop__103889_86452,test,53,8,23,-0.16722451150417328,0.10950136184692383,0.08539338409900665
musique,2hop__103889_86452,test,53,16,15,-0.174089714884758,0.10622588545084,0.06605619192123413
musique,2hop__103889_86452,test,71,global,1,-0.4867349863052368,0.07858482003211975,-0.31981638073921204
musique,2hop__103889_86452,test,71,1,30,-0.11440255492925644,0.16641758382320404,0.22602877020835876
musique,2hop__103889_86452,test,71,2,29,-0.13394606113433838,0.15079744160175323,0.21972356736660004
musique,2hop__103889_86452,test,71,4,27,-0.1532340794801712,0.1311502456665039,0.11810337752103806
