dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,source_tokens,parent_count,oracle_parent_count,annotated_node_count,annotated_transition_count,preserved_parent_transition_count,collapsed_transition_count,partially_collapsed_transition_count,unmappable_transition_count,root_parent_count,evidence_group_collisions,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence
musique,4hop2__103790_39078_8987_8529,test,4hop,4,convergent,16,2681,168,23,4,3,102,0,0,0,2,1,321,368,321,47,0.8722826086956522,0.09968847352024922,False
musique,4hop2__103790_39078_8987_8529,test,4hop,4,convergent,32,2681,84,12,4,3,27,0,0,0,2,1,321,384,321,63,0.8359375,0.19937694704049844,False
musique,4hop2__103790_39078_8987_8529,test,4hop,4,convergent,64,2681,42,8,4,3,12,0,0,0,2,1,321,512,321,191,0.626953125,0.38006230529595014,False
musique,4hop2__103790_39078_8987_8529,test,4hop,4,convergent,128,2681,21,5,4,3,4,0,0,0,2,1,321,640,321,319,0.5015625,0.48909657320872274,False
musique,4hop2__103790_39078_8987_8529,test,4hop,4,convergent,256,2681,11,4,4,3,3,0,0,0,2,1,321,1024,321,703,0.3134765625,0.48909657320872274,False
musique,4hop2__105527_14670_8987_8529,test,4hop,4,convergent,16,2286,143,24,4,3,108,0,0,0,2,0,352,384,352,32,0.9166666666666666,0.09090909090909091,False
musique,4hop2__105527_14670_8987_8529,test,4hop,4,convergent,32,2286,72,14,4,3,41,0,1,0,2,1,352,448,352,96,0.7857142857142857,0.18181818181818182,False
musique,4hop2__105527_14670_8987_8529,test,4hop,4,convergent,64,2286,36,9,4,3,19,0,1,0,2,1,352,576,352,224,0.6111111111111112,0.3352272727272727,False
musique,4hop2__105527_14670_8987_8529,test,4hop,4,convergent,128,2286,18,5,4,3,7,0,1,0,2,1,352,640,352,288,0.55,0.5511363636363636,False
musique,4hop2__105527_14670_8987_8529,test,4hop,4,convergent,256,2286,9,3,4,3,2,1,1,0,2,1,352,768,352,416,0.4583333333333333,0.7954545454545454,False
musique,4hop2__105527_14670_8987_8974,validation,4hop,4,convergent,16,2136,134,28,4,3,132,0,0,0,2,0,405,448,405,43,0.9040178571428571,0.07901234567901234,False
musique,4hop2__105527_14670_8987_8974,validation,4hop,4,convergent,32,2136,67,16,4,3,48,0,0,0,2,1,405,512,405,107,0.791015625,0.1580246913580247,False
musique,4hop2__105527_14670_8987_8974,validation,4hop,4,convergent,64,2136,34,9,4,3,14,0,0,0,2,1,405,576,405,171,0.703125,0.2641975308641975,False
musique,4hop2__105527_14670_8987_8974,validation,4hop,4,convergent,128,2136,17,6,4,3,8,0,1,0,2,2,405,768,405,363,0.52734375,0.3950617283950617,False
musique,4hop2__105527_14670_8987_8974,validation,4hop,4,convergent,256,2136,9,4,4,3,4,1,1,0,1,2,405,1024,405,619,0.3955078125,0.3950617283950617,False
musique,4hop2__161324_14670_8987_8974,validation,4hop,4,convergent,16,3123,196,43,4,3,252,0,0,0,2,0,611,688,611,77,0.8880813953488372,0.05237315875613748,False
musique,4hop2__161324_14670_8987_8974,validation,4hop,4,convergent,32,3123,98,23,4,3,76,0,0,0,2,0,611,736,611,125,0.8301630434782609,0.10474631751227496,False
musique,4hop2__161324_14670_8987_8974,validation,4hop,4,convergent,64,3123,49,14,4,3,33,0,0,0,2,0,611,896,611,285,0.6819196428571429,0.20949263502454993,False
musique,4hop2__161324_14670_8987_8974,validation,4hop,4,convergent,128,3123,25,9,4,3,14,0,0,0,2,0,611,1152,611,541,0.5303819444444444,0.40098199672667756,False
musique,4hop2__161324_14670_8987_8974,validation,4hop,4,convergent,256,3123,13,6,4,3,8,0,0,0,2,0,611,1536,611,925,0.3977864583333333,0.5319148936170213,False
