dataset,example_id,partition,seed,proposal_width_per_facet,root_budget,candidate_count,correct_root_present,oracle_node_recall,complete_graph,visited_count,selection_seconds,search_seconds,logical_reference_tokens,conceptual_active_parents,counterfactual_native_kv_tokens,active_kv_fraction,native_kv_tokens,materialization_performed,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,53,1,1,2,1,1.0,1,7,0.00043750001350417733,0.0035809000255540013,1560,7,792,0.5076923076923077,0,False,48,792,46,746,0.05808080808080808,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,53,1,2,2,1,1.0,1,7,0.0003040999872609973,0.002507800003513694,1560,7,792,0.5076923076923077,0,False,48,792,46,746,0.05808080808080808,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,53,1,4,2,1,1.0,1,7,0.000264700036495924,0.002515000000130385,1560,7,792,0.5076923076923077,0,False,48,792,46,746,0.05808080808080808,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,53,1,8,2,1,1.0,1,7,0.00026920001255348325,0.002521199989132583,1560,7,792,0.5076923076923077,0,False,48,792,46,746,0.05808080808080808,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,71,1,1,4,0,1.0,1,7,0.0002703999634832144,0.0039632999687455595,1560,7,792,0.5076923076923077,0,False,48,792,46,746,0.05808080808080808,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,71,1,2,4,0,1.0,1,8,0.0005086000310257077,0.004753699991852045,1560,8,920,0.5897435897435898,0,False,48,920,48,872,0.05217391304347826,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,71,1,4,4,1,1.0,1,8,0.0004412000416778028,0.004472500004339963,1560,8,920,0.5897435897435898,0,False,48,920,48,872,0.05217391304347826,0.9583333333333334,False
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,71,1,8,4,1,1.0,1,8,0.000770700047723949,0.003200799983460456,1560,8,920,0.5897435897435898,0,False,48,920,48,872,0.05217391304347826,0.9583333333333334,False
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,11,1,1,2,0,1.0,1,7,0.0006271000020205975,0.0016471999697387218,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,11,1,2,2,0,1.0,1,7,0.00032050005393102765,0.0010527000413276255,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,11,1,4,2,0,1.0,1,7,0.0002893999917432666,0.001034499960951507,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,11,1,8,2,0,1.0,1,7,0.0002747999969869852,0.0010294999810867012,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,23,1,1,1,0,1.0,1,7,0.00025939999613910913,0.0012355000362731516,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,23,1,2,1,0,1.0,1,7,0.0003519000019878149,0.0012045000330545008,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,23,1,4,1,0,1.0,1,7,0.0002492000348865986,0.0010956000187434256,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,23,1,8,1,0,1.0,1,7,0.00024590000975877047,0.0010893000289797783,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,37,1,1,2,1,1.0,1,7,0.0002513999934308231,0.0010912999860011041,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,37,1,2,2,1,1.0,1,7,0.0005216000135987997,0.0016589000006206334,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,37,1,4,2,1,1.0,1,7,0.00037650001468136907,0.0020593000226654112,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,37,1,8,2,1,1.0,1,7,0.0004778000293299556,0.0017676999559625983,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,53,1,1,2,0,1.0,1,7,0.0004534000181593001,0.001844500016886741,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,53,1,2,2,0,1.0,1,7,0.0004152000183239579,0.0016345999902114272,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,53,1,4,2,0,1.0,1,7,0.00037399999564513564,0.0016109999851323664,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,53,1,8,2,0,1.0,1,7,0.00041749997762963176,0.0019755999674089253,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,71,1,1,3,0,1.0,1,7,0.0004480000352486968,0.0012534999987110496,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,71,1,2,3,1,1.0,1,7,0.00026679999427869916,0.0011408000136725605,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,71,1,4,3,1,1.0,1,7,0.00033920002169907093,0.0015777000226080418,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,0017cac508be11ebbd8aac1f6bf848b6,test,71,1,8,3,1,1.0,1,7,0.00043789995834231377,0.0010936000035144389,777,7,777,1.0,0,False,74,777,74,703,0.09523809523809523,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,11,1,1,5,0,1.0,1,6,0.00032839999767020345,0.001020899973809719,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,11,1,2,5,1,1.0,1,6,0.000291300006210804,0.0013098000199534,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,11,1,4,5,1,1.0,1,6,0.000338599958922714,0.0007488000555895269,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,11,1,8,5,1,1.0,1,6,0.00030319998040795326,0.0006711999885737896,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,23,1,1,4,0,1.0,1,6,0.00030419998802244663,0.0016556000337004662,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,23,1,2,4,1,1.0,1,6,0.00045679998584091663,0.0016724999877624214,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,23,1,4,4,1,1.0,1,6,0.00041500001680105925,0.001218999968841672,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,23,1,8,4,1,1.0,1,6,0.00037349999183788896,0.0012644000235013664,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,37,1,1,3,0,1.0,1,6,0.00036120001459494233,0.0017510000034235418,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,37,1,2,3,1,1.0,1,6,0.0005164999747648835,0.0015845000161789358,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,37,1,4,3,1,1.0,1,6,0.000464899989310652,0.0013297999976202846,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,37,1,8,3,1,1.0,1,6,0.00031670002499595284,0.000881300016772002,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,53,1,1,3,0,1.0,1,6,0.0004539000219665468,0.0011727999662980437,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,53,1,2,3,1,1.0,1,6,0.0002637000288814306,0.0009448000346310437,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,53,1,4,3,1,1.0,1,6,0.00031400000443682075,0.0008639000006951392,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,53,1,8,3,1,1.0,1,6,0.00025020004250109196,0.0008663999615237117,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,71,1,1,5,0,1.0,1,6,0.00024530000519007444,0.0010059999767690897,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,71,1,2,5,0,1.0,1,6,0.0002468999591656029,0.0009027000050991774,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,71,1,4,5,1,1.0,1,6,0.00025320000713691115,0.000754699984099716,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,00199e40098211ebbdb0ac1f6bf848b6,validation,71,1,8,5,1,1.0,1,6,0.00025189999723806977,0.0006793999928049743,654,6,654,1.0,0,False,91,654,91,563,0.13914373088685014,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,1,1,4,1,0.5,0,8,0.00026709999656304717,0.004250099998898804,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,1,2,4,1,0.5,0,8,0.0007187000010162592,0.005039500014390796,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,1,4,4,1,0.5,0,8,0.0004971000016666949,0.004281200002878904,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,11,1,8,4,1,0.5,0,8,0.0004389999667182565,0.004779100010637194,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,1,1,6,0,0.5,0,8,0.0005015999777242541,0.0037818000419065356,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,1,2,6,0,0.5,0,8,0.000304599991068244,0.002928699948824942,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,1,4,6,1,1.0,1,9,0.00026810000417754054,0.003185400040820241,1293,9,1037,0.8020108275328693,0,False,56,1037,56,981,0.05400192864030858,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,23,1,8,6,1,1.0,1,9,0.00027000001864507794,0.0035995999933220446,1293,9,1037,0.8020108275328693,0,False,56,1037,56,981,0.05400192864030858,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,1,1,2,1,0.5,0,8,0.0004097999772056937,0.005143399990629405,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,1,2,2,1,0.5,0,8,0.0004931000294163823,0.004651400027796626,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,1,4,2,1,0.5,0,8,0.0003912000101990998,0.004265399998985231,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,37,1,8,2,1,0.5,0,8,0.00028929999098181725,0.002965899999253452,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,1,1,4,1,0.5,0,8,0.00028000003658235073,0.0034836999839171767,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,1,2,4,1,0.5,0,8,0.0003158000181429088,0.0031491999980062246,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,1,4,4,1,0.5,0,8,0.00030399998649954796,0.0036439999821595848,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,53,1,8,4,1,0.5,0,8,0.0005264999927021563,0.0034394999966025352,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,1,1,8,1,0.5,0,8,0.0002896999940276146,0.0040290000033564866,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,1,2,8,1,0.5,0,8,0.000458099995739758,0.004009400028735399,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,1,4,8,1,0.5,0,8,0.0007136000203900039,0.004447199986316264,1293,8,909,0.703016241299304,0,False,56,909,25,884,0.027502750275027504,1.0,True
2wikimultihopqa,001ad110086911ebbd5eac1f6bf848b6,test,71,1,8,8,1,1.0,1,10,0.0004298000130802393,0.00508339999942109,1293,10,1165,0.9010054137664346,0,False,56,1165,56,1109,0.048068669527897,1.0,True
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,1,1,6,1,1.0,1,8,0.0005215000128373504,0.002493100007995963,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,1,2,6,1,1.0,1,8,0.0005505000008270144,0.00237950001610443,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,1,4,6,1,1.0,1,8,0.0003139000036753714,0.0012653000303544104,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,11,1,8,6,1,1.0,1,8,0.000277700019069016,0.0008061999687924981,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,1,1,6,1,1.0,1,8,0.00025829998776316643,0.0014766999520361423,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,1,2,6,1,1.0,1,8,0.00026569998590275645,0.0015647999825887382,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,1,4,6,1,1.0,1,8,0.00028149998979642987,0.0012871999642811716,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,23,1,8,6,1,1.0,1,8,0.0002764000091701746,0.000791100028436631,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,1,1,2,1,1.0,1,8,0.0002657999866642058,0.001478699967265129,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,1,2,2,1,1.0,1,8,0.000332099967636168,0.002140500000678003,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,1,4,2,1,1.0,1,8,0.0004981000092811882,0.0018147000228054821,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,37,1,8,2,1,1.0,1,8,0.0004296000115573406,0.0017118000541813672,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,1,1,4,1,1.0,1,8,0.00039980001747608185,0.0023128000320866704,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,1,2,4,1,1.0,1,8,0.0003974999999627471,0.0022314999951049685,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,1,4,4,1,1.0,1,8,0.00043489999370649457,0.001562700024805963,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,53,1,8,4,1,1.0,1,8,0.0005215000128373504,0.0015706999693065882,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,1,1,6,1,1.0,1,8,0.000305800000205636,0.0020861999946646392,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,1,2,6,1,1.0,1,8,0.0003034999826923013,0.001412999990861863,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,1,4,6,1,1.0,1,8,0.00027740001678466797,0.001258700038306415,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,00223e06084a11ebbd55ac1f6bf848b6,test,71,1,8,6,1,1.0,1,8,0.00027379998937249184,0.0007979999645613134,939,8,939,1.0,0,False,127,939,127,812,0.13525026624068157,0.5039370078740157,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,1,1,2,0,1.0,1,9,0.0002714999718591571,0.002467400045134127,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,1,2,2,0,1.0,1,9,0.0002542000147514045,0.002395099960267544,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,1,4,2,0,1.0,1,9,0.00026269996305927634,0.0034913999843411148,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,11,1,8,2,0,1.0,1,9,0.00047039997298270464,0.0038841000059619546,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,1,1,3,0,1.0,1,9,0.0005041999975219369,0.004098700010217726,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,1,2,3,0,1.0,1,9,0.00044629996409639716,0.0037791000213474035,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,1,4,3,0,1.0,1,9,0.0005501999985426664,0.0026634999667294323,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,23,1,8,3,0,1.0,1,9,0.00025179999647662044,0.0027206000522710383,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,1,1,3,0,1.0,1,9,0.00030559999868273735,0.0033504999591968954,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,1,2,3,0,1.0,1,9,0.0003263999824412167,0.0030200000037439167,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,1,4,3,0,1.0,1,9,0.0004354999982751906,0.00311000004876405,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,37,1,8,3,0,1.0,1,9,0.000291300006210804,0.003328600025270134,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,1,1,3,0,1.0,1,9,0.00024449999909847975,0.002455800015013665,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,1,2,3,0,1.0,1,9,0.0003659999929368496,0.005024800018873066,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,1,4,3,0,1.0,1,9,0.0005213000113144517,0.0043317999807186425,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,53,1,8,3,0,1.0,1,9,0.00041580002289265394,0.004100000020116568,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,1,1,4,0,1.0,1,9,0.0003771000192500651,0.004238199966493994,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,1,2,4,0,1.0,1,9,0.0003533000126481056,0.001828499953262508,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
2wikimultihopqa,002e925e0bde11eba7f7acde48001122,validation,71,1,4,4,0,1.0,1,9,0.00033090001670643687,0.0016650999896228313,1115,9,1115,1.0,0,False,109,1115,109,1006,0.09775784753363229,0.3119266055045872,False
