dataset,example_id,partition,question_type,annotated_hops,graph_type,chunk_size,root_mode,R_root,K,H,B,parent_count,oracle_parent_count,annotated_transition_count,preserved_transition_count,visited_count,nodes_expanded,peak_frontier,search_comparisons,duplicates,cycles,candidate_tensor_bytes,oracle_node_recall,later_evidence_recall,annotated_edge_recall,complete_graph,complete_native_path,extra_non_oracle_visited,branching_overhead,adjacency_build_seconds,search_seconds,total_routing_seconds,logical_reference_tokens,conceptual_active_parents,counterfactual_native_kv_tokens,active_kv_fraction,native_kv_tokens,materialization_performed,evidence_tokens,selected_parent_tokens,selected_evidence_tokens,non_evidence_selected_tokens,evidence_density,root_evidence_fraction,root_contains_all_evidence,minimum_recovery_depth
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,16,oracle_annotated_entry,2,8,4,none,98,6,0,0,25,25,12,200,177,39,552,1.0,1.0,1.0,1,1,20,8.0,0.6733829000149854,0.011744900024496019,0.6851278000394814,1560,25,400,0.2564102564102564,0,False,48,400,39,361,0.0975,0.6666666666666666,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,0,6,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.9000028260052204e-05,0.17473420000169426,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,1,6,49,4,0,0,4,2,2,2,0,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0007011000416241586,0.17541630001505837,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,2,6,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.001117600011639297,0.1758327999850735,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,3,6,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.001113200036343187,0.1758284000097774,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,4,6,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0011137999827042222,0.17582899995613843,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,0,16,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.6899954061955214e-05,0.17473209992749617,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,1,16,49,4,0,0,4,2,2,2,0,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0009549999958835542,0.17567019996931776,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,2,16,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0014702999615110457,0.17618549993494526,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,3,16,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0012116000289097428,0.17592680000234395,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,4,16,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0011786000104621053,0.17589379998389632,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,0,none,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.6600009985268116e-05,0.17473179998341948,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,1,none,49,4,0,0,4,2,2,2,0,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0006373999640345573,0.17535259993746877,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,2,none,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0013108000275678933,0.1760260000010021,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,3,none,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0013541000080294907,0.1760692999814637,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,1,4,none,49,4,0,0,4,4,2,4,2,0,216,1.0,1.0,1.0,1,1,2,1.0,0.1747151999734342,0.0012963000335730612,0.17601150000700727,1560,4,128,0.08205128205128205,0,False,48,128,43,85,0.3359375,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,0,6,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.750001683831215e-05,0.17473269999027252,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,1,6,49,4,0,0,5,2,3,4,1,0,236,1.0,1.0,1.0,1,1,3,2.0,0.1747151999734342,0.0008251999970525503,0.17554039997048676,1560,5,160,0.10256410256410256,0,False,48,160,43,117,0.26875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,2,6,49,4,0,0,6,5,3,10,6,0,236,1.0,1.0,1.0,1,1,4,2.0,0.1747151999734342,0.0016872999840416014,0.1764024999574758,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,3,6,49,4,0,0,6,6,3,12,7,1,236,1.0,1.0,1.0,1,1,4,2.0,0.1747151999734342,0.001783899962902069,0.17649909993633628,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,4,6,49,4,0,0,6,6,3,12,7,1,236,1.0,1.0,1.0,1,1,4,2.0,0.1747151999734342,0.0017807999975048006,0.176495999970939,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,0,16,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.7400016076862812e-05,0.17473259998951107,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,1,16,49,4,0,0,5,2,3,4,1,0,236,1.0,1.0,1.0,1,1,3,2.0,0.1747151999734342,0.0011206000344827771,0.175835800007917,1560,5,160,0.10256410256410256,0,False,48,160,43,117,0.26875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,2,16,49,4,0,0,6,5,3,10,6,0,236,1.0,1.0,1.0,1,1,4,2.0,0.1747151999734342,0.0022199999657459557,0.17693519993918017,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,3,16,49,4,0,0,7,6,3,12,7,1,236,1.0,1.0,1.0,1,1,5,2.0,0.1747151999734342,0.00283880002098158,0.1775539999944158,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,4,16,49,4,0,0,7,7,3,14,9,2,236,1.0,1.0,1.0,1,1,5,2.0,0.1747151999734342,0.0026228000060655177,0.17733799997949973,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,0,none,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.9700033590197563e-05,0.1747349000070244,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,1,none,49,4,0,0,5,2,3,4,1,0,236,1.0,1.0,1.0,1,1,3,2.0,0.1747151999734342,0.0008614999824203551,0.17557669995585456,1560,5,160,0.10256410256410256,0,False,48,160,43,117,0.26875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,2,none,49,4,0,0,6,5,3,10,6,0,236,1.0,1.0,1.0,1,1,4,2.0,0.1747151999734342,0.001760800019837916,0.17647599999327213,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,3,none,49,4,0,0,7,6,3,12,7,1,236,1.0,1.0,1.0,1,1,5,2.0,0.1747151999734342,0.001927900011651218,0.17664309998508543,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,2,4,none,49,4,0,0,7,7,3,14,9,2,236,1.0,1.0,1.0,1,1,5,2.0,0.1747151999734342,0.002157400012947619,0.17687259998638183,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,0,6,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.7600017599761486e-05,0.17473279999103397,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,1,6,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.0011451999889686704,0.17586039996240288,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,2,6,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.0010967999696731567,0.17581199994310737,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,3,6,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.00116460002027452,0.17587979999370873,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,4,6,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.0021046000183559954,0.1768197999917902,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,0,16,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,2.300000051036477e-05,0.17473819997394457,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,1,16,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.0009156999876722693,0.17563089996110648,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,2,16,49,4,0,0,7,6,5,24,19,0,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.0020601999713107944,0.176775399944745,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,3,16,49,4,0,0,7,7,5,28,23,1,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.002211800019722432,0.17692699999315664,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,4,16,49,4,0,0,7,7,5,28,23,1,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.0022051000269129872,0.1769203000003472,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,0,none,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.6400008462369442e-05,0.17473159998189658,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,1,none,49,4,0,0,6,2,5,8,4,0,276,1.0,1.0,1.0,1,1,4,4.0,0.1747151999734342,0.0008765999809838831,0.1755917999544181,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,2,none,49,4,0,0,7,6,5,24,19,0,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.001949799945577979,0.1766649999190122,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,3,none,49,4,0,0,7,7,5,28,23,1,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.003440000000409782,0.178155199973844,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,4,4,none,49,4,0,0,7,7,5,28,23,1,276,1.0,1.0,1.0,1,1,5,4.0,0.1747151999734342,0.002498099987860769,0.17721329996129498,1560,7,224,0.14358974358974358,0,False,48,224,43,181,0.19196428571428573,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,0,6,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.9099970813840628e-05,0.17473429994424805,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,1,6,49,4,0,0,6,2,5,12,5,0,316,1.0,1.0,1.0,1,1,4,6.0,0.1747151999734342,0.0008915000362321734,0.17560670000966638,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,2,6,49,4,0,0,6,2,5,12,5,0,316,1.0,1.0,1.0,1,1,4,6.0,0.1747151999734342,0.0008770000422373414,0.17559220001567155,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,3,6,49,4,0,0,6,2,5,12,5,0,316,1.0,1.0,1.0,1,1,4,6.0,0.1747151999734342,0.0008742999634705484,0.17558949993690476,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,4,6,49,4,0,0,6,2,5,12,5,0,316,1.0,1.0,1.0,1,1,4,6.0,0.1747151999734342,0.0008737000171095133,0.17558889999054372,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,0,16,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.7400016076862812e-05,0.17473259998951107,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,1,16,49,4,0,0,8,2,7,12,6,0,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.0010525000398047268,0.17576770001323894,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,2,16,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.00272459996631369,0.1774397999397479,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,3,16,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.00414699997054413,0.17886219994397834,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,4,16,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.0033919999841600657,0.17810719995759428,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,0,none,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,3.2100011594593525e-05,0.1747472999850288,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,1,none,49,4,0,0,8,2,7,12,6,0,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.0011659000301733613,0.17588110000360757,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,2,none,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.0026987000019289553,0.17741389997536317,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,3,none,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.002826399984769523,0.17754159995820373,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,6,4,none,49,4,0,0,8,8,7,48,42,6,316,1.0,1.0,1.0,1,1,6,6.0,0.1747151999734342,0.003162299981340766,0.17787749995477498,1560,8,248,0.15897435897435896,0,False,48,248,43,205,0.17338709677419356,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,0,6,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.8900027498602867e-05,0.1747341000009328,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,1,6,49,4,0,0,6,2,5,16,5,0,356,1.0,1.0,1.0,1,1,4,8.0,0.1747151999734342,0.0013909999979659915,0.1761061999714002,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,2,6,49,4,0,0,6,2,5,16,5,0,356,1.0,1.0,1.0,1,1,4,8.0,0.1747151999734342,0.0009236999903805554,0.17563889996381477,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,3,6,49,4,0,0,6,2,5,16,5,0,356,1.0,1.0,1.0,1,1,4,8.0,0.1747151999734342,0.0011342999641783535,0.17584949993761256,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,4,6,49,4,0,0,6,2,5,16,5,0,356,1.0,1.0,1.0,1,1,4,8.0,0.1747151999734342,0.0013419999741017818,0.176057199947536,1560,6,192,0.12307692307692308,0,False,48,192,43,149,0.22395833333333334,0.8958333333333334,False,0
2wikimultihopqa,0008d48808a011ebbd78ac1f6bf848b6,test,comparison,1,independent,32,oracle_annotated_entry,2,8,0,16,49,4,0,0,2,0,2,0,0,0,0,1.0,1.0,1.0,1,1,0,0.0,0.1747151999734342,1.9599974621087313e-05,0.1747347999480553,1560,2,64,0.041025641025641026,0,False,48,64,43,21,0.671875,0.8958333333333334,False,0
