dataset,delta_evidence_recall,example_id,m,mean_selected,method,method_selected,seed,selection_changed,split
hotpotqa,0.25,5ab56db7554299494045efc6,8,25 16 32 0,last,19 1 2 25,0,1.0,test
hotpotqa,-0.25,5ab56db7554299494045efc6,8,25 16 32 0,farthest,32 8 16 0,0,1.0,test
hotpotqa,-0.25,5ab56db7554299494045efc6,8,25 16 32 0,greedy_oracle,0 8 24 32,0,1.0,test
hotpotqa,-0.25,5ab56db7554299494045efc6,8,25 16 32 0,random,16 24 25 19,11,1.0,test
hotpotqa,-0.25,5ab56db7554299494045efc6,8,25 16 32 0,random,0 22 32 19,23,1.0,test
hotpotqa,0.0,5ab56db7554299494045efc6,8,25 16 32 0,random,0 8 27 25,37,1.0,test
hotpotqa,-0.25,5ab56db7554299494045efc6,8,25 16 32 0,random,28 21 27 25,53,1.0,test
hotpotqa,-0.5,5ab56db7554299494045efc6,8,25 16 32 0,random,24 29 26 31,71,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,last,21 40 1 41,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,1,24 32 40 25,farthest,3 24 1 31,0,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,greedy_oracle,26 25 19 27,0,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,random,9 4 29 47,11,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,random,16 36 10 30,23,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,random,7 25 43 4,37,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,random,38 9 18 26,53,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,1,24 32 40 25,random,25 36 4 44,71,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,2,24 32 40 25,last,40 1 21 2,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,2,24 32 40 25,farthest,24 0 32 16,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,2,24 32 40 25,greedy_oracle,0 40 32 24,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,2,24 32 40 25,random,24 19 32 9,11,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,2,24 32 40 25,random,16 40 10 4,23,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,2,24 32 40 25,random,7 2 25 8,37,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,2,24 32 40 25,random,25 38 28 26,53,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,2,24 32 40 25,random,36 10 7 40,71,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,4,24 32 40 25,last,21 19 12 40,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,4,24 32 40 25,farthest,24 32 0 8,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,4,24 32 40 25,greedy_oracle,0 40 32 24,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,4,24 32 40 25,random,24 0 28 10,11,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,4,24 32 40 25,random,40 10 16 38,23,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,4,24 32 40 25,random,25 7 32 10,37,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,4,24 32 40 25,random,38 25 24 42,53,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,4,24 32 40 25,random,25 40 17 10,71,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,8,24 32 40 25,last,40 19 1 28,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,8,24 32 40 25,farthest,24 32 40 8,0,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,8,24 32 40 25,greedy_oracle,40 0 24 32,0,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,8,24 32 40 25,random,0 24 8 40,11,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,8,24 32 40 25,random,40 16 24 10,23,1.0,test
hotpotqa,-0.3333333333333333,5ab2b863554299295394685a,8,24 32 40 25,random,25 7 18 3,37,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,8,24 32 40 25,random,4 9 32 25,53,1.0,test
hotpotqa,0.0,5ab2b863554299295394685a,8,24 32 40 25,random,25 40 28 10,71,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,1,16 32 24 0,last,19 16 28 18,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,1,16 32 24 0,farthest,6 24 17 0,0,1.0,test
hotpotqa,0.25,5a710a915542994082a3e504,1,16 32 24 0,greedy_oracle,13 25 18 26,0,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,1,16 32 24 0,random,32 28 3 17,11,1.0,test
hotpotqa,0.25,5a710a915542994082a3e504,1,16 32 24 0,random,24 3 28 25,23,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,1,16 32 24 0,random,6 19 0 25,37,1.0,test
hotpotqa,0.25,5a710a915542994082a3e504,1,16 32 24 0,random,32 21 13 24,53,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,1,16 32 24 0,random,19 18 26 27,71,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,2,16 32 24 0,last,19 16 18 25,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,2,16 32 24 0,farthest,24 0 32 16,0,0.0,test
hotpotqa,0.0,5a710a915542994082a3e504,2,16 32 24 0,greedy_oracle,0 16 32 24,0,0.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,2,16 32 24 0,random,17 32 3 8,11,1.0,test
hotpotqa,0.25,5a710a915542994082a3e504,2,16 32 24 0,random,8 24 19 25,23,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,2,16 32 24 0,random,19 16 6 24,37,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,2,16 32 24 0,random,24 28 32 27,53,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,2,16 32 24 0,random,32 19 8 16,71,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,4,16 32 24 0,last,16 19 32 33,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,4,16 32 24 0,farthest,0 24 16 32,0,0.0,test
hotpotqa,0.0,5a710a915542994082a3e504,4,16 32 24 0,greedy_oracle,16 24 32 8,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,4,16 32 24 0,random,24 3 9 16,11,1.0,test
hotpotqa,0.25,5a710a915542994082a3e504,4,16 32 24 0,random,8 24 25 17,23,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,4,16 32 24 0,random,27 16 2 6,37,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,4,16 32 24 0,random,32 24 6 16,53,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,4,16 32 24 0,random,32 24 16 18,71,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,8,16 32 24 0,last,32 16 9 19,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,8,16 32 24 0,farthest,0 24 8 32,0,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,8,16 32 24 0,greedy_oracle,24 32 16 0,0,0.0,test
hotpotqa,0.0,5a710a915542994082a3e504,8,16 32 24 0,random,24 3 16 32,11,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,8,16 32 24 0,random,8 17 24 3,23,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,8,16 32 24 0,random,16 0 19 18,37,1.0,test
hotpotqa,-0.25,5a710a915542994082a3e504,8,16 32 24 0,random,16 32 3 6,53,1.0,test
hotpotqa,0.0,5a710a915542994082a3e504,8,16 32 24 0,random,16 24 17 32,71,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,1,24 25 16 1,last,34 1 25 0,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,farthest,1 10 16 18,0,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,1,24 25 16 1,greedy_oracle,0 12 3 17,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,random,8 3 5 33,11,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,random,24 19 12 7,23,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,random,10 16 33 30,37,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,random,24 22 8 26,53,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,1,24 25 16 1,random,0 31 25 30,71,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,2,24 25 16 1,last,1 25 12 34,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,2,24 25 16 1,farthest,16 8 32 24,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,2,24 25 16 1,greedy_oracle,0 16 24 8,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,2,24 25 16 1,random,32 0 26 8,11,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,2,24 25 16 1,random,24 18 1 19,23,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,2,24 25 16 1,random,2 16 11 17,37,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,2,24 25 16 1,random,24 8 1 15,53,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,2,24 25 16 1,random,0 1 21 16,71,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,4,24 25 16 1,last,5 7 25 1,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,4,24 25 16 1,farthest,16 24 25 8,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,4,24 25 16 1,greedy_oracle,0 16 8 24,0,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,4,24 25 16 1,random,32 0 26 24,11,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,4,24 25 16 1,random,24 25 12 26,23,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,4,24 25 16 1,random,2 3 10 17,37,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,4,24 25 16 1,random,24 1 15 32,53,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,4,24 25 16 1,random,16 1 31 21,71,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,8,24 25 16 1,last,7 1 5 11,0,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,8,24 25 16 1,farthest,16 24 0 32,0,1.0,test
hotpotqa,0.2,5adc93a4554299438c868e01,8,24 25 16 1,greedy_oracle,8 0 24 16,0,1.0,test
hotpotqa,0.4,5adc93a4554299438c868e01,8,24 25 16 1,random,32 0 8 31,11,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,8,24 25 16 1,random,24 12 25 1,23,1.0,test
hotpotqa,0.4,5adc93a4554299438c868e01,8,24 25 16 1,random,8 10 16 24,37,1.0,test
hotpotqa,0.0,5adc93a4554299438c868e01,8,24 25 16 1,random,24 0 32 5,53,1.0,test
hotpotqa,0.4,5adc93a4554299438c868e01,8,24 25 16 1,random,16 8 31 1,71,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,last,104 8 90 13,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,farthest,104 120 7 82,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,greedy_oracle,10 53 64 95,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,random,104 82 48 71,11,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,random,85 95 43 16,23,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,1,104 0 80 32,random,1 18 21 79,37,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,random,88 96 80 10,53,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,1,104 0 80 32,random,112 3 54 14,71,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,last,8 112 54 104,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,farthest,104 120 80 72,0,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,2,104 0 80 32,greedy_oracle,112 64 0 40,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,random,48 104 8 63,11,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,random,16 120 112 72,23,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,2,104 0 80 32,random,52 7 1 80,37,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,random,40 96 88 80,53,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,2,104 0 80 32,random,112 11 54 32,71,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,last,8 104 93 54,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,farthest,64 104 40 80,0,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,4,104 0 80 32,greedy_oracle,40 0 104 8,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,random,48 96 104 88,11,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,random,16 120 88 112,23,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,random,56 24 7 82,37,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,random,40 96 56 88,53,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,4,104 0 80 32,random,112 53 117 8,71,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,8,104 0 80 32,last,8 104 93 105,0,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,8,104 0 80 32,farthest,0 104 64 32,0,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,8,104 0 80 32,greedy_oracle,104 8 40 0,0,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,8,104 0 80 32,random,48 104 8 96,11,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,8,104 0 80 32,random,88 16 8 120,23,1.0,test
hotpotqa,0.0,5ab7f97a5542991d322237ef,8,104 0 80 32,random,0 64 40 56,37,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,8,104 0 80 32,random,56 88 120 96,53,1.0,test
hotpotqa,-0.25,5ab7f97a5542991d322237ef,8,104 0 80 32,random,112 64 93 85,71,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,1,24 32 0 25,last,3 22 32 31,0,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,1,24 32 0 25,farthest,5 35 25 1,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,1,24 32 0 25,greedy_oracle,24 9 34 37,0,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,1,24 32 0 25,random,36 0 29 7,11,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,1,24 32 0 25,random,21 36 35 32,23,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,1,24 32 0 25,random,32 9 0 20,37,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,1,24 32 0 25,random,7 21 1 28,53,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,1,24 32 0 25,random,35 1 26 22,71,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,2,24 32 0 25,last,1 4 9 22,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,2,24 32 0 25,farthest,24 16 32 8,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,2,24 32 0 25,greedy_oracle,0 32 8 24,0,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,2,24 32 0 25,random,36 21 22 0,11,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,2,24 32 0 25,random,36 38 21 29,23,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,2,24 32 0 25,random,32 0 9 14,37,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,2,24 32 0 25,random,32 8 1 21,53,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,2,24 32 0 25,random,1 37 0 20,71,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,4,24 32 0 25,last,1 5 0 20,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,farthest,0 32 24 16,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,greedy_oracle,24 32 0 8,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,random,36 0 32 22,11,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,4,24 32 0 25,random,25 9 22 29,23,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,random,8 24 32 14,37,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,random,32 7 36 24,53,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,4,24 32 0 25,random,24 6 19 1,71,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,last,1 5 34 3,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,farthest,32 24 0 8,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,greedy_oracle,24 32 0 8,0,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,random,24 32 35 5,11,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,random,25 36 9 32,23,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,random,8 32 24 36,37,1.0,test
hotpotqa,0.0,5a8888e35542997e5c09a5f6,8,24 32 0 25,random,32 8 1 2,53,1.0,test
hotpotqa,-0.25,5a8888e35542997e5c09a5f6,8,24 32 0 25,random,24 0 8 35,71,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,last,14 33 30 47,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,farthest,0 32 41 4,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,greedy_oracle,41 26 2 9,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,random,15 8 4 46,11,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,1,8 33 0 32,random,33 21 41 36,23,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,random,32 2 16 24,37,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,random,32 10 27 45,53,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,1,8 33 0 32,random,49 47 3 51,71,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,2,8 33 0 32,last,33 8 30 4,0,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,2,8 33 0 32,farthest,0 32 40 48,0,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,2,8 33 0 32,greedy_oracle,0 32 40 48,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,2,8 33 0 32,random,2 51 38 4,11,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,2,8 33 0 32,random,33 51 8 16,23,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,2,8 33 0 32,random,53 32 16 29,37,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,2,8 33 0 32,random,48 32 45 43,53,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,2,8 33 0 32,random,40 33 49 9,71,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,4,8 33 0 32,last,8 4 49 38,0,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,4,8 33 0 32,farthest,0 16 40 32,0,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,4,8 33 0 32,greedy_oracle,0 32 8 40,0,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,4,8 33 0 32,random,33 19 40 2,11,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,4,8 33 0 32,random,4 45 33 8,23,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,4,8 33 0 32,random,32 33 41 4,37,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,4,8 33 0 32,random,48 32 45 43,53,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,4,8 33 0 32,random,40 33 32 46,71,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,last,14 33 38 3,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,farthest,0 16 8 32,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,greedy_oracle,0 32 8 48,0,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,random,38 33 51 2,11,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,random,24 41 33 45,23,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,random,32 33 41 48,37,1.0,test
hotpotqa,0.0,5a8c8502554299585d9e36d0,8,8 33 0 32,random,32 0 48 45,53,1.0,test
hotpotqa,0.2,5a8c8502554299585d9e36d0,8,8 33 0 32,random,40 0 33 49,71,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,1,16 12 23 13,last,36 7 9 16,0,1.0,test
hotpotqa,0.2857142857142857,5a84c4bb5542991dd0999dec,1,16 12 23 13,farthest,16 5 30 43,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,1,16 12 23 13,greedy_oracle,20 12 17 14,0,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,1,16 12 23 13,random,6 38 0 9,11,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,1,16 12 23 13,random,25 32 46 18,23,1.0,test
hotpotqa,0.2857142857142857,5a84c4bb5542991dd0999dec,1,16 12 23 13,random,11 41 13 5,37,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,1,16 12 23 13,random,24 14 18 5,53,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,1,16 12 23 13,random,27 32 16 4,71,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,2,16 12 23 13,last,7 16 23 9,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,2,16 12 23 13,farthest,16 32 24 8,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,2,16 12 23 13,greedy_oracle,16 24 32 0,0,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,2,16 12 23 13,random,6 0 38 25,11,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,2,16 12 23 13,random,12 32 25 44,23,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,2,16 12 23 13,random,12 11 13 23,37,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,2,16 12 23 13,random,24 14 16 23,53,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,2,16 12 23 13,random,4 16 13 27,71,1.0,test
hotpotqa,0.42857142857142855,5a84c4bb5542991dd0999dec,4,16 12 23 13,last,16 5 4 6,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,farthest,16 32 40 24,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,greedy_oracle,16 24 8 32,0,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,4,16 12 23 13,random,16 6 13 21,11,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,random,0 12 32 25,23,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,random,40 16 13 11,37,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,random,24 14 16 18,53,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,4,16 12 23 13,random,20 40 16 27,71,1.0,test
hotpotqa,0.2857142857142857,5a84c4bb5542991dd0999dec,8,16 12 23 13,last,12 4 16 44,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,8,16 12 23 13,farthest,16 40 32 24,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,8,16 12 23 13,greedy_oracle,16 24 32 8,0,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,8,16 12 23 13,random,8 40 21 16,11,1.0,test
hotpotqa,0.0,5a84c4bb5542991dd0999dec,8,16 12 23 13,random,0 16 12 24,23,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,8,16 12 23 13,random,40 12 21 43,37,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,8,16 12 23 13,random,24 9 14 43,53,1.0,test
hotpotqa,0.14285714285714285,5a84c4bb5542991dd0999dec,8,16 12 23 13,random,40 16 6 17,71,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,1,40 19 7 0,last,5 19 14 25,0,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,1,40 19 7 0,farthest,40 1 39 18,0,1.0,test
hotpotqa,0.14285714285714285,5abbd4035542993f40c73bcb,1,40 19 7 0,greedy_oracle,19 18 9 33,0,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,1,40 19 7 0,random,0 8 5 18,11,1.0,test
hotpotqa,0.14285714285714285,5abbd4035542993f40c73bcb,1,40 19 7 0,random,19 22 40 5,23,1.0,test
hotpotqa,-0.14285714285714285,5abbd4035542993f40c73bcb,1,40 19 7 0,random,40 25 1 6,37,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,1,40 19 7 0,random,19 41 17 30,53,1.0,test
hotpotqa,-0.14285714285714285,5abbd4035542993f40c73bcb,1,40 19 7 0,random,32 1 8 15,71,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,2,40 19 7 0,last,5 25 19 43,0,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,2,40 19 7 0,farthest,40 24 8 48,0,1.0,test
hotpotqa,-0.14285714285714285,5abbd4035542993f40c73bcb,2,40 19 7 0,greedy_oracle,32 0 40 8,0,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,2,40 19 7 0,random,24 0 1 44,11,1.0,test
hotpotqa,0.2857142857142857,5abbd4035542993f40c73bcb,2,40 19 7 0,random,22 19 21 40,23,1.0,test
hotpotqa,-0.14285714285714285,5abbd4035542993f40c73bcb,2,40 19 7 0,random,32 48 40 4,37,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,2,40 19 7 0,random,19 30 1 41,53,1.0,test
hotpotqa,0.0,5abbd4035542993f40c73bcb,2,40 19 7 0,random,48 27 0 19,71,1.0,test
