dataset,delta_evidence_recall,example_id,m,mean_selected,method,method_selected,seed,selection_changed,split
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,last,12 80 74 16,0,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,farthest,96 112 32 72,0,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,greedy_oracle,80 64 56 96,0,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,random,48 0 64 122,11,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,random,56 72 80 81,23,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,random,72 104 0 79,37,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,random,112 56 80 89,53,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,4,80 88 72 96,random,0 112 80 72,71,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,last,12 56 40 50,0,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,farthest,80 96 112 72,0,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,greedy_oracle,80 56 88 96,0,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,random,0 48 80 64,11,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,random,96 72 88 56,23,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,random,72 0 104 120,37,1.0,test
qasper,0.0,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,random,56 112 96 80,53,1.0,test
qasper,0.06666666666666667,1810.12085:c2cb6c4500d9e02fc9a1bdffd22c3df69655189f,8,80 88 72 96,random,112 0 80 84,71,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,last,77 36 2 40,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,farthest,0 64 72 8,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,greedy_oracle,59 7 84 45,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,random,79 26 58 0,11,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,random,7 67 82 32,23,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,random,38 56 4 74,37,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,random,54 81 77 83,53,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,1,72 16 24 40,random,0 8 42 40,71,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,last,2 75 40 36,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,farthest,0 64 72 40,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,greedy_oracle,64 40 0 72,0,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,random,26 37 74 24,11,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,random,56 67 79 7,23,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,random,74 38 7 67,37,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,random,54 81 65 56,53,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,2,72 16 24 40,random,24 8 64 56,71,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,last,2 40 75 8,0,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,farthest,72 48 40 24,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,greedy_oracle,24 72 16 0,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,random,48 24 32 0,11,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,random,56 8 75 44,23,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,random,8 27 21 40,37,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,random,72 48 77 54,53,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,4,72 16 24 40,random,40 24 64 16,71,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,last,54 24 40 2,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,farthest,72 16 0 8,0,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,greedy_oracle,72 32 8 0,0,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,random,32 8 24 48,11,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,random,72 56 8 16,23,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,random,56 80 32 24,37,1.0,test
qasper,0.125,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,random,48 72 0 58,53,1.0,test
qasper,0.0,2003.11562:fc4ae12576ea3a85ea6d150b46938890d63a7d18,8,72 16 24 40,random,56 24 64 16,71,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,last,128 60 145 222,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,farthest,44 128 193 107,0,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,greedy_oracle,90 8 0 209,0,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,random,88 104 20 27,11,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,random,32 274 254 249,23,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,random,254 145 101 43,37,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,random,112 186 117 75,53,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,1,72 0 136 192,random,209 274 288 136,71,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,last,145 222 26 27,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,farthest,128 136 0 192,0,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,greedy_oracle,8 0 192 240,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,random,128 104 31 205,11,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,random,280 232 32 72,23,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,random,80 272 254 0,37,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,random,112 8 107 73,53,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,2,72 0 136 192,random,208 152 209 201,71,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,last,145 60 222 45,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,farthest,0 112 136 96,0,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,greedy_oracle,0 8 216 192,0,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,random,280 88 128 224,11,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,random,280 248 32 72,23,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,random,144 32 80 0,37,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,random,144 80 264 112,53,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,4,72 0 136 192,random,208 56 72 288,71,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,last,205 82 75 26,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,farthest,136 0 80 272,0,1.0,test
qasper,0.0,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,greedy_oracle,0 136 8 144,0,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,random,240 144 32 88,11,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,random,224 248 64 280,23,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,random,144 288 80 32,37,1.0,test
qasper,-0.02666666666666667,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,random,80 144 192 112,53,1.0,test
qasper,-0.013333333333333334,1912.13337:e97186c51d4af490dba6faaf833d269c8256426c,8,72 0 136 192,random,112 208 64 288,71,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,last,109 96 25 82,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,farthest,24 32 48 82,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,greedy_oracle,87 7 109 60,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,random,87 104 56 62,11,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,random,81 74 80 42,23,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,random,101 13 80 22,37,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,random,11 97 1 16,53,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,1,96 24 88 80,random,22 19 75 79,71,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,last,96 109 25 97,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,farthest,24 48 32 80,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,greedy_oracle,56 24 72 80,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,random,104 87 56 60,11,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,random,22 74 42 82,23,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,random,48 82 19 32,37,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,random,11 109 81 72,53,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,2,96 24 88 80,random,88 40 22 75,71,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,last,109 96 80 97,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,farthest,48 80 88 104,0,1.0,test
qasper,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,greedy_oracle,96 56 0 80,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,random,104 24 56 81,11,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,random,22 82 108 88,23,1.0,test
qasper,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,random,72 48 82 0,37,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,random,80 96 58 75,53,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,4,96 24 88 80,random,72 88 40 32,71,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,last,80 109 96 7,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,farthest,96 48 88 104,0,1.0,test
qasper,1.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,greedy_oracle,0 96 80 56,0,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,random,32 40 104 48,11,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,random,96 88 24 82,23,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,random,48 72 82 32,37,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,random,80 96 16 48,53,1.0,test
qasper,0.0,2003.11645:c2d1387e08cf25cb6b1f482178cca58030e85b70,8,96 24 88 80,random,72 32 88 40,71,1.0,test
qasper,0.14285714285714285,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,last,9 64 1 136,0,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,farthest,136 128 123 9,0,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,greedy_oracle,27 99 98 13,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,random,64 27 123 144,11,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,random,136 64 59 27,23,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,random,96 141 144 9,37,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,random,9 72 71 114,53,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1,64 136 129 120,random,8 128 136 27,71,1.0,test
qasper,0.14285714285714285,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,last,1 64 136 9,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,farthest,136 128 64 120,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,greedy_oracle,136 32 72 112,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,random,64 32 27 24,11,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,random,128 88 27 9,23,1.0,test
qasper,0.14285714285714285,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,random,128 96 1 9,37,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,random,103 71 146 114,53,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,2,64 136 129 120,random,8 114 33 118,71,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,last,136 98 123 9,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,farthest,88 136 64 24,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,greedy_oracle,136 32 72 144,0,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,random,64 32 0 27,11,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,random,128 24 88 9,23,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,random,128 56 96 80,37,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,random,80 129 114 32,53,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,4,64 136 129 120,random,8 114 16 131,71,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,last,72 32 83 136,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,farthest,72 88 24 136,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,greedy_oracle,136 64 72 120,0,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,random,32 64 96 40,11,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,random,128 40 88 24,23,1.0,test
qasper,0.0,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,random,144 128 56 96,37,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,random,136 8 80 88,53,1.0,test
qasper,0.07142857142857142,1912.03804:2ccc26e11df4eb26fcccdd1f446dc749aff5d572,8,64 136 129 120,random,64 120 8 114,71,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,last,15 65 20 37,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,farthest,72 142 114 151,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,greedy_oracle,128 11 160 15,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,random,40 100 64 145,11,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,random,72 35 96 56,23,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,random,88 184 28 165,37,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,random,40 28 136 37,53,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,1,112 96 192 120,random,33 67 48 193,71,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,last,65 37 28 41,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,farthest,72 200 136 32,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,greedy_oracle,128 160 200 120,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,random,40 145 200 48,11,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,random,72 96 150 136,23,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,random,72 184 88 142,37,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,random,40 136 153 113,53,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,2,112 96 192 120,random,184 56 25 192,71,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,last,153 195 65 90,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,farthest,160 176 40 128,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,greedy_oracle,160 72 120 200,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,random,40 112 32 48,11,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,random,160 72 104 96,23,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,random,88 184 72 28,37,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,random,88 40 136 34,53,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,4,112 96 192 120,random,80 168 120 184,71,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,last,195 156 80 56,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,farthest,80 192 160 136,0,1.0,test
qasper,0.2,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,greedy_oracle,0 152 16 200,0,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,random,136 64 16 40,11,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,random,80 160 32 72,23,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,random,48 72 88 112,37,1.0,test
qasper,0.2,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,random,152 40 0 200,53,1.0,test
qasper,0.0,1910.14599:ee2c9bc24d70daa0c87e38e0558e09ab97feb4f2,8,112 96 192 120,random,48 128 120 16,71,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,last,52 38 16 45,0,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,farthest,48 53 46 45,0,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,greedy_oracle,37 64 52 48,0,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,random,16 45 24 46,11,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,random,16 64 0 18,23,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,random,48 0 18 45,37,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,random,65 5 56 54,53,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,1,0 56 64 8,random,24 1 8 6,71,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,last,52 16 53 45,0,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,farthest,48 56 0 24,0,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,greedy_oracle,64 56 0 48,0,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,random,48 62 49 35,11,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,random,16 24 46 8,23,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,random,40 58 48 45,37,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,random,4 5 48 45,53,1.0,test
qasper,0.0,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,2,0 56 64 8,random,24 3 33 64,71,1.0,test
qasper,-0.25,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,4,0 56 64 8,last,63 56 45 34,0,1.0,test
