candidate_chunks,controller_construction_ms,dataset,device,example_id,landmarks_per_chunk,method,native_dots,qk_scoring_ms,total_routing_ms,valid_key_tokens
72,73.18180007860065,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,8,last_m8,9216,6.954700220376253,80.1365002989769,2283
72,74.22959990799427,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,8,random_m8,9216,6.983800092712045,81.21340000070632,2283
72,715.5863998923451,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,8,farthest_m8,9216,6.839699810370803,722.4260997027159,2283
72,34982.26279998198,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,8,greedy_oracle_m8,9216,6.72970013692975,34988.99250011891,2283
72,134.8977000452578,qasper,cuda,2002.04181:1329280df5ee9e902b2742bde4a97bc3e6573ff3,8,learned_m8,9216,6.875399965792894,141.7731000110507,2283
68,0.47680013813078403,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,31,full_k,33728,17.21640001051128,17.693200148642063,2169
68,4.105299944058061,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,1,mean,1088,2.5463998317718506,6.651699775829911,2169
68,67.2141001559794,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,8,last_m8,8704,6.461200071498752,73.67530022747815,2169
68,56.17340002208948,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,8,random_m8,8704,6.4760001841932535,62.649400206282735,2169
68,621.315399883315,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,8,farthest_m8,8704,6.694299867376685,628.0096997506917,2169
68,33388.33300000988,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,8,greedy_oracle_m8,8704,6.3934000208973885,33394.72640003078,2169
68,115.66019989550114,qasper,cuda,1703.04001:4e1a67f8dc68b55a5ce18e6cd385ae9ab90d891f,8,learned_m8,8704,6.405699998140335,122.06589989364147,2169
161,0.6651999428868294,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,31,full_k,79856,37.7426000777632,38.40780002065003,5149
161,7.825999986380339,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,1,mean,2576,3.6570001393556595,11.483000125735998,5149
161,165.9381000790745,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,8,last_m8,20608,13.669000007212162,179.60710008628666,5149
161,126.6882000491023,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,8,random_m8,20608,13.0171999335289,139.7053999826312,5149
161,1489.2595000565052,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,8,farthest_m8,20608,12.6976000610739,1501.957100117579,5149
161,79276.26489987597,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,8,greedy_oracle_m8,20608,12.822899967432022,79289.0877998434,5149
161,306.1067999806255,qasper,cuda,2002.03407:b5608076d91450b0d295ad14c3e3a90d7e168d0e,8,learned_m8,20608,12.759400065988302,318.8662000466138,5149
189,0.4632000345736742,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,31,full_k,93744,43.75170008279383,44.214900117367506,6026
189,9.127600118517876,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,1,mean,3024,4.224700154736638,13.352300273254514,6026
189,199.12580004893243,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,8,last_m8,24192,15.135700115934014,214.26150016486645,6026
189,140.3125999495387,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,8,random_m8,24192,14.909200137481093,155.2218000870198,6026
189,1812.0136000216007,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,8,farthest_m8,24192,14.656099956482649,1826.6696999780834,6026
189,94012.72490015253,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,8,greedy_oracle_m8,24192,14.878999907523394,94027.60390006006,6026
189,343.46999996341765,qasper,cuda,1611.03599:e330e162ec29722f5ec9f83853d129c9e0693d65,8,learned_m8,24192,14.868200058117509,358.33820002153516,6026
170,0.4314999096095562,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,31,full_k,84320,39.365800097584724,39.79730000719428,5434
170,8.322199806571007,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,1,mean,2720,4.031500080600381,12.353699887171388,5434
170,161.65639995597303,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,8,last_m8,21760,12.75080000050366,174.4071999564767,5434
170,126.43330008722842,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,8,random_m8,21760,12.39779987372458,138.831099960953,5434
170,1522.8176000528038,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,8,farthest_m8,21760,12.569600017741323,1535.387200070545,5434
170,83904.6159000136,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,8,greedy_oracle_m8,21760,13.410300016403198,83918.02620003,5434
170,328.987899934873,qasper,cuda,2004.04721:664b3eadc12c8dde309e8bbd59e9af961a433cde,8,learned_m8,21760,13.506100047379732,342.4939999822527,5434
