model_id,context_target_tokens,samples,full_minus_selected_gold_logprob,full_minus_selected_f1,selected_native_minus_text_gold_logprob,selected_native_minus_text_f1,selected_native_sequence_agreement,selected_native_active_detail_bytes,full_native_active_detail_bytes,source_relative_logit_rmse,query_restart_logit_rmse,source_relative_sequence_agreement,query_restart_sequence_agreement
mlx-community/Qwen3-8B-4bit,384,15,0.43777910868326764,-0.010336330336330302,0.18914756774902308,0.0,1.0,41474457.6,56623104.0,0.1463444362084071,2.1344135125478108,1.0,0.06666666666666667
mlx-community/Qwen3-8B-4bit,8192,15,1.191793568929036,0.02142328259975318,0.18914756774902308,0.0,1.0,41474457.6,1207959552.0,0.11181450635194778,2.5722010056177775,0.6666666666666666,0.0
mlx-community/Qwen3-8B-4bit,32768,3,-0.6027374267578125,0.20238095238095238,-0.08002599080403705,0.0,1.0,41484288.0,4831838208.0,0.12834453582763672,2.5296327273050943,0.3333333333333333,0.0
mlx-community/Qwen3-14B-4bit,384,15,0.339385350545248,0.009365079365079299,-0.00568720499674491,0.0,1.0,46082730.666666664,62914560.0,0.09308173308769861,3.326213232676188,0.9333333333333333,0.0
mlx-community/Qwen3-14B-4bit,8192,15,-1.4847240447998047,-0.13653198653198656,-0.00568720499674491,0.0,1.0,46082730.666666664,1342177280.0,0.0996830811103185,4.785977872212728,0.9333333333333333,0.0
mlx-community/Qwen3-32B-4bit,384,15,0.08625310262044295,-0.0006734006734006592,0.029542922973632812,0.01723905723905722,0.8666666666666667,73732369.06666666,100663296.0,0.11523318365216255,4.7732791344324745,1.0,0.0
mlx-community/Qwen3-32B-4bit,8192,15,-0.9986124674479164,-0.07352129352129352,0.029542922973632812,0.01723905723905722,0.8666666666666667,73732369.06666666,2147483648.0,0.12138440062602361,3.6711385885874432,0.6666666666666666,0.0
