mode,single_top1,multi_required_recall,multi_successor_recall,all_required_recovered,mrr,index_bytes
external_signed_hash,0.8,0.67,0.9055555555555556,0.0,0.8690476190476191,9216
index,1.0,0.8622222222222222,1.0,0.5333333333333333,1.0,13427
input_embedding_mean,0.65,0.6188888888888889,0.5722222222222223,0.0,0.8714285714285714,36864
lexical_native_hybrid,0.8,0.69,0.6888888888888889,0.3333333333333333,0.9428571428571428,65427
native_mean_k,0.0,0.4388888888888889,0.611111111111111,0.0,0.36962977498691785,36864
native_token_qk,0.0,0.4388888888888889,0.611111111111111,0.0,0.40433447504876074,3328000
paper2_8_rank16_ensemble,0.0,0.2222222222222222,0.16666666666666666,0.0,0.25810657596371883,52000
paper2_8_rank8_centroids,0.0,0.3722222222222222,0.16666666666666666,0.0,0.31217401645973075,2304
token,0.8,0.888888888888889,1.0,0.6666666666666666,0.9166666666666667,13427
